,Any,Literal,Codi,Densitat comercial
747,2017,Santa Eulàlia de Ronçana,082482,937
748,2017,Santa Fe del Penedès,082495,463
749,2017,Santa Llogaia d'Àlguema,171827,17272
750,2017,Santa Margarida de Montbui,082508,1366
751,2017,Santa Margarida i els Monjos,082515,868
752,2017,Santa Maria d'Oló,082589,1048
753,2017,Santa Maria de Besora,082536,585
754,2017,Santa Maria de Martorelles,082567,100
755,2017,Santa Maria de Merlès,082554,0
756,2017,Santa Maria de Miralles,082573,5455
757,2017,Santa Maria de Palautordera,082592,1389
758,2017,Santa Oliva,431401,5487
759,2017,Santa Pau,171848,693
760,2017,Santa Perpètua de Mogoda,082606,1551
761,2017,Santa Susanna,082613,5191
762,2017,Santpedor,081923,1881
763,2017,Sarral,431423,696
764,2017,Sarrià de Ter,171864,5216
765,2017,Sarroca de Bellera,252017,1042
766,2017,Sarroca de Lleida,252000,246
767,2017,"Saus, Camallera i Llampaies",171870,1282
768,2017,Savallà del Comtat,431439,0
769,2017,"Secuita, la",431444,441
770,2017,"Selva de Mar, la",171886,372
771,2017,"Selva del Camp, la",431457,2316
772,2017,Senan,431460,0
773,2017,"Sénia, la",430445,4731
774,2017,Senterada,252022,412
775,2017,"Sentiu de Sió, la",250352,996
776,2017,Sentmenat,082671,1759
777,2017,Serinyà,171903,981
778,2017,Seròs,252043,1011
779,2017,Serra de Daró,171910,9078
780,2017,Setcases,171925,2110
781,2017,"Seu d'Urgell, la",252038,1930
782,2017,Seva,082690,328
783,2017,Sidamon,252056,2780
784,2017,Sils,171931,1405
785,2017,Sitges,082704,2052
786,2017,Siurana,170524,0
787,2017,Sobremunt,082711,0
788,2017,"Soleràs, el",252069,12
789,2017,Solivella,431476,925
790,2017,Solsona,252075,3276
791,2017,Sora,082726,2223
792,2017,Soriguera,252081,2
793,2017,Sort,252094,3648
794,2017,Soses,252108,2044
795,2017,Subirats,082732,875
796,2017,Sudanell,252115,681
797,2017,Sunyer,252120,5167
798,2017,Súria,082747,1445
799,2017,Susqueda,171946,0
800,2017,Tagamanent,082763,454
801,2017,Talamanca,082779,513
802,2017,Talarn,252154,3041
803,2017,Talavera,252167,688
804,2017,"Tallada d'Empordà, la",171959,1367
805,2017,Taradell,082785,1176
806,2017,Tarragona,431482,2436
807,2017,Tàrrega,252173,3040
808,2017,Tarrés,252189,626
809,2017,Tarroja de Segarra,252192,337
810,2017,Tavèrnoles,082750,0
811,2017,Tavertet,082802,0
812,2017,Teià,082819,1189
813,2017,Térmens,252206,2163
814,2017,Terrades,171962,98
815,2017,Terrassa,082798,1986
816,2017,Tiana,082824,583
817,2017,Tírvia,252213,0
818,2017,Tiurana,252228,0
819,2017,Tivenys,431495,779
820,2017,Tivissa,431508,801
821,2017,Tona,082830,1591
822,2017,Torà,252234,1435
823,2017,Tordera,082845,1602
824,2017,Torelló,082858,2079
825,2017,"Torms, els",252249,653
826,2017,Tornabous,252252,590
827,2017,"Torre de Cabdella, la",252271,211
828,2017,"Torre de Claramunt, la",082861,833
829,2017,"Torre de Fontaubella, la",431515,0
830,2017,"Torre de l'Espanyol, la",431520,339
831,2017,Torre-serona,252332,110
832,2017,Torrebesses,252265,331
833,2017,Torredembarra,431536,2232
834,2017,Torrefarrera,252287,3612
835,2017,Torrefeta i Florejacs,259078,208
836,2017,Torregrossa,252304,633
837,2017,Torrelameu,252311,1678
838,2017,Torrelavit,082877,908
839,2017,Torrelles de Foix,082883,855
840,2017,Torrelles de Llobregat,082896,578
841,2017,Torrent,171978,919
842,2017,Torres de Segre,252326,3239
843,2017,Torroella de Fluvià,171984,1298
844,2017,Torroella de Montgrí,171997,2529
845,2017,Torroja del Priorat,431541,691
846,2017,Tortellà,172001,1065
847,2017,Tortosa,431554,2794
848,2017,Toses,172018,0
849,2017,Tossa de Mar,172023,3110
850,2017,Tremp,252347,2868
851,2017,Ullà,172044,1230
852,2017,Ullastrell,082900,365
853,2017,Ullastret,172057,576
854,2017,Ulldecona,431567,1702
855,2017,Ulldemolins,431573,729
856,2017,Ultramort,172039,472
857,2017,Urús,172060,0
858,2017,Vacarisses,082917,1104
859,2017,"Vajol, la",170144,565
860,2017,"Vall d'en Bas, la",172076,630
861,2017,"Vall de Bianya, la",172082,639
862,2017,"Vall de Boí, la",250432,2075
863,2017,Vall de Cardós,259010,167
864,2017,Vall-llobrega,172095,3456
865,2017,Vallbona d'Anoia,082922,564
866,2017,Vallbona de les Monges,252385,518
867,2017,Vallcebre,082938,410
868,2017,Vallclara,431589,864
869,2017,Vallfogona de Balaguer,252402,4152
870,2017,Vallfogona de Ripollès,171707,157
871,2017,Vallfogona de Riucorb,431592,0
872,2017,Vallgorguina,082943,586
873,2017,Vallirana,082956,1199
874,2017,Vallmoll,431606,3026
875,2017,Vallromanes,082969,470
876,2017,Valls,431613,2613
877,2017,"Valls d'Aguilar, les",259062,249
878,2017,"Valls de Valira, les",252398,21
879,2017,Vandellòs i l'Hospitalet de l'Infant,431628,2810
880,2017,"Vansa i Fórnols, la",259097,300
881,2017,Veciana,082975,0
882,2017,"Vendrell, el",431634,2902
883,2017,Ventalló,172109,602
884,2017,Verdú,252424,1045
885,2017,Verges,172116,1443
886,2017,Vespella de Gaià,431649,0
887,2017,Vic,082981,3765
888,2017,Vidrà,172121,475
889,2017,Vidreres,172137,1438
890,2017,Vielha e Mijaran,252430,3818
891,2017,Vila-rodona,431704,2017
892,2017,Vila-sacra,172305,11643
893,2017,Vila-sana,252521,3799
894,2017,Vila-seca,431711,1971
895,2017,Vilabella,431652,1359
896,2017,Vilabertran,172142,275
897,2017,Vilablareix,172155,2321
898,2017,Vilada,082994,736
899,2017,Viladamat,172174,1878
900,2017,Viladasens,172168,0
901,2017,Viladecans,083015,1625
902,2017,Viladecavalls,083008,967
903,2017,Vilademuls,172180,762
904,2017,Viladrau,172207,944
905,2017,Vilafant,172214,303
906,2017,Vilafranca del Penedès,083054,3058
907,2017,Vilagrassa,252445,6592
908,2017,Vilajuïga,172235,824
909,2017,Vilalba dels Arcs,431750,258
910,2017,Vilalba Sasserra,083067,651
911,2017,Vilaller,252458,1124
912,2017,Vilallonga de Ter,172240,773
913,2017,Vilallonga del Camp,431665,2374
914,2017,Vilamacolum,172253,1535
915,2017,Vilamalla,172266,12215
916,2017,Vilamaniscle,172272,85
917,2017,Vilamòs,252477,6775
918,2017,Vilanant,172288,100
919,2017,Vilanova d'Escornalbou,431671,545
920,2017,Vilanova de Bellpuig,252483,242
921,2017,Vilanova de l'Aguda,252496,0
922,2017,Vilanova de la Barca,252542,1332
923,2017,Vilanova de Meià,252509,890
924,2017,Vilanova de Prades,431687,256
925,2017,Vilanova de Sau,083036,319
926,2017,Vilanova de Segrià,252516,225
927,2017,Vilanova del Camí,083020,1054
928,2017,Vilanova del Vallès,089024,1373
929,2017,Vilanova i la Geltrú,083073,2012
930,2017,Vilaplana,431690,313
931,2017,Vilassar de Dalt,082140,1317
932,2017,Vilassar de Mar,082191,1605
933,2017,Vilaür,172229,117
934,2017,Vilaverd,431726,1550
935,2017,"Vilella Alta, la",431732,386
936,2017,"Vilella Baixa, la",431747,0
937,2017,Vilobí d'Onyar,172333,908
938,2017,Vilobí del Penedès,083041,621
939,2017,Vilopriu,172327,0
940,2017,"Vilosell, el",252537,144
941,2017,Vimbodí i Poblet,431763,782
942,2017,Vinaixa,252555,683
943,2017,Vinebre,431779,696
944,2017,Vinyols i els Arcs,431785,4887
945,2017,Viver i Serrateix,083089,0
946,2017,Xerta,430521,566
947,2018,Abella de la Conca,250019,575
948,2018,Abrera,080018,1976
949,2018,Àger,250024,2471
950,2018,Agramunt,250030,2972
951,2018,Aguilar de Segarra,080023,2892
952,2018,Agullana,170010,2150
953,2018,Aiguafreda,080142,2174
954,2018,Aiguamúrcia,430017,656
955,2018,Aiguaviva,170025,1614
956,2018,Aitona,250387,1110
957,2018,"Alamús, els",250045,3466
958,2018,Alàs i Cerc,250058,316
959,2018,"Albagés, l'",250061,368
960,2018,Albanyà,170031,266
961,2018,Albatàrrec,250077,629
962,2018,Albesa,250083,303
963,2018,"Albi, l'",250096,655
964,2018,Albinyana,430022,605
965,2018,"Albiol, l'",430038,170
966,2018,Albons,170046,230
967,2018,Alcanar,430043,1779
968,2018,Alcanó,250100,190
969,2018,Alcarràs,250117,2386
970,2018,Alcoletge,250122,1559
971,2018,Alcover,430056,2010
972,2018,"Aldea, l'",439044,2899
973,2018,Aldover,430069,458
974,2018,"Aleixar, l'",430075,352
975,2018,Alella,080039,1403
976,2018,Alfara de Carles,430081,582
977,2018,Alfarràs,250138,2192
978,2018,Alfés,250143,2144
979,2018,Alforja,430094,974
980,2018,Algerri,250156,1293
981,2018,Alguaire,250169,2001
982,2018,Alins,250175,31
983,2018,Alió,430108,122
984,2018,Almacelles,250194,2171
985,2018,Almatret,250208,787
986,2018,Almenar,250215,2693
987,2018,Almoster,430115,494
988,2018,Alòs de Balaguer,250220,0
989,2018,Alp,170062,2467
990,2018,Alpens,080044,502
991,2018,Alpicat,250236,1573
992,2018,Alt Àneu,250241,298
993,2018,Altafulla,430120,1933
994,2018,Amer,170078,1168
995,2018,"Ametlla de Mar, l'",430136,2217
996,2018,"Ametlla del Vallès, l'",080057,2432
997,2018,"Ampolla, l'",439060,1791
998,2018,Amposta,430141,3514
999,2018,Anglès,170084,1525
1000,2018,Anglesola,250273,1205
1001,2018,Arbeca,250292,1036
1002,2018,"Arboç, l'",430167,2266
1003,2018,Arbolí,430154,190
1004,2018,Arbúcies,170097,1314
1005,2018,Arenys de Mar,080060,1593
1006,2018,Arenys de Munt,080076,1199
1007,2018,Argelaguer,170101,300
1008,2018,Argençola,080082,0
1009,2018,"Argentera, l'",430173,2512
1010,2018,Argentona,080095,935
1011,2018,"Armentera, l'",170118,717
1012,2018,Arnes,430189,682
1013,2018,Arres,250313,0
1014,2018,Arsèguel,250328,259
1015,2018,Artés,080109,1372
1016,2018,Artesa de Lleida,250334,2356
1017,2018,Artesa de Segre,250349,5238
1018,2018,Ascó,430192,2203
1019,2018,Aspa,250365,83
1020,2018,"Avellanes i Santa Linya, les",250371,2585
1021,2018,Avià,080116,520
1022,2018,Avinyó,080121,917
1023,2018,Avinyonet de Puigventós,170123,1357
1024,2018,Avinyonet del Penedès,080137,878
1025,2018,Badalona,080155,1597
1026,2018,Badia del Vallès,089045,577
1027,2018,Bagà,080168,1297
1028,2018,Baix Pallars,250390,173
1029,2018,Balaguer,250404,2400
1030,2018,Balenyà,080174,2158
1031,2018,Balsareny,080180,778
1032,2018,Banyeres del Penedès,430206,582
1033,2018,Banyoles,170157,2443
1034,2018,Barbens,250411,1314
1035,2018,Barberà de la Conca,430213,540
1036,2018,Barberà del Vallès,082520,2817
1037,2018,Barcelona,080193,1967
1038,2018,"Baronia de Rialb, la",250426,130
1039,2018,Bàscara,170160,2364
1040,2018,Bassella,250447,1346
1041,2018,Batea,430228,1272
1042,2018,Bausen,250450,1297
1043,2018,Begues,080207,1427
1044,2018,Begur,170139,1814
1045,2018,Belianes,250463,2253
1046,2018,Bell-lloc d'Urgell,250485,858
1047,2018,Bellaguarda,251706,150
1048,2018,Bellcaire d'Empordà,170182,3984
1049,2018,Bellcaire d'Urgell,250479,1657
1050,2018,Bellmunt d'Urgell,250498,0
1051,2018,Bellmunt del Priorat,430234,340
1052,2018,Bellprat,080214,2324
1053,2018,Bellpuig,250501,2187
1054,2018,Bellvei,430249,2782
1055,2018,Bellver de Cerdanya,250518,1912
1056,2018,Bellvís,250523,2451
1057,2018,Benavent de Segrià,250539,1151
1058,2018,Benifallet,430252,672
1059,2018,Benissanet,430265,390
1060,2018,Berga,080229,3009
1061,2018,Besalú,170195,3024
1062,2018,Bescanó,170209,1904
1063,2018,Beuda,170216,0
1064,2018,Bigues i Riells,080235,623
1065,2018,Biosca,250557,155
1066,2018,"Bisbal d'Empordà, la",170221,3424
1067,2018,"Bisbal de Falset, la",430271,297
1068,2018,"Bisbal del Penedès, la",430287,660
1069,2018,Biure,172348,2029
1070,2018,Blancafort,430290,288
1071,2018,Blanes,170237,2321
1072,2018,Boadella i les Escaules,170293,457
1073,2018,Bolvir,170242,332
1074,2018,Bonastre,430304,336
1075,2018,"Bòrdes, Es",250576,0
1076,2018,Bordils,170255,805
1077,2018,"Borges Blanques, les",250582,1531
1078,2018,"Borges del Camp, les",430311,963
1079,2018,Borrassà,170268,1229
1080,2018,Borredà,080240,1059
1081,2018,Bossòst,250595,4914
1082,2018,Bot,430326,429
1083,2018,Botarell,430332,521
1084,2018,Bovera,250560,218
1085,2018,Bràfim,430347,217
1086,2018,Breda,170274,1492
1087,2018,"Bruc, el",080253,1631
1088,2018,"Brull, el",080266,2008
1089,2018,Brunyola,170280,2000
1090,2018,Cabacés,430350,495
1091,2018,Cabanabona,250609,66
1092,2018,Cabanelles,170314,344
1093,2018,Cabanes,170307,2541
1094,2018,"Cabanyes, les",080272,1526
1095,2018,Cabó,250616,0
1096,2018,Cabra del Camp,430363,302
1097,2018,Cabrera d'Anoia,080288,1549
1098,2018,Cabrera de Mar,080291,10014
1099,2018,Cabrils,080305,923
1100,2018,Cadaqués,170329,2082
1101,2018,Calaf,080312,1978
1102,2018,Calafell,430379,1602
1103,2018,Calders,080348,957
1104,2018,Caldes d'Estrac,080327,379
1105,2018,Caldes de Malavella,170335,701
1106,2018,Caldes de Montbui,080333,1946
1107,2018,Calella,080351,2172
1108,2018,Calldetenes,080370,918
1109,2018,Callús,080386,736
1110,2018,Calonge,080364,2130
1111,2018,Calonge de Segarra,170340,9309
1112,2018,Camarasa,250621,1046
1113,2018,Camarles,439039,2588
1114,2018,Cambrils,430385,1648
1115,2018,Camós,170353,184
1116,2018,Campdevànol,170366,3044
1117,2018,Campelles,170372,0
1118,2018,Campins,080399,17
1119,2018,Campllong,170388,2443
1120,2018,Camprodon,170391,2387
1121,2018,Canejan,250637,0
1122,2018,Canet d'Adri,170405,476
1123,2018,Canet de Mar,080403,1221
1124,2018,"Canonja, la",439076,1549
1125,2018,Canovelles,080410,1310
1126,2018,Cànoves i Samalús,080425,388
1127,2018,Cantallops,170412,0
1128,2018,Canyelles,080431,1178
1129,2018,Capafonts,430398,1719
1130,2018,Capçanes,430402,342
1131,2018,Capellades,080446,1258
1132,2018,Capmany,170427,1502
1133,2018,Capolat,080459,0
1134,2018,Cardedeu,080462,1843
1135,2018,Cardona,080478,2123
1136,2018,Carme,080484,317
1137,2018,Caseres,430419,532
1138,2018,Cassà de la Selva,170448,1663
1139,2018,Casserres,080497,1188
1140,2018,Castell de l'Areny,080575,236
1141,2018,Castell de Mur,259046,6
1142,2018,Castell-Platja d'Aro,170486,6518
1143,2018,Castellar de la Ribera,250642,0
1144,2018,Castellar de n'Hug,080522,1588
1145,2018,Castellar del Riu,080500,0
1146,2018,Castellar del Vallès,080517,1701
1147,2018,Castellbell i el Vilar,080538,1198
1148,2018,Castellbisbal,080543,1687
1149,2018,Castellcir,080556,633
1150,2018,Castelldans,250674,1035
1151,2018,Castelldefels,080569,1510
1152,2018,Castellet i la Gornal,080581,1529
1153,2018,Castellfollit de la Roca,170464,1019
1154,2018,Castellfollit de Riubregós,080608,788
1155,2018,Castellfollit del Boix,080594,276
1156,2018,Castellgalí,080615,1919
1157,2018,Castellnou de Bages,080620,68
1158,2018,Castellnou de Seana,250680,201
1159,2018,Castelló d'Empúries,170470,4598
1160,2018,Castelló de Farfanya,250693,262
1161,2018,Castellolí,080636,1321
1162,2018,Castellserà,250707,992
1163,2018,Castellterçol,080641,1388
1164,2018,Castellvell del Camp,430424,169
1165,2018,Castellví de la Marca,080654,692
1166,2018,Castellví de Rosanes,080667,294
1167,2018,"Catllar, el",430430,1204
1168,2018,Cava,250714,0
1169,2018,"Cellera de Ter, la",171899,2163
1170,2018,Celrà,170499,2155
1171,2018,Centelles,080673,1661
1172,2018,Cercs,082687,722
1173,2018,Cerdanyola del Vallès,082665,1242
1174,2018,Cervelló,080689,1000
1175,2018,Cervera,250729,2256
1176,2018,Cervià de les Garrigues,250735,299
1177,2018,Cervià de Ter,170502,426
1178,2018,Cistella,170519,547
1179,2018,Ciutadilla,250740,1248
1180,2018,Clariana de Cardener,250753,0
1181,2018,"Cogul, el",250766,1242
1182,2018,Colera,170545,759
1183,2018,Coll de Nargó,250772,1902
1184,2018,Collbató,080692,647
1185,2018,Colldejou,430458,0
1186,2018,Collsuspina,080706,445
1187,2018,Colomers,170558,466
1188,2018,"Coma i la Pedra, la",251636,385
1189,2018,Conca de Dalt,251615,257
1190,2018,Conesa,430461,0
1191,2018,Constantí,430477,1746
1192,2018,Copons,080713,516
1193,2018,Corbera d'Ebre,430483,940
1194,2018,Corbera de Llobregat,080728,754
1195,2018,Corbins,250788,880
1196,2018,Corçà,170577,2048
1197,2018,Cornellà de Llobregat,080734,1836
1198,2018,Cornellà del Terri,170561,1904
1199,2018,Cornudella de Montsant,430496,1604
1200,2018,Creixell,430509,1246
1201,2018,Crespià,170583,410
1202,2018,"Cruïlles, Monells i Sant Sadurní de l'Heura",179011,239
1203,2018,Cubelles,080749,1634
1204,2018,Cubells,250791,293
1205,2018,Cunit,430516,898
1206,2018,Darnius,170600,228
1207,2018,Das,170617,75
1208,2018,Deltebre,439018,2468
1209,2018,Dosrius,080752,725
1210,2018,Duesaigües,430537,772
1211,2018,"Escala, l'",170622,2849
1212,2018,Esparreguera,080765,1400
1213,2018,Espinelves,170638,680
1214,2018,"Espluga Calba, l'",250812,479
1215,2018,"Espluga de Francolí, l'",430542,1696
1216,2018,Esplugues de Llobregat,080771,1381
1217,2018,Espolla,170643,478
1218,2018,Esponellà,170656,164
1219,2018,Espot,250827,639
1220,2018,"Espunyola, l'",080787,833
1221,2018,"Esquirol, l'",082541,563
1222,2018,Estamariu,250886,0
1223,2018,"Estany, l'",080790,369
1224,2018,Estaràs,250851,0
1225,2018,Esterri d'Àneu,250864,2845
1226,2018,Esterri de Cardós,250870,0
1227,2018,Falset,430555,2483
1228,2018,"Far d'Empordà, el",170059,1068
1229,2018,Farrera,250899,0
1230,2018,"Fatarella, la",430568,733
1231,2018,"Febró, la",430574,1405
1232,2018,Figaró-Montmany,081347,548
1233,2018,Fígols,080804,0
1234,2018,Fígols i Alinyà,259084,0
1235,2018,"Figuera, la",430580,0
1236,2018,Figueres,170669,3396
1237,2018,Figuerola del Camp,430593,1473
1238,2018,Flaçà,170675,643
1239,2018,Flix,430607,2332
1240,2018,"Floresta, la",250925,539
1241,2018,Fogars de la Selva,080826,1129
1242,2018,Fogars de Montclús,080811,131
1243,2018,Foixà,170681,423
1244,2018,Folgueroles,080832,452
1245,2018,Fondarella,250931,4717
1246,2018,Fonollosa,080847,183
1247,2018,Font-rubí,080850,510
1248,2018,Fontanals de Cerdanya,170694,264
1249,2018,Fontanilles,170708,254
1250,2018,Fontcoberta,170715,874
1251,2018,Foradada,250946,0
1252,2018,Forallac,179026,5593
1253,2018,Forès,430614,0
1254,2018,Fornells de la Selva,170736,6447
1255,2018,Fortià,170741,5676
1256,2018,"Franqueses del Vallès, les",080863,2094
1257,2018,Freginals,430629,561
1258,2018,"Fuliola, la",250962,1769
1259,2018,Fulleda,250978,0
1260,2018,Gaià,080902,311
1261,2018,"Galera, la",430635,1036
1262,2018,Gallifa,080879,0
1263,2018,Gandesa,430640,2814
1264,2018,Garcia,430653,564
1265,2018,"Garidells, els",430666,124
1266,2018,"Garriga, la",080885,1913
1267,2018,Garrigàs,170754,2683
1268,2018,Garrigoles,170767,194
1269,2018,Garriguella,170773,514
1270,2018,Gavà,080898,2188
1271,2018,Gavet de la Conca,250984,0
1272,2018,Gelida,080919,854
1273,2018,Ger,170789,608
1274,2018,Gimenells i el Pla de la Font,259123,1681
1275,2018,Ginestar,430672,429
1276,2018,Girona,170792,2469
1277,2018,Gironella,080924,1791
1278,2018,Gisclareny,080930,0
1279,2018,Godall,430688,986
1280,2018,Golmés,250997,9751
1281,2018,Gombrèn,170806,849
1282,2018,Gósol,251001,249
1283,2018,"Granada, la",080945,1725
1284,2018,"Granadella, la",251018,916
1285,2018,Granera,080958,0
1286,2018,"Granja d'Escarp, la",251023,654
1287,2018,Granollers,080961,3007
1288,2018,Granyanella,251039,50421
1289,2018,Granyena de les Garrigues,251057,42
1290,2018,Granyena de Segarra,251044,0
1291,2018,Gratallops,430691,1465
1292,2018,Gualba,080977,469
1293,2018,Gualta,170813,4191
1294,2018,Guardiola de Berguedà,080996,1937
1295,2018,"Guiamets, els",430705,0
1296,2018,Guils de Cerdanya,170828,59
1297,2018,Guimerà,251095,3322
1298,2018,"Guingueta d'Àneu, la",259031,0
1299,2018,Guissona,251109,1264
1300,2018,Guixers,251116,0
1301,2018,Gurb,081000,4003
1302,2018,Horta de Sant Joan,430712,1202
1303,2018,"Hospitalet de Llobregat, l'",081017,1392
1304,2018,"Hostalets de Pierola, els",081629,464
1305,2018,Hostalric,170834,1334
1306,2018,Igualada,081022,3008
1307,2018,Isona i Conca Dellà,251155,1368
1308,2018,Isòvol,170849,0
1309,2018,Ivars d'Urgell,251137,768
1310,2018,Ivars de Noguera,251121,68
1311,2018,Ivorra,251142,0
1312,2018,Jafre,170852,718
1313,2018,"Jonquera, la",170865,23254
1314,2018,Jorba,081038,2980
1315,2018,Josa i Tuixén,259101,288
1316,2018,Juià,170871,436
1317,2018,Juncosa,251180,1219
1318,2018,Juneda,251193,1115
1319,2018,Les,251214,6360
1320,2018,Linyola,251229,898
1321,2018,"Llacuna, la",081043,545
1322,2018,Lladó,170887,296
1323,2018,Lladorre,251235,264
1324,2018,Lladurs,251240,0
1325,2018,"Llagosta, la",081056,1203
1326,2018,Llagostera,170890,1657
1327,2018,Llambilles,170904,2854
1328,2018,Llanars,170911,722
1329,2018,Llançà,170926,2219
1330,2018,Llardecans,251253,1720
1331,2018,Llavorsí,251266,1236
1332,2018,Lleida,251207,2525
1333,2018,Llers,170932,5265
1334,2018,Lles de Cerdanya,251272,945
1335,2018,Lliçà d'Amunt,081075,805
1336,2018,Lliçà de Vall,081081,2863
1337,2018,Llimiana,251288,458
1338,2018,Llinars del Vallès,081069,1808
1339,2018,Llívia,170947,1468
1340,2018,"Lloar, el",430727,441
1341,2018,Llobera,251291,441
1342,2018,Llorac,430733,0
1343,2018,Llorenç del Penedès,430748,2104
1344,2018,Lloret de Mar,170950,2422
1345,2018,"Llosses, les",170963,114
1346,2018,Lluçà,081094,518
1347,2018,Maçanet de Cabrenys,171024,1082
1348,2018,Maçanet de la Selva,171030,1683
1349,2018,Madremanya,170979,0
1350,2018,Maià de Montcal,170985,230
1351,2018,Maials,251333,684
1352,2018,Maldà,251305,627
1353,2018,Malgrat de Mar,081108,1842
1354,2018,Malla,081115,33137
1355,2018,Manlleu,081120,1589
1356,2018,Manresa,081136,2834
1357,2018,Marçà,430764,464
1358,2018,Margalef,430751,777
1359,2018,Marganell,082423,0
1360,2018,Martorell,081141,2536
1361,2018,Martorelles,081154,1742
1362,2018,Mas de Barberans,430770,646
1363,2018,Masarac,171002,1070
1364,2018,Masdenverge,430786,914
1365,2018,"Masies de Roda, les",081167,1460
1366,2018,"Masies de Voltregà, les",081173,1120
1367,2018,Masllorenç,430799,972
1368,2018,"Masnou, el",081189,1396
1369,2018,"Masó, la",430803,4
1370,2018,Maspujols,430810,240
1371,2018,Masquefa,081192,1312
1372,2018,"Masroig, el",430825,536
1373,2018,Massalcoreig,251312,462
1374,2018,Massanes,171019,200
1375,2018,Massoteres,251327,0
1376,2018,Matadepera,081206,1098
1377,2018,Mataró,081213,2179
1378,2018,Mediona,081228,550
1379,2018,Menàrguens,251348,212
1380,2018,Meranges,170998,0
1381,2018,Mieres,171058,54
1382,2018,"Milà, el",430831,0
1383,2018,Miralcamp,251351,310
1384,2018,Miravet,430846,952
1385,2018,Moià,081385,1576
1386,2018,"Molar, el",430859,1132
1387,2018,Molins de Rei,081234,2004
1388,2018,Mollerussa,251370,2870
1389,2018,Mollet de Peralada,171061,1279
1390,2018,Mollet del Vallès,081249,1888
1391,2018,Molló,171077,274
1392,2018,"Molsosa, la",251364,0
1393,2018,Monistrol de Calders,081287,544
1394,2018,Monistrol de Montserrat,081271,1566
1395,2018,Mont-ral,430918,0
1396,2018,Mont-ras,171100,4769
1397,2018,Mont-roig del Camp,430923,1954
1398,2018,Montagut i Oix,171096,479
1399,2018,Montblanc,430862,2685
1400,2018,Montbrió del Camp,430884,1778
1401,2018,Montcada i Reixac,081252,1462
1402,2018,Montclar,081304,0
1403,2018,Montellà i Martinet,251399,1617
1404,2018,Montesquiu,081311,437
1405,2018,Montferrer i Castellbò,251403,7114
1406,2018,Montferri,430897,922
1407,2018,Montgai,251386,285
1408,2018,Montgat,081265,856
1409,2018,Montmajor,081326,252
1410,2018,Montmaneu,081332,1104
1411,2018,"Montmell, el",430901,132
1412,2018,Montmeló,081350,1300
1413,2018,Montoliu de Lleida,251425,518
1414,2018,Montoliu de Segarra,251410,153
1415,2018,Montornès de Segarra,251431,0
1416,2018,Montornès del Vallès,081363,1420
1417,2018,Montseny,081379,1819
1418,2018,Móra d'Ebre,430939,3110
1419,2018,Móra la Nova,430944,2269
1420,2018,"Morell, el",430957,1418
1421,2018,"Morera de Montsant, la",430960,739
1422,2018,Muntanyola,081290,111
1423,2018,Mura,081398,1789
1424,2018,Nalec,251459,462
1425,2018,Naut Aran,250254,2858
1426,2018,Navarcles,081402,1187
1427,2018,Navàs,081419,1690
1428,2018,Navata,171117,296
1429,2018,Navès,251462,0
1430,2018,"Nou de Berguedà, la",081424,0
1431,2018,"Nou de Gaià, la",430976,847
1432,2018,Nulles,430982,256
1433,2018,Odèn,251484,331
1434,2018,Òdena,081430,2330
1435,2018,Ogassa,171122,4
1436,2018,Olèrdola,081458,6627
1437,2018,Olesa de Bonesvalls,081461,478
1438,2018,Olesa de Montserrat,081477,1328
1439,2018,Oliana,251497,4187
1440,2018,Oliola,251500,0
1441,2018,Olius,251517,2508
1442,2018,Olivella,081483,401
1443,2018,Olost,081496,916
1444,2018,Olot,171143,2350
1445,2018,"Oluges, les",251522,0
1446,2018,Olvan,081445,4522
1447,2018,"Omellons, els",251538,288
1448,2018,"Omells de na Gaia, els",251543,2851
1449,2018,Ordis,171156,131
1450,2018,Organyà,251556,1434
1451,2018,Orís,081509,0
1452,2018,Oristà,081516,572
1453,2018,Orpí,081521,0
1454,2018,Òrrius,081537,292
1455,2018,Os de Balaguer,251569,713
1456,2018,Osor,171169,135
1457,2018,Ossó de Sió,251575,0
1458,2018,Pacs del Penedès,081542,801
1459,2018,Palafolls,081555,1327
1460,2018,Palafrugell,171175,2557
1461,2018,Palamós,171181,2765
1462,2018,"Palau d'Anglesola, el",251581,1190
1463,2018,Palau de Santa Eulàlia,171194,547
1464,2018,Palau-sator,171215,1322
1465,2018,Palau-saverdera,171208,420
1466,2018,Palau-solità i Plegamans,081568,1937
1467,2018,"Pallaresos, els",431009,766
1468,2018,Pallejà,081574,1133
1469,2018,"Palma d'Ebre, la",430995,929
1470,2018,"Palma de Cervelló, la",089058,2512
1471,2018,Palol de Revardit,171236,2861
1472,2018,Pals,171241,1650
1473,2018,"Papiol, el",081580,1753
1474,2018,Pardines,171254,0
1475,2018,Parets del Vallès,081593,2343
1476,2018,Parlavà,171267,2678
1477,2018,Passanant i Belltall,431016,0
1478,2018,Pau,171289,638
1479,2018,Paüls,431021,512
1480,2018,Pedret i Marzà,171292,3185
1481,2018,Penelles,251641,721
1482,2018,"Pera, la",171306,1622
1483,2018,Perafita,081607,333
1484,2018,Perafort,431037,3079
1485,2018,Peralada,171328,462
1486,2018,Peramola,251654,476
1487,2018,"Perelló, el",431042,1228
1488,2018,Piera,081614,1455
1489,2018,"Piles, les",431055,0
1490,2018,Pineda de Mar,081635,1635
