,Codi,Literal,Any,Total,Homes,Dones,0-14 Anys,15-64 Anys,64 o més,Índex d'envelliment,Índex de sobreenvelliment,Saldo migratori total,Immigracions,Emigracions
14934,431384,Santa Bàrbara,2015,5492368817,2881237379,2611131438,288261,12371131,379438,,,55,1453841,1023136
14935,082439,Santa Cecília de Voltregà,2015,1712240,86521,95719,89,6557,2119,,,5,500,000
14936,082444,Santa Coloma de Cervelló,2015,17695293960,8412679425,9282614535,841928,26792614,425535,,,50,2733446,2582025
14937,171805,Santa Coloma de Farners,2015,226284361983,11484423876,111440131107,11481114,44234013,8761107,,,-19,37153121,4325577
14938,082457,Santa Coloma de Gramenet,2015,181187609922733,9339391309796,87793696912937,93398779,3913036969,979612937,123.4,10.8,145,47848502663,50048182330
14939,431397,Santa Coloma de Queralt,2015,4621753635,240907267,222846368,240222,907846,267368,,,-77,52127,1141717
14940,171812,Santa Cristina d'Aro,2015,8653399825,4231750397,4421649428,423442,17501649,397428,,,48,2593576,2313259
14941,082460,Santa Eugènia de Berga,2015,3001534370,156808167,144726203,156144,808726,167203,,,53,1061454,102811
14942,082476,Santa Eulàlia de Riuprimer,2015,257839188,13243677,125403111,132125,436403,77111,,,-23,5350,69111
14943,082482,Santa Eulàlia de Ronçana,2015,127046241186,6762343541,5942281645,676594,23432281,541645,,,-5,3471924,3681512
14944,082495,Santa Fe del Penedès,2015,7125651,3613222,3512429,3635,132124,2229,,,-3,630,1200
14945,171827,Santa Llogaia d'Àlguema,2015,6023841,3012919,3010922,3030,129109,1922,,,-5,1413,1850
14946,082508,Santa Margarida de Montbui,2015,177762981573,9253201696,8523097877,925852,32013097,696877,,,10,3815256,3526265
14947,082515,Santa Margarida i els Monjos,2015,15174857958,7892499444,7282358514,789728,24992358,444514,,,6,3284469,3294660
14948,082589,Santa Maria d'Oló,2015,148664251,77355116,71309135,7771,355309,116135,,,-1,2304,2800
14949,082536,Santa Maria de Besora,2015,199049,104920,94129,109,4941,2029,,,-7,320,1110
14950,082567,Santa Maria de Martorelles,2015,151574128,7529753,7627775,7576,297277,5375,,,7,3547,3009
14951,082554,Santa Maria de Merlès,2015,3511931,195715,166216,1916,5762,1516,,,-9,1000,1810
14952,082573,Santa Maria de Miralles,2015,158233,64715,93518,69,4735,1518,,,5,700,200
14953,082592,Santa Maria de Palautordera,2015,158461311388,8293137618,7552994770,829755,31372994,618770,,,78,4123667,3552557
14954,431401,Santa Oliva,2015,5932122568,3141098262,2791024306,314279,10981024,262306,,,-69,1762821,2383818
14955,171848,Santa Pau,2015,2071041314,112532152,95509162,11295,532509,152162,,,-38,3750,7154
14956,082606,Santa Perpètua de Mogoda,2015,4896171863384,259188021506,230583841878,25912305,88028384,15061878,,,22,900126202,899139168
14957,082613,Santa Susanna,2015,5802190505,3071109246,2731081259,307273,11091081,246259,,,55,2681037,2102129
14958,081923,Santpedor,2015,136449161179,7242463534,6402453645,724640,24632453,534645,,,70,2492330,1901527
14959,431423,Sarral,2015,2621000323,111549146,151451177,111151,549451,146177,,,-8,4843,46314
14960,171864,Sarrià de Ter,2015,8523270851,4171686371,4351584480,417435,16861584,371480,,,58,2841924,236276
14961,252017,Sarroca de Bellera,2015,18539,05623,12916,01,5629,2316,,,-6,300,810
14962,252000,Sarroca de Lleida,2015,28222137,1812669,109668,1810,12696,6968,,,-8,812,1450
14963,171870,"Saus, Camallera i Llampaies",2015,127533170,6326981,6426489,6364,269264,8189,,,13,3614,2602
14964,431439,Savallà del Comtat,2015,24218,1228,12010,11,2220,810,,,-3,110,500
14965,431444,"Secuita, la",2015,2881132250,135590114,153542136,135153,590542,114136,,,19,94615,8457
14966,171886,"Selva de Mar, la",2015,1412446,86926,65520,86,6955,2620,,,4,1112,811
14967,431457,"Selva del Camp, la",2015,9883729842,5111901385,4771828457,511477,19011828,385457,,,19,2041938,1872233
14968,431460,Senan,2015,5348,3226,2122,32,2212,62,,,4,500,100
14969,430445,"Sénia, la",2015,87738161106,4631956493,4141860613,463414,19561860,493613,,,-21,1158361,10254124
14970,252022,Senterada,2015,1010122,46610,63512,46,6635,1012,,,0,611,710
14971,250352,"Sentiu de Sió, la",2015,49289121,2414862,2514159,2425,148141,6259,,,5,2020,1052
14972,082671,Sentmenat,2015,159459301128,8273035525,7672895603,827767,30352895,525603,,,-3,3723933,3723243
14973,171903,Serinyà,2015,206723201,101378106,10534595,101105,378345,10695,,,11,4346,4101
14974,252043,Seròs,2015,2481199439,128692205,120507234,128120,692507,205234,,,19,343143,371537
14975,171910,Serra de Daró,2015,3412649,206727,145922,2014,6759,2722,,,-1,1000,1100
14976,171925,Setcases,2015,1112346,76528,45818,74,6558,2818,,,3,606,900
14977,252038,"Seu d'Urgell, la",2015,185082002199,9514033912,89941671287,951899,40334167,9121287,,,-4,324142120,319128143
14978,082690,Seva,2015,5772254603,3191159272,2581095331,319258,11591095,272331,,,11,152717,140817
14979,252056,Sidamon,2015,122486124,6625657,5623067,6656,256230,5767,,,9,3612,2640
14980,171931,Sils,2015,10343866897,5281978426,5061888471,528506,19781888,426471,,,118,3553442,2683510
14981,082704,Sitges,2015,4327191724770,222097522110,210794202660,22202107,97529420,21102660,,,124,1383260697,1174253789
14982,170524,Siurana,2015,179243,84520,94723,89,4547,2023,,,-1,404,810
14983,082711,Sobremunt,2015,85420,1259,72911,17,2529,911,,,3,430,400
14984,252069,"Soleràs, el",2015,41184117,1910651,227866,1922,10678,5166,,,9,1152,612
14985,431476,Solivella,2015,83370176,4618483,3718693,4637,184186,8393,,,-11,3041,27613
14986,252075,Solsona,2015,150058631641,7793037689,7212826952,779721,30372826,689952,,,-23,41253116,34959196
14987,082726,Sora,2015,2512534,147119,115415,1411,7154,1915,,,7,1002,401
14988,252081,Soriguera,2015,4527268,2314934,2212334,2322,149123,3434,,,22,3922,1830
14989,252094,Sort,2015,3591459381,177745167,182714214,177182,745714,167214,,,-59,751616,1021747
14990,252108,Soses,2015,2891105334,154594151,135511183,154135,594511,151183,,,-24,341320,601219
14991,082732,Subirats,2015,4821926580,2581012273,224914307,258224,1012914,273307,,,28,1271218,115410
14992,252115,Sudanell,2015,92556199,4932797,43229102,4943,327229,97102,,,22,3365,1525
14993,252120,Sunyer,2015,2621683,1113138,158545,1115,13185,3845,,,25,4923,542
14994,082747,Súria,2015,78837531386,4121893553,3761860833,412376,18931860,553833,,,-2,953033,1132225
14995,171946,Susqueda,2015,66323,24013,42310,24,4023,1310,,,3,703,520
14996,082763,Tagamanent,2015,5022148,2711924,2310224,2723,119102,2424,,,-6,1222,1921
14997,082779,Talamanca,2015,2412342,146826,105516,1410,6855,2616,,,-3,1601,2000
14998,252154,Talarn,2015,5344287,2230140,3114147,2231,301141,4047,,,108,413091,362061
14999,252167,Talavera,2015,2714887,188741,96146,189,8761,4146,,,-2,801,1100
15000,171959,"Tallada d'Empordà, la",2015,7328897,3914751,3414146,3934,147141,5146,,,1,1823,1813
15001,082785,Taradell,2015,107340881101,5862060480,4872028621,586487,20602028,480621,,,72,2102138,1541330
15002,431482,Tarragona,2015,215978704322615,11077433829461,105204366113154,1107710520,4338243661,946113154,104.5,14.9,253,327310961642,35651248945
15003,252173,Tàrrega,2015,2968108922584,155055201082,141853721502,15501418,55205372,10821502,,,49,58794154,458120208
15004,252189,Tarrés,2015,156127,93216,62911,96,3229,1611,,,-1,300,400
15005,252192,Tarroja de Segarra,2015,2211343,125920,105423,1210,5954,2023,,,5,1400,720
15006,082750,Tavèrnoles,2015,5121652,2711424,2410228,2724,114102,2428,,,1,1700,1402
15007,082802,Tavertet,2015,118627,65113,53514,65,5135,1314,,,-12,100,1300
15008,082819,Teià,2015,97940961163,5092057512,4702039651,509470,20572039,512651,,,41,2981355,2872315
15009,252206,Térmens,2015,1721010349,85530152,87480197,8587,530480,152197,,,5,361922,51912
15010,171962,Terrades,2015,3919164,219727,189437,2118,9794,2737,,,-1,2121,2401
15011,082798,Terrassa,2015,3804514254234627,195757210014392,184707044220235,1957518470,7210070442,1439220235,90.4,15.4,108,516313442089,495012192319
15012,082824,Tiana,2015,149057131208,7092788538,7812925670,709781,27882925,538670,,,123,3884130,2852526
15013,252213,Tírvia,2015,1510137,85216,74921,87,5249,1621,,,-8,300,740
15014,252228,Tiurana,2015,64224,32012,32212,33,2022,1212,,,1,200,100
15015,431495,Tivenys,2015,87501280,43271129,44230151,4344,271230,129151,,,-8,2002,2307
15016,431508,Tivissa,2015,2141069468,110545221,104524247,110104,545524,221247,,,-22,28619,6924
15017,082830,Tona,2015,140252321387,7332626602,6692606785,733669,26262606,602785,,,-39,2224344,2782743
15018,252234,Torà,2015,149812271,76419118,73393153,7673,419393,118153,,,-12,4297,54133
15019,082845,Tordera,2015,2936107762721,154155181266,139552581455,15411395,55185258,12661455,,,42,83573137,8318884
15020,082858,Torelló,2015,219291682521,109746271092,109545411429,10971095,46274541,10921429,,,9,42753132,39943161
15021,252249,"Torms, els",2015,157458,114427,43031,114,4430,2731,,,2,500,201
15022,252252,Tornabous,2015,119531235,71285111,48246124,7148,285246,111124,,,1,13636,33714
15023,252271,"Torre de Cabdella, la",2015,58494210,3426789,24227121,3424,267227,89121,,,0,2611,1657
15024,082861,"Torre de Claramunt, la",2015,6512569547,3321326267,3191243280,332319,13261243,267280,,,-47,135197,19288
15025,431515,"Torre de Fontaubella, la",2015,167538,84118,83420,88,4134,1820,,,8,1762,1700
15026,431520,"Torre de l'Espanyol, la",2015,77387180,3821585,3917295,3839,215172,8595,,,7,1596,2300
15027,252265,Torrebesses,2015,2616793,169045,107748,1610,9077,4548,,,13,1700,400
15028,431536,Torredembarra,2015,2498101492724,127550331220,122351161504,12751223,50335116,12201504,,,62,790120137,668143174
15029,252287,Torrefarrera,2015,9983138475,5311591211,4671547264,531467,15911547,211264,,,38,1894548,1743832
15030,259078,Torrefeta i Florejacs,2015,61361182,3219790,2916492,3229,197164,9092,,,-4,2801,3012
15031,252304,Torregrossa,2015,3171424514,161763219,156661295,161156,763661,219295,,,-62,19511,581326
15032,252311,Torrelameu,2015,80468158,3429571,4617387,3446,295173,7187,,,0,1939,2740
15033,082877,Torrelavit,2015,238918245,125495121,113423124,125113,495423,121124,,,16,6237,5330
15034,082883,Torrelles de Foix,2015,3601454432,193785206,167669226,193167,785669,206226,,,-23,1262011,1471419
15035,082896,Torrelles de Llobregat,2015,11943994695,5871999316,6071995379,587607,19991995,316379,,,27,2601920,2252423
15036,171978,Torrent,2015,2110741,105823,114918,1011,5849,2318,,,-6,300,810
15037,252326,Torres de Segre,2015,2951547429,142833197,153714232,142153,833714,197232,,,3,5434138,7412137
15038,252332,Torre-serona,2015,5323195,2312542,3010653,2330,125106,4253,,,10,2405,1450
15039,171984,Torroella de Fluvià,2015,101508123,4927761,5223162,4952,277231,6162,,,-8,4649,5647
15040,171997,Torroella de Montgrí,2015,188775661935,9733892913,91436741022,973914,38923674,9131022,,,104,33585228,31467163
15041,431541,Torroja del Priorat,2015,129854,85628,44226,84,5642,2826,,,-2,200,400
15042,172001,Tortellà,2015,103491181,4425380,59238101,4459,253238,80101,,,9,5212,3817
15043,431554,Tortosa,2015,5205219546705,2723113582883,2482105963822,27232482,1135810596,28833822,,,-25,730252431,736301401
15044,172018,Toses,2015,1810433,46721,143712,414,6737,2112,,,11,2701,1601
15045,172023,Tossa de Mar,2015,77138061046,3941986477,3771820569,394377,19861820,477569,,,-212,13237100,18842251
15046,252347,Tremp,2015,87939361360,4322069561,4471867799,432447,20691867,561799,,,-136,21810572,253121157
15047,172044,Ullà,2015,193723152,9842471,9529981,9895,424299,7181,,,0,64235,79319
15048,082900,Ullastrell,2015,4641308271,242651130,222657141,242222,651657,130141,,,-12,8715,9645
15049,172057,Ullastret,2015,5218558,249228,289330,2428,9293,2830,,,-6,802,1042
15050,431567,Ulldecona,2015,106843021267,5532278563,5152024704,553515,22782024,563704,,,-119,111121103,159121174
15051,431573,Ulldemolins,2015,28238138,1414371,149567,1414,14395,7167,,,0,1410,1122
15052,172039,Ultramort,2015,3311849,216525,125324,2112,6553,2524,,,6,1400,620
15053,172060,Urús,2015,2311934,96410,145524,914,6455,1024,,,5,806,900
15054,082917,Vacarisses,2015,13214049773,7042085386,6171964387,704617,20851964,386387,,,26,3592219,3332615
15055,170144,"Vajol, la",2015,76615,4397,3278,43,3927,78,,,-4,302,900
15056,172076,"Vall d'en Bas, la",2015,4821903581,240981259,242922322,240242,981922,259322,,,27,10364,8213
15057,172082,"Vall de Bianya, la",2015,220844233,109442110,111402123,109111,442402,110123,,,-14,5037,6851
15058,250432,"Vall de Boí, la",2015,111720173,5338792,5833381,5358,387333,9281,,,8,32299,36206
15059,259010,Vall de Cardós,2015,4824179,2113441,2710738,2127,134107,4138,,,-11,1061,2323
15060,082922,Vallbona d'Anoia,2015,229923265,129482121,100441144,129100,482441,121144,,,-5,5658,53165
15061,252385,Vallbona de les Monges,2015,2514586,138340,126246,1312,8362,4046,,,-7,1001,1701
15062,082938,Vallcebre,2015,2115876,129044,96832,129,9068,4432,,,2,1410,1300
15063,431589,Vallclara,2015,156430,83618,72812,87,3628,1812,,,0,801,810
15064,252402,Vallfogona de Balaguer,2015,3041258318,151627147,153631171,151153,627631,147171,,,-16,53128,69812
15065,171707,Vallfogona de Ripollès,2015,2212360,146631,85729,148,6657,3129,,,-2,400,510
15066,431592,Vallfogona de Riucorb,2015,35735,14017,21718,12,4017,1718,,,0,900,810
15067,082943,Vallgorguina,2015,5771855317,303955151,274900166,303274,955900,151166,,,-17,1721517,165551
15068,082956,Vallirana,2015,277295532308,138248651060,139046881248,13821390,48654688,10601248,,,56,6566766,6048346
15069,172095,Vall-llobrega,2015,20061996,10331045,9730951,10397,310309,4551,,,17,4735,3800
15070,431606,Vallmoll,2015,2611121269,118579139,143542130,118143,579542,139130,,,-5,9378,921011
15071,082969,Vallromanes,2015,5611687295,301857137,260830158,301260,857830,137158,,,-5,122176,1251015
15072,431613,Valls,2015,4035160774209,207482661787,196178112422,20741961,82667811,17872422,,,-4,661145169,729133117
15073,259062,"Valls d'Aguilar, les",2015,3018884,189947,128937,1812,9989,4737,,,-7,1311,1840
15074,252398,"Valls de Valira, les",2015,97592156,4830278,4929078,4849,302290,7878,,,-10,43729,66320
15075,431628,Vandellòs i l'Hospitalet de l'Infant,2015,10314021998,5302039450,5011982548,530501,20391982,450548,,,74,2696362,1864688
15076,259097,"Vansa i Fórnols, la",2015,1313760,57729,86031,58,7760,2931,,,-12,500,1502
15077,082975,Veciana,2015,299551,135628,163923,1316,5639,2823,,,-1,500,510
15078,431634,"Vendrell, el",2015,6421240576080,3277121492803,3144119083277,32773144,1214911908,28033277,,,-18,1696284335,1702300331
15079,172109,Ventalló,2015,134524172,6428283,7024289,6470,282242,8389,,,-13,4857,7111
15080,252424,Verdú,2015,111555281,48290114,63265167,4863,290265,114167,,,3,24415,3037
15081,172116,Verges,2015,191729277,91373114,100356163,91100,373356,114163,,,-47,51710,81727
15082,431649,Vespella de Gaià,2015,7227083,4014943,3212140,4032,149121,4340,,,-6,2201,2720
15083,082981,Vic,2015,7719280936686,4045144332668,3674136604018,40453674,1443313660,26684018,,,822,1740440943,1381231689
15084,172121,Vidrà,2015,2511929,146312,115617,1411,6356,1217,,,1,1300,1020
15085,172137,Vidreres,2015,132051641257,6882725593,6322439664,688632,27252439,593664,,,26,3236279,3705018
15086,252430,Vielha e Mijaran,2015,7974028625,4242071272,3731957353,424373,20711957,272353,,,-9,18115391,19017866
15087,431652,Vilabella,2015,107503193,5328088,54223105,5354,280223,88105,,,-37,1701,37711
15088,172142,Vilabertran,2015,149573180,7530085,7427395,7574,300273,8595,,,27,5607,3402
15089,172155,Vilablareix,2015,4351782342,222870164,213912178,222213,870912,164178,,,63,13973,8312
15090,082994,Vilada,2015,26267134,1914860,711974,197,148119,6074,,,8,2200,1202
15091,172174,Viladamat,2015,56284101,2515351,3113150,2531,153131,5150,,,29,3821,1200
15092,172168,Viladasens,2015,3515135,208014,157121,2015,8071,1421,,,6,864,1020
15093,083015,Viladecans,2015,11930438069813,6141220494351,5789217575462,61415789,2204921757,43515462,81.2,10.9,34,1831394407,1947386265
15094,083008,Viladecavalls,2015,12955151919,6702583432,6252568487,670625,25832568,432487,,,-8,3172028,3193024
15095,172180,Vilademuls,2015,148515171,8027482,6824189,8068,274241,8289,,,-18,3302,35513
15096,172207,Viladrau,2015,154680201,7435895,80322106,7480,358322,95106,,,-19,32142,29236
15097,172214,Vilafant,2015,9353736872,4721856392,4631880480,472463,18561880,392480,,,-82,2391221,2701470
15098,083054,Vilafranca del Penedès,2015,6908258266490,3565130052712,3343128213778,35653343,1300512821,27123778,,,181,1407231364,1203221397
15099,252445,Vilagrassa,2015,9034092,5217345,3816747,5238,173167,4547,,,-8,2410,3021
15100,172235,Vilajuïga,2015,202756211,88387102,114369109,88114,387369,102109,,,1,6449,6583
15101,431750,Vilalba dels Arcs,2015,64386219,30206105,34180114,3034,206180,105114,,,-1,710,801
15102,083067,Vilalba Sasserra,2015,147459103,7923439,6822564,7968,234225,3964,,,-18,5590,7615
15103,252458,Vilaller,2015,64375127,3621057,2816570,3628,210165,5770,,,-18,1167,17916
15104,172240,Vilallonga de Ter,2015,43246109,2413348,1911361,2419,133113,4861,,,-3,2034,19110
15105,431665,Vilallonga del Camp,2015,4351500293,226776136,209724157,226209,776724,136157,,,31,1602515,149128
15106,172253,Vilamacolum,2015,3819264,1910625,198639,1919,10686,2539,,,29,31810,1820
15107,172266,Vilamalla,2015,177758198,8739995,90359103,8790,399359,95103,,,-8,6902,66130
15108,172272,Vilamaniscle,2015,3611825,226312,145513,2214,6355,1213,,,8,2001,1210
15109,252477,Vilamòs,2015,2012915,11738,9567,119,7356,87,,,-13,1530,2353
15110,172288,Vilanant,2015,7126365,2714031,4412334,2744,140123,3134,,,2,1705,1631
15111,431671,Vilanova d'Escornalbou,2015,82345111,4817664,3416947,4834,176169,6447,,,8,2709,2305
15112,252483,Vilanova de Bellpuig,2015,169671335,94359151,75312184,9475,359312,151184,,,-1,3459,3469
15113,252496,Vilanova de l'Aguda,2015,2112968,106731,116237,1011,6762,3137,,,0,201,300
15114,252542,Vilanova de la Barca,2015,147706246,80353113,67353133,8067,353353,113133,,,-14,311115,45818
15115,252509,Vilanova de Meià,2015,42253129,2314565,1910864,2319,145108,6564,,,0,1401,1410
15116,431687,Vilanova de Prades,2015,157432,44017,113415,411,4034,1715,,,-4,000,400
15117,083036,Vilanova de Sau,2015,2720877,1710337,1010540,1710,103105,3740,,,-1,1100,831
15118,252516,Vilanova de Segrià,2015,122630188,6335183,59279105,6359,351279,83105,,,2,49135,381017
15119,083020,Vilanova del Camí,2015,230382931856,12004224826,110340691030,12001103,42244069,8261030,,,-49,4206849,4436578
15120,089024,Vilanova del Vallès,2015,11883498555,6171780264,5711718291,617571,17801718,264291,,,-28,2531526,2741830
15121,083073,Vilanova i la Geltrú,2015,103014364811735,5255215545012,5046220946723,52555046,2155422094,50126723,113.7,13.6,636,2159470535,1836358334
15122,431690,Vilaplana,2015,75425124,3222559,4320065,3243,225200,5965,,,-20,2032,3753
15123,431704,Vila-rodona,2015,219822235,111436100,108386135,111108,436386,100135,,,-17,50110,7026
15124,172305,Vila-sacra,2015,122418130,5321353,6920577,5369,213205,5377,,,38,6482,3114
15125,252521,Vila-sana,2015,111464143,5624360,5522183,5655,243221,6083,,,18,3015,1521
15126,431711,Vila-seca,2015,4200155402592,216879681178,203275721414,21682032,79687572,11781414,,,-367,788234177,913245408
15127,082140,Vilassar de Dalt,2015,146259061596,7412939726,7212967870,741721,29392967,726870,,,20,3022439,2963811
15128,082191,Vilassar de Mar,2015,3511134053531,179165391530,172068662001,17911720,65396866,15302001,,,197,88994137,70776140
15129,172229,Vilaür,2015,338937,204317,134620,2013,4346,1720,,,-3,810,921
15130,431726,Vilaverd,2015,8029495,3716346,4313149,3743,163131,4649,,,-18,1720,3025
15131,431732,"Vilella Alta, la",2015,247635,104119,143516,1014,4135,1916,,,2,200,000
15132,431747,"Vilella Baixa, la",2015,2911553,176626,124927,1712,6649,2627,,,-1,231,601
15133,172333,Vilobí d'Onyar,2015,5682056542,2891105253,279951289,289279,1105951,253289,,,15,121827,1211010
15134,083041,Vilobí del Penedès,2015,189690206,10836096,81330110,10881,360330,96110,,,19,5905,3942
15135,172327,Vilopriu,2015,3412045,226421,125624,2212,6456,2124,,,3,2211,1641
15136,252537,"Vilosell, el",2015,810970,45235,45735,44,5257,3535,,,0,412,520
15137,431763,Vimbodí i Poblet,2015,117575274,70335137,47240137,7047,335240,137137,,,-10,2132,2943
15138,252555,Vinaixa,2015,53323150,3117166,2215284,3122,171152,6684,,,-16,1303,2390
15139,431779,Vinebre,2015,72261102,4113345,3112857,4131,133128,4557,,,-8,1101,1343
15140,431785,Vinyols i els Arcs,2015,3261304301,165671157,161633144,165161,671633,157144,,,-6,1201512,13887
15141,083089,Viver i Serrateix,2015,289347,164925,124422,1612,4944,2522,,,-6,100,700
15142,430521,Xerta,2015,140749320,68389132,72360188,6872,389360,132188,,,-7,19211,2793
15143,250019,Abella de la Conca,2016,1911547,116425,85122,118,6451,2522,,,5,703,410
15144,080018,Abrera,2016,233881511727,12144196805,11243955922,12141124,41963955,805922,,,66,4656874,4346443
15145,250024,Àger,2016,51360191,2920093,2216098,2922,200160,9398,,,-6,1609,19012
15146,250030,Agramunt,2016,84035341016,4291836449,4111698567,429411,18361698,449567,,,2,1081762,1271444
15147,080023,Aguilar de Segarra,2016,4115458,198232,227226,1922,8272,3226,,,12,1500,300
15148,170010,Agullana,2016,128525188,5527490,7325198,5573,274251,9098,,,-9,2669,28319
15149,080142,Aiguafreda,2016,3541565548,169781222,185784326,169185,781784,222326,,,60,1481610,93417
15150,430017,Aiguamúrcia,2016,126576201,62310104,6426697,6264,310266,10497,,,-3,3165,3690
15151,170025,Aiguaviva,2016,163475125,8324365,8023260,8380,243232,6560,,,17,4300,2501
15152,250387,Aitona,2016,3781563582,199845256,179718326,199179,845718,256326,,,68,644078,442347
15153,250045,"Alamús, els",2016,114512173,5628281,5823092,5658,282230,8192,,,-8,3227,4351
15154,250058,Alàs i Cerc,2016,4420997,2310845,2110152,2321,108101,4552,,,4,1503,1202
15155,250061,"Albagés, l'",2016,33247123,1513661,1811162,1518,136111,6162,,,-5,1810,2121
15156,170031,Albanyà,2016,309621,175411,134210,1713,5442,1110,,,-5,901,1500
15157,250077,Albatàrrec,2016,3511673267,192877124,159796143,192159,877796,124143,,,-22,1013447,973275
15158,250083,Albesa,2016,2301010356,130569162,100441194,130100,569441,162194,,,-7,12528,32416
15159,250096,"Albi, l'",2016,118455230,64243111,54212119,6454,243212,111119,,,-17,1102,2424
15160,430022,Albinyana,2016,3251487491,166772229,159715262,166159,772715,229262,,,33,17266,13678
15161,430038,"Albiol, l'",2016,9630459,5115232,4515227,5145,152152,3227,,,20,3410,1122
15162,170046,Albons,2016,131498136,6525666,6624270,6566,256242,6670,,,7,4459,4551
15163,430043,Alcanar,2016,132461841986,7013165919,62330191067,701623,31653019,9191067,,,36,20384135,161112113
15164,250100,Alcanó,2016,2914377,157335,147042,1514,7370,3542,,,-2,600,503
15165,250117,Alcarràs,2016,169464711132,8783444492,8163027640,878816,34443027,492640,,,85,306117271,309104196
15166,250122,Alcoletge,2016,5922386397,2881263194,3041123203,288304,12631123,194203,,,82,1872445,139323
15167,430056,Alcover,2016,8943336865,4421695401,4521641464,442452,16951641,401464,,,48,1751638,1501120
15168,439044,"Aldea, l'",2016,6332734883,3371479420,2961255463,337296,14791255,420463,,,-35,1131981,12317108
15169,430069,Aldover,2016,100495268,56258122,44237146,5644,258237,122146,,,-9,1954,3520
15170,430075,"Aleixar, l'",2016,143583161,7131372,7227089,7172,313270,7289,,,-16,1844,3633
15171,080039,Alella,2016,153262781822,8163024850,7163254972,816716,30243254,850972,,,62,46748123,4315095
15172,430081,Alfara de Carles,2016,40217114,1712755,239059,1723,12790,5559,,,1,1222,1230
15173,250138,Alfarràs,2016,4041875644,2071044293,197831351,207197,1044831,293351,,,-40,512123,662049
15174,250143,Alfés,2016,3620189,1910941,179248,1917,10992,4148,,,-13,511,1712
15175,430094,Alforja,2016,2471230367,127643166,120587201,127120,643587,166201,,,-31,601010,96123
15176,250156,Algerri,2016,35228160,2313373,129587,2312,13395,7387,,,3,2220,1803
15177,250169,Alguaire,2016,4491955602,2221080274,227875328,222227,1080875,274328,,,4,732333,881423
15178,250175,Alins,2016,3516389,188945,177444,1817,8974,4544,,,3,307,331
15179,430108,Alió,2016,5625891,1912648,3713243,1937,126132,4843,,,1,2171,2701
15180,250194,Almacelles,2016,100245131285,5142467588,4882046697,514488,24672046,588697,,,76,1719568,1368933
15181,250208,Almatret,2016,13197117,911755,48062,94,11780,5562,,,-4,614,1320
15182,250215,Almenar,2016,4492285768,2421278350,2071007418,242207,12781007,350418,,,-5,814354,923259
15183,430115,Almoster,2016,225981195,11349296,11248999,113112,492489,9699,,,-41,2224,6324
15184,250220,Alòs de Balaguer,2016,106748,54024,52724,55,4027,2424,,,4,700,300
15185,170062,Alp,2016,2241098214,109586105,115512109,109115,586512,105109,,,-33,621315,95820
15186,080044,Alpens,2016,4619355,2610225,209130,2620,10291,2530,,,-14,200,1510
15187,250236,Alpicat,2016,11924232809,5872148373,6052084436,587605,21482084,373436,,,28,2513734,2293134
15188,250241,Alt Àneu,2016,3228189,1715950,1512239,1715,159122,5039,,,4,1627,1731
15189,430120,Altafulla,2016,8893357788,4541647371,4351710417,454435,16471710,371417,,,50,2643246,2232742
15190,170078,Amer,2016,3151408537,157719231,158689306,157158,719689,231306,,,-6,71128,681811
15191,430136,"Ametlla de Mar, l'",2016,106043971645,5492259785,5112138860,549511,22592138,785860,,,-383,13937109,23549384
15192,080057,"Ametlla del Vallès, l'",2016,152457201093,7962894509,7282826584,796728,28942826,509584,,,30,3363363,3332049
15193,439060,"Ampolla, l'",2016,4232085814,2151062403,2081023411,215208,10621023,403411,,,-53,1292368,13226115
15194,430141,Amposta,2016,3358136063690,177369641652,158566422038,17731585,69646642,16522038,,,112,525185204,510179113
15195,170084,Anglès,2016,95034881035,4721778459,4781710576,472478,17781710,459576,,,7,1723387,2062653
15196,250273,Anglesola,2016,195805335,91422155,104383180,91104,422383,155180,,,-7,48119,59610
15197,250292,Arbeca,2016,2481392600,117747273,131645327,117131,747645,273327,,,42,532028,47120
15198,430167,"Arboç, l'",2016,10653595860,5461903393,5191692467,546519,19031692,393467,,,-26,1983368,2272672
15199,430154,Arbolí,2016,79127,35910,43217,34,5932,1017,,,-2,302,700
15200,170097,Arbúcies,2016,110541741101,5582246494,5471928607,558547,22461928,494607,,,59,14226135,1542466
15201,080060,Arenys de Mar,2016,220698393208,117249711320,103448681888,11721034,49714868,13201888,,,254,77779145,5897187
15202,080076,Arenys de Munt,2016,149757111430,7972908648,7002803782,797700,29082803,648782,,,73,3902339,3002851
15203,170101,Argelaguer,2016,5127886,2915039,2212847,2922,150128,3947,,,6,2621,1724
15204,080082,Argençola,2016,2615942,99120,176822,917,9168,2022,,,-1,1101,1201
15205,430173,"Argentera, l'",2016,79138,15620,63518,16,5635,2018,,,-1,400,500
15206,080095,Argentona,2016,203579852031,10383995883,99739901148,1038997,39953990,8831148,,,80,4502860,3665438
15207,170118,"Armentera, l'",2016,155586194,7930686,76280108,7976,306280,86108,,,17,35318,3126
15208,430189,Arnes,2016,47252173,2413282,2312091,2423,132120,8291,,,-9,812,992
15209,250313,Arres,2016,6499,3317,3182,33,3118,72,,,-5,000,203
15210,250328,Arsèguel,2016,165512,11336,5226,115,3322,66,,,-2,221,700
15211,080109,Artés,2016,9163729951,4481967408,4681762543,448468,19671762,408543,,,-24,2022240,2033352
