,Any,Zones verdes,Literal,Codi
1232,2013,18.0757,"Garriga, la",080885
1233,2013,1.3416,Gallifa,080879
1234,2013,31.3307,"Franqueses del Vallès, les",080863
1235,2013,7.3131,Font-rubí,080850
1236,2013,23.3296,Fonollosa,080847
1237,2013,5.0232,Folgueroles,080832
1238,2013,11.0083,Fogars de la Selva,080826
1239,2013,1.6599,Fogars de Montclús,080811
1240,2013,0.2987,Fígols,080804
1241,2013,2.9064,"Estany, l'",080790
1242,2013,0.3253,"Espunyola, l'",080787
1243,2013,17.9671,Gelida,080919
1244,2013,0.8202,"Masies de Roda, les",081167
1245,2013,15.2835,Muntanyola,081290
1246,2013,5.5979,Monistrol de Calders,081287
1247,2013,11.0788,Monistrol de Montserrat,081271
1248,2013,36.2017,Montgat,081265
1249,2013,71.5138,Montcada i Reixac,081252
1250,2013,105.6881,Mollet del Vallès,081249
1251,2013,33.8893,Molins de Rei,081234
1252,2013,25.2699,Mediona,081228
1253,2013,94.5255,Mataró,081213
1254,2013,220.9325,Matadepera,081206
1255,2013,61.8214,Masquefa,081192
1256,2013,71.1228,Igualada,081022
1257,2013,14.2315,"Masies de Voltregà, les",081173
1258,2013,0.0,Sagàs,081884
1259,2013,24.1233,Martorelles,081154
1260,2013,56.2072,Martorell,081141
1261,2013,85.0218,Manresa,081136
1262,2013,20.7183,Manlleu,081120
1263,2013,0.0,Malla,081115
1264,2013,19.2517,Malgrat de Mar,081108
1265,2013,1.0104,Lluçà,081094
1266,2013,15.657,Lliçà de Vall,081081
1267,2013,57.2392,Lliçà d'Amunt,081075
1268,2013,29.7649,Llinars del Vallès,081069
1269,2013,9.6485,"Llagosta, la",081056
1270,2013,18.354,"Masnou, el",081189
1271,2013,5.7354,"Esquirol, l'",082541
1272,2013,0.7766,Rubió,081859
1273,2013,121.998,Cerdanyola del Vallès,082665
1274,2013,4.3767,Sant Vicenç de Torelló,082652
1275,2013,27.8592,Sant Vicenç de Montalt,082649
1276,2013,53.1412,Sant Vicenç dels Horts,082634
1277,2013,14.4171,Sant Vicenç de Castellet,082628
1278,2013,16.119,Santa Susanna,082613
1279,2013,77.5672,Santa Perpètua de Mogoda,082606
1280,2013,24.8385,Santa Maria de Palautordera,082592
1281,2013,4.3622,Santa Maria d'Oló,082589
1282,2013,0.0,Santa Maria de Miralles,082573
1283,2013,18.4685,Cercs,082687
1284,2013,0.0,Santa Maria de Merlès,082554
1285,2013,140.9527,Seva,082690
1286,2013,0.6819,Santa Maria de Besora,082536
1287,2013,48.25,Barberà del Vallès,082520
1288,2013,43.8615,Santa Margarida i els Monjos,082515
1289,2013,6.0387,Santa Margarida de Montbui,082508
1290,2013,1.2925,Santa Fe del Penedès,082495
1291,2013,15.8923,Santa Eulàlia de Ronçana,082482
1292,2013,1.5471,Santa Eulàlia de Riuprimer,082476
1293,2013,3.2253,Santa Eugènia de Berga,082460
1294,2013,64.1379,Santa Coloma de Gramenet,082457
1295,2013,27.2459,Santa Coloma de Cervelló,082444
1296,2013,0.13,Santa Cecília de Voltregà,082439
1297,2013,0.9532,Santa Maria de Martorelles,082567
1298,2013,16.6821,Teià,082819
1299,2013,57.4159,Vallgorguina,082943
1300,2013,2.3019,Vallcebre,082938
1301,2013,3.2278,Vallbona d'Anoia,082922
1302,2013,54.2311,Vacarisses,082917
1303,2013,13.2649,Ullastrell,082900
1304,2013,26.0659,Torrelles de Llobregat,082896
1305,2013,17.5515,Torrelles de Foix,082883
1306,2013,8.2119,Torrelavit,082877
1307,2013,29.3677,"Torre de Claramunt, la",082861
1308,2013,18.3576,Torelló,082858
1309,2013,49.1642,Tordera,082845
1310,2013,51.8492,Sentmenat,082671
1311,2013,17.3134,Tiana,082824
1312,2013,27.5812,Sant Sadurní d'Anoia,082401
1313,2013,0.2475,Tavertet,082802
1314,2013,268.1796,Terrassa,082798
1315,2013,0.9719,Verges,172116
1316,2013,2.6103,Talamanca,082779
1317,2013,0.0273,Biure,172348
1318,2013,1.9071,Tavèrnoles,082750
1319,2013,8.0014,Súria,082747
1320,2013,16.3568,Subirats,082732
1321,2013,3.3014,Sora,082726
1322,2013,0.3427,Sobremunt,082711
1323,2013,93.9265,Sitges,082704
1324,2013,17.8879,Tona,082830
1325,2013,1.7939,Sant Bartomeu del Grau,081995
1326,2013,2.081,Sant Feliu Sasserra,082129
1327,2013,45.2614,Sant Feliu de Llobregat,082114
1328,2013,9.5904,Sant Feliu de Codines,082107
1329,2013,56.0998,Sant Fost de Campsentelles,082093
1330,2013,53.1294,Sant Esteve Sesrovires,082080
1331,2013,1.3269,Sant Esteve de Palautordera,082074
1332,2013,3.5977,Sant Cugat Sesgarrigues,082068
1333,2013,382.718,Sant Cugat del Vallès,082055
1334,2013,11.9012,Sant Climent de Llobregat,082042
1335,2013,51.7421,Sant Cebrià de Vallalta,082037
1336,2013,25.652,Sant Celoni,082021
1337,2013,0.8756,Marganell,082423
1338,2013,99.6872,Sant Boi de Llobregat,082009
1339,2013,17.7977,Sant Hipòlit de Voltregà,082153
1340,2013,19.5753,Sant Antoni de Vilamajor,081982
1341,2013,9.5956,Sant Andreu de Llavaneres,081976
1342,2013,42.0827,Sant Andreu de la Barca,081960
1343,2013,0.0,Sant Agustí de Lluçanès,081957
1344,2013,64.9162,Sant Adrià de Besòs,081944
1345,2013,4.861,Sant Iscle de Vallalta,081939
1346,2013,31.9026,Santpedor,081923
1347,2013,58.1462,Sallent,081918
1348,2013,1.1293,Saldes,081901
1349,2013,1.0453,Sant Pere Sallavinera,081897
1350,2013,209.4155,Vallirana,082956
1351,2013,1.9924,Sant Boi de Lluçanès,082016
1352,2013,2.2176,Sant Martí Sarroca,082270
1353,2013,202.6975,Sabadell,081878
1354,2013,22.4225,Sant Quirze Safaja,082397
1355,2013,50.1563,Sant Quirze del Vallès,082384
1356,2013,4.3356,Sant Quirze de Besora,082378
1357,2013,4.2691,Sant Quintí de Mediona,082362
1358,2013,2.1189,Sant Pol de Mar,082359
1359,2013,64.1696,Sant Pere de Vilamajor,082346
1360,2013,8.4357,Sant Pere de Torelló,082331
1361,2013,4.5098,Sant Pere de Riudebitlles,082325
1362,2013,50.7256,Sant Pere de Ribes,082310
1363,2013,10.3885,Premià de Dalt,082303
1364,2013,39.7557,Sant Fruitós de Bages,082135
1365,2013,0.2116,Sant Martí Sesgueioles,082286
1366,2013,11.0627,Vilassar de Dalt,082140
1367,2013,0.5838,Sant Martí de Tous,082264
1368,2013,0.0533,Sant Martí d'Albars,082251
1369,2013,7.8875,Sant Martí de Centelles,082248
1370,2013,5.8315,Sant Llorenç Savall,082233
1371,2013,6.2587,Sant Llorenç d'Hortons,082227
1372,2013,80.6968,Sant Just Desvern,082212
1373,2013,13.4116,Sant Julià de Vilatorta,082205
1374,2013,6.4898,Vilassar de Mar,082191
1375,2013,13.4734,Sant Joan de Vilatorrada,082188
1376,2013,47.1061,Sant Joan Despí,082172
1377,2013,0.5602,Sant Jaume de Frontanyà,082166
1378,2013,0.6841,Sant Sadurní d'Osormort,082418
1379,2013,0.8436,Sant Mateu de Bages,082299
1380,2013,0.6674,Tarrés,252189
1381,2013,2.9307,Isona i Conca Dellà,251155
1382,2013,9.0696,Sort,252094
1383,2013,2.9164,Soses,252108
1384,2013,0.9829,Sudanell,252115
1385,2013,0.9607,Sunyer,252120
1386,2013,0.0657,Talarn,252154
1387,2013,22.5087,Solsona,252075
1388,2013,30.859,Tàrrega,252173
1389,2013,0.0,"Soleràs, el",252069
1390,2013,0.0295,Tarroja de Segarra,252192
1391,2013,1.073,Térmens,252206
1392,2013,1.3915,Tírvia,252213
1393,2013,1.5337,Tiurana,252228
1394,2013,2.2823,Torà,252234
1395,2013,0.2838,"Torms, els",252249
1396,2013,1.2135,Talavera,252167
1397,2013,0.4332,Sant Guim de la Plana,251977
1398,2013,0.2783,Riner,251863
1399,2013,5.4157,Rosselló,251898
1400,2013,0.1369,Salàs de Pallars,251902
1401,2013,1.7636,Sanaüja,251919
1402,2013,2.8675,Sant Guim de Freixenet,251924
1403,2013,3.1838,Sant Llorenç de Morunys,251930
1404,2013,0.4016,Soriguera,252081
1405,2013,0.1085,Sant Esteve de la Sarga,251961
1406,2013,3.347,"Torre de Cabdella, la",252271
1407,2013,0.3482,Sarroca de Lleida,252000
1408,2013,0.1909,Sarroca de Bellera,252017
1409,2013,0.3254,Senterada,252022
1410,2013,10.1951,"Seu d'Urgell, la",252038
1411,2013,0.0849,Seròs,252043
1412,2013,4.6374,Sidamon,252056
1413,2013,1.2181,Sant Ramon,251945
1414,2013,0.9137,Castell de Mur,259046
1415,2013,0.0,Vilanova de Segrià,252516
1416,2013,2.9727,Vila-sana,252521
1417,2013,0.8128,"Vilosell, el",252537
1418,2013,1.6771,Vilanova de la Barca,252542
1419,2013,0.4492,Vinaixa,252555
1420,2013,2.4333,Vall de Cardós,259010
1421,2013,1.9512,Tornabous,252252
1422,2013,0.3355,"Guingueta d'Àneu, la",259031
1423,2013,3.0315,Vilanova de Bellpuig,252483
1424,2013,0.3401,Ribera d'Ondara,259059
1425,2013,0.4754,"Valls d'Aguilar, les",259062
1426,2013,1.5077,Torrefeta i Florejacs,259078
1427,2013,0.2849,Fígols i Alinyà,259084
1428,2013,0.148,"Vansa i Fórnols, la",259097
1429,2013,0.7102,Josa i Tuixén,259101
1430,2013,0.1249,Sant Martí de Riucorb,259025
1431,2013,0.6714,"Valls de Valira, les",252398
1432,2013,1.5182,Puigverd de Lleida,251826
1433,2013,2.0872,Torrefarrera,252287
1434,2013,1.772,Torregrossa,252304
1435,2013,1.1692,Torrelameu,252311
1436,2013,8.9359,Torres de Segre,252326
1437,2013,1.3965,Torre-serona,252332
1438,2013,0.2531,Vilanova de Meià,252509
1439,2013,0.0,Vallbona de les Monges,252385
1440,2013,0.2608,Vilanova de l'Aguda,252496
1441,2013,3.6641,Vallfogona de Balaguer,252402
1442,2013,1.2993,Verdú,252424
1443,2013,3.961,Vielha e Mijaran,252430
1444,2013,3.2925,Vilagrassa,252445
1445,2013,7.9132,Vilaller,252458
1446,2013,0.0,Vilamòs,252477
1447,2013,0.2971,Torrebesses,252265
1448,2013,16.5849,Tremp,252347
1449,2013,19.2074,Mollerussa,251370
1450,2013,0.2419,Llobera,251291
1451,2013,0.4284,Maldà,251305
1452,2013,0.0862,Massalcoreig,251312
1453,2013,1.5951,Massoteres,251327
1454,2013,1.6487,Maials,251333
1455,2013,1.3963,Menàrguens,251348
1456,2013,0.1463,Nalec,251459
1457,2013,0.1362,"Molsosa, la",251364
1458,2013,0.5515,Llavorsí,251266
1459,2013,2.1293,Montgai,251386
1460,2013,2.7154,Montellà i Martinet,251399
1461,2013,12.7808,Montferrer i Castellbò,251403
1462,2013,0.237,Montoliu de Segarra,251410
1463,2013,2.269,Montoliu de Lleida,251425
1464,2013,1.1168,Ribera d'Urgellet,251850
1465,2013,5.8277,Miralcamp,251351
1466,2013,3.6761,Juneda,251193
1467,2013,0.0,Ivorra,251142
1468,2013,3.3376,Ivars d'Urgell,251137
1469,2013,0.5874,Ivars de Noguera,251121
1470,2013,0.3277,Guixers,251116
1471,2013,7.4146,Guissona,251109
1472,2013,0.9208,Guimerà,251095
1473,2013,2.4031,Llimiana,251288
1474,2013,0.1512,Juncosa,251180
1475,2013,0.3243,Lles de Cerdanya,251272
1476,2013,276.3558,Lleida,251207
1477,2013,0.4937,Les,251214
1478,2013,2.8448,Linyola,251229
1479,2013,2.2188,Lladorre,251235
1480,2013,0.0,Lladurs,251240
1481,2013,1.7814,Llardecans,251253
1482,2013,1.0191,Navès,251462
1483,2013,0.2164,Granyena de les Garrigues,251057
1484,2013,5.0748,Vidrà,172121
1485,2013,1.2798,"Pobla de Cérvoles, la",251692
1486,2013,0.461,Bellaguarda,251706
1487,2013,1.9961,"Pobla de Segur, la",251713
1488,2013,2.8173,Ponts,251728
1489,2013,13.0768,"Pont de Suert, el",251734
1490,2013,0.922,"Portella, la",251749
1491,2013,1.0498,Montornès de Segarra,251431
1492,2013,14.4701,Prats i Sansor,251752
1493,2013,0.0186,Pinell de Solsonès,251667
1494,2013,0.394,Preixana,251765
1495,2013,0.8812,Preixens,251771
1496,2013,1.1168,Prullans,251790
1497,2013,0.5588,Puiggròs,251804
1498,2013,0.5543,Puigverd d'Agramunt,251811
1499,2013,0.3291,Riu de Cerdanya,259139
1500,2013,2.1641,Vilopriu,172327
1501,2013,7.1118,Os de Balaguer,251569
1502,2013,0.1834,Odèn,251484
1503,2013,2.7479,Oliana,251497
1504,2013,1.2441,Oliola,251500
1505,2013,3.914,Olius,251517
1506,2013,0.7491,"Oluges, les",251522
1507,2013,1.4859,"Omellons, els",251538
1508,2013,0.4531,"Poal, el",251689
1509,2013,0.9343,Organyà,251556
1510,2013,1.2759,Pinós,251673
1511,2013,0.0582,Ossó de Sió,251575
1512,2013,3.6309,"Palau d'Anglesola, el",251581
1513,2013,4.1451,Conca de Dalt,251615
1514,2013,14.7419,"Coma i la Pedra, la",251636
1515,2013,1.3998,Penelles,251641
1516,2013,0.2217,Peramola,251654
1517,2013,0.312,Rialp,251832
1518,2013,0.1468,"Omells de na Gaia, els",251543
1519,2013,4.4561,Almenar,250215
1520,2013,0.0141,Arres,250313
1521,2013,0.7715,"Pont de Bar, el",250306
1522,2013,2.1856,Arbeca,250292
1523,2013,1.9725,Anglesola,250273
1524,2013,10.6155,Naut Aran,250254
1525,2013,1.5943,Alt Àneu,250241
1526,2013,2.0228,Alfarràs,250138
1527,2013,0.2493,Alòs de Balaguer,250220
1528,2013,9.057,Artesa de Segre,250349
1529,2013,0.5726,Almatret,250208
1530,2013,5.0382,Almacelles,250194
1531,2013,0.9542,Alins,250175
1532,2013,1.9318,Alguaire,250169
1533,2013,0.3021,Algerri,250156
1534,2013,13.8526,Bellpuig,250501
1535,2013,17.6588,Alpicat,250236
1536,2013,1.6624,Barbens,250411
1537,2013,2.2219,"Plans de Sió, els",259118
1538,2013,3.8614,Bell-lloc d'Urgell,250485
1539,2013,1.0659,Bellcaire d'Urgell,250479
1540,2013,0.8706,Belianes,250463
1541,2013,0.0,Bausen,250450
1542,2013,0.1279,Bassella,250447
1543,2013,0.3234,Arsèguel,250328
1544,2013,1.2043,"Baronia de Rialb, la",250426
1545,2013,1.3332,Artesa de Lleida,250334
1546,2013,34.4946,Balaguer,250404
1547,2013,0.6766,Baix Pallars,250390
1548,2013,0.8704,Aitona,250387
1549,2013,1.2035,"Avellanes i Santa Linya, les",250371
1550,2013,0.0923,Aspa,250365
1551,2013,3.8196,"Sentiu de Sió, la",250352
1552,2013,10.6062,Alcoletge,250122
1553,2013,5.2294,"Vall de Boí, la",250432
1554,2013,8.1731,Viladrau,172207
1555,2013,0.1738,Vilanant,172288
1556,2013,1.1725,Vilamaniscle,172272
1557,2013,19.5915,Vilamalla,172266
1558,2013,0.3246,Vilamacolum,172253
1559,2013,1.3773,Vilallonga de Ter,172240
1560,2013,2.8084,Vilajuïga,172235
1561,2013,1.8073,Alfés,250143
1562,2013,6.2737,Vilafant,172214
1563,2013,5.6079,Vilobí d'Onyar,172333
1564,2013,0.8641,Vilademuls,172180
1565,2013,0.0383,Viladamat,172174
1566,2013,0.1267,Viladasens,172168
1567,2013,4.6921,Vilablareix,172155
1568,2013,1.1685,Vilabertran,172142
1569,2013,68.965,Vidreres,172137
1570,2013,2.7537,Vilaür,172229
1571,2013,12.118,Agramunt,250030
1572,2013,17.7513,Alcarràs,250117
1573,2013,0.0865,Alcanó,250100
1574,2013,2.6977,"Albi, l'",250096
1575,2013,1.6037,Albesa,250083
1576,2013,2.6719,Albatàrrec,250077
1577,2013,1.0507,"Albagés, l'",250061
1578,2013,0.5876,Vila-sacra,172305
1579,2013,1.3793,"Alamús, els",250045
1580,2013,40.2056,Esplugues de Llobregat,080771
1581,2013,7.6346,Àger,250024
1582,2013,0.1053,Abella de la Conca,250019
1583,2013,2.3617,Sant Julià del Llor i Bonmatí,179032
1584,2013,4.5206,Forallac,179026
1585,2013,13.4142,Bellvei,430249
1586,2013,6.1452,Bellver de Cerdanya,250518
1587,2013,0.1537,Alàs i Cerc,250058
1588,2013,1.737,"Granja d'Escarp, la",251023
1589,2013,1.1213,Foradada,250946
1590,2013,4.4171,Ascó,430192
1591,2013,8.1113,Banyeres del Penedès,430206
1592,2013,2.193,Barberà de la Conca,430213
1593,2013,4.0882,Batea,430228
1594,2013,0.1981,Bellmunt del Priorat,430234
1595,2013,0.6591,"Argentera, l'",430173
1596,2013,2.2147,Granyanella,251039
1597,2013,22.6974,"Arboç, l'",430167
1598,2013,0.3529,"Granadella, la",251018
1599,2013,2.8305,Gósol,251001
1600,2013,5.6231,Golmés,250997
1601,2013,0.2589,Gavet de la Conca,250984
1602,2013,0.8845,Fulleda,250978
1603,2013,0.194,Bellmunt d'Urgell,250498
1604,2013,1.5255,Granyena de Segarra,251044
1605,2013,2.4357,Alforja,430094
1606,2013,30.909,Aiguamúrcia,430017
1607,2013,8.7853,Albinyana,430022
1608,2013,0.3166,"Albiol, l'",430038
1609,2013,23.6049,Alcanar,430043
1610,2013,2.7139,Alcover,430056
1611,2013,0.4252,Aldover,430069
1612,2013,0.2674,Arnes,430189
1613,2013,0.536,Alfara de Carles,430081
1614,2013,0.8514,Fondarella,250931
1615,2013,1.2164,Alió,430108
1616,2013,8.6249,Almoster,430115
1617,2013,21.292,Altafulla,430120
1618,2013,69.8763,"Ametlla de Mar, l'",430136
1619,2013,41.2437,Amposta,430141
1620,2013,0.0294,Arbolí,430154
1621,2013,0.0533,"Aleixar, l'",430075
1622,2013,2.4073,Bossòst,250595
1623,2013,1.2462,"Fuliola, la",250962
1624,2013,0.9759,Castellnou de Seana,250680
1625,2013,4.3222,Castelldans,250674
1626,2013,0.0,Castellar de la Ribera,250642
1627,2013,0.0,Canejan,250637
1628,2013,4.4609,Camarasa,250621
1629,2013,0.6297,Castellserà,250707
1630,2013,0.3539,Cabanabona,250609
1631,2013,0.2059,Cava,250714
1632,2013,6.1109,"Borges Blanques, les",250582
1633,2013,0.0445,"Bòrdes, Es",250576
1634,2013,0.086,Bovera,250560
1635,2013,1.3502,Biosca,250557
1636,2013,0.7646,Benavent de Segrià,250539
1637,2013,1.6266,Bellvís,250523
1638,2013,0.1032,Cabó,250616
1639,2013,1.8938,Cubells,250791
1640,2013,0.8254,"Floresta, la",250925
1641,2013,0.1445,Farrera,250899
1642,2013,0.0,Estamariu,250886
1643,2013,0.0299,Esterri de Cardós,250870
1644,2013,4.132,Esterri d'Àneu,250864
1645,2013,1.0806,Estaràs,250851
1646,2013,0.1998,Castelló de Farfanya,250693
1647,2013,0.1257,"Espluga Calba, l'",250812
1648,2013,5.0235,Gimenells i el Pla de la Font,259123
1649,2013,0.8575,Corbins,250788
1650,2013,1.2204,Coll de Nargó,250772
1651,2013,0.1571,"Cogul, el",250766
1652,2013,0.0,Clariana de Cardener,250753
1653,2013,0.1139,Ciutadilla,250740
1654,2013,0.5916,Cervià de les Garrigues,250735
1655,2013,8.3923,Cervera,250729
1656,2013,0.693,Espot,250827
1657,2013,0.2229,"Lloar, el",430727
1658,2013,0.4535,"Milà, el",430831
1659,2013,3.3563,Maspujols,430810
1660,2013,0.1398,"Masó, la",430803
1661,2013,7.1416,Masllorenç,430799
1662,2013,0.8619,Masdenverge,430786
1663,2013,0.0528,Mas de Barberans,430770
1664,2013,0.4908,"Masroig, el",430825
1665,2013,2.7058,Marçà,430764
1666,2013,0.0665,Margalef,430751
1667,2013,0.2887,Gratallops,430691
1668,2013,1.1654,Llorac,430733
1669,2013,1.0675,"Garidells, els",430666
1670,2013,1.9919,Horta de Sant Joan,430712
1671,2013,1.3969,"Guiamets, els",430705
1672,2013,5.2371,Móra la Nova,430944
1673,2013,0.8367,Godall,430688
1674,2013,0.5031,Ginestar,430672
1675,2013,5.0997,Llorenç del Penedès,430748
1676,2013,0.3071,"Morera de Montsant, la",430960
1677,2013,9.1353,"Perelló, el",431042
1678,2013,5.7539,Perafort,431037
1679,2013,0.6496,Paüls,431021
1680,2013,34.549,"Catllar, el",430430
1681,2013,2.5954,Garcia,430653
1682,2013,0.5926,Passanant i Belltall,431016
1683,2013,20.9021,"Pallaresos, els",431009
1684,2013,0.6021,"Palma d'Ebre, la",430995
1685,2013,49.5979,Mont-roig del Camp,430923
1686,2013,1.7721,"Nou de Gaià, la",430976
1687,2013,0.4303,Miravet,430846
1688,2013,3.5901,"Morell, el",430957
1689,2013,13.8805,Móra d'Ebre,430939
1690,2013,1.8631,Mont-ral,430918
1691,2013,75.5791,"Montmell, el",430901
1692,2013,0.7786,Montferri,430897
1693,2013,4.0614,Montbrió del Camp,430884
1694,2013,11.0538,Montblanc,430862
1695,2013,0.4018,"Molar, el",430859
1696,2013,1.329,Nulles,430982
1697,2013,0.8409,Bot,430326
1698,2013,0.3563,Colldejou,430458
1699,2013,0.2715,Capçanes,430402
1700,2013,0.3493,Capafonts,430398
1701,2013,86.2385,Cambrils,430385
1702,2013,80.8889,Calafell,430379
1703,2013,22.385,Cabra del Camp,430363
1704,2013,0.5055,Cabacés,430350
1705,2013,14.6369,Castellvell del Camp,430424
1706,2013,1.2852,Botarell,430332
1707,2013,37.8445,"Sénia, la",430445
1708,2013,5.3835,"Borges del Camp, les",430311
1709,2013,5.8474,Bonastre,430304
1710,2013,0.8476,Blancafort,430290
1711,2013,79.7853,"Bisbal del Penedès, la",430287
1712,2013,0.06,"Bisbal de Falset, la",430271
1713,2013,0.6211,"Piles, les",431055
1714,2013,25.4505,Torredembarra,431536
1715,2013,0.9866,Benissanet,430265
1716,2013,1.8051,Bràfim,430347
1717,2013,5.9384,"Espluga de Francolí, l'",430542
1718,2013,0.6536,"Galera, la",430635
1719,2013,0.0578,Freginals,430629
1720,2013,0.4971,Forès,430614
1721,2013,13.8272,Flix,430607
1722,2013,0.7207,Figuerola del Camp,430593
1723,2013,0.1051,"Figuera, la",430580
1724,2013,0.0272,"Febró, la",430574
1725,2013,0.1327,Caseres,430419
1726,2013,8.7175,Falset,430555
1727,2013,1.0431,Gandesa,430640
1728,2013,0.9907,Duesaigües,430537
1729,2013,1.4379,Xerta,430521
1730,2013,40.2219,Cunit,430516
1731,2013,13.022,Creixell,430509
1732,2013,4.3822,Cornudella de Montsant,430496
1733,2013,0.798,Corbera d'Ebre,430483
1734,2013,48.2135,Constantí,430477
1735,2013,0.1138,Conesa,430461
1736,2013,0.7233,"Fatarella, la",430568
1737,2013,0.4283,Vallclara,431589
1738,2013,0.7141,"Torre de Fontaubella, la",431515
1739,2013,2.3575,Vilallonga del Camp,431665
1740,2013,1.3063,Vilabella,431652
1741,2013,7.6495,Vespella de Gaià,431649
1742,2013,94.3046,"Vendrell, el",431634
1743,2013,39.105,Vandellòs i l'Hospitalet de l'Infant,431628
1744,2013,16.1202,Valls,431613
1745,2013,1.4195,Vilanova de Prades,431687
1746,2013,0.3285,Vallfogona de Riucorb,431592
1747,2013,0.3714,Vilaplana,431690
1748,2013,0.3249,Ulldemolins,431573
1749,2013,13.4557,Ulldecona,431567
1750,2013,108.2615,Tortosa,431554
1751,2013,0.7087,Torroja del Priorat,431541
1752,2013,0.5678,"Torre de l'Espanyol, la",431520
1753,2013,1.5533,Tivissa,431508
1754,2013,1.0861,Tivenys,431495
1755,2013,242.5316,Tarragona,431482
1756,2013,2.404,Vallmoll,431606
1757,2013,2.4309,Vinyols i els Arcs,431785
1758,2013,1.6793,Benifallet,430252
1759,2013,0.0,Medinyà,171045
1760,2013,0.0,"Canonja, la",439076
1761,2013,27.3356,"Ampolla, l'",439060
1762,2013,34.0503,Salou,439057
1763,2013,8.7764,"Aldea, l'",439044
1764,2013,13.5735,Camarles,439039
1765,2013,3.4982,Vilanova d'Escornalbou,431671
1766,2013,11.1547,Deltebre,439018
1767,2013,13.8021,"Selva del Camp, la",431457
1768,2013,0.5642,Vinebre,431779
1769,2013,2.0646,Vimbodí i Poblet,431763
1770,2013,0.3994,Vilalba dels Arcs,431750
1771,2013,0.3647,"Vilella Baixa, la",431747
1772,2013,0.0193,"Vilella Alta, la",431732
1773,2013,2.6866,Vilaverd,431726
1774,2013,38.0034,Vila-seca,431711
1775,2013,1.8805,Vila-rodona,431704
1776,2013,2.0988,Sant Jaume d'Enveja,439023
1777,2013,0.1436,Pradell de la Teixeta,431153
1778,2013,2.9369,"Riba, la",431248
1779,2013,61.8309,Reus,431233
1780,2013,0.2649,Renau,431227
1781,2013,3.4842,Rasquera,431212
1782,2013,23.8203,Querol,431205
1783,2013,2.3264,Puigpelat,431191
1784,2013,20.9318,Pratdip,431188
1785,2013,1.1222,Solivella,431476
1786,2013,8.4864,Prades,431166
1787,2013,5.3033,Riudecanyes,431270
1788,2013,0.8563,Porrera,431140
1789,2013,1.5195,"Pont d'Armentera, el",431135
1790,2013,0.6049,Poboleda,431129
1791,2013,15.8711,"Pobla de Montornès, la",431114
1792,2013,1.9195,"Pobla de Massaluca, la",431107
1793,2013,2.2511,"Pobla de Mafumet, la",431093
1794,2013,3.6226,"Pla de Santa Maria, el",431080
1795,2013,10.0089,Pira,431074
1796,2013,0.2826,Prat de Comte,431172
1797,2013,3.0154,Salomó,431359
1798,2013,0.6516,"Pinell de Brai, el",431068
1799,2013,2.3406,"Secuita, la",431444
1800,2013,0.1584,Savallà del Comtat,431439
1801,2013,9.0107,Sarral,431423
1802,2013,0.3267,Pontils,431418
1803,2013,24.5811,Santa Oliva,431401
1804,2013,10.7158,Santa Coloma de Queralt,431397
1805,2013,2.3404,Santa Bàrbara,431384
1806,2013,6.7692,Riba-roja d'Ebre,431251
1807,2013,33.9989,Sant Carles de la Ràpita,431362
1808,2013,7.5255,"Riera de Gaià, la",431264
1809,2013,0.8816,"Rourell, el",431346
1810,2013,13.6223,Roquetes,431331
1811,2013,2.264,Rodonyà,431325
1812,2013,37.8393,Roda de Berà,431310
1813,2013,0.471,Rocafort de Queralt,431303
1814,2013,5.871,Riudoms,431299
1815,2013,0.2782,Riudecols,431286
1816,2013,0.7971,Senan,431460
1817,2013,7.1386,Sant Jaume dels Domenys,431378
1818,2013,4.1436,Cardona,080478
1819,2013,85.199,Castelldefels,080569
1820,2013,0.5995,Castellcir,080556
1821,2013,240.6685,Castellbisbal,080543
1822,2013,47.5118,Castellbell i el Vilar,080538
1823,2013,1.0185,Castellar de n'Hug,080522
1824,2013,130.5503,Castellar del Vallès,080517
1825,2013,0.0,Castellar del Riu,080500
1826,2013,1.3955,Alpens,080044
1827,2013,0.8768,Carme,080484
1828,2013,0.2549,Castellfollit del Boix,080594
1829,2013,18.3071,Cardedeu,080462
1830,2013,0.0,Capolat,080459
1831,2013,2.6171,Capellades,080446
1832,2013,35.5988,Abrera,080018
1833,2013,0.3703,Aguilar de Segarra,080023
1834,2013,30.8351,Alella,080039
1835,2013,3.7248,Casserres,080497
1836,2013,113.1625,Cervelló,080689
1837,2013,46.7688,Esparreguera,080765
1838,2013,56.4732,Dosrius,080752
1839,2013,38.9755,Canyelles,080431
1840,2013,22.2238,Cubelles,080749
1841,2013,84.9734,Cornellà de Llobregat,080734
1842,2013,130.0168,Corbera de Llobregat,080728
1843,2013,0.3477,Copons,080713
1844,2013,0.1667,Castell de l'Areny,080575
1845,2013,17.4362,Collbató,080692
1846,2013,25.8475,Castellet i la Gornal,080581
1847,2013,7.0266,Centelles,080673
1848,2013,24.9576,Castellví de Rosanes,080667
1849,2013,0.8395,Castellví de la Marca,080654
1850,2013,4.1678,Castellolí,080636
1851,2013,20.2791,Castellgalí,080615
1852,2013,0.0959,Castellfollit de Riubregós,080608
1853,2013,20.7228,Castellnou de Bages,080620
1854,2013,1.3861,Collsuspina,080706
1855,2013,0.507,Calonge,080364
1856,2013,2.4458,"Brull, el",080266
