,Literal,Codi,Any,Aturats,Evolucio atur,Poblacio activa,Renda
6924,Fogars de Montclús,080811,2019,15.5,-2.0,,
6925,Foixà,170681,2019,9.9,0.9000000000000004,,
6926,Folgueroles,080832,2019,55.3,7.0,,
6927,Fondarella,250931,2019,20.1,3.400000000000002,,
6928,Fonollosa,080847,2019,61.8,-1.5,,
6929,Fontanals de Cerdanya,170694,2019,3.9,-0.3999999999999999,,
6930,Fontanilles,170708,2019,5.3,1.0,,
6931,Fontcoberta,170715,2019,37.1,10.3,,
6932,Font-rubí,080850,2019,55.7,3.9000000000000057,,
6933,Foradada,250946,2019,2.9,-0.6000000000000001,,
6934,Forallac,179026,2019,46.7,-0.0999999999999943,,
6935,Forès,430614,2019,1.0,-0.6000000000000001,,
6936,Fornells de la Selva,170736,2019,69.3,5.0,,
6937,Fortià,170741,2019,32.6,2.400000000000002,,
6938,"Franqueses del Vallès, les",080863,2019,1074.3,1.7000000000000457,,
6939,Freginals,430629,2019,20.3,-0.3999999999999986,,
6940,"Fuliola, la",250962,2019,77.1,3.0,,
6941,Fulleda,250978,2019,2.0,0.6000000000000001,,
6942,Gaià,080902,2019,9.2,-0.200000000000001,,
6943,"Galera, la",430635,2019,24.2,0.0,,
6944,Gallifa,080879,2019,4.8,-1.0,,
6945,Gandesa,430640,2019,129.5,5.200000000000003,,
6946,Garcia,430653,2019,27.4,-5.600000000000001,,
6947,"Garidells, els",430666,2019,8.4,-1.4000000000000004,,
6948,"Garriga, la",080885,2019,617.9,-30.600000000000023,,
6949,Garrigàs,170754,2019,14.7,-1.1000000000000014,,
6950,Garrigoles,170767,2019,5.4,0.5,,
6951,Garriguella,170773,2019,28.3,0.1000000000000014,,
6952,Gavà,080898,2019,2168.6,-135.4000000000001,,
6953,Gavet de la Conca,250984,2019,4.2,-0.8999999999999995,,
6954,Gelida,080919,2019,388.3,-1.599999999999966,,
6955,Ger,170789,2019,3.5,-1.0,,
6956,Gimenells i el Pla de la Font,259123,2019,26.3,-4.399999999999999,,
6957,Ginestar,430672,2019,27.8,-4.199999999999999,,
6958,Girona,170792,2019,4881.7,-65.90000000000055,,
6959,Gironella,080924,2019,226.9,-13.400000000000006,,
6960,Gisclareny,080930,2019,3.2,-0.5999999999999996,,
6961,Godall,430688,2019,23.4,3.299999999999997,,
6962,Golmés,250997,2019,74.4,7.1000000000000085,,
6963,Gombrèn,170806,2019,9.4,1.0,,
6964,Gósol,251001,2019,2.5,-0.2999999999999998,,
6965,"Granada, la",080945,2019,81.2,-0.3999999999999915,,
6966,"Granadella, la",251018,2019,19.3,-1.0,,
6967,Granera,080958,2019,2.6,0.8,,
6968,"Granja d'Escarp, la",251023,2019,23.0,-9.4,,
6969,Granollers,080961,2019,3520.2,-24.5,,
6970,Granyanella,251039,2019,5.4,-1.5999999999999996,,
6971,Granyena de les Garrigues,251057,2019,8.5,0.9000000000000004,,
6972,Granyena de Segarra,251044,2019,3.8,0.0999999999999996,,
6973,Gratallops,430691,2019,10.3,-4.5,,
6974,Gualba,080977,2019,67.5,10.200000000000005,,
6975,Gualta,170813,2019,12.4,0.5,,
6976,Guardiola de Berguedà,080996,2019,49.3,-5.5,,
6977,"Guiamets, els",430705,2019,8.7,1.9999999999999991,,
6978,Guils de Cerdanya,170828,2019,6.8,-1.2000000000000002,,
6979,Guimerà,251095,2019,9.9,-1.799999999999999,,
6980,"Guingueta d'Àneu, la",259031,2019,6.8,-1.7000000000000002,,
6981,Guissona,251109,2019,167.8,-30.5,,
6982,Guixers,251116,2019,0.8,-0.5,,
6983,Gurb,081000,2019,49.1,3.3000000000000043,,
6984,Horta de Sant Joan,430712,2019,30.1,-4.399999999999999,,
6985,"Hospitalet de Llobregat, l'",081017,2019,13874.6,-431.6999999999989,,
6986,"Hostalets de Pierola, els",081629,2019,164.7,-12.200000000000015,,
6987,Hostalric,170834,2019,222.5,-12.199999999999989,,
6988,Igualada,081022,2019,2204.3,-183.69999999999985,,
6989,Isona i Conca Dellà,251155,2019,28.5,3.899999999999999,,
6990,Isòvol,170849,2019,2.4,0.1999999999999997,,
6991,Ivars d'Urgell,251137,2019,33.2,-4.899999999999999,,
6992,Ivars de Noguera,251121,2019,13.6,1.9000000000000004,,
6993,Ivorra,251142,2019,1.8,-0.8,,
6994,Jafre,170852,2019,10.8,1.9000000000000004,,
6995,"Jonquera, la",170865,2019,201.3,-10.399999999999975,,
6996,Jorba,081038,2019,31.2,0.0999999999999978,,
6997,Josa i Tuixén,259101,2019,1.1,-0.0999999999999998,,
6998,Juià,170871,2019,11.0,3.8,,
6999,Juncosa,251180,2019,8.8,0.9000000000000004,,
7000,Juneda,251193,2019,113.3,3.0,,
7001,Les,251214,2019,24.8,-8.400000000000002,,
7002,Linyola,251229,2019,90.6,3.899999999999992,,
7003,"Llacuna, la",081043,2019,37.2,-3.5,,
7004,Lladó,170887,2019,17.6,-5.5,,
7005,Lladorre,251235,2019,4.1,-0.2000000000000001,,
7006,Lladurs,251240,2019,1.0,-0.8,,
7007,"Llagosta, la",081056,2019,838.9,4.0,,
7008,Llagostera,170890,2019,423.1,-15.699999999999989,,
7009,Llambilles,170904,2019,9.1,-1.200000000000001,,
7010,Llanars,170911,2019,9.2,0.1999999999999993,,
7011,Llançà,170926,2019,206.8,-29.0,,
7012,Llardecans,251253,2019,9.6,-3.6,,
7013,Llavorsí,251266,2019,10.8,0.1000000000000014,,
7014,Lleida,251207,2019,8008.6,-406.6000000000004,,
7015,Llers,170932,2019,45.1,2.200000000000003,,
7016,Lles de Cerdanya,251272,2019,10.2,3.499999999999999,,
7017,Lliçà d'Amunt,081075,2019,720.1,-12.199999999999932,,
7018,Lliçà de Vall,081081,2019,274.0,-10.0,,
7019,Llimiana,251288,2019,4.8,-0.7000000000000002,,
7020,Llinars del Vallès,081069,2019,493.8,-26.400000000000038,,
7021,Llívia,170947,2019,35.3,0.5,,
7022,"Lloar, el",430727,2019,3.8,0.0999999999999996,,
7023,Llobera,251291,2019,7.3,-0.2000000000000001,,
7024,Llorac,430733,2019,3.5,0.7000000000000002,,
7025,Llorenç del Penedès,430748,2019,126.3,6.200000000000003,,
7026,Lloret de Mar,170950,2019,1830.1,-81.0,,
7027,"Llosses, les",170963,2019,9.6,-0.0999999999999996,,
7028,Lluçà,081094,2019,6.2,0.5,,
7029,Maçanet de Cabrenys,171024,2019,26.4,1.599999999999998,,
7030,Maçanet de la Selva,171030,2019,500.7,5.099999999999966,,
7031,Madremanya,170979,2019,4.7,-2.6,,
7032,Maià de Montcal,170985,2019,13.9,-0.5999999999999996,,
7033,Maials,251333,2019,19.8,-5.199999999999999,,
7034,Maldà,251305,2019,9.7,0.8999999999999986,,
7035,Malgrat de Mar,081108,2019,1015.1,-28.800000000000068,,
7036,Malla,081115,2019,4.6,3.0,,
7037,Manlleu,081120,2019,1353.3,-54.100000000000136,,
7038,Manresa,081136,2019,4951.6,101.20000000000071,,
7039,Marçà,430764,2019,29.7,0.3999999999999986,,
7040,Margalef,430751,2019,1.9,0.3999999999999999,,
7041,Marganell,082423,2019,12.8,-2.3999999999999986,,
7042,Martorell,081141,2019,1611.8,-79.40000000000009,,
7043,Martorelles,081154,2019,272.3,-20.59999999999997,,
7044,Mas de Barberans,430770,2019,14.9,-1.5999999999999996,,
7045,Masarac,171002,2019,6.8,1.5,,
7046,Masdenverge,430786,2019,56.9,-3.3999999999999986,,
7047,"Masies de Roda, les",081167,2019,22.1,1.5,,
7048,"Masies de Voltregà, les",081173,2019,112.7,-6.099999999999994,,
7049,Masllorenç,430799,2019,32.3,-2.6000000000000014,,
7050,"Masnou, el",081189,2019,988.8,-10.0,,
7051,"Masó, la",430803,2019,6.0,-1.0999999999999996,,
7052,Maspujols,430810,2019,35.3,4.9999999999999964,,
7053,Masquefa,081192,2019,502.5,12.600000000000025,,
7054,"Masroig, el",430825,2019,13.5,-4.699999999999999,,
7055,Massalcoreig,251312,2019,12.3,-1.8999999999999984,,
7056,Massanes,171019,2019,57.7,3.1000000000000014,,
7057,Massoteres,251327,2019,2.6,-1.1999999999999995,,
7058,Matadepera,081206,2019,187.1,5.0,,
7059,Mataró,081213,2019,8496.2,-473.7999999999993,,
7060,Mediona,081228,2019,128.9,3.300000000000012,,
7061,Menàrguens,251348,2019,32.3,0.0,,
7062,Meranges,170998,2019,3.2,0.4000000000000003,,
7063,Mieres,171058,2019,13.7,1.799999999999999,,
7064,"Milà, el",430831,2019,8.2,0.6999999999999993,,
7065,Miralcamp,251351,2019,55.4,-3.700000000000003,,
7066,Miravet,430846,2019,26.4,-8.300000000000004,,
7067,Moià,081385,2019,249.6,12.299999999999985,,
7068,"Molar, el",430859,2019,10.0,4.4,,
7069,Molins de Rei,081234,2019,963.6,-13.399999999999975,,
7070,Mollerussa,251370,2019,696.7,-93.0,,
7071,Mollet de Peralada,171061,2019,6.9,0.1000000000000005,,
7072,Mollet del Vallès,081249,2019,3183.7,-121.0,,
7073,Molló,171077,2019,5.3,-1.9000000000000004,,
7074,"Molsosa, la",251364,2019,1.8,-0.1999999999999999,,
7075,Monistrol de Calders,081287,2019,42.2,-5.399999999999999,,
7076,Monistrol de Montserrat,081271,2019,158.2,-4.0,,
7077,Montagut i Oix,171096,2019,29.9,-2.5,,
7078,Montblanc,430862,2019,293.0,-12.899999999999975,,
7079,Montbrió del Camp,430884,2019,158.0,0.6999999999999886,,
7080,Montcada i Reixac,081252,2019,2133.2,7.0,,
7081,Montclar,081304,2019,2.1,0.6000000000000001,,
7082,Montellà i Martinet,251399,2019,15.8,0.7000000000000011,,
7083,Montesquiu,081311,2019,44.6,3.200000000000003,,
7084,Montferrer i Castellbò,251403,2019,19.1,-3.0,,
7085,Montferri,430897,2019,28.9,-2.900000000000002,,
7086,Montgai,251386,2019,11.3,-2.5,,
7087,Montgat,081265,2019,548.3,31.0,,
7088,Montmajor,081326,2019,10.1,1.799999999999999,,
7089,Montmaneu,081332,2019,3.5,1.9,,
7090,"Montmell, el",430901,2019,142.4,-2.6999999999999886,,
7091,Montmeló,081350,2019,432.4,-5.0,,
7092,Montoliu de Lleida,251425,2019,7.5,0.0,,
7093,Montoliu de Segarra,251410,2019,2.4,0.0,,
7094,Montornès de Segarra,251431,2019,2.2,-0.6999999999999997,,
7095,Montornès del Vallès,081363,2019,1101.5,-15.799999999999956,,
7096,Mont-ral,430918,2019,8.3,1.1000000000000003,,
7097,Mont-ras,171100,2019,69.2,4.0,,
7098,Mont-roig del Camp,430923,2019,760.9,-14.800000000000068,,
7099,Montseny,081379,2019,13.2,2.1999999999999997,,
7100,Móra d'Ebre,430939,2019,340.1,-3.0,,
7101,Móra la Nova,430944,2019,191.8,-11.699999999999989,,
7102,"Morell, el",430957,2019,196.5,19.40000000000001,,
7103,"Morera de Montsant, la",430960,2019,5.6,-0.4000000000000003,,
7104,Muntanyola,081290,2019,25.3,-0.5999999999999979,,
7105,Mura,081398,2019,7.4,1.1000000000000003,,
7106,Nalec,251459,2019,1.4,0.2999999999999998,,
7107,Naut Aran,250254,2019,30.8,3.1000000000000014,,
7108,Navarcles,081402,2019,251.7,-31.80000000000001,,
7109,Navàs,081419,2019,307.0,-24.5,,
7110,Navata,171117,2019,36.1,-0.6999999999999957,,
7111,Navès,251462,2019,5.0,-2.5,,
7112,"Nou de Berguedà, la",081424,2019,4.1,-0.5,,
7113,"Nou de Gaià, la",430976,2019,32.2,7.100000000000001,,
7114,Nulles,430982,2019,19.7,7.199999999999999,,
7115,Odèn,251484,2019,1.6,1.3,,
7116,Òdena,081430,2019,216.4,-2.799999999999983,,
7117,Ogassa,171122,2019,9.5,0.8000000000000007,,
7118,Olèrdola,081458,2019,172.4,-0.5,,
7119,Olesa de Bonesvalls,081461,2019,64.8,-7.299999999999997,,
7120,Olesa de Montserrat,081477,2019,1270.3,-51.5,,
7121,Oliana,251497,2019,48.3,-6.5,,
7122,Oliola,251500,2019,0.9,-0.4,,
7123,Olius,251517,2019,19.0,4.199999999999999,,
7124,Olivella,081483,2019,209.3,8.300000000000011,,
7125,Olost,081496,2019,45.1,-4.600000000000001,,
7126,Olot,171143,2019,1428.2,27.5,,
7127,"Oluges, les",251522,2019,4.8,1.7999999999999998,,
7128,Olvan,081445,2019,37.1,-3.3999999999999986,,
7129,"Omellons, els",251538,2019,5.3,1.4,,
7130,"Omells de na Gaia, els",251543,2019,3.8,1.0,,
7131,Ordis,171156,2019,8.8,-0.3999999999999986,,
7132,Organyà,251556,2019,26.0,7.699999999999999,,
7133,Orís,081509,2019,3.9,-1.4,,
7134,Oristà,081516,2019,12.7,0.0,,
7135,Orpí,081521,2019,5.8,0.0999999999999996,,
7136,Òrrius,081537,2019,24.1,-4.699999999999999,,
7137,Os de Balaguer,251569,2019,26.3,0.8000000000000007,,
7138,Osor,171169,2019,24.7,-1.0,,
7139,Ossó de Sió,251575,2019,7.7,1.2000000000000002,,
7140,Pacs del Penedès,081542,2019,42.3,-1.8000000000000045,,
7141,Palafolls,081555,2019,538.4,13.899999999999975,,
7142,Palafrugell,171175,2019,1190.3,-113.20000000000005,,
7143,Palamós,171181,2019,917.3,-15.800000000000068,,
7144,"Palau d'Anglesola, el",251581,2019,59.3,-2.4000000000000057,,
7145,Palau de Santa Eulàlia,171194,2019,3.6,-0.1999999999999997,,
7146,Palau-sator,171215,2019,6.1,1.0999999999999996,,
7147,Palau-saverdera,171208,2019,38.5,1.2999999999999972,,
7148,Palau-solità i Plegamans,081568,2019,636.7,-26.69999999999993,,
7149,"Pallaresos, els",431009,2019,177.1,0.799999999999983,,
7150,Pallejà,081574,2019,449.4,-1.1000000000000227,,
7151,"Palma d'Ebre, la",430995,2019,15.4,-0.9000000000000004,,
7152,"Palma de Cervelló, la",089058,2019,152.3,11.400000000000006,,
7153,Palol de Revardit,171236,2019,10.8,-1.5999999999999996,,
7154,Pals,171241,2019,60.8,-0.5,,
7155,"Papiol, el",081580,2019,175.8,-8.299999999999983,,
7156,Pardines,171254,2019,1.7,0.7,,
7157,Parets del Vallès,081593,2019,848.5,-13.799999999999956,,
7158,Parlavà,171267,2019,10.8,-0.3999999999999986,,
7159,Passanant i Belltall,431016,2019,5.4,1.1000000000000003,,
7160,Pau,171289,2019,19.2,-0.5,,
7161,Paüls,431021,2019,13.7,-0.8000000000000007,,
7162,Pedret i Marzà,171292,2019,7.1,0.6999999999999993,,
7163,Penelles,251641,2019,14.2,-1.0,,
7164,"Pera, la",171306,2019,10.9,1.5999999999999996,,
7165,Perafita,081607,2019,15.6,1.799999999999999,,
7166,Perafort,431037,2019,38.5,-4.5,,
7167,Peralada,171328,2019,52.0,2.799999999999997,,
7168,Peramola,251654,2019,5.1,-1.6000000000000003,,
7169,"Perelló, el",431042,2019,102.7,-1.2999999999999972,,
7170,Piera,081614,2019,1024.2,-10.200000000000044,,
7171,"Piles, les",431055,2019,3.5,-1.0,,
7172,Pineda de Mar,081635,2019,2037.3,-33.899999999999864,,
7173,"Pinell de Brai, el",431068,2019,37.1,3.3999999999999986,,
7174,Pinell de Solsonès,251667,2019,2.5,-0.2000000000000001,,
7175,Pinós,251673,2019,5.2,1.9000000000000004,,
7176,Pira,431074,2019,13.2,-3.0,,
7177,"Pla de Santa Maria, el",431080,2019,133.4,-11.799999999999985,,
7178,"Pla del Penedès, el",081640,2019,58.3,4.299999999999997,,
7179,"Planes d'Hostoles, les",171334,2019,55.2,-11.599999999999994,,
7180,Planoles,171349,2019,8.0,-2.3000000000000007,,
7181,"Plans de Sió, els",259118,2019,15.3,-0.0999999999999996,,
7182,"Poal, el",251689,2019,14.8,0.9000000000000004,,
7183,"Pobla de Cérvoles, la",251692,2019,7.8,1.8999999999999997,,
7184,"Pobla de Claramunt, la",081653,2019,119.2,-6.299999999999997,,
7185,"Pobla de Lillet, la",081666,2019,43.8,-8.800000000000004,,
7186,"Pobla de Mafumet, la",431093,2019,216.2,8.899999999999977,,
7187,"Pobla de Massaluca, la",431107,2019,9.4,0.8000000000000007,,
7188,"Pobla de Montornès, la",431114,2019,185.3,-6.199999999999989,,
7189,"Pobla de Segur, la",251713,2019,137.3,2.700000000000017,,
7190,Poboleda,431129,2019,13.4,-2.5,,
7191,Polinyà,081672,2019,394.8,-3.899999999999977,,
7192,"Pont d'Armentera, el",431135,2019,22.8,0.0,,
7193,"Pont de Bar, el",250306,2019,9.3,4.700000000000001,,
7194,Pont de Molins,171352,2019,17.0,-4.199999999999999,,
7195,"Pont de Suert, el",251734,2019,53.9,-5.200000000000003,,
7196,"Pont de Vilomara i Rocafort, el",081825,2019,227.7,8.5,,
7197,Pontils,431418,2019,2.5,-1.2000000000000002,,
7198,Pontons,081688,2019,39.4,-0.8999999999999986,,
7199,Pontós,171365,2019,12.9,-0.5999999999999996,,
7200,Ponts,251728,2019,108.1,1.6999999999999886,,
7201,Porqueres,171371,2019,111.1,-3.8000000000000114,,
7202,Porrera,431140,2019,14.5,0.8000000000000007,,
7203,"Port de la Selva, el",171404,2019,23.3,-5.099999999999998,,
7204,Portbou,171387,2019,31.7,-4.599999999999998,,
7205,"Portella, la",251749,2019,29.9,-1.2000000000000028,,
7206,Pradell de la Teixeta,431153,2019,6.3,2.6,,
7207,Prades,431166,2019,19.2,-8.0,,
7208,Prat de Comte,431172,2019,4.7,0.1000000000000005,,
7209,"Prat de Llobregat, el",081691,2019,3320.9,-203.4000000000001,,
7210,Pratdip,431188,2019,31.9,-6.200000000000003,,
7211,Prats de Lluçanès,081712,2019,108.4,-3.3999999999999915,,
7212,"Prats de Rei, els",081705,2019,15.0,-2.6000000000000014,,
7213,Prats i Sansor,251752,2019,2.5,-0.6000000000000001,,
7214,Preixana,251765,2019,9.8,2.000000000000001,,
7215,Preixens,251771,2019,16.4,-1.0,,
7216,Premià de Dalt,082303,2019,435.8,-28.0,,
7217,Premià de Mar,081727,2019,1572.9,-136.39999999999986,,
7218,"Preses, les",171390,2019,43.9,-3.200000000000003,,
7219,Prullans,251790,2019,5.9,3.1000000000000005,,
7220,Puigcerdà,171411,2019,265.8,-9.599999999999966,,
7221,Puigdàlber,081748,2019,21.9,-1.5,,
7222,Puiggròs,251804,2019,10.1,-1.200000000000001,,
7223,Puigpelat,431191,2019,67.4,8.600000000000009,,
7224,Puig-reig,081751,2019,179.1,2.4000000000000057,,
7225,Puigverd d'Agramunt,251811,2019,11.0,4.7,,
7226,Puigverd de Lleida,251826,2019,40.6,-5.600000000000001,,
7227,Pujalt,081764,2019,4.9,0.4000000000000003,,
7228,"Quar, la",081770,2019,1.8,-0.7,,
7229,Quart,171426,2019,102.2,0.4000000000000057,,
7230,Queralbs,170433,2019,3.3,0.0,,
7231,Querol,431205,2019,48.3,-2.0,,
7232,Rabós,171432,2019,3.3,0.0999999999999996,,
7233,Rajadell,081786,2019,13.2,-1.200000000000001,,
7234,Rasquera,431212,2019,22.0,-4.300000000000001,,
7235,Regencós,171447,2019,6.0,1.2000000000000002,,
7236,Rellinars,081799,2019,40.3,-3.200000000000003,,
7237,Renau,431227,2019,3.6,-0.1,,
7238,Reus,431233,2019,6709.8,-265.0,,
7239,Rialp,251832,2019,19.0,-5.100000000000001,,
7240,"Riba, la",431248,2019,22.2,3.599999999999998,,
7241,Riba-roja d'Ebre,431251,2019,48.1,-10.799999999999995,,
7242,Ribera d'Ondara,259059,2019,7.4,-0.9000000000000004,,
7243,Ribera d'Urgellet,251850,2019,22.5,-4.699999999999999,,
7244,Ribes de Freser,171450,2019,52.9,-0.2000000000000028,,
7245,Riells i Viabrea,171463,2019,274.0,-17.5,,
7246,"Riera de Gaià, la",431264,2019,75.0,-1.2999999999999972,,
7247,Riner,251863,2019,4.3,0.2000000000000001,,
7248,Ripoll,171479,2019,440.3,-38.19999999999999,,
7249,Ripollet,081803,2019,2483.6,-6.200000000000273,,
7250,Riu de Cerdanya,259139,2019,0.2,-0.8,,
7251,Riudarenes,171485,2019,96.2,-12.5,,
7252,Riudaura,171498,2019,8.9,0.5999999999999996,,
7253,Riudecanyes,431270,2019,50.2,0.8000000000000043,,
7254,Riudecols,431286,2019,46.2,-1.6999999999999955,,
7255,Riudellots de la Selva,171501,2019,59.2,1.1000000000000014,,
7256,Riudoms,431299,2019,322.8,-16.0,,
7257,Riumors,171518,2019,5.8,0.5,,
7258,"Roca del Vallès, la",081810,2019,472.5,-13.800000000000011,,
7259,Rocafort de Queralt,431303,2019,5.8,0.3999999999999994,,
7260,Roda de Berà,431310,2019,368.6,-32.19999999999999,,
7261,Roda de Ter,081831,2019,293.8,-16.0,,
7262,Rodonyà,431325,2019,24.2,0.5,,
7263,Roquetes,431331,2019,380.3,-20.59999999999997,,
7264,Roses,171523,2019,954.8,-117.40000000000008,,
7265,Rosselló,251898,2019,124.9,3.9000000000000057,,
7266,"Rourell, el",431346,2019,22.6,0.7000000000000028,,
7267,Rubí,081846,2019,4623.7,-104.90000000000056,,
7268,Rubió,081859,2019,9.4,-1.9000000000000004,,
7269,Rupià,171539,2019,8.8,1.6000000000000003,,
7270,Rupit i Pruit,089019,2019,4.2,0.1000000000000005,,
7271,Sabadell,081878,2019,12300.9,-481.3000000000011,,
7272,Sagàs,081884,2019,1.8,-0.9999999999999998,,
7273,Salàs de Pallars,251902,2019,13.5,-1.6999999999999993,,
7274,Saldes,081901,2019,9.3,0.9000000000000004,,
7275,Sales de Llierca,171544,2019,5.5,-1.4000000000000004,,
7276,Sallent,081918,2019,293.7,-2.1000000000000227,,
7277,Salomó,431359,2019,16.4,0.6999999999999993,,
7278,Salou,439057,2019,1268.8,-36.90000000000009,,
7279,Salt,171557,2019,2194.3,-130.69999999999982,,
7280,Sanaüja,251919,2019,8.3,0.6000000000000005,,
7281,Sant Adrià de Besòs,081944,2019,2662.3,-48.89999999999964,,
7282,Sant Agustí de Lluçanès,081957,2019,1.5,1.0,,
7283,Sant Andreu de la Barca,081960,2019,1359.4,-41.39999999999986,,
7284,Sant Andreu de Llavaneres,081976,2019,384.1,-6.099999999999966,,
7285,Sant Andreu Salou,171576,2019,1.3,-0.3999999999999999,,
7286,Sant Aniol de Finestres,171833,2019,10.3,-0.8999999999999986,,
7287,Sant Antoni de Vilamajor,081982,2019,299.9,-5.900000000000034,,
7288,Sant Bartomeu del Grau,081995,2019,43.7,1.8000000000000045,,
7289,Sant Boi de Llobregat,082009,2019,4548.0,-173.5,,
7290,Sant Boi de Lluçanès,082016,2019,11.2,-0.1000000000000014,,
7291,Sant Carles de la Ràpita,431362,2019,714.5,-51.60000000000002,,
7292,Sant Cebrià de Vallalta,082037,2019,209.7,6.699999999999989,,
7293,Sant Celoni,082021,2019,981.3,15.399999999999975,,
7294,Sant Climent de Llobregat,082042,2019,142.3,-1.5,,
7295,Sant Climent Sescebes,171582,2019,13.6,-0.7000000000000011,,
7296,Sant Cugat del Vallès,082055,2019,2567.8,-6.5,,
7297,Sant Cugat Sesgarrigues,082068,2019,37.7,-1.3999999999999986,,
7298,Sant Esteve de la Sarga,251961,2019,1.4,-1.4,,
7299,Sant Esteve de Palautordera,082074,2019,103.6,7.699999999999989,,
7300,Sant Esteve Sesrovires,082080,2019,278.1,-6.699999999999989,,
7301,Sant Feliu de Buixalleu,171595,2019,45.9,5.399999999999999,,
7302,Sant Feliu de Codines,082107,2019,318.8,-12.599999999999966,,
7303,Sant Feliu de Guíxols,171609,2019,1180.3,-33.799999999999955,,
7304,Sant Feliu de Llobregat,082114,2019,1879.4,-89.19999999999982,,
7305,Sant Feliu de Pallerols,171616,2019,42.0,4.5,,
7306,Sant Feliu Sasserra,082129,2019,15.0,-2.3000000000000007,,
7307,Sant Ferriol,171621,2019,9.5,0.9000000000000004,,
7308,Sant Fost de Campsentelles,082093,2019,371.3,-11.199999999999989,,
7309,Sant Fruitós de Bages,082135,2019,356.6,3.400000000000034,,
7310,Sant Gregori,171637,2019,77.2,-7.899999999999991,,
7311,Sant Guim de Freixenet,251924,2019,33.6,0.0,,
7312,Sant Guim de la Plana,251977,2019,0.6,-2.1,,
7313,Sant Hilari Sacalm,171642,2019,201.0,-10.5,,
7314,Sant Hipòlit de Voltregà,082153,2019,130.5,-8.199999999999989,,
7315,Sant Iscle de Vallalta,081939,2019,69.6,-9.100000000000009,,
7316,Sant Jaume d'Enveja,439023,2019,160.1,-17.599999999999994,,
7317,Sant Jaume de Frontanyà,082166,2019,0.7,0.3999999999999999,,
7318,Sant Jaume de Llierca,171655,2019,33.6,0.6000000000000014,,
7319,Sant Jaume dels Domenys,431378,2019,163.2,-13.800000000000011,,
7320,Sant Joan de les Abadesses,171674,2019,109.3,-12.200000000000005,,
7321,Sant Joan de Mollet,171680,2019,15.8,-2.5,,
7322,Sant Joan de Vilatorrada,082188,2019,455.3,-31.09999999999997,,
7323,Sant Joan Despí,082172,2019,1317.9,-58.79999999999996,,
7324,Sant Joan les Fonts,171851,2019,87.8,-1.5,,
7325,Sant Jordi Desvalls,171668,2019,21.6,-4.599999999999998,,
7326,Sant Julià de Cerdanyola,089030,2019,3.4,-0.6000000000000001,,
7327,Sant Julià de Ramis,171693,2019,119.9,4.0,,
7328,Sant Julià de Vilatorta,082205,2019,80.2,-3.5999999999999943,,
7329,Sant Julià del Llor i Bonmatí,179032,2019,64.2,-1.5,,
7330,Sant Just Desvern,082212,2019,474.8,-4.800000000000011,,
7331,Sant Llorenç d'Hortons,082227,2019,99.6,2.1999999999999886,,
7332,Sant Llorenç de la Muga,171714,2019,8.8,-0.2999999999999989,,
7333,Sant Llorenç de Morunys,251930,2019,16.2,0.0,,
7334,Sant Llorenç Savall,082233,2019,102.2,-4.799999999999997,,
7335,Sant Martí d'Albars,082251,2019,5.0,-0.5,,
7336,Sant Martí de Centelles,082248,2019,64.1,2.799999999999997,,
7337,Sant Martí de Llémena,171729,2019,17.3,-5.599999999999998,,
7338,Sant Martí de Riucorb,259025,2019,16.7,-2.3000000000000007,,
7339,Sant Martí de Tous,082264,2019,34.9,-2.3999999999999986,,
7340,Sant Martí Sarroca,082270,2019,142.6,-3.5999999999999943,,
7341,Sant Martí Sesgueioles,082286,2019,5.7,-3.6000000000000005,,
7342,Sant Martí Vell,171735,2019,13.3,1.6000000000000014,,
7343,Sant Mateu de Bages,082299,2019,17.9,-1.1000000000000014,,
7344,Sant Miquel de Campmajor,171740,2019,4.8,-0.5,,
7345,Sant Miquel de Fluvià,171753,2019,61.8,-9.5,,
7346,Sant Mori,171766,2019,9.0,1.7000000000000002,,
7347,Sant Pau de Segúries,171772,2019,17.4,-4.100000000000001,,
7348,Sant Pere de Ribes,082310,2019,1810.7,-67.79999999999995,,
7349,Sant Pere de Riudebitlles,082325,2019,102.3,9.899999999999991,,
7350,Sant Pere de Torelló,082331,2019,95.7,-3.299999999999997,,
7351,Sant Pere de Vilamajor,082346,2019,215.1,-15.599999999999994,,
7352,Sant Pere Pescador,171788,2019,90.8,-12.600000000000009,,
7353,Sant Pere Sallavinera,081897,2019,2.2,-0.5999999999999996,,
7354,Sant Pol de Mar,082359,2019,207.2,10.699999999999989,,
7355,Sant Quintí de Mediona,082362,2019,126.3,-5.200000000000003,,
7356,Sant Quirze de Besora,082378,2019,89.2,13.200000000000005,,
7357,Sant Quirze del Vallès,082384,2019,639.8,4.5,,
7358,Sant Quirze Safaja,082397,2019,19.7,3.3999999999999986,,
7359,Sant Ramon,251945,2019,11.8,0.6000000000000014,,
7360,Sant Sadurní d'Anoia,082401,2019,506.9,19.09999999999997,,
7361,Sant Sadurní d'Osormort,082418,2019,1.2,0.3999999999999999,,
7362,Sant Salvador de Guardiola,080983,2019,138.0,6.0,,
7363,Sant Vicenç de Castellet,082628,2019,576.7,-17.0,,
7364,Sant Vicenç de Montalt,082649,2019,208.5,15.199999999999989,,
7365,Sant Vicenç de Torelló,082652,2019,73.2,3.0,,
