,Literal,Codi,Any,Aturats,Evolucio atur,Poblacio activa,Renda
5170,"Milà, el",430831,2017,7.5,-1.1999999999999993,,
5171,Miralcamp,251351,2017,58.1,-7.199999999999996,,14.1
5172,Miravet,430846,2017,38.4,-2.3999999999999986,,
5173,Moià,081385,2017,234.5,-36.19999999999999,,15.9
5174,"Molar, el",430859,2017,4.0,-0.7999999999999998,,
5175,Molins de Rei,081234,2017,1091.0,-150.20000000000005,,16.2
5176,Mollerussa,251370,2017,804.8,-103.70000000000005,,16.1
5177,Mollet de Peralada,171061,2017,8.8,0.3000000000000007,,
5178,Mollet del Vallès,081249,2017,3687.8,-481.8999999999997,,14.1
5179,Molló,171077,2017,8.6,-1.0999999999999996,,
5180,"Molsosa, la",251364,2017,1.3,-1.7,,
5181,Monistrol de Calders,081287,2017,42.0,-6.700000000000003,,
5182,Monistrol de Montserrat,081271,2017,165.6,-10.0,,15.7
5183,Montagut i Oix,171096,2017,33.2,-3.299999999999997,,
5184,Montblanc,430862,2017,315.9,-39.0,,12.6
5185,Montbrió del Camp,430884,2017,159.0,-3.0999999999999943,,18.9
5186,Montcada i Reixac,081252,2017,2241.6,-341.5999999999999,,12.3
5187,Montclar,081304,2017,1.3,-0.5,,
5188,Montellà i Martinet,251399,2017,19.9,-2.400000000000002,,
5189,Montesquiu,081311,2017,45.5,-7.899999999999999,,
5190,Montferrer i Castellbò,251403,2017,26.3,-2.0,,16.3
5191,Montferri,430897,2017,32.0,-4.200000000000003,,
5192,Montgai,251386,2017,18.7,0.5,,
5193,Montgat,081265,2017,553.5,-56.200000000000045,,15.5
5194,Montmajor,081326,2017,11.7,-2.1000000000000014,,
5195,Montmaneu,081332,2017,2.2,-0.0999999999999996,,
5196,"Montmell, el",430901,2017,143.3,-4.699999999999989,,18.2
5197,Montmeló,081350,2017,487.7,-74.00000000000006,,13.4
5198,Montoliu de Lleida,251425,2017,8.8,-4.899999999999999,,
5199,Montoliu de Segarra,251410,2017,3.4,-2.3000000000000003,,
5200,Montornès de Segarra,251431,2017,1.8,-1.4999999999999998,,
5201,Montornès del Vallès,081363,2017,1198.3,-161.9000000000001,,14.7
5202,Mont-ral,430918,2017,7.9,1.2000000000000002,,
5203,Mont-ras,171100,2017,70.0,-9.900000000000006,,13.7
5204,Mont-roig del Camp,430923,2017,804.1,-78.79999999999995,,14.9
5205,Montseny,081379,2017,11.8,2.5,,
5206,Móra d'Ebre,430939,2017,360.9,-52.10000000000002,,15.0
5207,Móra la Nova,430944,2017,219.3,-23.899999999999977,,16.6
5208,"Morell, el",430957,2017,183.9,-20.0,,16.4
5209,"Morera de Montsant, la",430960,2017,5.9,-1.5999999999999996,,
5210,Muntanyola,081290,2017,28.5,-1.8000000000000007,,
5211,Mura,081398,2017,9.7,-1.0,,
5212,Nalec,251459,2017,1.3,-0.7,,
5213,Naut Aran,250254,2017,29.5,-5.100000000000001,,17.4
5214,Navarcles,081402,2017,301.3,-35.80000000000001,,15.4
5215,Navàs,081419,2017,333.8,-44.5,,16.5
5216,Navata,171117,2017,43.2,-0.3999999999999986,,16.9
5217,Navès,251462,2017,9.9,-0.4000000000000003,,
5218,"Nou de Berguedà, la",081424,2017,7.9,-0.1999999999999993,,
5219,"Nou de Gaià, la",430976,2017,26.7,4.0,,
5220,Nulles,430982,2017,15.4,-2.299999999999999,,
5221,Odèn,251484,2017,1.3,-2.5,,
5222,Òdena,081430,2017,226.5,-26.19999999999999,,16.2
5223,Ogassa,171122,2017,9.7,3.3999999999999995,,
5224,Olèrdola,081458,2017,179.8,-21.799999999999983,,15.6
5225,Olesa de Bonesvalls,081461,2017,71.6,-22.40000000000001,,17.0
5226,Olesa de Montserrat,081477,2017,1467.9,-228.89999999999984,,16.6
5227,Oliana,251497,2017,67.4,-6.799999999999997,,16.3
5228,Oliola,251500,2017,2.9,-0.3000000000000002,,
5229,Olius,251517,2017,14.9,1.200000000000001,,
5230,Olivella,081483,2017,213.3,-29.0,,14.9
5231,Olost,081496,2017,55.0,-3.6000000000000014,,12.8
5232,Olot,171143,2017,1480.3,-205.29999999999995,,15.0
5233,"Oluges, les",251522,2017,2.9,-1.6999999999999995,,
5234,Olvan,081445,2017,45.1,-9.5,,
5235,"Omellons, els",251538,2017,6.1,-3.8000000000000007,,
5236,"Omells de na Gaia, els",251543,2017,2.3,0.2999999999999998,,
5237,Ordis,171156,2017,9.8,1.700000000000001,,
5238,Organyà,251556,2017,21.8,2.3000000000000007,,
5239,Orís,081509,2017,8.3,-0.1999999999999993,,
5240,Oristà,081516,2017,13.9,-3.4000000000000004,,
5241,Orpí,081521,2017,6.0,-1.0,,
5242,Òrrius,081537,2017,28.3,-1.1999999999999993,,
5243,Os de Balaguer,251569,2017,28.3,-5.599999999999998,,14.8
5244,Osor,171169,2017,26.3,-5.800000000000001,,
5245,Ossó de Sió,251575,2017,9.2,-0.6000000000000014,,
5246,Pacs del Penedès,081542,2017,40.9,-3.700000000000003,,
5247,Palafolls,081555,2017,563.4,-64.39999999999998,,13.0
5248,Palafrugell,171175,2017,1419.6,-209.20000000000005,,17.7
5249,Palamós,171181,2017,979.3,-138.79999999999995,,17.0
5250,"Palau d'Anglesola, el",251581,2017,68.5,-10.200000000000005,,18.7
5251,Palau de Santa Eulàlia,171194,2017,3.5,1.2000000000000002,,
5252,Palau-sator,171215,2017,4.3,-4.4,,
5253,Palau-saverdera,171208,2017,41.8,-4.200000000000003,,19.4
5254,Palau-solità i Plegamans,081568,2017,733.2,-109.5,,15.6
5255,"Pallaresos, els",431009,2017,197.2,-24.30000000000001,,17.6
5256,Pallejà,081574,2017,512.0,-86.70000000000005,,17.1
5257,"Palma d'Ebre, la",430995,2017,13.8,-5.199999999999999,,
5258,"Palma de Cervelló, la",089058,2017,153.5,-8.400000000000006,,14.6
5259,Palol de Revardit,171236,2017,12.1,-4.700000000000001,,
5260,Pals,171241,2017,69.3,-3.4000000000000057,,18.5
5261,"Papiol, el",081580,2017,209.8,-28.399999999999977,,11.3
5262,Pardines,171254,2017,1.0,0.3,,
5263,Parets del Vallès,081593,2017,975.0,-161.70000000000005,,14.6
5264,Parlavà,171267,2017,11.2,-4.0,,
5265,Passanant i Belltall,431016,2017,3.1,-2.0,,
5266,Pau,171289,2017,18.7,3.5,,
5267,Paüls,431021,2017,21.6,-10.099999999999998,,
5268,Pedret i Marzà,171292,2017,5.7,-3.9,,
5269,Penelles,251641,2017,14.0,-3.6000000000000014,,
5270,"Pera, la",171306,2017,10.3,-4.399999999999999,,
5271,Perafita,081607,2017,11.4,-5.200000000000001,,
5272,Perafort,431037,2017,54.4,-5.899999999999999,,14.0
5273,Peralada,171328,2017,48.2,-8.5,,14.8
5274,Peramola,251654,2017,7.6,1.0,,
5275,"Perelló, el",431042,2017,105.1,-25.700000000000017,,15.0
5276,Piera,081614,2017,1152.3,-109.20000000000005,,15.8
5277,"Piles, les",431055,2017,7.7,0.0,,
5278,Pineda de Mar,081635,2017,2179.6,-226.20000000000027,,15.6
5279,"Pinell de Brai, el",431068,2017,44.1,2.6000000000000014,,
5280,Pinell de Solsonès,251667,2017,3.3,0.7999999999999998,,
5281,Pinós,251673,2017,3.3,-0.1,,
5282,Pira,431074,2017,16.5,-1.6000000000000014,,
5283,"Pla de Santa Maria, el",431080,2017,143.4,-29.0,,18.2
5284,"Pla del Penedès, el",081640,2017,58.9,-12.9,,11.4
5285,"Planes d'Hostoles, les",171334,2017,69.9,0.2000000000000028,,14.2
5286,Planoles,171349,2017,8.8,-2.799999999999999,,
5287,"Plans de Sió, els",259118,2017,11.8,-1.799999999999999,,
5288,"Poal, el",251689,2017,15.5,-8.7,,
5289,"Pobla de Cérvoles, la",251692,2017,6.7,-1.0,,
5290,"Pobla de Claramunt, la",081653,2017,139.2,-1.5,,15.5
5291,"Pobla de Lillet, la",081666,2017,53.6,-8.199999999999996,,16.1
5292,"Pobla de Mafumet, la",431093,2017,220.2,17.69999999999999,,15.4
5293,"Pobla de Massaluca, la",431107,2017,9.3,-3.299999999999999,,
5294,"Pobla de Montornès, la",431114,2017,208.8,-15.899999999999975,,14.3
5295,"Pobla de Segur, la",251713,2017,132.3,-34.79999999999998,,14.8
5296,Poboleda,431129,2017,21.4,-1.400000000000002,,
5297,Polinyà,081672,2017,433.0,-55.39999999999998,,16.6
5298,"Pont d'Armentera, el",431135,2017,21.9,-12.700000000000005,,
5299,"Pont de Bar, el",250306,2017,6.4,-2.4000000000000004,,
5300,Pont de Molins,171352,2017,22.9,-7.300000000000001,,
5301,"Pont de Suert, el",251734,2017,70.6,-18.80000000000001,,16.2
5302,"Pont de Vilomara i Rocafort, el",081825,2017,222.0,-21.0,,17.1
5303,Pontils,431418,2017,4.6,-1.7000000000000002,,
5304,Pontons,081688,2017,33.8,-13.5,,
5305,Pontós,171365,2017,11.0,-0.4000000000000003,,
5306,Ponts,251728,2017,111.3,-28.60000000000001,,17.3
5307,Porqueres,171371,2017,122.9,-14.299999999999985,,20.7
5308,Porrera,431140,2017,14.1,-2.4000000000000004,,
5309,"Port de la Selva, el",171404,2017,24.5,-3.0,,
5310,Portbou,171387,2017,35.2,-14.599999999999994,,17.7
5311,"Portella, la",251749,2017,30.2,-8.3,,
5312,Pradell de la Teixeta,431153,2017,3.5,-2.9000000000000004,,
5313,Prades,431166,2017,23.4,2.0,,
5314,Prat de Comte,431172,2017,5.8,0.0,,
5315,"Prat de Llobregat, el",081691,2017,3798.0,-557.1000000000004,,19.2
5316,Pratdip,431188,2017,36.8,-2.200000000000003,,
5317,Prats de Lluçanès,081712,2017,106.2,-18.8,,13.1
5318,"Prats de Rei, els",081705,2017,17.6,-2.6999999999999997,,
5319,Prats i Sansor,251752,2017,5.1,-2.4000000000000004,,
5320,Preixana,251765,2017,8.4,-2.4000000000000004,,
5321,Preixens,251771,2017,25.8,3.1999999999999997,,
5322,Premià de Dalt,082303,2017,489.7,-83.19999999999999,,13.5
5323,Premià de Mar,081727,2017,1920.9,-215.0999999999999,,16.9
5324,"Preses, les",171390,2017,47.9,-12.9,,14.2
5325,Prullans,251790,2017,5.3,-0.7999999999999998,,
5326,Puigcerdà,171411,2017,297.5,-34.19999999999999,,18.2
5327,Puigdàlber,081748,2017,24.9,-2.200000000000003,,
5328,Puiggròs,251804,2017,14.2,-2.6000000000000014,,
5329,Puigpelat,431191,2017,70.2,-13.399999999999991,,15.0
5330,Puig-reig,081751,2017,197.6,-21.0,,15.6
5331,Puigverd d'Agramunt,251811,2017,6.2,-3.999999999999999,,
5332,Puigverd de Lleida,251826,2017,53.9,-14.699999999999996,,17.3
5333,Pujalt,081764,2017,3.6,0.5,,
5334,"Quar, la",081770,2017,4.0,2.3,,
5335,Quart,171426,2017,123.6,-21.200000000000017,,16.0
5336,Queralbs,170433,2017,5.4,0.8000000000000007,,
5337,Querol,431205,2017,44.8,-1.7000000000000028,,
5338,Rabós,171432,2017,5.8,-1.2000000000000002,,
5339,Rajadell,081786,2017,14.1,0.2999999999999989,,
5340,Rasquera,431212,2017,26.1,-5.699999999999999,,
5341,Regencós,171447,2017,4.4,1.9000000000000004,,
5342,Rellinars,081799,2017,39.5,-8.100000000000001,,
5343,Renau,431227,2017,3.4,-0.8999999999999999,,
5344,Reus,431233,2017,7345.7,-880.4000000000005,,15.9
5345,Rialp,251832,2017,29.3,-0.3000000000000007,,
5346,"Riba, la",431248,2017,26.5,-1.1000000000000014,,
5347,Riba-roja d'Ebre,431251,2017,64.7,-3.700000000000003,,16.9
5348,Ribera d'Ondara,259059,2017,13.2,-2.0,,
5349,Ribera d'Urgellet,251850,2017,28.3,-10.400000000000002,,
5350,Ribes de Freser,171450,2017,66.7,-7.299999999999997,,15.5
5351,Riells i Viabrea,171463,2017,291.6,-15.199999999999989,,16.9
5352,"Riera de Gaià, la",431264,2017,86.9,2.6000000000000085,,15.2
5353,Riner,251863,2017,5.6,0.8999999999999995,,
5354,Ripoll,171479,2017,523.9,-63.39999999999998,,16.4
5355,Ripollet,081803,2017,2635.4,-410.2999999999997,,17.6
5356,Riu de Cerdanya,259139,2017,0.8,-0.5,,
5357,Riudarenes,171485,2017,110.7,-6.899999999999992,,13.0
5358,Riudaura,171498,2017,12.2,-4.199999999999999,,
5359,Riudecanyes,431270,2017,51.3,-16.299999999999997,,18.3
5360,Riudecols,431286,2017,42.1,-5.199999999999996,,13.7
5361,Riudellots de la Selva,171501,2017,67.8,-8.600000000000009,,16.2
5362,Riudoms,431299,2017,340.0,-27.69999999999999,,13.3
5363,Riumors,171518,2017,7.7,-0.3999999999999994,,
5364,"Roca del Vallès, la",081810,2017,511.5,-83.10000000000002,,12.5
5365,Rocafort de Queralt,431303,2017,10.3,-1.5,,
5366,Roda de Berà,431310,2017,420.1,-59.5,,14.3
5367,Roda de Ter,081831,2017,325.7,-52.10000000000002,,15.6
5368,Rodonyà,431325,2017,23.1,-5.099999999999998,,
5369,Roquetes,431331,2017,463.8,-110.40000000000003,,17.0
5370,Roses,171523,2017,1144.1,-115.30000000000018,,17.1
5371,Rosselló,251898,2017,129.7,-11.300000000000011,,12.7
5372,"Rourell, el",431346,2017,24.2,1.3999999999999986,,
5373,Rubí,081846,2017,5094.2,-737.3000000000002,,11.8
5374,Rubió,081859,2017,9.6,3.3,,
5375,Rupià,171539,2017,7.1,1.0999999999999996,,
5376,Rupit i Pruit,089019,2017,4.5,-0.2999999999999998,,
5377,Sabadell,081878,2017,13440.8,-1511.1000000000004,,14.4
5378,Sagàs,081884,2017,2.1,0.6000000000000001,,
5379,Salàs de Pallars,251902,2017,13.3,-3.0,,
5380,Saldes,081901,2017,11.0,-1.3000000000000007,,
5381,Sales de Llierca,171544,2017,8.9,-0.9000000000000004,,
5382,Sallent,081918,2017,320.3,-36.89999999999998,,15.9
5383,Salomó,431359,2017,16.2,-2.900000000000002,,
5384,Salou,439057,2017,1406.9,-134.5999999999999,,19.7
5385,Salt,171557,2017,2499.2,-350.0,,18.3
5386,Sanaüja,251919,2017,8.0,-2.1,,
5387,Sant Adrià de Besòs,081944,2017,2871.8,-355.1999999999998,,16.4
5388,Sant Agustí de Lluçanès,081957,2017,0.7,0.4999999999999999,,
5389,Sant Andreu de la Barca,081960,2017,1494.2,-274.29999999999995,,12.2
5390,Sant Andreu de Llavaneres,081976,2017,416.1,-33.69999999999999,,17.5
5391,Sant Andreu Salou,171576,2017,2.3,1.4999999999999998,,
5392,Sant Aniol de Finestres,171833,2017,11.8,-5.899999999999999,,
5393,Sant Antoni de Vilamajor,081982,2017,308.8,-24.69999999999999,,15.7
5394,Sant Bartomeu del Grau,081995,2017,45.1,-14.9,,17.7
5395,Sant Boi de Llobregat,082009,2017,5094.9,-865.8000000000002,,24.1
5396,Sant Boi de Lluçanès,082016,2017,13.3,-3.899999999999999,,
5397,Sant Carles de la Ràpita,431362,2017,827.9,-99.0,,18.5
5398,Sant Cebrià de Vallalta,082037,2017,208.4,-26.19999999999999,,18.2
5399,Sant Celoni,082021,2017,1046.3,-123.5,,15.9
5400,Sant Climent de Llobregat,082042,2017,169.7,-24.90000000000001,,14.4
5401,Sant Climent Sescebes,171582,2017,15.8,-2.3999999999999986,,
5402,Sant Cugat del Vallès,082055,2017,2723.3,-392.6999999999998,,18.9
5403,Sant Cugat Sesgarrigues,082068,2017,38.7,-11.5,,
5404,Sant Esteve de la Sarga,251961,2017,2.6,0.7000000000000002,,
5405,Sant Esteve de Palautordera,082074,2017,105.5,0.7000000000000028,,16.4
5406,Sant Esteve Sesrovires,082080,2017,307.4,-43.900000000000034,,18.6
5407,Sant Feliu de Buixalleu,171595,2017,47.8,-7.5,,
5408,Sant Feliu de Codines,082107,2017,330.7,-31.600000000000023,,18.9
5409,Sant Feliu de Guíxols,171609,2017,1343.9,-131.89999999999986,,19.1
5410,Sant Feliu de Llobregat,082114,2017,2168.7,-369.8000000000002,,14.7
5411,Sant Feliu de Pallerols,171616,2017,45.3,-3.200000000000003,,15.0
5412,Sant Feliu Sasserra,082129,2017,19.1,-5.099999999999998,,
5413,Sant Ferriol,171621,2017,9.2,2.1,,
5414,Sant Fost de Campsentelles,082093,2017,408.7,-54.0,,17.3
5415,Sant Fruitós de Bages,082135,2017,367.3,-62.5,,16.4
5416,Sant Gregori,171637,2017,84.1,-5.1000000000000085,,12.3
5417,Sant Guim de Freixenet,251924,2017,35.8,-5.5,,14.0
5418,Sant Guim de la Plana,251977,2017,1.3,-1.3,,
5419,Sant Hilari Sacalm,171642,2017,240.0,-5.699999999999989,,18.1
5420,Sant Hipòlit de Voltregà,082153,2017,146.6,-26.5,,16.1
5421,Sant Iscle de Vallalta,081939,2017,88.2,-8.399999999999991,,19.2
5422,Sant Jaume d'Enveja,439023,2017,192.1,-35.70000000000002,,17.5
5423,Sant Jaume de Frontanyà,082166,2017,1.0,0.9,,
5424,Sant Jaume de Llierca,171655,2017,29.3,-7.599999999999998,,
5425,Sant Jaume dels Domenys,431378,2017,193.2,-19.80000000000001,,17.9
5426,Sant Joan de les Abadesses,171674,2017,130.9,-13.599999999999994,,20.0
5427,Sant Joan de Mollet,171680,2017,18.6,1.1000000000000014,,
5428,Sant Joan de Vilatorrada,082188,2017,516.0,-88.70000000000005,,17.3
5429,Sant Joan Despí,082172,2017,1511.4,-234.5,,25.1
5430,Sant Joan les Fonts,171851,2017,98.2,-17.0,,16.9
5431,Sant Jordi Desvalls,171668,2017,27.7,4.5,,
5432,Sant Julià de Cerdanyola,089030,2017,4.4,-1.0999999999999996,,
5433,Sant Julià de Ramis,171693,2017,119.4,-24.40000000000001,,15.9
5434,Sant Julià de Vilatorta,082205,2017,92.8,-12.299999999999995,,14.7
5435,Sant Julià del Llor i Bonmatí,179032,2017,69.1,-3.6000000000000085,,16.7
5436,Sant Just Desvern,082212,2017,516.6,-68.60000000000002,,14.6
5437,Sant Llorenç d'Hortons,082227,2017,113.5,-9.099999999999994,,15.9
5438,Sant Llorenç de la Muga,171714,2017,9.2,3.3999999999999995,,
5439,Sant Llorenç de Morunys,251930,2017,16.8,-8.8,,
5440,Sant Llorenç Savall,082233,2017,123.7,-9.100000000000009,,16.2
5441,Sant Martí d'Albars,082251,2017,5.5,0.5999999999999996,,
5442,Sant Martí de Centelles,082248,2017,72.8,-6.700000000000003,,17.0
5443,Sant Martí de Llémena,171729,2017,20.7,-5.0,,
5444,Sant Martí de Riucorb,259025,2017,21.5,-4.399999999999999,,
5445,Sant Martí de Tous,082264,2017,43.4,0.1000000000000014,,17.6
5446,Sant Martí Sarroca,082270,2017,156.8,-6.5,,13.3
5447,Sant Martí Sesgueioles,082286,2017,11.1,-5.1,,
5448,Sant Martí Vell,171735,2017,10.8,-0.5,,
5449,Sant Mateu de Bages,082299,2017,16.3,-7.300000000000001,,
5450,Sant Miquel de Campmajor,171740,2017,7.5,-0.5,,
5451,Sant Miquel de Fluvià,171753,2017,74.8,-4.299999999999997,,
5452,Sant Mori,171766,2017,6.0,1.7000000000000002,,
5453,Sant Pau de Segúries,171772,2017,28.7,-3.8000000000000007,,
5454,Sant Pere de Ribes,082310,2017,2007.9,-303.5,,18.4
5455,Sant Pere de Riudebitlles,082325,2017,103.0,-9.400000000000006,,13.8
5456,Sant Pere de Torelló,082331,2017,106.3,-16.200000000000003,,15.0
5457,Sant Pere de Vilamajor,082346,2017,245.3,-14.0,,22.0
5458,Sant Pere Pescador,171788,2017,117.2,-6.700000000000003,,17.3
5459,Sant Pere Sallavinera,081897,2017,1.7,-0.9000000000000001,,
5460,Sant Pol de Mar,082359,2017,205.3,-13.799999999999985,,16.3
5461,Sant Quintí de Mediona,082362,2017,141.1,-20.599999999999994,,14.6
5462,Sant Quirze de Besora,082378,2017,75.2,-7.200000000000003,,21.8
5463,Sant Quirze del Vallès,082384,2017,715.9,-98.30000000000008,,18.3
5464,Sant Quirze Safaja,082397,2017,18.7,-1.5,,
5465,Sant Ramon,251945,2017,14.3,-3.0,,
5466,Sant Sadurní d'Anoia,082401,2017,521.6,-63.69999999999993,,15.8
5467,Sant Sadurní d'Osormort,082418,2017,1.5,-0.7000000000000002,,
5468,Sant Salvador de Guardiola,080983,2017,148.6,-20.200000000000017,,12.0
5469,Sant Vicenç de Castellet,082628,2017,629.0,-90.0,,18.3
5470,Sant Vicenç de Montalt,082649,2017,210.7,-10.0,,15.2
5471,Sant Vicenç de Torelló,082652,2017,71.8,-13.400000000000006,,14.0
5472,Sant Vicenç dels Horts,082634,2017,1986.5,-361.1999999999998,,16.0
5473,Santa Bàrbara,431384,2017,254.9,-22.49999999999997,,15.2
5474,Santa Cecília de Voltregà,082439,2017,5.3,-0.1000000000000005,,
5475,Santa Coloma de Cervelló,082444,2017,304.2,-48.5,,16.6
5476,Santa Coloma de Farners,171805,2017,632.5,-111.0,,18.6
5477,Santa Coloma de Gramenet,082457,2017,8515.3,-1108.0,,17.8
5478,Santa Coloma de Queralt,431397,2017,134.2,-33.10000000000002,,11.8
5479,Santa Cristina d'Aro,171812,2017,217.1,-31.200000000000017,,15.8
5480,Santa Eugènia de Berga,082460,2017,86.7,-17.0,,17.4
5481,Santa Eulàlia de Riuprimer,082476,2017,53.8,-8.900000000000006,,16.6
5482,Santa Eulàlia de Ronçana,082482,2017,344.9,-30.400000000000038,,12.8
5483,Santa Fe del Penedès,082495,2017,13.5,-2.8999999999999986,,
5484,Santa Llogaia d'Àlguema,171827,2017,19.4,-1.400000000000002,,
5485,Santa Margarida de Montbui,082508,2017,900.9,-77.39999999999998,,18.8
5486,Santa Margarida i els Monjos,082515,2017,439.6,-53.89999999999998,,16.0
5487,Santa Maria d'Oló,082589,2017,29.4,-1.6000000000000014,,16.1
5488,Santa Maria de Besora,082536,2017,5.0,-0.0999999999999996,,
5489,Santa Maria de Martorelles,082567,2017,43.3,-8.0,,
5490,Santa Maria de Merlès,082554,2017,6.8,0.5,,
5491,Santa Maria de Miralles,082573,2017,5.3,-2.7,,
5492,Santa Maria de Palautordera,082592,2017,520.1,-62.0,,17.7
5493,Santa Oliva,431401,2017,306.1,-32.0,,13.8
5494,Santa Pau,171848,2017,46.5,-5.899999999999999,,17.1
5495,Santa Perpètua de Mogoda,082606,2017,1495.7,-213.5,,15.9
5496,Santa Susanna,082613,2017,182.3,-12.899999999999975,,14.8
5497,Santpedor,081923,2017,302.4,-34.30000000000001,,11.5
5498,Sarral,431423,2017,65.7,-15.899999999999991,,17.0
5499,Sarrià de Ter,171864,2017,177.4,-39.900000000000006,,15.7
5500,Sarroca de Bellera,252017,2017,4.1,-1.5,,
5501,Sarroca de Lleida,252000,2017,7.3,-2.3,,
5502,"Saus, Camallera i Llampaies",171870,2017,29.7,-2.400000000000002,,
5503,Savallà del Comtat,431439,2017,0.4,-0.2999999999999999,,
5504,"Secuita, la",431444,2017,72.5,-0.0999999999999943,,12.7
5505,"Selva de Mar, la",171886,2017,8.5,0.4000000000000003,,
5506,"Selva del Camp, la",431457,2017,242.3,-38.39999999999998,,13.7
5507,Senan,431460,2017,2.8,-1.7000000000000002,,
5508,"Sénia, la",430445,2017,476.5,-59.79999999999996,,18.2
5509,Senterada,252022,2017,12.0,-0.3000000000000007,,
5510,"Sentiu de Sió, la",250352,2017,19.0,-3.1999999999999997,,
5511,Sentmenat,082671,2017,450.2,-47.10000000000002,,15.1
5512,Serinyà,171903,2017,31.3,-7.4999999999999964,,20.7
5513,Seròs,252043,2017,71.7,-7.099999999999994,,14.1
5514,Serra de Daró,171910,2017,5.2,2.8000000000000003,,
5515,Setcases,171925,2017,1.1,-0.3999999999999999,,
5516,"Seu d'Urgell, la",252038,2017,632.0,-52.29999999999996,,16.0
5517,Seva,082690,2017,144.4,-14.0,,13.9
5518,Sidamon,252056,2017,27.8,-5.9999999999999964,,
5519,Sils,171931,2017,296.0,-60.69999999999999,,16.4
5520,Sitges,082704,2017,1084.3,-115.5,,17.4
5521,Siurana,170524,2017,2.2,-0.8999999999999999,,
5522,Sobremunt,082711,2017,6.5,1.2999999999999998,,
5523,"Soleràs, el",252069,2017,7.8,1.0,,
5524,Solivella,431476,2017,16.3,1.200000000000001,,
5525,Solsona,252075,2017,434.4,-81.80000000000007,,17.9
5526,Sora,082726,2017,8.5,1.0999999999999996,,
5527,Soriguera,252081,2017,13.8,-2.1999999999999997,,
5528,Sort,252094,2017,93.8,-5.1000000000000085,,15.9
5529,Soses,252108,2017,82.1,-2.6000000000000085,,14.1
5530,Subirats,082732,2017,117.7,-13.499999999999986,,23.6
5531,Sudanell,252115,2017,16.1,-9.7,,
5532,Sunyer,252120,2017,6.7,-3.6000000000000005,,
5533,Súria,082747,2017,296.6,-42.29999999999996,,13.6
5534,Susqueda,171946,2017,2.0,-2.8,,
5535,Tagamanent,082763,2017,20.4,1.099999999999998,,
5536,Talamanca,082779,2017,10.7,3.9,,
5537,Talarn,252154,2017,21.0,1.0,,
5538,Talavera,252167,2017,3.5,-1.2999999999999998,,
5539,"Tallada d'Empordà, la",171959,2017,9.0,-1.3000000000000007,,
5540,Taradell,082785,2017,258.0,-37.60000000000002,,16.6
5541,Tarragona,431482,2017,8215.8,-748.0,,22.9
5542,Tàrrega,252173,2017,1030.1,-122.0,,13.5
