,Literal,Codi,Any,Demanda,1,2,3,4,5,6 i més,Habitatges familiars secundaris,Habitatges familiars vacants,Habitatges familiars altres,Habitatges familiars principals,De lloguer,De propietat
4116,Sant Martí de Riucorb,259025,2001,,72.0,75.0,46.0,35.0,17.0,17.0,164.0,83.0,0.0,262.0,8.0,244.0
4117,Sant Martí de Tous,082264,2001,,71.0,96.0,78.0,70.0,30.0,11.0,66.0,70.0,4.0,356.0,38.0,277.0
4118,Sant Martí Sarroca,082270,2001,,145.0,194.0,173.0,160.0,70.0,61.0,134.0,93.0,0.0,803.0,73.0,667.0
4119,Sant Martí Sesgueioles,082286,2001,,25.0,31.0,23.0,22.0,11.0,8.0,55.0,36.0,0.0,120.0,14.0,102.0
4120,Sant Martí Vell,171735,2001,,21.0,18.0,15.0,15.0,6.0,2.0,2.0,0.0,0.0,77.0,15.0,53.0
4121,Sant Mateu de Bages,082299,2001,,39.0,68.0,51.0,36.0,13.0,24.0,21.0,84.0,0.0,231.0,14.0,208.0
4122,Sant Miquel de Campmajor,171740,2001,,18.0,12.0,9.0,12.0,8.0,7.0,26.0,24.0,0.0,66.0,16.0,43.0
4123,Sant Miquel de Fluvià,171753,2001,,33.0,61.0,42.0,50.0,20.0,6.0,75.0,15.0,0.0,212.0,34.0,156.0
4124,Sant Mori,171766,2001,,15.0,11.0,6.0,13.0,3.0,3.0,56.0,16.0,0.0,51.0,11.0,31.0
4125,Sant Pau de Segúries,171772,2001,,54.0,73.0,48.0,50.0,11.0,7.0,101.0,76.0,0.0,243.0,29.0,194.0
4126,Sant Pere de Ribes,082310,2001,,1392.0,2229.0,1871.0,1820.0,515.0,246.0,2583.0,986.0,41.0,8073.0,604.0,7127.0
4127,Sant Pere de Riudebitlles,082325,2001,,118.0,218.0,159.0,159.0,50.0,27.0,39.0,155.0,20.0,731.0,51.0,641.0
4128,Sant Pere de Torelló,082331,2001,,127.0,193.0,195.0,171.0,54.0,21.0,34.0,117.0,0.0,761.0,84.0,632.0
4129,Sant Pere de Vilamajor,082346,2001,,192.0,289.0,235.0,184.0,64.0,42.0,0.0,553.0,1.0,1006.0,64.0,895.0
4130,Sant Pere Pescador,171788,2001,,127.0,142.0,97.0,99.0,36.0,21.0,364.0,19.0,0.0,522.0,89.0,385.0
4131,Sant Pere Sallavinera,081897,2001,,10.0,9.0,9.0,6.0,7.0,5.0,25.0,22.0,0.0,46.0,5.0,33.0
4132,Sant Pol de Mar,082359,2001,,386.0,442.0,284.0,262.0,88.0,44.0,1356.0,571.0,2.0,1506.0,182.0,1192.0
4133,Sant Quintí de Mediona,082362,2001,,134.0,175.0,154.0,108.0,45.0,29.0,242.0,191.0,0.0,645.0,125.0,471.0
4134,Sant Quirze de Besora,082378,2001,,175.0,223.0,161.0,145.0,38.0,11.0,150.0,175.0,0.0,753.0,176.0,546.0
4135,Sant Quirze del Vallès,082384,2001,,453.0,993.0,1065.0,1301.0,343.0,159.0,779.0,197.0,8.0,4314.0,220.0,3950.0
4136,Sant Quirze Safaja,082397,2001,,55.0,30.0,25.0,24.0,15.0,7.0,113.0,0.0,0.0,156.0,21.0,109.0
4137,Sant Ramon,251945,2001,,30.0,36.0,39.0,42.0,18.0,13.0,45.0,6.0,0.0,178.0,9.0,141.0
4138,Sant Sadurní d'Anoia,082401,2001,,482.0,846.0,759.0,784.0,269.0,134.0,83.0,573.0,28.0,3274.0,383.0,2716.0
4139,Sant Sadurní d'Osormort,082418,2001,,10.0,2.0,6.0,4.0,5.0,1.0,0.0,0.0,0.0,28.0,8.0,17.0
4140,Sant Salvador de Guardiola,080983,2001,,152.0,234.0,165.0,150.0,53.0,19.0,487.0,31.0,4.0,773.0,19.0,716.0
4141,Sant Vicenç de Castellet,082628,2001,,507.0,706.0,579.0,514.0,160.0,66.0,0.0,593.0,0.0,2532.0,641.0,1837.0
4142,Sant Vicenç de Montalt,082649,2001,,278.0,379.0,310.0,299.0,88.0,38.0,1174.0,46.0,0.0,1392.0,138.0,1182.0
4143,Sant Vicenç de Torelló,082652,2001,,124.0,183.0,137.0,149.0,42.0,16.0,38.0,74.0,6.0,651.0,76.0,549.0
4144,Sant Vicenç dels Horts,082634,2001,,1073.0,2198.0,1995.0,2008.0,592.0,308.0,940.0,1709.0,13.0,8174.0,500.0,7319.0
4145,Santa Bàrbara,431384,2001,,253.0,381.0,260.0,237.0,73.0,44.0,70.0,351.0,5.0,1248.0,149.0,949.0
4146,Santa Cecília de Voltregà,082439,2001,,6.0,14.0,9.0,13.0,9.0,7.0,2.0,0.0,0.0,58.0,15.0,37.0
4147,Santa Coloma de Cervelló,082444,2001,,275.0,654.0,472.0,407.0,115.0,43.0,299.0,279.0,9.0,1966.0,148.0,1748.0
4148,Santa Coloma de Farners,171805,2001,,611.0,870.0,795.0,708.0,195.0,90.0,635.0,459.0,9.0,3269.0,388.0,2720.0
4149,Santa Coloma de Gramenet,082457,2001,,6178.0,10998.0,9977.0,8761.0,2456.0,1059.0,734.0,5405.0,173.0,39429.0,5193.0,33116.0
4150,Santa Coloma de Queralt,431397,2001,,211.0,238.0,199.0,196.0,78.0,41.0,142.0,232.0,3.0,963.0,141.0,729.0
4151,Santa Cristina d'Aro,171812,2001,,1395.0,238.0,120.0,95.0,35.0,11.0,2061.0,149.0,2.0,1894.0,194.0,1600.0
4152,Santa Eugènia de Berga,082460,2001,,59.0,150.0,152.0,185.0,48.0,28.0,20.0,64.0,0.0,622.0,49.0,544.0
4153,Santa Eulàlia de Riuprimer,082476,2001,,46.0,74.0,58.0,71.0,29.0,9.0,13.0,64.0,0.0,287.0,39.0,218.0
4154,Santa Eulàlia de Ronçana,082482,2001,,243.0,454.0,382.0,426.0,110.0,63.0,883.0,107.0,5.0,1678.0,114.0,1486.0
4155,Santa Fe del Penedès,082495,2001,,12.0,22.0,22.0,27.0,8.0,7.0,13.0,5.0,0.0,98.0,7.0,83.0
4156,Santa Llogaia d'Àlguema,171827,2001,,17.0,18.0,23.0,23.0,13.0,5.0,1.0,32.0,0.0,99.0,15.0,72.0
4157,Santa Margarida de Montbui,082508,2001,,411.0,807.0,713.0,795.0,244.0,77.0,53.0,793.0,2.0,3047.0,264.0,2640.0
4158,Santa Margarida i els Monjos,082515,2001,,247.0,436.0,403.0,384.0,155.0,62.0,12.0,264.0,0.0,1687.0,148.0,1444.0
4159,Santa Maria d'Oló,082589,2001,,64.0,70.0,76.0,70.0,22.0,27.0,103.0,92.0,3.0,329.0,20.0,277.0
4160,Santa Maria de Besora,082536,2001,,16.0,10.0,12.0,14.0,3.0,5.0,27.0,9.0,2.0,60.0,13.0,41.0
4161,Santa Maria de Martorelles,082567,2001,,57.0,64.0,50.0,55.0,14.0,9.0,77.0,16.0,0.0,249.0,47.0,189.0
4162,Santa Maria de Merlès,082554,2001,,5.0,12.0,4.0,9.0,4.0,9.0,15.0,63.0,3.0,43.0,18.0,22.0
4163,Santa Maria de Miralles,082573,2001,,13.0,13.0,5.0,7.0,2.0,1.0,2.0,0.0,0.0,41.0,3.0,33.0
4164,Santa Maria de Palautordera,082592,2001,,442.0,670.0,530.0,496.0,139.0,59.0,980.0,169.0,1.0,2336.0,282.0,1898.0
4165,Santa Oliva,431401,2001,,151.0,232.0,159.0,161.0,64.0,25.0,476.0,77.0,0.0,792.0,39.0,699.0
4166,Santa Pau,171848,2001,,64.0,112.0,113.0,122.0,39.0,29.0,28.0,87.0,0.0,479.0,98.0,355.0
4167,Santa Perpètua de Mogoda,082606,2001,,844.0,1919.0,1793.0,1734.0,467.0,171.0,267.0,1073.0,55.0,6928.0,490.0,6195.0
4168,Santa Susanna,082613,2001,,131.0,200.0,164.0,150.0,59.0,25.0,891.0,52.0,0.0,729.0,52.0,644.0
4169,Santpedor,081923,2001,,213.0,469.0,462.0,464.0,130.0,64.0,101.0,283.0,0.0,1802.0,104.0,1560.0
4170,Sarral,431423,2001,,126.0,124.0,90.0,107.0,41.0,22.0,251.0,88.0,12.0,510.0,56.0,419.0
4171,Sarrià de Ter,171864,2001,,221.0,371.0,305.0,278.0,92.0,40.0,115.0,108.0,1.0,1307.0,98.0,1164.0
4172,Sarroca de Bellera,252017,2001,,23.0,24.0,5.0,8.0,2.0,4.0,58.0,0.0,0.0,66.0,1.0,61.0
4173,Sarroca de Lleida,252000,2001,,34.0,36.0,35.0,35.0,9.0,10.0,37.0,3.0,27.0,159.0,6.0,140.0
4174,"Saus, Camallera i Llampaies",171870,2001,,77.0,64.0,45.0,48.0,17.0,11.0,60.0,42.0,0.0,262.0,48.0,195.0
4175,Savallà del Comtat,431439,2001,,11.0,8.0,3.0,1.0,2.0,2.0,65.0,9.0,0.0,27.0,0.0,26.0
4176,"Secuita, la",431444,2001,,79.0,103.0,85.0,97.0,26.0,15.0,193.0,124.0,5.0,405.0,15.0,363.0
4177,"Selva de Mar, la",171886,2001,,27.0,20.0,16.0,14.0,4.0,1.0,163.0,5.0,0.0,82.0,4.0,73.0
4178,"Selva del Camp, la",431457,2001,,230.0,367.0,310.0,379.0,101.0,56.0,81.0,359.0,3.0,1443.0,112.0,1287.0
4179,Senan,431460,2001,,11.0,3.0,1.0,0.0,0.0,2.0,40.0,6.0,0.0,17.0,0.0,17.0
4180,"Sénia, la",430445,2001,,331.0,463.0,414.0,390.0,156.0,78.0,401.0,1274.0,54.0,1832.0,228.0,1498.0
4181,Senterada,252022,2001,,16.0,12.0,10.0,2.0,4.0,0.0,75.0,1.0,0.0,44.0,3.0,38.0
4182,"Sentiu de Sió, la",250352,2001,,27.0,41.0,30.0,29.0,13.0,14.0,56.0,24.0,0.0,154.0,6.0,138.0
4183,Sentmenat,082671,2001,,322.0,538.0,464.0,484.0,145.0,63.0,319.0,414.0,9.0,2016.0,215.0,1670.0
4184,Serinyà,171903,2001,,68.0,72.0,65.0,60.0,23.0,14.0,25.0,77.0,1.0,302.0,39.0,258.0
4185,Seròs,252043,2001,,140.0,158.0,121.0,101.0,53.0,44.0,117.0,144.0,6.0,617.0,42.0,503.0
4186,Serra de Daró,171910,2001,,18.0,15.0,15.0,13.0,2.0,4.0,46.0,2.0,0.0,67.0,5.0,50.0
4187,Setcases,171925,2001,,21.0,19.0,14.0,10.0,5.0,2.0,281.0,10.0,0.0,71.0,7.0,53.0
4188,"Seu d'Urgell, la",252038,2001,,976.0,1102.0,836.0,745.0,264.0,122.0,553.0,974.0,10.0,4045.0,1036.0,2804.0
4189,Seva,082690,2001,,184.0,228.0,204.0,193.0,71.0,29.0,474.0,85.0,2.0,909.0,142.0,713.0
4190,Sidamon,252056,2001,,34.0,68.0,36.0,41.0,17.0,8.0,10.0,30.0,0.0,204.0,3.0,193.0
4191,Sils,171931,2001,,198.0,290.0,238.0,276.0,92.0,29.0,823.0,1.0,3.0,1123.0,91.0,976.0
4192,Sitges,082704,2001,,2443.0,2285.0,1551.0,1314.0,358.0,149.0,5371.0,1961.0,1152.0,8100.0,1831.0,5834.0
4193,Siurana,170524,2001,,10.0,14.0,14.0,9.0,1.0,7.0,4.0,12.0,0.0,55.0,4.0,44.0
4194,Sobremunt,082711,2001,,4.0,4.0,4.0,7.0,3.0,3.0,26.0,3.0,0.0,25.0,6.0,16.0
4195,"Soleràs, el",252069,2001,,27.0,33.0,30.0,24.0,15.0,9.0,25.0,66.0,1.0,138.0,4.0,132.0
4196,Solivella,431476,2001,,69.0,75.0,46.0,25.0,22.0,10.0,146.0,37.0,1.0,247.0,6.0,224.0
4197,Solsona,252075,2001,,520.0,637.0,561.0,543.0,184.0,103.0,365.0,851.0,13.0,2548.0,579.0,1852.0
4198,Sora,082726,2001,,18.0,9.0,15.0,12.0,7.0,3.0,45.0,15.0,0.0,64.0,22.0,33.0
4199,Soriguera,252081,2001,,44.0,30.0,18.0,17.0,5.0,12.0,148.0,36.0,0.0,126.0,11.0,101.0
4200,Sort,252094,2001,,246.0,200.0,126.0,117.0,42.0,20.0,704.0,95.0,1.0,751.0,133.0,550.0
4201,Soses,252108,2001,,71.0,116.0,83.0,109.0,55.0,31.0,67.0,92.0,2.0,465.0,11.0,414.0
4202,Subirats,082732,2001,,180.0,255.0,187.0,184.0,68.0,33.0,357.0,114.0,2.0,907.0,71.0,741.0
4203,Sudanell,252115,2001,,49.0,69.0,57.0,42.0,19.0,7.0,13.0,80.0,0.0,243.0,9.0,206.0
4204,Sunyer,252120,2001,,17.0,16.0,21.0,21.0,13.0,6.0,10.0,22.0,0.0,94.0,0.0,83.0
4205,Súria,082747,2001,,331.0,607.0,517.0,465.0,129.0,56.0,164.0,524.0,0.0,2105.0,258.0,1756.0
4206,Susqueda,171946,2001,,16.0,8.0,7.0,7.0,1.0,2.0,28.0,1.0,0.0,41.0,2.0,30.0
4207,Tagamanent,082763,2001,,17.0,20.0,22.0,17.0,1.0,3.0,0.0,3.0,0.0,80.0,12.0,61.0
4208,Talamanca,082779,2001,,9.0,13.0,7.0,8.0,0.0,2.0,175.0,13.0,0.0,39.0,2.0,35.0
4209,Talarn,252154,2001,,45.0,34.0,21.0,17.0,11.0,6.0,63.0,70.0,3.0,134.0,16.0,96.0
4210,Talavera,252167,2001,,24.0,18.0,20.0,12.0,7.0,15.0,11.0,9.0,0.0,96.0,3.0,88.0
4211,"Tallada d'Empordà, la",171959,2001,,27.0,33.0,14.0,25.0,7.0,8.0,59.0,24.0,0.0,114.0,8.0,94.0
4212,Taradell,082785,2001,,248.0,404.0,391.0,452.0,160.0,63.0,531.0,176.0,2.0,1718.0,262.0,1298.0
4213,Tarragona,431482,2001,,8419.0,11155.0,9106.0,8870.0,2591.0,975.0,6911.0,10136.0,851.0,41116.0,5842.0,33640.0
4214,Tàrrega,252173,2001,,954.0,1252.0,994.0,891.0,323.0,180.0,501.0,1386.0,2.0,4594.0,665.0,3701.0
4215,Tarrés,252189,2001,,16.0,16.0,4.0,4.0,4.0,3.0,27.0,9.0,1.0,47.0,3.0,38.0
4216,Tarroja de Segarra,252192,2001,,20.0,13.0,8.0,11.0,4.0,6.0,8.0,32.0,0.0,62.0,4.0,54.0
4217,Tavèrnoles,082750,2001,,9.0,11.0,12.0,23.0,8.0,11.0,7.0,33.0,0.0,74.0,10.0,58.0
4218,Tavertet,082802,2001,,14.0,20.0,8.0,8.0,6.0,1.0,88.0,22.0,1.0,57.0,15.0,36.0
4219,Teià,082819,2001,,214.0,440.0,405.0,523.0,131.0,60.0,156.0,156.0,1.0,1773.0,219.0,1469.0
4220,Térmens,252206,2001,,88.0,101.0,94.0,91.0,46.0,37.0,41.0,108.0,0.0,457.0,42.0,312.0
4221,Terrades,171962,2001,,27.0,19.0,12.0,19.0,0.0,5.0,44.0,9.0,4.0,82.0,16.0,60.0
4222,Terrassa,082798,2001,,11573.0,18807.0,14686.0,12856.0,3588.0,1549.0,1842.0,13760.0,212.0,63059.0,5857.0,54967.0
4223,Tiana,082824,2001,,221.0,471.0,487.0,565.0,145.0,66.0,349.0,188.0,4.0,1955.0,250.0,1588.0
4224,Tírvia,252213,2001,,20.0,10.0,10.0,8.0,2.0,1.0,74.0,7.0,0.0,51.0,10.0,37.0
4225,Tiurana,252228,2001,,2.0,0.0,3.0,1.0,0.0,1.0,5.0,1.0,0.0,7.0,0.0,7.0
4226,Tivenys,431495,2001,,70.0,102.0,57.0,56.0,27.0,15.0,148.0,40.0,3.0,327.0,19.0,291.0
4227,Tivissa,431508,2001,,166.0,157.0,113.0,115.0,43.0,42.0,316.0,117.0,9.0,636.0,26.0,552.0
4228,Tona,082830,2001,,340.0,544.0,416.0,503.0,172.0,75.0,371.0,456.0,13.0,2050.0,347.0,1552.0
4229,Torà,252234,2001,,93.0,114.0,78.0,86.0,28.0,17.0,78.0,100.0,0.0,416.0,58.0,311.0
4230,Tordera,082845,2001,,828.0,1156.0,876.0,640.0,205.0,108.0,682.0,1248.0,1.0,3813.0,354.0,3204.0
4231,Torelló,082858,2001,,695.0,1196.0,1032.0,996.0,269.0,111.0,139.0,792.0,20.0,4299.0,548.0,3515.0
4232,"Torms, els",252249,2001,,18.0,17.0,17.0,12.0,3.0,4.0,26.0,17.0,1.0,71.0,0.0,67.0
4233,Tornabous,252252,2001,,72.0,68.0,49.0,53.0,19.0,21.0,78.0,20.0,1.0,282.0,27.0,244.0
4234,"Torre de Cabdella, la",252271,2001,,93.0,75.0,43.0,36.0,13.0,14.0,0.0,173.0,0.0,274.0,16.0,225.0
4235,"Torre de Claramunt, la",082861,2001,,123.0,193.0,204.0,187.0,73.0,41.0,125.0,79.0,23.0,821.0,39.0,760.0
4236,"Torre de Fontaubella, la",431515,2001,,19.0,16.0,7.0,9.0,5.0,0.0,29.0,7.0,0.0,56.0,4.0,47.0
4237,"Torre de l'Espanyol, la",431520,2001,,48.0,66.0,42.0,40.0,20.0,21.0,104.0,0.0,0.0,237.0,31.0,186.0
4238,Torrebesses,252265,2001,,34.0,31.0,23.0,19.0,9.0,6.0,56.0,36.0,1.0,122.0,4.0,110.0
4239,Torredembarra,431536,2001,,990.0,1169.0,849.0,792.0,258.0,120.0,7635.0,319.0,96.0,4178.0,549.0,3374.0
4240,Torrefarrera,252287,2001,,96.0,172.0,164.0,139.0,50.0,31.0,5.0,267.0,0.0,652.0,38.0,541.0
4241,Torrefeta i Florejacs,259078,2001,,57.0,57.0,37.0,48.0,20.0,9.0,25.0,1.0,10.0,228.0,7.0,184.0
4242,Torregrossa,252304,2001,,138.0,208.0,143.0,140.0,61.0,49.0,48.0,160.0,0.0,739.0,39.0,660.0
4243,Torrelameu,252311,2001,,40.0,34.0,41.0,33.0,23.0,16.0,14.0,33.0,0.0,187.0,9.0,160.0
4244,Torrelavit,082877,2001,,65.0,93.0,88.0,76.0,34.0,21.0,68.0,101.0,5.0,377.0,36.0,299.0
4245,Torrelles de Foix,082883,2001,,170.0,205.0,120.0,110.0,37.0,23.0,144.0,157.0,0.0,665.0,107.0,511.0
4246,Torrelles de Llobregat,082896,2001,,183.0,346.0,311.0,325.0,86.0,33.0,312.0,125.0,1.0,1284.0,193.0,1002.0
4247,Torrent,171978,2001,,14.0,14.0,13.0,9.0,5.0,5.0,21.0,11.0,0.0,60.0,6.0,34.0
4248,Torres de Segre,252326,2001,,121.0,160.0,150.0,126.0,52.0,29.0,50.0,134.0,2.0,638.0,46.0,530.0
4249,Torre-serona,252332,2001,,24.0,26.0,25.0,23.0,10.0,7.0,3.0,12.0,0.0,115.0,7.0,102.0
4250,Torroella de Fluvià,171984,2001,,51.0,38.0,16.0,19.0,9.0,15.0,5.0,34.0,0.0,148.0,44.0,102.0
4251,Torroella de Montgrí,171997,2001,,698.0,741.0,616.0,596.0,168.0,144.0,5530.0,656.0,1943.0,2963.0,430.0,2284.0
4252,Torroja del Priorat,431541,2001,,23.0,16.0,8.0,8.0,2.0,3.0,125.0,0.0,0.0,60.0,3.0,53.0
4253,Tortellà,172001,2001,,80.0,76.0,56.0,45.0,17.0,6.0,26.0,61.0,1.0,280.0,63.0,196.0
4254,Tortosa,431554,2001,,2133.0,2749.0,2223.0,2001.0,742.0,379.0,1421.0,3469.0,98.0,10227.0,1345.0,8358.0
4255,Toses,172018,2001,,24.0,16.0,8.0,9.0,0.0,5.0,120.0,13.0,0.0,62.0,2.0,47.0
4256,Tossa de Mar,172023,2001,,559.0,451.0,338.0,297.0,88.0,40.0,4441.0,296.0,24.0,1773.0,333.0,1252.0
4257,Tremp,252347,2001,,561.0,581.0,367.0,356.0,111.0,47.0,1026.0,1232.0,16.0,2023.0,347.0,1594.0
4258,Ullà,172044,2001,,52.0,66.0,54.0,48.0,15.0,30.0,52.0,38.0,0.0,265.0,36.0,193.0
4259,Ullastrell,082900,2001,,47.0,103.0,89.0,120.0,31.0,15.0,103.0,91.0,0.0,405.0,42.0,336.0
4260,Ullastret,172057,2001,,20.0,21.0,12.0,15.0,8.0,4.0,0.0,51.0,0.0,80.0,10.0,67.0
4261,Ulldecona,431567,2001,,470.0,564.0,391.0,392.0,135.0,75.0,291.0,809.0,2.0,2027.0,271.0,1601.0
4262,Ulldemolins,431573,2001,,67.0,50.0,38.0,25.0,14.0,7.0,199.0,10.0,10.0,201.0,13.0,175.0
4263,Ultramort,172039,2001,,22.0,14.0,9.0,12.0,6.0,7.0,8.0,6.0,0.0,70.0,3.0,53.0
4264,Urús,172060,2001,,18.0,21.0,9.0,12.0,6.0,5.0,238.0,3.0,0.0,71.0,7.0,50.0
4265,Vacarisses,082917,2001,,236.0,340.0,268.0,241.0,58.0,25.0,1753.0,93.0,30.0,1168.0,68.0,989.0
4266,"Vajol, la",170144,2001,,14.0,13.0,5.0,3.0,4.0,1.0,16.0,12.0,1.0,40.0,16.0,24.0
4267,"Vall d'en Bas, la",172076,2001,,171.0,217.0,235.0,158.0,56.0,47.0,263.0,199.0,1.0,884.0,152.0,682.0
4268,"Vall de Bianya, la",172082,2001,,104.0,107.0,88.0,78.0,29.0,14.0,93.0,83.0,3.0,420.0,97.0,295.0
4269,"Vall de Boí, la",250432,2001,,137.0,75.0,56.0,41.0,21.0,20.0,356.0,69.0,1.0,350.0,47.0,274.0
4270,Vall de Cardós,259010,2001,,50.0,36.0,27.0,18.0,8.0,5.0,236.0,11.0,9.0,144.0,8.0,117.0
4271,Vallbona d'Anoia,082922,2001,,68.0,84.0,92.0,81.0,24.0,11.0,3.0,101.0,0.0,360.0,34.0,298.0
4272,Vallbona de les Monges,252385,2001,,37.0,29.0,12.0,9.0,11.0,3.0,170.0,9.0,1.0,101.0,3.0,87.0
4273,Vallcebre,082938,2001,,18.0,32.0,24.0,13.0,3.0,5.0,100.0,9.0,0.0,95.0,17.0,73.0
4274,Vallclara,431589,2001,,12.0,14.0,12.0,8.0,3.0,0.0,96.0,1.0,0.0,49.0,2.0,42.0
4275,Vallfogona de Balaguer,252402,2001,,68.0,109.0,105.0,114.0,53.0,29.0,19.0,25.0,1.0,478.0,25.0,416.0
4276,Vallfogona de Ripollès,171707,2001,,26.0,22.0,9.0,11.0,5.0,7.0,64.0,40.0,0.0,80.0,17.0,52.0
4277,Vallfogona de Riucorb,431592,2001,,19.0,12.0,11.0,5.0,2.0,0.0,135.0,0.0,0.0,49.0,2.0,42.0
4278,Vallgorguina,082943,2001,,129.0,150.0,115.0,102.0,29.0,15.0,491.0,3.0,0.0,540.0,45.0,441.0
4279,Vallirana,082956,2001,,437.0,901.0,801.0,778.0,226.0,125.0,1434.0,537.0,8.0,3268.0,298.0,2814.0
4280,Vall-llobrega,172095,2001,,49.0,49.0,44.0,27.0,9.0,1.0,141.0,15.0,12.0,179.0,18.0,134.0
4281,Vallmoll,431606,2001,,83.0,118.0,86.0,108.0,37.0,15.0,61.0,273.0,0.0,447.0,25.0,392.0
4282,Vallromanes,082969,2001,,111.0,173.0,125.0,111.0,43.0,9.0,16.0,255.0,1.0,572.0,35.0,498.0
4283,Valls,431613,2001,,1300.0,1838.0,1602.0,1620.0,484.0,200.0,872.0,1772.0,11.0,7044.0,894.0,5908.0
4284,"Valls d'Aguilar, les",259062,2001,,43.0,31.0,18.0,18.0,5.0,9.0,19.0,10.0,0.0,124.0,6.0,107.0
4285,"Valls de Valira, les",252398,2001,,57.0,72.0,42.0,42.0,29.0,15.0,87.0,64.0,19.0,257.0,14.0,224.0
4286,Vandellòs i l'Hospitalet de l'Infant,431628,2001,,273.0,362.0,302.0,345.0,127.0,69.0,1204.0,914.0,17.0,1478.0,179.0,1216.0
4287,"Vansa i Fórnols, la",259097,2001,,32.0,19.0,7.0,8.0,2.0,6.0,0.0,42.0,0.0,74.0,4.0,64.0
4288,Veciana,082975,2001,,5.0,15.0,9.0,10.0,6.0,4.0,31.0,13.0,0.0,49.0,3.0,41.0
4289,"Vendrell, el",431634,2001,,2008.0,2554.0,1789.0,1725.0,525.0,246.0,15601.0,2246.0,56.0,8847.0,1255.0,7104.0
4290,Ventalló,172109,2001,,76.0,70.0,44.0,37.0,8.0,13.0,188.0,61.0,0.0,248.0,29.0,196.0
4291,Verdú,252424,2001,,81.0,85.0,65.0,55.0,25.0,18.0,206.0,6.0,4.0,329.0,18.0,288.0
4292,Verges,172116,2001,,100.0,96.0,74.0,75.0,28.0,22.0,37.0,64.0,28.0,395.0,54.0,326.0
4293,Vespella de Gaià,431649,2001,,36.0,33.0,12.0,9.0,6.0,1.0,169.0,1.0,0.0,97.0,4.0,86.0
4294,Vic,082981,2001,,2352.0,3155.0,2415.0,2281.0,797.0,456.0,1415.0,2483.0,56.0,11456.0,2819.0,8178.0
4295,Vidrà,172121,2001,,8.0,12.0,16.0,9.0,4.0,4.0,43.0,6.0,0.0,53.0,17.0,26.0
4296,Vidreres,172137,2001,,392.0,479.0,384.0,364.0,113.0,67.0,1020.0,190.0,4.0,1799.0,184.0,1546.0
4297,Vielha e Mijaran,252430,2001,,406.0,340.0,330.0,278.0,97.0,50.0,1719.0,187.0,7.0,1501.0,285.0,1090.0
4298,Vilabella,431652,2001,,37.0,79.0,49.0,65.0,23.0,11.0,54.0,60.0,0.0,264.0,20.0,214.0
4299,Vilabertran,172142,2001,,66.0,73.0,55.0,48.0,24.0,15.0,18.0,42.0,0.0,281.0,29.0,227.0
4300,Vilablareix,172155,2001,,56.0,103.0,131.0,211.0,62.0,35.0,9.0,51.0,1.0,598.0,31.0,540.0
4301,Vilada,082994,2001,,42.0,58.0,35.0,37.0,13.0,8.0,34.0,10.0,0.0,193.0,57.0,119.0
4302,Viladamat,172174,2001,,34.0,37.0,33.0,24.0,8.0,7.0,57.0,29.0,0.0,143.0,11.0,114.0
4303,Viladasens,172168,2001,,10.0,16.0,14.0,9.0,9.0,2.0,18.0,7.0,0.0,60.0,7.0,48.0
4304,Viladecans,083015,2001,,2470.0,5392.0,5124.0,4636.0,1234.0,510.0,386.0,2718.0,67.0,19366.0,1217.0,17554.0
4305,Viladecavalls,083008,2001,,151.0,406.0,542.0,628.0,169.0,50.0,353.0,140.0,18.0,1946.0,49.0,1857.0
4306,Vilademuls,172180,2001,,42.0,56.0,41.0,34.0,25.0,28.0,16.0,207.0,0.0,226.0,57.0,153.0
4307,Viladrau,172207,2001,,79.0,85.0,50.0,58.0,26.0,13.0,471.0,1.0,0.0,311.0,44.0,202.0
4308,Vilafant,172214,2001,,126.0,310.0,373.0,375.0,118.0,53.0,49.0,139.0,12.0,1355.0,88.0,1186.0
4309,Vilafranca del Penedès,083054,2001,,2081.0,3119.0,2492.0,2346.0,682.0,333.0,870.0,2451.0,108.0,11053.0,1434.0,9203.0
4310,Vilagrassa,252445,2001,,30.0,40.0,37.0,17.0,10.0,10.0,23.0,38.0,0.0,144.0,5.0,129.0
4311,Vilajuïga,172235,2001,,80.0,110.0,66.0,74.0,23.0,11.0,26.0,66.0,4.0,364.0,39.0,296.0
4312,Vilalba dels Arcs,431750,2001,,59.0,45.0,52.0,43.0,17.0,30.0,107.0,32.0,2.0,246.0,7.0,238.0
4313,Vilalba Sasserra,083067,2001,,40.0,48.0,47.0,36.0,9.0,4.0,46.0,12.0,0.0,184.0,17.0,147.0
4314,Vilaller,252458,2001,,69.0,56.0,44.0,34.0,19.0,2.0,165.0,28.0,1.0,224.0,16.0,188.0
4315,Vilallonga de Ter,172240,2001,,55.0,45.0,33.0,18.0,16.0,4.0,232.0,29.0,6.0,171.0,18.0,137.0
4316,Vilallonga del Camp,431665,2001,,87.0,95.0,91.0,109.0,31.0,16.0,45.0,52.0,0.0,429.0,26.0,366.0
4317,Vilamacolum,172253,2001,,19.0,26.0,16.0,16.0,9.0,5.0,9.0,1.0,0.0,91.0,15.0,70.0
4318,Vilamalla,172266,2001,,44.0,51.0,76.0,77.0,15.0,18.0,49.0,61.0,2.0,281.0,31.0,243.0
4319,Vilamaniscle,172272,2001,,21.0,10.0,5.0,10.0,4.0,4.0,72.0,0.0,0.0,54.0,5.0,40.0
