,Literal,Codi,Any,Aturats
6879,Conesa,430461,2019,3.9
6880,Constantí,430477,2019,537.8
6881,Copons,080713,2019,10.5
6882,Corbera d'Ebre,430483,2019,23.1
6883,Corbera de Llobregat,080728,2019,570.8
6884,Corbins,250788,2019,30.2
6885,Corçà,170577,2019,38.8
6886,Cornellà de Llobregat,080734,2019,4590.6
6887,Cornellà del Terri,170561,2019,53.9
6888,Cornudella de Montsant,430496,2019,24.2
6889,Creixell,430509,2019,239.2
6890,Crespià,170583,2019,7.7
6891,"Cruïlles, Monells i Sant Sadurní de l'Heura",179011,2019,52.2
6892,Cubelles,080749,2019,871.8
6893,Cubells,250791,2019,7.5
6894,Cunit,430516,2019,812.5
6895,Darnius,170600,2019,22.6
6896,Das,170617,2019,2.0
6897,Deltebre,439018,2019,677.8
6898,Dosrius,080752,2019,253.7
6899,Duesaigües,430537,2019,13.9
6900,"Escala, l'",170622,2019,422.7
6901,Esparreguera,080765,2019,1214.1
6902,Espinelves,170638,2019,2.2
6903,"Espluga Calba, l'",250812,2019,7.6
6904,"Espluga de Francolí, l'",430542,2019,136.9
6905,Esplugues de Llobregat,080771,2019,1966.9
6906,Espolla,170643,2019,11.0
6907,Esponellà,170656,2019,10.1
6908,Espot,250827,2019,7.3
6909,"Espunyola, l'",080787,2019,8.9
6910,"Esquirol, l'",082541,2019,70.7
6911,Estamariu,250886,2019,1.7
6912,"Estany, l'",080790,2019,9.3
6913,Estaràs,250851,2019,2.3
6914,Esterri d'Àneu,250864,2019,25.7
6915,Esterri de Cardós,250870,2019,1.5
6916,Falset,430555,2019,145.3
6917,"Far d'Empordà, el",170059,2019,18.8
6918,Farrera,250899,2019,3.8
6919,"Fatarella, la",430568,2019,35.3
6920,"Febró, la",430574,2019,1.8
6921,Figaró-Montmany,081347,2019,46.7
6922,Fígols,080804,2019,1.3
6923,Fígols i Alinyà,259084,2019,4.5
6924,"Figuera, la",430580,2019,7.3
6925,Figueres,170669,2019,3192.2
6926,Figuerola del Camp,430593,2019,13.7
6927,Flaçà,170675,2019,27.5
6928,Flix,430607,2019,128.8
6929,"Floresta, la",250925,2019,3.9
6930,Fogars de la Selva,080826,2019,98.1
6931,Fogars de Montclús,080811,2019,15.5
6932,Foixà,170681,2019,9.9
6933,Folgueroles,080832,2019,55.3
6934,Fondarella,250931,2019,20.1
6935,Fonollosa,080847,2019,61.8
6936,Fontanals de Cerdanya,170694,2019,3.9
6937,Fontanilles,170708,2019,5.3
6938,Fontcoberta,170715,2019,37.1
6939,Font-rubí,080850,2019,55.7
6940,Foradada,250946,2019,2.9
6941,Forallac,179026,2019,46.7
6942,Forès,430614,2019,1.0
6943,Fornells de la Selva,170736,2019,69.3
6944,Fortià,170741,2019,32.6
6945,"Franqueses del Vallès, les",080863,2019,1074.3
6946,Freginals,430629,2019,20.3
6947,"Fuliola, la",250962,2019,77.1
6948,Fulleda,250978,2019,2.0
6949,Gaià,080902,2019,9.2
6950,"Galera, la",430635,2019,24.2
6951,Gallifa,080879,2019,4.8
6952,Gandesa,430640,2019,129.5
6953,Garcia,430653,2019,27.4
6954,"Garidells, els",430666,2019,8.4
6955,"Garriga, la",080885,2019,617.9
6956,Garrigàs,170754,2019,14.7
6957,Garrigoles,170767,2019,5.4
6958,Garriguella,170773,2019,28.3
6959,Gavà,080898,2019,2168.6
6960,Gavet de la Conca,250984,2019,4.2
6961,Gelida,080919,2019,388.3
6962,Ger,170789,2019,3.5
6963,Gimenells i el Pla de la Font,259123,2019,26.3
6964,Ginestar,430672,2019,27.8
6965,Girona,170792,2019,4881.7
6966,Gironella,080924,2019,226.9
6967,Gisclareny,080930,2019,3.2
6968,Godall,430688,2019,23.4
6969,Golmés,250997,2019,74.4
6970,Gombrèn,170806,2019,9.4
6971,Gósol,251001,2019,2.5
6972,"Granada, la",080945,2019,81.2
6973,"Granadella, la",251018,2019,19.3
6974,Granera,080958,2019,2.6
6975,"Granja d'Escarp, la",251023,2019,23.0
6976,Granollers,080961,2019,3520.2
6977,Granyanella,251039,2019,5.4
6978,Granyena de les Garrigues,251057,2019,8.5
6979,Granyena de Segarra,251044,2019,3.8
6980,Gratallops,430691,2019,10.3
6981,Gualba,080977,2019,67.5
6982,Gualta,170813,2019,12.4
6983,Guardiola de Berguedà,080996,2019,49.3
6984,"Guiamets, els",430705,2019,8.7
6985,Guils de Cerdanya,170828,2019,6.8
6986,Guimerà,251095,2019,9.9
6987,"Guingueta d'Àneu, la",259031,2019,6.8
6988,Guissona,251109,2019,167.8
6989,Guixers,251116,2019,0.8
6990,Gurb,081000,2019,49.1
6991,Horta de Sant Joan,430712,2019,30.1
6992,"Hospitalet de Llobregat, l'",081017,2019,13874.6
6993,"Hostalets de Pierola, els",081629,2019,164.7
6994,Hostalric,170834,2019,222.5
6995,Igualada,081022,2019,2204.3
6996,Isona i Conca Dellà,251155,2019,28.5
6997,Isòvol,170849,2019,2.4
6998,Ivars d'Urgell,251137,2019,33.2
6999,Ivars de Noguera,251121,2019,13.6
7000,Ivorra,251142,2019,1.8
7001,Jafre,170852,2019,10.8
7002,"Jonquera, la",170865,2019,201.3
7003,Jorba,081038,2019,31.2
7004,Josa i Tuixén,259101,2019,1.1
7005,Juià,170871,2019,11.0
7006,Juncosa,251180,2019,8.8
7007,Juneda,251193,2019,113.3
7008,Les,251214,2019,24.8
7009,Linyola,251229,2019,90.6
7010,"Llacuna, la",081043,2019,37.2
7011,Lladó,170887,2019,17.6
7012,Lladorre,251235,2019,4.1
7013,Lladurs,251240,2019,1.0
7014,"Llagosta, la",081056,2019,838.9
7015,Llagostera,170890,2019,423.1
7016,Llambilles,170904,2019,9.1
7017,Llanars,170911,2019,9.2
7018,Llançà,170926,2019,206.8
7019,Llardecans,251253,2019,9.6
7020,Llavorsí,251266,2019,10.8
7021,Lleida,251207,2019,8008.6
7022,Llers,170932,2019,45.1
7023,Lles de Cerdanya,251272,2019,10.2
7024,Lliçà d'Amunt,081075,2019,720.1
7025,Lliçà de Vall,081081,2019,274.0
7026,Llimiana,251288,2019,4.8
7027,Llinars del Vallès,081069,2019,493.8
7028,Llívia,170947,2019,35.3
7029,"Lloar, el",430727,2019,3.8
7030,Llobera,251291,2019,7.3
7031,Llorac,430733,2019,3.5
7032,Llorenç del Penedès,430748,2019,126.3
7033,Lloret de Mar,170950,2019,1830.1
7034,"Llosses, les",170963,2019,9.6
7035,Lluçà,081094,2019,6.2
7036,Maçanet de Cabrenys,171024,2019,26.4
7037,Maçanet de la Selva,171030,2019,500.7
7038,Madremanya,170979,2019,4.7
7039,Maià de Montcal,170985,2019,13.9
7040,Maials,251333,2019,19.8
7041,Maldà,251305,2019,9.7
7042,Malgrat de Mar,081108,2019,1015.1
7043,Malla,081115,2019,4.6
7044,Manlleu,081120,2019,1353.3
7045,Manresa,081136,2019,4951.6
7046,Marçà,430764,2019,29.7
7047,Margalef,430751,2019,1.9
7048,Marganell,082423,2019,12.8
7049,Martorell,081141,2019,1611.8
7050,Martorelles,081154,2019,272.3
7051,Mas de Barberans,430770,2019,14.9
7052,Masarac,171002,2019,6.8
7053,Masdenverge,430786,2019,56.9
7054,"Masies de Roda, les",081167,2019,22.1
7055,"Masies de Voltregà, les",081173,2019,112.7
7056,Masllorenç,430799,2019,32.3
7057,"Masnou, el",081189,2019,988.8
7058,"Masó, la",430803,2019,6.0
7059,Maspujols,430810,2019,35.3
7060,Masquefa,081192,2019,502.5
7061,"Masroig, el",430825,2019,13.5
7062,Massalcoreig,251312,2019,12.3
7063,Massanes,171019,2019,57.7
7064,Massoteres,251327,2019,2.6
7065,Matadepera,081206,2019,187.1
7066,Mataró,081213,2019,8496.2
7067,Mediona,081228,2019,128.9
7068,Menàrguens,251348,2019,32.3
7069,Meranges,170998,2019,3.2
7070,Mieres,171058,2019,13.7
7071,"Milà, el",430831,2019,8.2
7072,Miralcamp,251351,2019,55.4
7073,Miravet,430846,2019,26.4
7074,Moià,081385,2019,249.6
7075,"Molar, el",430859,2019,10.0
7076,Molins de Rei,081234,2019,963.6
7077,Mollerussa,251370,2019,696.7
7078,Mollet de Peralada,171061,2019,6.9
7079,Mollet del Vallès,081249,2019,3183.7
7080,Molló,171077,2019,5.3
7081,"Molsosa, la",251364,2019,1.8
7082,Monistrol de Calders,081287,2019,42.2
7083,Monistrol de Montserrat,081271,2019,158.2
7084,Montagut i Oix,171096,2019,29.9
7085,Montblanc,430862,2019,293.0
7086,Montbrió del Camp,430884,2019,158.0
7087,Montcada i Reixac,081252,2019,2133.2
7088,Montclar,081304,2019,2.1
7089,Montellà i Martinet,251399,2019,15.8
7090,Montesquiu,081311,2019,44.6
7091,Montferrer i Castellbò,251403,2019,19.1
7092,Montferri,430897,2019,28.9
7093,Montgai,251386,2019,11.3
7094,Montgat,081265,2019,548.3
7095,Montmajor,081326,2019,10.1
7096,Montmaneu,081332,2019,3.5
7097,"Montmell, el",430901,2019,142.4
7098,Montmeló,081350,2019,432.4
7099,Montoliu de Lleida,251425,2019,7.5
7100,Montoliu de Segarra,251410,2019,2.4
7101,Montornès de Segarra,251431,2019,2.2
7102,Montornès del Vallès,081363,2019,1101.5
7103,Mont-ral,430918,2019,8.3
7104,Mont-ras,171100,2019,69.2
7105,Mont-roig del Camp,430923,2019,760.9
7106,Montseny,081379,2019,13.2
7107,Móra d'Ebre,430939,2019,340.1
7108,Móra la Nova,430944,2019,191.8
7109,"Morell, el",430957,2019,196.5
7110,"Morera de Montsant, la",430960,2019,5.6
7111,Muntanyola,081290,2019,25.3
7112,Mura,081398,2019,7.4
7113,Nalec,251459,2019,1.4
7114,Naut Aran,250254,2019,30.8
7115,Navarcles,081402,2019,251.7
7116,Navàs,081419,2019,307.0
7117,Navata,171117,2019,36.1
7118,Navès,251462,2019,5.0
7119,"Nou de Berguedà, la",081424,2019,4.1
7120,"Nou de Gaià, la",430976,2019,32.2
7121,Nulles,430982,2019,19.7
7122,Odèn,251484,2019,1.6
7123,Òdena,081430,2019,216.4
7124,Ogassa,171122,2019,9.5
7125,Olèrdola,081458,2019,172.4
7126,Olesa de Bonesvalls,081461,2019,64.8
7127,Olesa de Montserrat,081477,2019,1270.3
7128,Oliana,251497,2019,48.3
7129,Oliola,251500,2019,0.9
7130,Olius,251517,2019,19.0
7131,Olivella,081483,2019,209.3
7132,Olost,081496,2019,45.1
7133,Olot,171143,2019,1428.2
7134,"Oluges, les",251522,2019,4.8
7135,Olvan,081445,2019,37.1
7136,"Omellons, els",251538,2019,5.3
7137,"Omells de na Gaia, els",251543,2019,3.8
7138,Ordis,171156,2019,8.8
7139,Organyà,251556,2019,26.0
7140,Orís,081509,2019,3.9
7141,Oristà,081516,2019,12.7
7142,Orpí,081521,2019,5.8
7143,Òrrius,081537,2019,24.1
7144,Os de Balaguer,251569,2019,26.3
7145,Osor,171169,2019,24.7
7146,Ossó de Sió,251575,2019,7.7
7147,Pacs del Penedès,081542,2019,42.3
7148,Palafolls,081555,2019,538.4
7149,Palafrugell,171175,2019,1190.3
7150,Palamós,171181,2019,917.3
7151,"Palau d'Anglesola, el",251581,2019,59.3
7152,Palau de Santa Eulàlia,171194,2019,3.6
7153,Palau-sator,171215,2019,6.1
7154,Palau-saverdera,171208,2019,38.5
7155,Palau-solità i Plegamans,081568,2019,636.7
7156,"Pallaresos, els",431009,2019,177.1
7157,Pallejà,081574,2019,449.4
7158,"Palma d'Ebre, la",430995,2019,15.4
7159,"Palma de Cervelló, la",089058,2019,152.3
7160,Palol de Revardit,171236,2019,10.8
7161,Pals,171241,2019,60.8
7162,"Papiol, el",081580,2019,175.8
7163,Pardines,171254,2019,1.7
7164,Parets del Vallès,081593,2019,848.5
7165,Parlavà,171267,2019,10.8
7166,Passanant i Belltall,431016,2019,5.4
7167,Pau,171289,2019,19.2
7168,Paüls,431021,2019,13.7
7169,Pedret i Marzà,171292,2019,7.1
7170,Penelles,251641,2019,14.2
7171,"Pera, la",171306,2019,10.9
7172,Perafita,081607,2019,15.6
7173,Perafort,431037,2019,38.5
7174,Peralada,171328,2019,52.0
7175,Peramola,251654,2019,5.1
7176,"Perelló, el",431042,2019,102.7
7177,Piera,081614,2019,1024.2
7178,"Piles, les",431055,2019,3.5
7179,Pineda de Mar,081635,2019,2037.3
7180,"Pinell de Brai, el",431068,2019,37.1
7181,Pinell de Solsonès,251667,2019,2.5
7182,Pinós,251673,2019,5.2
7183,Pira,431074,2019,13.2
7184,"Pla de Santa Maria, el",431080,2019,133.4
7185,"Pla del Penedès, el",081640,2019,58.3
7186,"Planes d'Hostoles, les",171334,2019,55.2
7187,Planoles,171349,2019,8.0
7188,"Plans de Sió, els",259118,2019,15.3
7189,"Poal, el",251689,2019,14.8
7190,"Pobla de Cérvoles, la",251692,2019,7.8
7191,"Pobla de Claramunt, la",081653,2019,119.2
7192,"Pobla de Lillet, la",081666,2019,43.8
7193,"Pobla de Mafumet, la",431093,2019,216.2
7194,"Pobla de Massaluca, la",431107,2019,9.4
7195,"Pobla de Montornès, la",431114,2019,185.3
7196,"Pobla de Segur, la",251713,2019,137.3
7197,Poboleda,431129,2019,13.4
7198,Polinyà,081672,2019,394.8
7199,"Pont d'Armentera, el",431135,2019,22.8
7200,"Pont de Bar, el",250306,2019,9.3
7201,Pont de Molins,171352,2019,17.0
7202,"Pont de Suert, el",251734,2019,53.9
7203,"Pont de Vilomara i Rocafort, el",081825,2019,227.7
7204,Pontils,431418,2019,2.5
7205,Pontons,081688,2019,39.4
7206,Pontós,171365,2019,12.9
7207,Ponts,251728,2019,108.1
7208,Porqueres,171371,2019,111.1
7209,Porrera,431140,2019,14.5
7210,"Port de la Selva, el",171404,2019,23.3
7211,Portbou,171387,2019,31.7
7212,"Portella, la",251749,2019,29.9
7213,Pradell de la Teixeta,431153,2019,6.3
7214,Prades,431166,2019,19.2
7215,Prat de Comte,431172,2019,4.7
7216,"Prat de Llobregat, el",081691,2019,3320.9
7217,Pratdip,431188,2019,31.9
7218,Prats de Lluçanès,081712,2019,108.4
7219,"Prats de Rei, els",081705,2019,15.0
7220,Prats i Sansor,251752,2019,2.5
7221,Preixana,251765,2019,9.8
7222,Preixens,251771,2019,16.4
7223,Premià de Dalt,082303,2019,435.8
7224,Premià de Mar,081727,2019,1572.9
7225,"Preses, les",171390,2019,43.9
7226,Prullans,251790,2019,5.9
7227,Puigcerdà,171411,2019,265.8
7228,Puigdàlber,081748,2019,21.9
7229,Puiggròs,251804,2019,10.1
7230,Puigpelat,431191,2019,67.4
7231,Puig-reig,081751,2019,179.1
7232,Puigverd d'Agramunt,251811,2019,11.0
7233,Puigverd de Lleida,251826,2019,40.6
7234,Pujalt,081764,2019,4.9
7235,"Quar, la",081770,2019,1.8
7236,Quart,171426,2019,102.2
7237,Queralbs,170433,2019,3.3
7238,Querol,431205,2019,48.3
7239,Rabós,171432,2019,3.3
7240,Rajadell,081786,2019,13.2
7241,Rasquera,431212,2019,22.0
7242,Regencós,171447,2019,6.0
7243,Rellinars,081799,2019,40.3
7244,Renau,431227,2019,3.6
7245,Reus,431233,2019,6709.8
7246,Rialp,251832,2019,19.0
7247,"Riba, la",431248,2019,22.2
7248,Riba-roja d'Ebre,431251,2019,48.1
7249,Ribera d'Ondara,259059,2019,7.4
7250,Ribera d'Urgellet,251850,2019,22.5
7251,Ribes de Freser,171450,2019,52.9
7252,Riells i Viabrea,171463,2019,274.0
7253,"Riera de Gaià, la",431264,2019,75.0
7254,Riner,251863,2019,4.3
7255,Ripoll,171479,2019,440.3
7256,Ripollet,081803,2019,2483.6
7257,Riu de Cerdanya,259139,2019,0.2
7258,Riudarenes,171485,2019,96.2
7259,Riudaura,171498,2019,8.9
7260,Riudecanyes,431270,2019,50.2
7261,Riudecols,431286,2019,46.2
7262,Riudellots de la Selva,171501,2019,59.2
7263,Riudoms,431299,2019,322.8
7264,Riumors,171518,2019,5.8
7265,"Roca del Vallès, la",081810,2019,472.5
7266,Rocafort de Queralt,431303,2019,5.8
7267,Roda de Berà,431310,2019,368.6
7268,Roda de Ter,081831,2019,293.8
7269,Rodonyà,431325,2019,24.2
7270,Roquetes,431331,2019,380.3
7271,Roses,171523,2019,954.8
7272,Rosselló,251898,2019,124.9
7273,"Rourell, el",431346,2019,22.6
7274,Rubí,081846,2019,4623.7
7275,Rubió,081859,2019,9.4
7276,Rupià,171539,2019,8.8
7277,Rupit i Pruit,089019,2019,4.2
7278,Sabadell,081878,2019,12300.9
7279,Sagàs,081884,2019,1.8
7280,Salàs de Pallars,251902,2019,13.5
7281,Saldes,081901,2019,9.3
7282,Sales de Llierca,171544,2019,5.5
7283,Sallent,081918,2019,293.7
7284,Salomó,431359,2019,16.4
7285,Salou,439057,2019,1268.8
7286,Salt,171557,2019,2194.3
7287,Sanaüja,251919,2019,8.3
7288,Sant Adrià de Besòs,081944,2019,2662.3
7289,Sant Agustí de Lluçanès,081957,2019,1.5
7290,Sant Andreu de la Barca,081960,2019,1359.4
7291,Sant Andreu de Llavaneres,081976,2019,384.1
7292,Sant Andreu Salou,171576,2019,1.3
7293,Sant Aniol de Finestres,171833,2019,10.3
7294,Sant Antoni de Vilamajor,081982,2019,299.9
7295,Sant Bartomeu del Grau,081995,2019,43.7
7296,Sant Boi de Llobregat,082009,2019,4548.0
7297,Sant Boi de Lluçanès,082016,2019,11.2
7298,Sant Carles de la Ràpita,431362,2019,714.5
7299,Sant Cebrià de Vallalta,082037,2019,209.7
7300,Sant Celoni,082021,2019,981.3
7301,Sant Climent de Llobregat,082042,2019,142.3
7302,Sant Climent Sescebes,171582,2019,13.6
7303,Sant Cugat del Vallès,082055,2019,2567.8
7304,Sant Cugat Sesgarrigues,082068,2019,37.7
7305,Sant Esteve de la Sarga,251961,2019,1.4
7306,Sant Esteve de Palautordera,082074,2019,103.6
7307,Sant Esteve Sesrovires,082080,2019,278.1
7308,Sant Feliu de Buixalleu,171595,2019,45.9
7309,Sant Feliu de Codines,082107,2019,318.8
7310,Sant Feliu de Guíxols,171609,2019,1180.3
7311,Sant Feliu de Llobregat,082114,2019,1879.4
7312,Sant Feliu de Pallerols,171616,2019,42.0
7313,Sant Feliu Sasserra,082129,2019,15.0
7314,Sant Ferriol,171621,2019,9.5
7315,Sant Fost de Campsentelles,082093,2019,371.3
7316,Sant Fruitós de Bages,082135,2019,356.6
7317,Sant Gregori,171637,2019,77.2
7318,Sant Guim de Freixenet,251924,2019,33.6
7319,Sant Guim de la Plana,251977,2019,0.6
7320,Sant Hilari Sacalm,171642,2019,201.0
7321,Sant Hipòlit de Voltregà,082153,2019,130.5
7322,Sant Iscle de Vallalta,081939,2019,69.6
7323,Sant Jaume d'Enveja,439023,2019,160.1
7324,Sant Jaume de Frontanyà,082166,2019,0.7
7325,Sant Jaume de Llierca,171655,2019,33.6
7326,Sant Jaume dels Domenys,431378,2019,163.2
7327,Sant Joan de les Abadesses,171674,2019,109.3
7328,Sant Joan de Mollet,171680,2019,15.8
7329,Sant Joan de Vilatorrada,082188,2019,455.3
7330,Sant Joan Despí,082172,2019,1317.9
7331,Sant Joan les Fonts,171851,2019,87.8
7332,Sant Jordi Desvalls,171668,2019,21.6
7333,Sant Julià de Cerdanyola,089030,2019,3.4
7334,Sant Julià de Ramis,171693,2019,119.9
7335,Sant Julià de Vilatorta,082205,2019,80.2
7336,Sant Julià del Llor i Bonmatí,179032,2019,64.2
7337,Sant Just Desvern,082212,2019,474.8
7338,Sant Llorenç d'Hortons,082227,2019,99.6
7339,Sant Llorenç de la Muga,171714,2019,8.8
7340,Sant Llorenç de Morunys,251930,2019,16.2
7341,Sant Llorenç Savall,082233,2019,102.2
7342,Sant Martí d'Albars,082251,2019,5.0
7343,Sant Martí de Centelles,082248,2019,64.1
7344,Sant Martí de Llémena,171729,2019,17.3
7345,Sant Martí de Riucorb,259025,2019,16.7
7346,Sant Martí de Tous,082264,2019,34.9
7347,Sant Martí Sarroca,082270,2019,142.6
7348,Sant Martí Sesgueioles,082286,2019,5.7
7349,Sant Martí Vell,171735,2019,13.3
7350,Sant Mateu de Bages,082299,2019,17.9
7351,Sant Miquel de Campmajor,171740,2019,4.8
7352,Sant Miquel de Fluvià,171753,2019,61.8
7353,Sant Mori,171766,2019,9.0
7354,Sant Pau de Segúries,171772,2019,17.4
7355,Sant Pere de Ribes,082310,2019,1810.7
7356,Sant Pere de Riudebitlles,082325,2019,102.3
7357,Sant Pere de Torelló,082331,2019,95.7
7358,Sant Pere de Vilamajor,082346,2019,215.1
7359,Sant Pere Pescador,171788,2019,90.8
7360,Sant Pere Sallavinera,081897,2019,2.2
7361,Sant Pol de Mar,082359,2019,207.2
7362,Sant Quintí de Mediona,082362,2019,126.3
7363,Sant Quirze de Besora,082378,2019,89.2
7364,Sant Quirze del Vallès,082384,2019,639.8
7365,Sant Quirze Safaja,082397,2019,19.7
7366,Sant Ramon,251945,2019,11.8
7367,Sant Sadurní d'Anoia,082401,2019,506.9
7368,Sant Sadurní d'Osormort,082418,2019,1.2
7369,Sant Salvador de Guardiola,080983,2019,138.0
7370,Sant Vicenç de Castellet,082628,2019,576.7
7371,Sant Vicenç de Montalt,082649,2019,208.5
7372,Sant Vicenç de Torelló,082652,2019,73.2
7373,Sant Vicenç dels Horts,082634,2019,1725.1
7374,Santa Bàrbara,431384,2019,202.4
7375,Santa Cecília de Voltregà,082439,2019,4.2
7376,Santa Coloma de Cervelló,082444,2019,265.7
7377,Santa Coloma de Farners,171805,2019,577.2
7378,Santa Coloma de Gramenet,082457,2019,7540.1
7379,Santa Coloma de Queralt,431397,2019,105.8
7380,Santa Cristina d'Aro,171812,2019,188.0
7381,Santa Eugènia de Berga,082460,2019,83.5
7382,Santa Eulàlia de Riuprimer,082476,2019,39.6
7383,Santa Eulàlia de Ronçana,082482,2019,307.2
7384,Santa Fe del Penedès,082495,2019,15.5
7385,Santa Llogaia d'Àlguema,171827,2019,22.2
7386,Santa Margarida de Montbui,082508,2019,785.0
7387,Santa Margarida i els Monjos,082515,2019,422.5
7388,Santa Maria d'Oló,082589,2019,16.2
7389,Santa Maria de Besora,082536,2019,4.8
7390,Santa Maria de Martorelles,082567,2019,37.1
7391,Santa Maria de Merlès,082554,2019,5.9
7392,Santa Maria de Miralles,082573,2019,6.7
7393,Santa Maria de Palautordera,082592,2019,499.2
7394,Santa Oliva,431401,2019,274.2
7395,Santa Pau,171848,2019,42.8
7396,Santa Perpètua de Mogoda,082606,2019,1405.1
7397,Santa Susanna,082613,2019,178.5
7398,Santpedor,081923,2019,271.0
7399,Sarral,431423,2019,55.2
7400,Sarrià de Ter,171864,2019,166.6
7401,Sarroca de Bellera,252017,2019,3.1
7402,Sarroca de Lleida,252000,2019,7.9
7403,"Saus, Camallera i Llampaies",171870,2019,26.6
7404,Savallà del Comtat,431439,2019,2.8
7405,"Secuita, la",431444,2019,63.7
7406,"Selva de Mar, la",171886,2019,9.6
7407,"Selva del Camp, la",431457,2019,249.7
7408,Senan,431460,2019,1.4
7409,"Sénia, la",430445,2019,365.6
7410,Senterada,252022,2019,12.7
7411,"Sentiu de Sió, la",250352,2019,9.7
7412,Sentmenat,082671,2019,401.6
7413,Serinyà,171903,2019,33.3
7414,Seròs,252043,2019,68.9
7415,Serra de Daró,171910,2019,1.9
7416,Setcases,171925,2019,1.2
7417,"Seu d'Urgell, la",252038,2019,575.7
7418,Seva,082690,2019,146.3
7419,Sidamon,252056,2019,21.5
7420,Sils,171931,2019,292.2
7421,Sitges,082704,2019,1009.9
7422,Siurana,170524,2019,1.8
7423,Sobremunt,082711,2019,2.9
7424,"Soleràs, el",252069,2019,7.7
7425,Solivella,431476,2019,17.1
7426,Solsona,252075,2019,371.9
7427,Sora,082726,2019,3.0
7428,Soriguera,252081,2019,15.8
7429,Sort,252094,2019,86.8
7430,Soses,252108,2019,78.7
7431,Subirats,082732,2019,93.3
7432,Sudanell,252115,2019,19.7
7433,Sunyer,252120,2019,7.0
7434,Súria,082747,2019,273.7
7435,Susqueda,171946,2019,1.7
7436,Tagamanent,082763,2019,12.9
7437,Talamanca,082779,2019,11.5
7438,Talarn,252154,2019,13.6
7439,Talavera,252167,2019,0.8
7440,"Tallada d'Empordà, la",171959,2019,10.6
7441,Taradell,082785,2019,228.4
7442,Tarragona,431482,2019,7609.0
7443,Tàrrega,252173,2019,935.3
7444,Tarrés,252189,2019,5.1
7445,Tarroja de Segarra,252192,2019,3.5
7446,Tavèrnoles,082750,2019,4.9
7447,Tavertet,082802,2019,0.8
7448,Teià,082819,2019,201.7
7449,Térmens,252206,2019,38.9
7450,Terrades,171962,2019,9.1
7451,Terrassa,082798,2019,14048.8
7452,Tiana,082824,2019,240.6
7453,Tírvia,252213,2019,4.1
7454,Tiurana,252228,2019,0.2
7455,Tivenys,431495,2019,33.5
7456,Tivissa,431508,2019,65.2
7457,Tona,082830,2019,340.8
7458,Torà,252234,2019,35.3
7459,Tordera,082845,2019,1155.9
7460,Torelló,082858,2019,653.8
7461,"Torms, els",252249,2019,2.7
7462,Tornabous,252252,2019,24.7
7463,"Torre de Cabdella, la",252271,2019,14.2
7464,"Torre de Claramunt, la",082861,2019,248.5
7465,"Torre de Fontaubella, la",431515,2019,6.1
7466,"Torre de l'Espanyol, la",431520,2019,25.5
7467,Torrebesses,252265,2019,3.8
7468,Torredembarra,431536,2019,1017.2
7469,Torrefarrera,252287,2019,157.7
7470,Torrefeta i Florejacs,259078,2019,13.1
7471,Torregrossa,252304,2019,69.1
7472,Torrelameu,252311,2019,20.4
7473,Torrelavit,082877,2019,42.2
7474,Torrelles de Foix,082883,2019,183.4
7475,Torrelles de Llobregat,082896,2019,231.3
7476,Torrent,171978,2019,4.5
7477,Torres de Segre,252326,2019,150.2
7478,Torre-serona,252332,2019,9.3
7479,Torroella de Fluvià,171984,2019,27.8
7480,Torroella de Montgrí,171997,2019,457.3
7481,Torroja del Priorat,431541,2019,5.1
7482,Tortellà,172001,2019,24.0
7483,Tortosa,431554,2019,1941.3
7484,Toses,172018,2019,1.8
7485,Tossa de Mar,172023,2019,184.0
7486,Tremp,252347,2019,311.2
7487,Ullà,172044,2019,57.8
7488,Ullastrell,082900,2019,67.4
7489,Ullastret,172057,2019,5.6
7490,Ulldecona,431567,2019,364.1
7491,Ulldemolins,431573,2019,9.8
7492,Ultramort,172039,2019,1.2
7493,Urús,172060,2019,2.7
7494,Vacarisses,082917,2019,298.8
7495,"Vajol, la",170144,2019,15.8
7496,"Vall d'en Bas, la",172076,2019,58.2
7497,"Vall de Bianya, la",172082,2019,31.8
7498,"Vall de Boí, la",250432,2019,16.9
7499,Vall de Cardós,259010,2019,8.8
7500,Vallbona d'Anoia,082922,2019,78.3
7501,Vallbona de les Monges,252385,2019,7.8
7502,Vallcebre,082938,2019,6.1
7503,Vallclara,431589,2019,4.2
7504,Vallfogona de Balaguer,252402,2019,53.6
7505,Vallfogona de Ripollès,171707,2019,6.6
7506,Vallfogona de Riucorb,431592,2019,0.8
7507,Vallgorguina,082943,2019,140.2
7508,Vallirana,082956,2019,742.4
7509,Vall-llobrega,172095,2019,36.2
7510,Vallmoll,431606,2019,91.9
7511,Vallromanes,082969,2019,97.8
7512,Valls,431613,2019,1491.8
7513,"Valls d'Aguilar, les",259062,2019,0.8
7514,"Valls de Valira, les",252398,2019,17.7
7515,Vandellòs i l'Hospitalet de l'Infant,431628,2019,313.6
7516,"Vansa i Fórnols, la",259097,2019,7.1
7517,Veciana,082975,2019,3.3
7518,"Vendrell, el",431634,2019,2851.0
7519,Ventalló,172109,2019,21.1
7520,Verdú,252424,2019,32.8
7521,Verges,172116,2019,41.7
7522,Vespella de Gaià,431649,2019,30.7
7523,Vic,082981,2019,2364.3
7524,Vidrà,172121,2019,5.2
7525,Vidreres,172137,2019,372.9
7526,Vielha e Mijaran,252430,2019,170.8
