,Any,Solar,Literal,Codi
1404,2013,9.1265,Soriguera,252081
1405,2013,3.4531,Sant Esteve de la Sarga,251961
1406,2013,21.162,"Torre de Cabdella, la",252271
1407,2013,3.4435,Sarroca de Lleida,252000
1408,2013,5.1223,Sarroca de Bellera,252017
1409,2013,3.2977,Senterada,252022
1410,2013,66.9438,"Seu d'Urgell, la",252038
1411,2013,11.5265,Seròs,252043
1412,2013,21.1622,Sidamon,252056
1413,2013,8.784,Sant Ramon,251945
1414,2013,4.8313,Castell de Mur,259046
1415,2013,7.5863,Vilanova de Segrià,252516
1416,2013,18.1094,Vila-sana,252521
1417,2013,4.3763,"Vilosell, el",252537
1418,2013,17.1869,Vilanova de la Barca,252542
1419,2013,9.5782,Vinaixa,252555
1420,2013,9.7401,Vall de Cardós,259010
1421,2013,18.7238,Tornabous,252252
1422,2013,6.7262,"Guingueta d'Àneu, la",259031
1423,2013,13.897,Vilanova de Bellpuig,252483
1424,2013,10.7115,Ribera d'Ondara,259059
1425,2013,6.5572,"Valls d'Aguilar, les",259062
1426,2013,11.523,Torrefeta i Florejacs,259078
1427,2013,5.2014,Fígols i Alinyà,259084
1428,2013,5.1384,"Vansa i Fórnols, la",259097
1429,2013,3.5867,Josa i Tuixén,259101
1430,2013,7.2412,Sant Martí de Riucorb,259025
1431,2013,11.5524,"Valls de Valira, les",252398
1432,2013,13.8168,Puigverd de Lleida,251826
1433,2013,20.9136,Torrefarrera,252287
1434,2013,23.236,Torregrossa,252304
1435,2013,6.8157,Torrelameu,252311
1436,2013,36.0061,Torres de Segre,252326
1437,2013,9.2534,Torre-serona,252332
1438,2013,7.0827,Vilanova de Meià,252509
1439,2013,6.2003,Vallbona de les Monges,252385
1440,2013,1.9729,Vilanova de l'Aguda,252496
1441,2013,26.9778,Vallfogona de Balaguer,252402
1442,2013,10.4056,Verdú,252424
1443,2013,34.243,Vielha e Mijaran,252430
1444,2013,12.0623,Vilagrassa,252445
1445,2013,17.8399,Vilaller,252458
1446,2013,1.152,Vilamòs,252477
1447,2013,3.5791,Torrebesses,252265
1448,2013,71.5516,Tremp,252347
1449,2013,100.4741,Mollerussa,251370
1450,2013,1.7699,Llobera,251291
1451,2013,4.1414,Maldà,251305
1452,2013,4.5925,Massalcoreig,251312
1453,2013,4.5957,Massoteres,251327
1454,2013,12.5545,Maials,251333
1455,2013,12.2733,Menàrguens,251348
1456,2013,2.5025,Nalec,251459
1457,2013,0.8925,"Molsosa, la",251364
1458,2013,6.7158,Llavorsí,251266
1459,2013,14.1628,Montgai,251386
1460,2013,12.9384,Montellà i Martinet,251399
1461,2013,44.0326,Montferrer i Castellbò,251403
1462,2013,5.145,Montoliu de Segarra,251410
1463,2013,10.9284,Montoliu de Lleida,251425
1464,2013,11.9931,Ribera d'Urgellet,251850
1465,2013,24.1867,Miralcamp,251351
1466,2013,28.4502,Juneda,251193
1467,2013,1.8062,Ivorra,251142
1468,2013,26.3359,Ivars d'Urgell,251137
1469,2013,5.3042,Ivars de Noguera,251121
1470,2013,1.6504,Guixers,251116
1471,2013,34.6946,Guissona,251109
1472,2013,7.2479,Guimerà,251095
1473,2013,6.2372,Llimiana,251288
1474,2013,5.0593,Juncosa,251180
1475,2013,5.5295,Lles de Cerdanya,251272
1476,2013,867.1861,Lleida,251207
1477,2013,9.0231,Les,251214
1478,2013,26.0843,Linyola,251229
1479,2013,8.2645,Lladorre,251235
1480,2013,0.0,Lladurs,251240
1481,2013,8.6218,Llardecans,251253
1482,2013,4.3479,Navès,251462
1483,2013,2.7968,Granyena de les Garrigues,251057
1484,2013,9.5257,Vidrà,172121
1485,2013,3.9456,"Pobla de Cérvoles, la",251692
1486,2013,4.0538,Bellaguarda,251706
1487,2013,19.395,"Pobla de Segur, la",251713
1488,2013,25.2408,Ponts,251728
1489,2013,44.6394,"Pont de Suert, el",251734
1490,2013,7.9623,"Portella, la",251749
1491,2013,5.1524,Montornès de Segarra,251431
1492,2013,36.1143,Prats i Sansor,251752
1493,2013,0.9986,Pinell de Solsonès,251667
1494,2013,4.5516,Preixana,251765
1495,2013,7.9143,Preixens,251771
1496,2013,6.6579,Prullans,251790
1497,2013,3.9642,Puiggròs,251804
1498,2013,3.1341,Puigverd d'Agramunt,251811
1499,2013,2.0636,Riu de Cerdanya,259139
1500,2013,5.3408,Vilopriu,172327
1501,2013,15.2661,Os de Balaguer,251569
1502,2013,2.6822,Odèn,251484
1503,2013,27.3068,Oliana,251497
1504,2013,6.6619,Oliola,251500
1505,2013,21.1218,Olius,251517
1506,2013,3.2671,"Oluges, les",251522
1507,2013,5.8866,"Omellons, els",251538
1508,2013,11.2263,"Poal, el",251689
1509,2013,11.815,Organyà,251556
1510,2013,4.5604,Pinós,251673
1511,2013,4.0675,Ossó de Sió,251575
1512,2013,27.1887,"Palau d'Anglesola, el",251581
1513,2013,13.2326,Conca de Dalt,251615
1514,2013,35.9836,"Coma i la Pedra, la",251636
1515,2013,5.4881,Penelles,251641
1516,2013,3.6621,Peramola,251654
1517,2013,4.8718,Rialp,251832
1518,2013,2.8337,"Omells de na Gaia, els",251543
1519,2013,28.7049,Almenar,250215
1520,2013,1.1963,Arres,250313
1521,2013,4.9688,"Pont de Bar, el",250306
1522,2013,30.0572,Arbeca,250292
1523,2013,16.7594,Anglesola,250273
1524,2013,42.0366,Naut Aran,250254
1525,2013,9.3681,Alt Àneu,250241
1526,2013,25.1018,Alfarràs,250138
1527,2013,2.3739,Alòs de Balaguer,250220
1528,2013,51.5014,Artesa de Segre,250349
1529,2013,7.1989,Almatret,250208
1530,2013,43.2028,Almacelles,250194
1531,2013,7.9261,Alins,250175
1532,2013,25.2756,Alguaire,250169
1533,2013,5.718,Algerri,250156
1534,2013,66.8179,Bellpuig,250501
1535,2013,73.1384,Alpicat,250236
1536,2013,10.8253,Barbens,250411
1537,2013,14.115,"Plans de Sió, els",259118
1538,2013,25.3728,Bell-lloc d'Urgell,250485
1539,2013,15.8592,Bellcaire d'Urgell,250479
1540,2013,7.2784,Belianes,250463
1541,2013,1.1917,Bausen,250450
1542,2013,3.3095,Bassella,250447
1543,2013,1.3377,Arsèguel,250328
1544,2013,5.8511,"Baronia de Rialb, la",250426
1545,2013,17.6647,Artesa de Lleida,250334
1546,2013,133.6743,Balaguer,250404
1547,2013,6.1326,Baix Pallars,250390
1548,2013,15.2965,Aitona,250387
1549,2013,8.2945,"Avellanes i Santa Linya, les",250371
1550,2013,2.4978,Aspa,250365
1551,2013,14.6794,"Sentiu de Sió, la",250352
1552,2013,45.0467,Alcoletge,250122
1553,2013,25.5118,"Vall de Boí, la",250432
1554,2013,36.0087,Viladrau,172207
1555,2013,3.1431,Vilanant,172288
1556,2013,4.8094,Vilamaniscle,172272
1557,2013,69.6789,Vilamalla,172266
1558,2013,3.8236,Vilamacolum,172253
1559,2013,10.0675,Vilallonga de Ter,172240
1560,2013,15.4086,Vilajuïga,172235
1561,2013,8.3591,Alfés,250143
1562,2013,40.491,Vilafant,172214
1563,2013,22.7265,Vilobí d'Onyar,172333
1564,2013,5.2316,Vilademuls,172180
1565,2013,8.6926,Viladamat,172174
1566,2013,1.8733,Viladasens,172168
1567,2013,26.573,Vilablareix,172155
1568,2013,7.9243,Vilabertran,172142
1569,2013,149.5887,Vidreres,172137
1570,2013,7.7863,Vilaür,172229
1571,2013,48.1397,Agramunt,250030
1572,2013,89.4529,Alcarràs,250117
1573,2013,2.3903,Alcanó,250100
1574,2013,13.9899,"Albi, l'",250096
1575,2013,13.1272,Albesa,250083
1576,2013,15.6164,Albatàrrec,250077
1577,2013,7.441,"Albagés, l'",250061
1578,2013,12.3245,Vila-sacra,172305
1579,2013,9.8531,"Alamús, els",250045
1580,2013,189.2287,Esplugues de Llobregat,080771
1581,2013,21.3404,Àger,250024
1582,2013,1.3808,Abella de la Conca,250019
1583,2013,12.7667,Sant Julià del Llor i Bonmatí,179032
1584,2013,18.7476,Forallac,179026
1585,2013,42.8631,Bellvei,430249
1586,2013,40.3444,Bellver de Cerdanya,250518
1587,2013,5.2036,Alàs i Cerc,250058
1588,2013,9.2213,"Granja d'Escarp, la",251023
1589,2013,5.3448,Foradada,250946
1590,2013,29.6367,Ascó,430192
1591,2013,34.1175,Banyeres del Penedès,430206
1592,2013,9.6035,Barberà de la Conca,430213
1593,2013,20.0076,Batea,430228
1594,2013,3.471,Bellmunt del Priorat,430234
1595,2013,2.9601,"Argentera, l'",430173
1596,2013,5.7715,Granyanella,251039
1597,2013,67.9175,"Arboç, l'",430167
1598,2013,11.5665,"Granadella, la",251018
1599,2013,9.6256,Gósol,251001
1600,2013,39.8596,Golmés,250997
1601,2013,5.338,Gavet de la Conca,250984
1602,2013,2.7681,Fulleda,250978
1603,2013,4.997,Bellmunt d'Urgell,250498
1604,2013,4.4114,Granyena de Segarra,251044
1605,2013,8.6989,Alforja,430094
1606,2013,55.2847,Aiguamúrcia,430017
1607,2013,32.4338,Albinyana,430022
1608,2013,0.9691,"Albiol, l'",430038
1609,2013,174.9863,Alcanar,430043
1610,2013,30.5272,Alcover,430056
1611,2013,4.7313,Aldover,430069
1612,2013,5.3242,Arnes,430189
1613,2013,3.7484,Alfara de Carles,430081
1614,2013,13.3259,Fondarella,250931
1615,2013,6.9737,Alió,430108
1616,2013,26.4389,Almoster,430115
1617,2013,70.6743,Altafulla,430120
1618,2013,192.6611,"Ametlla de Mar, l'",430136
1619,2013,178.0583,Amposta,430141
1620,2013,0.9092,Arbolí,430154
1621,2013,2.8103,"Aleixar, l'",430075
1622,2013,12.6386,Bossòst,250595
1623,2013,19.357,"Fuliola, la",250962
1624,2013,10.1691,Castellnou de Seana,250680
1625,2013,17.6987,Castelldans,250674
1626,2013,0.0,Castellar de la Ribera,250642
1627,2013,1.2345,Canejan,250637
1628,2013,17.3082,Camarasa,250621
1629,2013,13.3491,Castellserà,250707
1630,2013,2.8283,Cabanabona,250609
1631,2013,2.1683,Cava,250714
1632,2013,46.8845,"Borges Blanques, les",250582
1633,2013,3.7585,"Bòrdes, Es",250576
1634,2013,3.2474,Bovera,250560
1635,2013,4.4733,Biosca,250557
1636,2013,11.0594,Benavent de Segrià,250539
1637,2013,15.6709,Bellvís,250523
1638,2013,3.1398,Cabó,250616
1639,2013,12.1112,Cubells,250791
1640,2013,4.4246,"Floresta, la",250925
1641,2013,2.9847,Farrera,250899
1642,2013,1.1095,Estamariu,250886
1643,2013,1.5086,Esterri de Cardós,250870
1644,2013,19.9975,Esterri d'Àneu,250864
1645,2013,5.38,Estaràs,250851
1646,2013,4.6715,Castelló de Farfanya,250693
1647,2013,5.0613,"Espluga Calba, l'",250812
1648,2013,28.5466,Gimenells i el Pla de la Font,259123
1649,2013,11.156,Corbins,250788
1650,2013,10.8578,Coll de Nargó,250772
1651,2013,2.506,"Cogul, el",250766
1652,2013,0.7337,Clariana de Cardener,250753
1653,2013,2.6845,Ciutadilla,250740
1654,2013,8.2231,Cervià de les Garrigues,250735
1655,2013,62.4388,Cervera,250729
1656,2013,7.252,Espot,250827
1657,2013,1.6295,"Lloar, el",430727
1658,2013,1.9824,"Milà, el",430831
1659,2013,9.2256,Maspujols,430810
1660,2013,1.3833,"Masó, la",430803
1661,2013,20.7478,Masllorenç,430799
1662,2013,10.9564,Masdenverge,430786
1663,2013,4.6966,Mas de Barberans,430770
1664,2013,5.1988,"Masroig, el",430825
1665,2013,8.9886,Marçà,430764
1666,2013,1.9813,Margalef,430751
1667,2013,3.3528,Gratallops,430691
1668,2013,3.9796,Llorac,430733
1669,2013,4.881,"Garidells, els",430666
1670,2013,14.8825,Horta de Sant Joan,430712
1671,2013,4.7021,"Guiamets, els",430705
1672,2013,24.6203,Móra la Nova,430944
1673,2013,7.1414,Godall,430688
1674,2013,7.4703,Ginestar,430672
1675,2013,39.7616,Llorenç del Penedès,430748
1676,2013,2.7988,"Morera de Montsant, la",430960
1677,2013,32.0947,"Perelló, el",431042
1678,2013,31.4713,Perafort,431037
1679,2013,5.1693,Paüls,431021
1680,2013,105.2056,"Catllar, el",430430
1681,2013,8.5014,Garcia,430653
1682,2013,5.164,Passanant i Belltall,431016
1683,2013,61.7312,"Pallaresos, els",431009
1684,2013,5.1405,"Palma d'Ebre, la",430995
1685,2013,227.0032,Mont-roig del Camp,430923
1686,2013,8.107,"Nou de Gaià, la",430976
1687,2013,6.8903,Miravet,430846
1688,2013,28.7903,"Morell, el",430957
1689,2013,55.1586,Móra d'Ebre,430939
1690,2013,8.0486,Mont-ral,430918
1691,2013,147.5019,"Montmell, el",430901
1692,2013,3.6702,Montferri,430897
1693,2013,23.8585,Montbrió del Camp,430884
1694,2013,71.3325,Montblanc,430862
1695,2013,3.9611,"Molar, el",430859
1696,2013,6.1212,Nulles,430982
1697,2013,7.4512,Bot,430326
1698,2013,2.7412,Colldejou,430458
1699,2013,2.7402,Capçanes,430402
1700,2013,2.9687,Capafonts,430398
1701,2013,357.4352,Cambrils,430385
1702,2013,371.9025,Calafell,430379
1703,2013,49.8027,Cabra del Camp,430363
1704,2013,3.9719,Cabacés,430350
1705,2013,48.108,Castellvell del Camp,430424
1706,2013,10.5699,Botarell,430332
1707,2013,107.4145,"Sénia, la",430445
1708,2013,19.4138,"Borges del Camp, les",430311
1709,2013,16.6182,Bonastre,430304
1710,2013,5.4579,Blancafort,430290
1711,2013,152.3353,"Bisbal del Penedès, la",430287
1712,2013,1.7568,"Bisbal de Falset, la",430271
1713,2013,4.9256,"Piles, les",431055
1714,2013,120.9784,Torredembarra,431536
1715,2013,10.4991,Benissanet,430265
1716,2013,10.1769,Bràfim,430347
1717,2013,29.6122,"Espluga de Francolí, l'",430542
1718,2013,6.2859,"Galera, la",430635
1719,2013,3.9676,Freginals,430629
1720,2013,2.8439,Forès,430614
1721,2013,54.6129,Flix,430607
1722,2013,5.3438,Figuerola del Camp,430593
1723,2013,2.1679,"Figuera, la",430580
1724,2013,0.9546,"Febró, la",430574
1725,2013,4.3883,Caseres,430419
1726,2013,33.5555,Falset,430555
1727,2013,26.3704,Gandesa,430640
1728,2013,3.9358,Duesaigües,430537
1729,2013,8.9108,Xerta,430521
1730,2013,157.4162,Cunit,430516
1731,2013,59.4464,Creixell,430509
1732,2013,15.7319,Cornudella de Montsant,430496
1733,2013,12.5677,Corbera d'Ebre,430483
1734,2013,151.1344,Constantí,430477
1735,2013,2.385,Conesa,430461
1736,2013,10.7083,"Fatarella, la",430568
1737,2013,2.0845,Vallclara,431589
1738,2013,2.8476,"Torre de Fontaubella, la",431515
1739,2013,13.3607,Vilallonga del Camp,431665
1740,2013,11.3409,Vilabella,431652
1741,2013,15.1064,Vespella de Gaià,431649
1742,2013,359.9403,"Vendrell, el",431634
1743,2013,157.6802,Vandellòs i l'Hospitalet de l'Infant,431628
1744,2013,107.1653,Valls,431613
1745,2013,5.4697,Vilanova de Prades,431687
1746,2013,4.4993,Vallfogona de Riucorb,431592
1747,2013,3.6634,Vilaplana,431690
1748,2013,5.1759,Ulldemolins,431573
1749,2013,63.5611,Ulldecona,431567
1750,2013,379.1795,Tortosa,431554
1751,2013,2.428,Torroja del Priorat,431541
1752,2013,6.1599,"Torre de l'Espanyol, la",431520
1753,2013,18.7837,Tivissa,431508
1754,2013,8.3583,Tivenys,431495
1755,2013,1347.9189,Tarragona,431482
1756,2013,25.9745,Vallmoll,431606
1757,2013,18.2717,Vinyols i els Arcs,431785
1758,2013,7.5255,Benifallet,430252
1759,2013,0.0,Medinyà,171045
1760,2013,0.0,"Canonja, la",439076
1761,2013,87.5622,"Ampolla, l'",439060
1762,2013,215.5918,Salou,439057
1763,2013,57.1433,"Aldea, l'",439044
1764,2013,44.1919,Camarles,439039
1765,2013,9.5624,Vilanova d'Escornalbou,431671
1766,2013,137.5396,Deltebre,439018
1767,2013,51.3315,"Selva del Camp, la",431457
1768,2013,6.3231,Vinebre,431779
1769,2013,13.4194,Vimbodí i Poblet,431763
1770,2013,8.9899,Vilalba dels Arcs,431750
1771,2013,2.7699,"Vilella Baixa, la",431747
1772,2013,1.566,"Vilella Alta, la",431732
1773,2013,7.0157,Vilaverd,431726
1774,2013,147.724,Vila-seca,431711
1775,2013,11.6638,Vila-rodona,431704
1776,2013,41.9156,Sant Jaume d'Enveja,439023
1777,2013,1.1834,Pradell de la Teixeta,431153
1778,2013,11.7197,"Riba, la",431248
1779,2013,353.4834,Reus,431233
1780,2013,2.4838,Renau,431227
1781,2013,10.3462,Rasquera,431212
1782,2013,50.2949,Querol,431205
1783,2013,10.6813,Puigpelat,431191
1784,2013,36.8638,Pratdip,431188
1785,2013,8.7655,Solivella,431476
1786,2013,32.4334,Prades,431166
1787,2013,21.6397,Riudecanyes,431270
1788,2013,5.7532,Porrera,431140
1789,2013,9.1413,"Pont d'Armentera, el",431135
1790,2013,3.7844,Poboleda,431129
1791,2013,61.2744,"Pobla de Montornès, la",431114
1792,2013,8.032,"Pobla de Massaluca, la",431107
1793,2013,26.1561,"Pobla de Mafumet, la",431093
1794,2013,20.9523,"Pla de Santa Maria, el",431080
1795,2013,20.7158,Pira,431074
1796,2013,3.4037,Prat de Comte,431172
1797,2013,11.3985,Salomó,431359
1798,2013,9.2688,"Pinell de Brai, el",431068
1799,2013,19.8831,"Secuita, la",431444
1800,2013,3.365,Savallà del Comtat,431439
1801,2013,29.266,Sarral,431423
1802,2013,3.5708,Pontils,431418
1803,2013,88.1429,Santa Oliva,431401
1804,2013,49.6555,Santa Coloma de Queralt,431397
1805,2013,44.1531,Santa Bàrbara,431384
1806,2013,20.6262,Riba-roja d'Ebre,431251
1807,2013,117.1946,Sant Carles de la Ràpita,431362
1808,2013,25.0157,"Riera de Gaià, la",431264
1809,2013,3.3632,"Rourell, el",431346
1810,2013,92.0367,Roquetes,431331
1811,2013,11.8543,Rodonyà,431325
1812,2013,146.1745,Roda de Berà,431310
1813,2013,4.4028,Rocafort de Queralt,431303
1814,2013,26.9874,Riudoms,431299
1815,2013,9.805,Riudecols,431286
1816,2013,1.8657,Senan,431460
1817,2013,39.6534,Sant Jaume dels Domenys,431378
1818,2013,38.7941,Cardona,080478
1819,2013,489.5252,Castelldefels,080569
1820,2013,6.0954,Castellcir,080556
1821,2013,402.8973,Castellbisbal,080543
1822,2013,71.4223,Castellbell i el Vilar,080538
1823,2013,4.9952,Castellar de n'Hug,080522
1824,2013,289.685,Castellar del Vallès,080517
1825,2013,0.0,Castellar del Riu,080500
1826,2013,8.5106,Alpens,080044
1827,2013,7.4839,Carme,080484
1828,2013,3.5313,Castellfollit del Boix,080594
1829,2013,106.3286,Cardedeu,080462
1830,2013,0.0,Capolat,080459
1831,2013,19.5586,Capellades,080446
1832,2013,83.4577,Abrera,080018
1833,2013,4.4227,Aguilar de Segarra,080023
1834,2013,92.9011,Alella,080039
1835,2013,18.8806,Casserres,080497
1836,2013,221.3405,Cervelló,080689
1837,2013,157.0065,Esparreguera,080765
1838,2013,144.476,Dosrius,080752
1839,2013,81.9403,Canyelles,080431
1840,2013,100.8327,Cubelles,080749
1841,2013,301.8496,Cornellà de Llobregat,080734
1842,2013,305.0542,Corbera de Llobregat,080728
1843,2013,3.9306,Copons,080713
1844,2013,0.9704,Castell de l'Areny,080575
1845,2013,48.6337,Collbató,080692
1846,2013,73.801,Castellet i la Gornal,080581
1847,2013,39.3756,Centelles,080673
1848,2013,58.968,Castellví de Rosanes,080667
1849,2013,10.2452,Castellví de la Marca,080654
1850,2013,14.2342,Castellolí,080636
1851,2013,43.9955,Castellgalí,080615
1852,2013,1.3487,Castellfollit de Riubregós,080608
1853,2013,42.0859,Castellnou de Bages,080620
1854,2013,8.3473,Collsuspina,080706
1855,2013,4.0826,Calonge,080364
1856,2013,7.6725,"Brull, el",080266
1857,2013,8.3682,"Cabanyes, les",080272
1858,2013,75.1004,Cabrera d'Anoia,080288
1859,2013,39.998,Cabrera de Mar,080291
1860,2013,103.6562,Cabrils,080305
1861,2013,38.2388,Calaf,080312
1862,2013,183.3703,Caldes de Montbui,080333
1863,2013,37.7864,"Bruc, el",080253
1864,2013,80.7427,Calella,080351
1865,2013,22.6441,Caldes d'Estrac,080327
1866,2013,19.8179,Calldetenes,080370
1867,2013,15.881,Callús,080386
1868,2013,170.5546,"Ametlla del Vallès, l'",080057
1869,2013,25.1595,Castellterçol,080641
1870,2013,55.688,Cànoves i Samalús,080425
1871,2013,10.2406,Campins,080399
1872,2013,45.8668,Canet de Mar,080403
1873,2013,58.4505,Canovelles,080410
1874,2013,29.2541,Calders,080348
1875,2013,778.8255,Badalona,080155
1876,2013,83.1408,Arenys de Munt,080076
1877,2013,2.2735,Argençola,080082
1878,2013,106.0123,Argentona,080095
1879,2013,50.87,Artés,080109
1880,2013,19.6665,Avià,080116
1881,2013,8.5091,Borredà,080240
1882,2013,19.216,Avinyó,080121
1883,2013,85.1217,Arenys de Mar,080060
1884,2013,28.7896,Aiguafreda,080142
1885,2013,18.9736,Bagà,080168
1886,2013,113.1292,Begues,080207
1887,2013,197.9205,Bigues i Riells,080235
1888,2013,32.7121,Balenyà,080174
1889,2013,90.2602,Berga,080229
1890,2013,47.8384,Balsareny,080180
1891,2013,5708.9193,Barcelona,080193
1892,2013,1.0822,Bellprat,080214
1893,2013,36.6904,Avinyonet del Penedès,080137
1894,2014,10.7962,Oristà,081516
1895,2014,115.6744,Montgat,081265
1896,2014,8.299,"Masies de Roda, les",081167
1897,2014,43.517,"Masies de Voltregà, les",081173
1898,2014,146.8724,"Masnou, el",081189
1899,2014,131.5931,Masquefa,081192
1900,2014,362.2096,Matadepera,081206
1901,2014,388.2111,Mataró,081213
1902,2014,77.5754,Mediona,081228
1903,2014,155.3815,Molins de Rei,081234
1904,2014,91.8257,Montmeló,081350
1905,2014,315.8115,Montcada i Reixac,081252
1906,2014,353.4924,Manresa,081136
1907,2014,42.4427,Monistrol de Montserrat,081271
1908,2014,13.4266,Monistrol de Calders,081287
1909,2014,41.9806,Muntanyola,081290
1910,2014,0.4855,Montclar,081304
1911,2014,10.6706,Montesquiu,081311
1912,2014,8.0642,Montmajor,081326
1913,2014,9.1309,Montmaneu,081332
1914,2014,24.1149,Olost,081496
1915,2014,317.3325,Mollet del Vallès,081249
1916,2014,13.1968,"Llacuna, la",081043
1917,2014,16.5155,"Granada, la",080945
1918,2014,2.334,Granera,080958
1919,2014,307.5384,Granollers,080961
1920,2014,14.294,Gualba,080977
1921,2014,43.6163,Sant Salvador de Guardiola,080983
1922,2014,11.7626,Guardiola de Berguedà,080996
1923,2014,55.7704,Gurb,081000
1924,2014,600.3267,"Hospitalet de Llobregat, l'",081017
1925,2014,62.6983,Martorelles,081154
1926,2014,17.2337,Jorba,081038
1927,2014,150.3368,Martorell,081141
1928,2014,29.8864,"Llagosta, la",081056
1929,2014,114.0579,Llinars del Vallès,081069
1930,2014,231.8257,Lliçà d'Amunt,081075
1931,2014,113.6103,Lliçà de Vall,081081
1932,2014,4.6941,Lluçà,081094
1933,2014,92.5002,Malgrat de Mar,081108
1934,2014,0.0,Malla,081115
1935,2014,116.0702,Manlleu,081120
1936,2014,66.8675,Montornès del Vallès,081363
1937,2014,289.6741,Igualada,081022
1938,2014,20.6381,Prats de Lluçanès,081712
1939,2014,298.1646,Piera,081614
1940,2014,25.966,"Hostalets de Pierola, els",081629
1941,2014,116.052,Pineda de Mar,081635
1942,2014,17.0619,"Pla del Penedès, el",081640
1943,2014,19.1829,"Pobla de Claramunt, la",081653
1944,2014,13.0308,"Pobla de Lillet, la",081666
1945,2014,83.5503,Polinyà,081672
1946,2014,22.9663,Pontons,081688
1947,2014,14.1559,Figaró-Montmany,081347
1948,2014,7.3001,"Prats de Rei, els",081705
1949,2014,59.4146,"Papiol, el",081580
1950,2014,66.1466,Premià de Mar,081727
1951,2014,6.1387,Puigdàlber,081748
1952,2014,75.4077,Puig-reig,081751
1953,2014,7.4595,Pujalt,081764
1954,2014,0.6371,"Quar, la",081770
1955,2014,7.5001,Rajadell,081786
1956,2014,32.6111,Rellinars,081799
1957,2014,189.3321,Ripollet,081803
1958,2014,380.8638,"Prat de Llobregat, el",081691
1959,2014,69.7905,Olesa de Montserrat,081477
1960,2014,1.5558,Montseny,081379
1961,2014,54.4367,Moià,081385
1962,2014,8.7608,Mura,081398
1963,2014,60.629,Navarcles,081402
1964,2014,41.8124,Navàs,081419
1965,2014,3.0823,"Nou de Berguedà, la",081424
1966,2014,64.5336,Òdena,081430
1967,2014,16.3251,Olvan,081445
1968,2014,11.5798,Perafita,081607
1969,2014,19.2708,Olesa de Bonesvalls,081461
1970,2014,166.6702,Parets del Vallès,081593
1971,2014,135.4332,Olivella,081483
1972,2014,13.4474,Orís,081509
1973,2014,3.1027,Orpí,081521
1974,2014,16.4171,Òrrius,081537
1975,2014,17.5177,Pacs del Penedès,081542
1976,2014,94.6254,Palafolls,081555
1977,2014,76.0157,Palau-solità i Plegamans,081568
1978,2014,121.8174,Pallejà,081574
1979,2014,76.7672,Gelida,080919
1980,2014,114.1662,Olèrdola,081458
1981,2014,10.2407,Campins,080399
1982,2014,39.9981,Cabrera de Mar,080291
1983,2014,103.3171,Cabrils,080305
1984,2014,38.2389,Calaf,080312
1985,2014,22.6441,Caldes d'Estrac,080327
1986,2014,183.3686,Caldes de Montbui,080333
1987,2014,29.2542,Calders,080348
1988,2014,80.743,Calella,080351
1989,2014,4.0827,Calonge,080364
1990,2014,0.0,Gisclareny,080930
1991,2014,15.881,Callús,080386
1992,2014,7.6725,"Brull, el",080266
1993,2014,45.8669,Canet de Mar,080403
1994,2014,58.8172,Canovelles,080410
1995,2014,55.6882,Cànoves i Samalús,080425
1996,2014,81.9405,Canyelles,080431
1997,2014,19.5587,Capellades,080446
1998,2014,0.0,Capolat,080459
1999,2014,106.3289,Cardedeu,080462
2000,2014,38.7942,Cardona,080478
2001,2014,19.8179,Calldetenes,080370
2002,2014,33.327,Balenyà,080174
2003,2014,83.141,Arenys de Munt,080076
2004,2014,2.2735,Argençola,080082
2005,2014,106.0126,Argentona,080095
2006,2014,50.8701,Artés,080109
2007,2014,19.6666,Avià,080116
2008,2014,55.4367,Avinyó,080121
2009,2014,36.6394,Avinyonet del Penedès,080137
2010,2014,28.7897,Aiguafreda,080142
2011,2014,75.6792,Cabrera d'Anoia,080288
2012,2014,18.9737,Bagà,080168
2013,2014,8.3682,"Cabanyes, les",080272
2014,2014,47.8385,Balsareny,080180
2015,2014,5718.1792,Barcelona,080193
2016,2014,113.1299,Begues,080207
2017,2014,1.0822,Bellprat,080214
2018,2014,94.6922,Berga,080229
2019,2014,197.9211,Bigues i Riells,080235
2020,2014,8.5091,Borredà,080240
2021,2014,37.7865,"Bruc, el",080253
2022,2014,0.0,Castellar del Riu,080500
2023,2014,776.9116,Badalona,080155
2024,2014,68.9506,Fogars de la Selva,080826
2025,2014,7.4839,Carme,080484
2026,2014,308.3147,Cornellà de Llobregat,080734
2027,2014,100.833,Cubelles,080749
2028,2014,144.4764,Dosrius,080752
2029,2014,137.2758,Esparreguera,080765
2030,2014,190.6874,Esplugues de Llobregat,080771
2031,2014,2.2521,"Espunyola, l'",080787
2032,2014,11.9474,"Estany, l'",080790
2033,2014,3.9306,Copons,080713
2034,2014,7.1502,Fogars de Montclús,080811
2035,2014,8.3474,Collsuspina,080706
2036,2014,20.9087,Folgueroles,080832
2037,2014,47.6012,Fonollosa,080847
2038,2014,21.5342,Font-rubí,080850
2039,2014,142.765,"Franqueses del Vallès, les",080863
2040,2014,6.8718,Gallifa,080879
2041,2014,118.6769,"Garriga, la",080885
2042,2014,306.1632,Gavà,080898
2043,2014,2.3578,Gaià,080902
2044,2014,85.122,Arenys de Mar,080060
2045,2014,1.055,Fígols,080804
2046,2014,1.3487,Castellfollit de Riubregós,080608
2047,2014,64.4985,Gironella,080924
