,Literal,Codi,Any,Renda
3940,Sant Boi de Llobregat,082009,2018,24.8
3941,Sant Carles de la Ràpita,431362,2018,18.4
3942,Sant Cebrià de Vallalta,082037,2018,19.4
3943,Sant Celoni,082021,2018,16.2
3944,Sant Climent de Llobregat,082042,2018,14.4
3945,Sant Cugat del Vallès,082055,2018,19.0
3946,Sant Esteve de Palautordera,082074,2018,16.4
3947,Sant Esteve Sesrovires,082080,2018,19.0
3948,Sant Feliu de Codines,082107,2018,21.5
3949,Sant Feliu de Guíxols,171609,2018,19.2
3950,Sant Feliu de Llobregat,082114,2018,15.1
3951,Sant Feliu de Pallerols,171616,2018,15.5
3952,Sant Fost de Campsentelles,082093,2018,17.8
3953,Sant Fruitós de Bages,082135,2018,16.9
3954,Sant Gregori,171637,2018,12.8
3955,Sant Guim de Freixenet,251924,2018,14.8
3956,Sant Hilari Sacalm,171642,2018,17.9
3957,Sant Hipòlit de Voltregà,082153,2018,16.4
3958,Sant Iscle de Vallalta,081939,2018,19.4
3959,Sant Jaume d'Enveja,439023,2018,18.2
3960,Sant Jaume dels Domenys,431378,2018,18.4
3961,Sant Joan de les Abadesses,171674,2018,20.0
3962,Sant Joan de Vilatorrada,082188,2018,17.6
3963,Sant Joan Despí,082172,2018,29.6
3964,Sant Joan les Fonts,171851,2018,17.2
3965,Sant Julià de Ramis,171693,2018,16.5
3966,Sant Julià de Vilatorta,082205,2018,15.0
3967,Sant Julià del Llor i Bonmatí,179032,2018,17.6
3968,Sant Just Desvern,082212,2018,15.4
3969,Sant Llorenç d'Hortons,082227,2018,16.4
3970,Sant Llorenç Savall,082233,2018,16.7
3971,Sant Martí de Centelles,082248,2018,17.7
3972,Sant Martí de Tous,082264,2018,18.1
3973,Sant Martí Sarroca,082270,2018,14.0
3974,Sant Pere de Ribes,082310,2018,19.4
3975,Sant Pere de Riudebitlles,082325,2018,14.9
3976,Sant Pere de Torelló,082331,2018,17.5
3977,Sant Pere de Vilamajor,082346,2018,22.7
3978,Sant Pere Pescador,171788,2018,17.6
3979,Sant Pol de Mar,082359,2018,16.9
3980,Sant Quintí de Mediona,082362,2018,14.9
3981,Sant Quirze de Besora,082378,2018,22.9
3982,Sant Quirze del Vallès,082384,2018,21.6
3983,Sant Sadurní d'Anoia,082401,2018,16.3
3984,Sant Salvador de Guardiola,080983,2018,12.7
3985,Sant Vicenç de Castellet,082628,2018,18.4
3986,Sant Vicenç de Montalt,082649,2018,15.4
3987,Sant Vicenç de Torelló,082652,2018,14.2
3988,Sant Vicenç dels Horts,082634,2018,16.1
3989,Santa Bàrbara,431384,2018,16.5
3990,Santa Coloma de Cervelló,082444,2018,17.5
3991,Santa Coloma de Farners,171805,2018,18.7
3992,Santa Coloma de Gramenet,082457,2018,18.8
3993,Santa Coloma de Queralt,431397,2018,12.1
3994,Santa Cristina d'Aro,171812,2018,16.0
3995,Santa Eugènia de Berga,082460,2018,17.7
3996,Santa Eulàlia de Riuprimer,082476,2018,16.7
3997,Santa Eulàlia de Ronçana,082482,2018,13.4
3998,Santa Margarida de Montbui,082508,2018,17.9
3999,Santa Margarida i els Monjos,082515,2018,16.3
4000,Santa Maria d'Oló,082589,2018,16.3
4001,Santa Maria de Palautordera,082592,2018,18.1
4002,Santa Oliva,431401,2018,14.3
4003,Santa Pau,171848,2018,17.6
4004,Santa Perpètua de Mogoda,082606,2018,16.5
4005,Santa Susanna,082613,2018,15.2
4006,Santpedor,081923,2018,11.9
4007,Sarral,431423,2018,17.5
4008,Sarrià de Ter,171864,2018,16.4
4009,"Secuita, la",431444,2018,12.9
4010,"Selva del Camp, la",431457,2018,14.0
4011,"Sénia, la",430445,2018,18.5
4012,Sentmenat,082671,2018,15.5
4013,Serinyà,171903,2018,21.8
4014,Seròs,252043,2018,14.6
4015,"Seu d'Urgell, la",252038,2018,16.1
4016,Seva,082690,2018,14.3
4017,Sils,171931,2018,16.8
4018,Sitges,082704,2018,17.4
4019,Solsona,252075,2018,18.5
4020,Sort,252094,2018,16.1
4021,Soses,252108,2018,14.3
4022,Subirats,082732,2018,24.7
4023,Súria,082747,2018,14.1
4024,Taradell,082785,2018,16.9
4025,Tarragona,431482,2018,23.6
4026,Tàrrega,252173,2018,14.4
4027,Teià,082819,2018,17.6
4028,Térmens,252206,2018,15.8
4029,Terrassa,082798,2018,14.2
4030,Tiana,082824,2018,17.7
4031,Tivissa,431508,2018,15.9
4032,Tona,082830,2018,14.0
4033,Torà,252234,2018,16.0
4034,Tordera,082845,2018,13.2
4035,Torelló,082858,2018,17.8
4036,"Torre de Claramunt, la",082861,2018,12.9
4037,Torredembarra,431536,2018,19.2
4038,Torrefarrera,252287,2018,12.5
4039,Torregrossa,252304,2018,14.0
4040,Torrelavit,082877,2018,14.7
4041,Torrelles de Foix,082883,2018,13.6
4042,Torrelles de Llobregat,082896,2018,15.5
4043,Torres de Segre,252326,2018,13.2
4044,Torroella de Montgrí,171997,2018,18.8
4045,Tortosa,431554,2018,12.4
4046,Tossa de Mar,172023,2018,17.4
4047,Tremp,252347,2018,18.4
4048,Ullà,172044,2018,20.3
4049,Ullastrell,082900,2018,15.9
4050,Ulldecona,431567,2018,17.1
4051,Vacarisses,082917,2018,14.8
4052,"Vall d'en Bas, la",172076,2018,17.5
4053,"Vall de Bianya, la",172082,2018,18.1
4054,"Vall de Boí, la",250432,2018,15.8
4055,Vallbona d'Anoia,082922,2018,23.0
4056,Vallfogona de Balaguer,252402,2018,16.0
4057,Vallgorguina,082943,2018,14.9
4058,Vallirana,082956,2018,14.9
4059,Vallmoll,431606,2018,15.9
4060,Vallromanes,082969,2018,16.5
4061,Valls,431613,2018,15.4
4062,Vandellòs i l'Hospitalet de l'Infant,431628,2018,15.8
4063,"Vendrell, el",431634,2018,19.5
4064,Verdú,252424,2018,17.2
4065,Verges,172116,2018,18.9
4066,Vic,082981,2018,18.4
4067,Vidreres,172137,2018,16.1
4068,Vielha e Mijaran,252430,2018,16.5
4069,Vilablareix,172155,2018,16.2
4070,Viladecans,083015,2018,15.2
4071,Viladecavalls,083008,2018,15.3
4072,Viladrau,172207,2018,14.4
4073,Vilafant,172214,2018,15.3
4074,Vilafranca del Penedès,083054,2018,14.2
4075,Vilajuïga,172235,2018,20.7
4076,Vilallonga del Camp,431665,2018,17.0
4077,Vilamalla,172266,2018,14.5
4078,Vilanova de Bellpuig,252483,2018,13.9
4079,Vilanova de la Barca,252542,2018,20.9
4080,Vilanova del Camí,083020,2018,20.6
4081,Vilanova del Vallès,089024,2018,17.3
4082,Vilanova i la Geltrú,083073,2018,16.3
4083,Vila-rodona,431704,2018,15.8
4084,Vila-seca,431711,2018,14.5
4085,Vilassar de Dalt,082140,2018,17.6
