,Literal,Codi,Any,Renda
1995,Ivars d'Urgell,251137,2014,12.9
1996,"Jonquera, la",170865,2014,14.8
1997,Juneda,251193,2014,13.2
1998,Linyola,251229,2014,13.3
1999,"Llagosta, la",081056,2014,14.5
2000,Llagostera,170890,2014,14.7
2001,Llançà,170926,2014,16.6
2002,Lleida,251207,2014,18.3
2003,Llers,170932,2014,15.1
2004,Lliçà d'Amunt,081075,2014,12.7
2005,Lliçà de Vall,081081,2014,13.9
2006,Llinars del Vallès,081069,2014,10.0
2007,Llívia,170947,2014,12.8
2008,Llorenç del Penedès,430748,2014,13.8
2009,Lloret de Mar,170950,2014,13.6
2010,Maçanet de la Selva,171030,2014,15.0
2011,Malgrat de Mar,081108,2014,14.8
2012,Manlleu,081120,2014,16.9
2013,Manresa,081136,2014,11.9
2014,Martorell,081141,2014,15.9
2015,Martorelles,081154,2014,18.8
2016,Masdenverge,430786,2014,14.8
2017,"Masies de Voltregà, les",081173,2014,21.6
2018,"Masnou, el",081189,2014,13.8
2019,Masquefa,081192,2014,13.7
2020,Matadepera,081206,2014,13.3
2021,Mataró,081213,2014,14.1
2022,Mediona,081228,2014,18.6
2023,Miralcamp,251351,2014,12.5
2024,Moià,081385,2014,15.3
2025,Molins de Rei,081234,2014,14.9
2026,Mollerussa,251370,2014,15.1
2027,Mollet del Vallès,081249,2014,13.4
2028,Monistrol de Montserrat,081271,2014,15.5
2029,Montblanc,430862,2014,12.5
2030,Montbrió del Camp,430884,2014,18.3
2031,Montcada i Reixac,081252,2014,11.2
2032,Montferrer i Castellbò,251403,2014,15.8
2033,Montgat,081265,2014,14.7
2034,"Montmell, el",430901,2014,15.0
2035,Montmeló,081350,2014,12.1
2036,Montornès del Vallès,081363,2014,14.4
2037,Mont-ras,171100,2014,12.8
2038,Mont-roig del Camp,430923,2014,14.5
2039,Móra d'Ebre,430939,2014,12.6
2040,Móra la Nova,430944,2014,15.5
2041,"Morell, el",430957,2014,15.2
2042,Naut Aran,250254,2014,14.7
2043,Navarcles,081402,2014,14.1
2044,Navàs,081419,2014,15.6
2045,Navata,171117,2014,16.1
2046,Òdena,081430,2014,15.4
2047,Olèrdola,081458,2014,14.5
2048,Olesa de Bonesvalls,081461,2014,15.7
2049,Olesa de Montserrat,081477,2014,15.5
2050,Oliana,251497,2014,14.8
2051,Olivella,081483,2014,13.7
2052,Olost,081496,2014,11.6
2053,Olot,171143,2014,13.5
2054,Os de Balaguer,251569,2014,14.5
2055,Palafolls,081555,2014,11.5
2056,Palafrugell,171175,2014,16.7
2057,Palamós,171181,2014,16.5
2058,"Palau d'Anglesola, el",251581,2014,17.9
2059,Palau-saverdera,171208,2014,17.1
2060,Palau-solità i Plegamans,081568,2014,15.1
2061,"Pallaresos, els",431009,2014,15.9
2062,Pallejà,081574,2014,16.4
2063,"Palma de Cervelló, la",089058,2014,14.3
2064,Pals,171241,2014,16.4
2065,"Papiol, el",081580,2014,10.4
2066,Parets del Vallès,081593,2014,13.9
2067,Perafort,431037,2014,12.9
2068,Peralada,171328,2014,13.3
2069,"Perelló, el",431042,2014,13.8
2070,Piera,081614,2014,16.1
2071,Pineda de Mar,081635,2014,15.1
2072,"Pla de Santa Maria, el",431080,2014,17.1
2073,"Pla del Penedès, el",081640,2014,11.0
2074,"Planes d'Hostoles, les",171334,2014,13.6
2075,"Pobla de Claramunt, la",081653,2014,15.2
2076,"Pobla de Lillet, la",081666,2014,15.6
2077,"Pobla de Mafumet, la",431093,2014,14.5
2078,"Pobla de Montornès, la",431114,2014,13.3
2079,"Pobla de Segur, la",251713,2014,14.1
2080,Polinyà,081672,2014,15.2
2081,"Pont de Suert, el",251734,2014,15.5
2082,"Pont de Vilomara i Rocafort, el",081825,2014,16.6
2083,Ponts,251728,2014,15.6
2084,Porqueres,171371,2014,19.2
2085,Portbou,171387,2014,16.6
2086,"Prat de Llobregat, el",081691,2014,15.6
2087,Prats de Lluçanès,081712,2014,12.0
2088,Premià de Dalt,082303,2014,13.2
2089,Premià de Mar,081727,2014,15.7
2090,"Preses, les",171390,2014,13.8
2091,Puigcerdà,171411,2014,16.1
2092,Puigpelat,431191,2014,13.8
2093,Puig-reig,081751,2014,15.1
2094,Puigverd de Lleida,251826,2014,16.0
2095,Quart,171426,2014,14.8
2096,Reus,431233,2014,15.0
2097,Riba-roja d'Ebre,431251,2014,15.7
2098,Ribes de Freser,171450,2014,15.1
2099,Riells i Viabrea,171463,2014,14.3
2100,"Riera de Gaià, la",431264,2014,14.0
2101,Ripoll,171479,2014,14.3
2102,Ripollet,081803,2014,16.7
2103,Riudarenes,171485,2014,12.9
2104,Riudecanyes,431270,2014,17.0
2105,Riudecols,431286,2014,13.5
2106,Riudellots de la Selva,171501,2014,15.0
2107,Riudoms,431299,2014,12.5
2108,"Roca del Vallès, la",081810,2014,11.0
2109,Roda de Berà,431310,2014,13.8
2110,Roda de Ter,081831,2014,14.9
2111,Roquetes,431331,2014,15.9
2112,Roses,171523,2014,16.5
2113,Rosselló,251898,2014,11.6
2114,Rubí,081846,2014,10.9
2115,Sabadell,081878,2014,14.5
2116,Sallent,081918,2014,15.5
2117,Salou,439057,2014,18.3
2118,Salt,171557,2014,16.6
2119,Sant Adrià de Besòs,081944,2014,15.8
2120,Sant Andreu de la Barca,081960,2014,11.1
2121,Sant Andreu de Llavaneres,081976,2014,16.1
2122,Sant Antoni de Vilamajor,081982,2014,14.7
2123,Sant Bartomeu del Grau,081995,2014,17.0
2124,Sant Boi de Llobregat,082009,2014,20.8
2125,Sant Carles de la Ràpita,431362,2014,15.8
2126,Sant Cebrià de Vallalta,082037,2014,17.4
2127,Sant Celoni,082021,2014,14.6
2128,Sant Climent de Llobregat,082042,2014,13.0
2129,Sant Cugat del Vallès,082055,2014,17.7
2130,Sant Esteve de Palautordera,082074,2014,14.8
2131,Sant Esteve Sesrovires,082080,2014,17.7
2132,Sant Feliu de Codines,082107,2014,17.2
2133,Sant Feliu de Guíxols,171609,2014,16.9
2134,Sant Feliu de Llobregat,082114,2014,12.8
2135,Sant Feliu de Pallerols,171616,2014,14.0
2136,Sant Fost de Campsentelles,082093,2014,16.0
2137,Sant Fruitós de Bages,082135,2014,14.8
2138,Sant Gregori,171637,2014,11.0
2139,Sant Guim de Freixenet,251924,2014,13.7
2140,Sant Hilari Sacalm,171642,2014,16.8
2141,Sant Hipòlit de Voltregà,082153,2014,15.3
2142,Sant Iscle de Vallalta,081939,2014,18.6
2143,Sant Jaume d'Enveja,439023,2014,16.4
2144,Sant Jaume dels Domenys,431378,2014,16.9
2145,Sant Joan de les Abadesses,171674,2014,17.1
2146,Sant Joan de Vilatorrada,082188,2014,17.0
2147,Sant Joan Despí,082172,2014,22.6
2148,Sant Joan les Fonts,171851,2014,16.2
2149,Sant Julià de Ramis,171693,2014,15.1
2150,Sant Julià de Vilatorta,082205,2014,13.2
2151,Sant Julià del Llor i Bonmatí,179032,2014,14.6
2152,Sant Just Desvern,082212,2014,14.3
2153,Sant Llorenç d'Hortons,082227,2014,14.9
2154,Sant Llorenç Savall,082233,2014,16.0
2155,Sant Martí de Centelles,082248,2014,15.4
2156,Sant Martí de Tous,082264,2014,16.8
2157,Sant Martí Sarroca,082270,2014,10.9
2158,Sant Pere de Ribes,082310,2014,17.2
2159,Sant Pere de Riudebitlles,082325,2014,13.1
2160,Sant Pere de Torelló,082331,2014,15.9
2161,Sant Pere de Vilamajor,082346,2014,20.5
2162,Sant Pere Pescador,171788,2014,16.7
2163,Sant Pol de Mar,082359,2014,14.9
2164,Sant Quintí de Mediona,082362,2014,13.6
2165,Sant Quirze de Besora,082378,2014,19.7
2166,Sant Quirze del Vallès,082384,2014,17.3
2167,Sant Sadurní d'Anoia,082401,2014,14.7
2168,Sant Salvador de Guardiola,080983,2014,11.8
2169,Sant Vicenç de Castellet,082628,2014,17.7
2170,Sant Vicenç de Montalt,082649,2014,13.5
2171,Sant Vicenç de Torelló,082652,2014,13.7
2172,Sant Vicenç dels Horts,082634,2014,13.7
2173,Santa Bàrbara,431384,2014,13.7
2174,Santa Coloma de Cervelló,082444,2014,16.0
2175,Santa Coloma de Farners,171805,2014,15.1
2176,Santa Coloma de Gramenet,082457,2014,16.1
2177,Santa Coloma de Queralt,431397,2014,10.9
2178,Santa Cristina d'Aro,171812,2014,15.1
2179,Santa Eugènia de Berga,082460,2014,15.5
2180,Santa Eulàlia de Riuprimer,082476,2014,15.0
2181,Santa Eulàlia de Ronçana,082482,2014,12.3
2182,Santa Margarida de Montbui,082508,2014,17.0
2183,Santa Margarida i els Monjos,082515,2014,15.6
2184,Santa Maria d'Oló,082589,2014,14.9
2185,Santa Maria de Palautordera,082592,2014,16.6
2186,Santa Oliva,431401,2014,13.1
2187,Santa Pau,171848,2014,16.4
2188,Santa Perpètua de Mogoda,082606,2014,17.6
2189,Santa Susanna,082613,2014,14.2
2190,Santpedor,081923,2014,10.5
2191,Sarral,431423,2014,15.6
2192,Sarrià de Ter,171864,2014,14.3
2193,"Secuita, la",431444,2014,12.9
2194,"Selva del Camp, la",431457,2014,12.6
2195,"Sénia, la",430445,2014,16.4
2196,Sentmenat,082671,2014,14.0
2197,Serinyà,171903,2014,17.4
2198,Seròs,252043,2014,13.2
2199,"Seu d'Urgell, la",252038,2014,13.9
2200,Seva,082690,2014,13.3
2201,Sils,171931,2014,15.6
2202,Sitges,082704,2014,16.5
2203,Solsona,252075,2014,16.0
2204,Sort,252094,2014,15.3
2205,Soses,252108,2014,13.0
2206,Subirats,082732,2014,20.7
2207,Súria,082747,2014,12.0
2208,Taradell,082785,2014,15.3
2209,Tarragona,431482,2014,21.0
2210,Tàrrega,252173,2014,12.6
2211,Teià,082819,2014,15.9
2212,Térmens,252206,2014,14.5
2213,Terrassa,082798,2014,12.5
2214,Tiana,082824,2014,15.5
2215,Tivissa,431508,2014,14.3
2216,Tona,082830,2014,13.0
2217,Torà,252234,2014,14.5
2218,Tordera,082845,2014,12.9
2219,Torelló,082858,2014,16.0
2220,"Torre de Claramunt, la",082861,2014,11.9
2221,Torredembarra,431536,2014,17.3
2222,Torrefarrera,252287,2014,12.4
2223,Torregrossa,252304,2014,12.7
2224,Torrelavit,082877,2014,13.1
2225,Torrelles de Foix,082883,2014,12.7
2226,Torrelles de Llobregat,082896,2014,14.2
2227,Torres de Segre,252326,2014,12.5
2228,Torroella de Montgrí,171997,2014,16.2
2229,Tortosa,431554,2014,10.4
2230,Tossa de Mar,172023,2014,15.2
2231,Tremp,252347,2014,16.3
2232,Ullà,172044,2014,17.9
2233,Ullastrell,082900,2014,14.4
2234,Ulldecona,431567,2014,15.5
2235,Vacarisses,082917,2014,13.7
2236,"Vall d'en Bas, la",172076,2014,15.3
2237,"Vall de Bianya, la",172082,2014,16.2
2238,"Vall de Boí, la",250432,2014,15.0
2239,Vallbona d'Anoia,082922,2014,19.5
2240,Vallfogona de Balaguer,252402,2014,14.5
2241,Vallgorguina,082943,2014,14.0
2242,Vallirana,082956,2014,13.2
2243,Vallmoll,431606,2014,14.7
2244,Vallromanes,082969,2014,15.4
2245,Valls,431613,2014,14.1
2246,Vandellòs i l'Hospitalet de l'Infant,431628,2014,13.4
2247,"Vendrell, el",431634,2014,17.8
2248,Verdú,252424,2014,16.3
2249,Verges,172116,2014,17.0
2250,Vic,082981,2014,16.8
2251,Vidreres,172137,2014,14.2
2252,Vielha e Mijaran,252430,2014,15.1
2253,Vilablareix,172155,2014,13.0
2254,Viladecans,083015,2014,14.0
2255,Viladecavalls,083008,2014,15.1
2256,Viladrau,172207,2014,13.5
2257,Vilafant,172214,2014,13.9
2258,Vilafranca del Penedès,083054,2014,12.6
2259,Vilajuïga,172235,2014,17.8
2260,Vilallonga del Camp,431665,2014,15.1
2261,Vilamalla,172266,2014,12.8
2262,Vilanova de Bellpuig,252483,2014,12.9
2263,Vilanova de la Barca,252542,2014,18.8
2264,Vilanova del Camí,083020,2014,18.6
2265,Vilanova del Vallès,089024,2014,15.9
2266,Vilanova i la Geltrú,083073,2014,16.5
2267,Vila-rodona,431704,2014,14.1
2268,Vila-seca,431711,2014,12.6
2269,Vilassar de Dalt,082140,2014,16.0
2270,Abrera,080018,2015,17.2
2271,Agramunt,250030,2015,14.3
2272,Aiguafreda,080142,2015,16.2
2273,Aitona,250387,2015,12.6
2274,Albatàrrec,250077,2015,12.3
2275,Albesa,250083,2015,13.6
2276,Albinyana,430022,2015,13.8
2277,Alcanar,430043,2015,11.7
2278,Alcarràs,250117,2015,12.4
2279,Alcoletge,250122,2015,13.5
2280,Alcover,430056,2015,15.5
2281,"Aldea, l'",439044,2015,11.8
2282,Alella,080039,2015,22.8
2283,Alfarràs,250138,2015,12.4
2284,Alforja,430094,2015,12.5
2285,Alguaire,250169,2015,14.6
2286,Almacelles,250194,2015,13.0
2287,Almenar,250215,2015,13.4
2288,Almoster,430115,2015,18.0
2289,Alp,170062,2015,13.0
2290,Alpicat,250236,2015,17.3
2291,Altafulla,430120,2015,16.9
2292,Amer,170078,2015,16.1
2293,"Ametlla de Mar, l'",430136,2015,11.6
2294,"Ametlla del Vallès, l'",080057,2015,20.9
2295,"Ampolla, l'",439060,2015,11.6
2296,Amposta,430141,2015,12.1
2297,Anglès,170084,2015,14.2
2298,Anglesola,250273,2015,14.2
2299,Arbeca,250292,2015,12.9
2300,"Arboç, l'",430167,2015,12.4
2301,Arbúcies,170097,2015,13.2
2302,Arenys de Mar,080060,2015,15.8
2303,Arenys de Munt,080076,2015,16.3
2304,Argentona,080095,2015,16.8
2305,Artés,080109,2015,15.5
2306,Artesa de Lleida,250334,2015,14.6
2307,Artesa de Segre,250349,2015,12.7
2308,Ascó,430192,2015,16.3
2309,Avià,080116,2015,16.1
2310,Avinyó,080121,2015,15.7
2311,Avinyonet de Puigventós,170123,2015,16.3
2312,Avinyonet del Penedès,080137,2015,17.0
2313,Badalona,080155,2015,15.9
2314,Badia del Vallès,089045,2015,12.6
2315,Bagà,080168,2015,15.9
2316,Balaguer,250404,2015,12.8
2317,Balenyà,080174,2015,15.5
2318,Balsareny,080180,2015,16.0
2319,Banyeres del Penedès,430206,2015,15.3
2320,Banyoles,170157,2015,15.3
2321,Barberà del Vallès,082520,2015,16.8
2322,Barcelona,080193,2015,20.3
2323,Batea,430228,2015,12.1
2324,Begues,080207,2015,20.2
2325,Begur,170139,2015,14.5
2326,Bellcaire d'Urgell,250479,2015,14.8
2327,Bell-lloc d'Urgell,250485,2015,14.8
2328,Bellpuig,250501,2015,13.0
2329,Bellvei,430249,2015,12.4
2330,Bellver de Cerdanya,250518,2015,15.1
2331,Bellvís,250523,2015,13.8
2332,Benavent de Segrià,250539,2015,15.9
2333,Benissanet,430265,2015,11.8
2334,Berga,080229,2015,15.8
2335,Besalú,170195,2015,15.7
2336,Bescanó,170209,2015,16.8
2337,"Bisbal d'Empordà, la",170221,2015,12.5
2338,"Bisbal del Penedès, la",430287,2015,13.2
2339,Blanes,170237,2015,13.2
2340,Bordils,170255,2015,17.3
2341,"Borges Blanques, les",250582,2015,14.0
2342,"Borges del Camp, les",430311,2015,13.8
2343,Bossòst,250595,2015,14.7
2344,Botarell,430332,2015,15.6
2345,Breda,170274,2015,14.7
2346,"Bruc, el",080253,2015,17.6
2347,Cabra del Camp,430363,2015,12.7
2348,Cabrera d'Anoia,080288,2015,14.2
2349,Cabrera de Mar,080291,2015,20.1
2350,Cabrils,080305,2015,23.3
2351,Cadaqués,170329,2015,11.0
2352,Calaf,080312,2015,14.7
2353,Calafell,430379,2015,13.2
2354,Caldes d'Estrac,080327,2015,18.8
2355,Caldes de Malavella,170335,2015,15.7
2356,Caldes de Montbui,080333,2015,16.9
2357,Calella,080351,2015,13.7
2358,Calldetenes,080370,2015,16.5
2359,Callús,080386,2015,14.8
2360,Camarles,439039,2015,10.6
2361,Cambrils,430385,2015,14.5
2362,Campdevànol,170366,2015,17.3
2363,Camprodon,170391,2015,15.0
2364,Canet de Mar,080403,2015,15.6
2365,"Canonja, la",439076,2015,13.6
2366,Canovelles,080410,2015,13.5
2367,Cànoves i Samalús,080425,2015,16.7
2368,Canyelles,080431,2015,17.0
2369,Capellades,080446,2015,15.9
2370,Cardedeu,080462,2015,16.8
2371,Cardona,080478,2015,15.9
2372,Cassà de la Selva,170448,2015,15.5
2373,Casserres,080497,2015,16.2
2374,Castellar del Vallès,080517,2015,16.8
2375,Castellbell i el Vilar,080538,2015,15.2
2376,Castellbisbal,080543,2015,17.4
2377,Castelldans,250674,2015,19.0
2378,Castelldefels,080569,2015,15.6
2379,Castellet i la Gornal,080581,2015,14.6
2380,Castellgalí,080615,2015,15.9
2381,Castellnou de Bages,080620,2015,10.2
2382,Castelló d'Empúries,170470,2015,12.0
2383,Castell-Platja d'Aro,170486,2015,15.9
2384,Castellterçol,080641,2015,19.4
2385,Castellvell del Camp,430424,2015,14.6
2386,Castellví de la Marca,080654,2015,18.2
2387,Castellví de Rosanes,080667,2015,17.3
2388,"Catllar, el",430430,2015,14.4
2389,"Cellera de Ter, la",171899,2015,15.8
2390,Celrà,170499,2015,16.0
2391,Centelles,080673,2015,17.7
2392,Cercs,082687,2015,18.1
2393,Cerdanyola del Vallès,082665,2015,18.9
2394,Cervelló,080689,2015,13.3
2395,Cervera,250729,2015,20.3
2396,Collbató,080692,2015,11.7
2397,Constantí,430477,2015,11.9
2398,Corbera d'Ebre,430483,2015,17.2
2399,Corbera de Llobregat,080728,2015,14.8
2400,Corbins,250788,2015,15.0
2401,Corçà,170577,2015,16.1
2402,Cornellà de Llobregat,080734,2015,16.2
2403,Cornellà del Terri,170561,2015,13.7
2404,Creixell,430509,2015,16.9
2405,Cubelles,080749,2015,13.7
2406,Cunit,430516,2015,11.3
2407,Deltebre,439018,2015,16.7
2408,Dosrius,080752,2015,12.2
2409,"Escala, l'",170622,2015,16.5
2410,Esparreguera,080765,2015,14.1
2411,"Espluga de Francolí, l'",430542,2015,19.1
2412,Esplugues de Llobregat,080771,2015,16.9
2413,"Esquirol, l'",082541,2015,13.8
2414,Falset,430555,2015,13.4
2415,Figaró-Montmany,081347,2015,12.3
2416,Figueres,170669,2015,16.6
2417,Flaçà,170675,2015,16.5
2418,Flix,430607,2015,16.7
2419,Fogars de la Selva,080826,2015,17.2
2420,Folgueroles,080832,2015,20.1
2421,Fonollosa,080847,2015,16.1
2422,Fontcoberta,170715,2015,17.2
2423,Font-rubí,080850,2015,17.2
2424,Forallac,179026,2015,19.2
2425,Fornells de la Selva,170736,2015,15.7
2426,"Franqueses del Vallès, les",080863,2015,12.1
2427,"Fuliola, la",250962,2015,13.0
2428,Gandesa,430640,2015,17.0
2429,"Garriga, la",080885,2015,18.2
2430,Gavà,080898,2015,16.0
2431,Gelida,080919,2015,11.8
2432,Gimenells i el Pla de la Font,259123,2015,16.4
2433,Ginestar,430672,2015,15.7
2434,Girona,170792,2015,13.5
2435,Gironella,080924,2015,15.6
2436,Golmés,250997,2015,16.3
2437,"Granada, la",080945,2015,17.5
2438,"Granja d'Escarp, la",251023,2015,14.9
2439,Granollers,080961,2015,18.4
2440,Gualba,080977,2015,11.8
2441,Guissona,251109,2015,15.5
2442,Gurb,081000,2015,14.6
2443,Horta de Sant Joan,430712,2015,14.4
2444,"Hospitalet de Llobregat, l'",081017,2015,15.5
2445,"Hostalets de Pierola, els",081629,2015,14.3
2446,Hostalric,170834,2015,14.5
2447,Igualada,081022,2015,11.3
2448,Isona i Conca Dellà,251155,2015,13.6
2449,Ivars d'Urgell,251137,2015,13.1
2450,"Jonquera, la",170865,2015,15.3
2451,Juneda,251193,2015,13.8
2452,Linyola,251229,2015,13.4
2453,"Llagosta, la",081056,2015,15.0
2454,Llagostera,170890,2015,16.6
2455,Llançà,170926,2015,17.9
2456,Lleida,251207,2015,18.7
2457,Llers,170932,2015,15.8
2458,Lliçà d'Amunt,081075,2015,12.1
2459,Lliçà de Vall,081081,2015,14.1
2460,Llinars del Vallès,081069,2015,10.6
2461,Llívia,170947,2015,13.2
2462,Llorenç del Penedès,430748,2015,14.1
2463,Lloret de Mar,170950,2015,14.2
2464,Maçanet de la Selva,171030,2015,15.4
2465,Malgrat de Mar,081108,2015,15.3
2466,Manlleu,081120,2015,25.8
2467,Manresa,081136,2015,12.2
2468,Martorell,081141,2015,16.4
2469,Martorelles,081154,2015,19.3
2470,Masdenverge,430786,2015,15.6
2471,"Masies de Voltregà, les",081173,2015,24.0
2472,"Masnou, el",081189,2015,14.2
2473,Masquefa,081192,2015,13.4
2474,Matadepera,081206,2015,13.6
2475,Mataró,081213,2015,14.5
2476,Mediona,081228,2015,19.0
2477,Miralcamp,251351,2015,13.1
2478,Moià,081385,2015,16.0
2479,Molins de Rei,081234,2015,15.5
2480,Mollerussa,251370,2015,14.7
2481,Mollet del Vallès,081249,2015,13.7
2482,Monistrol de Montserrat,081271,2015,16.0
2483,Montblanc,430862,2015,13.0
2484,Montbrió del Camp,430884,2015,18.8
2485,Montcada i Reixac,081252,2015,11.4
2486,Montferrer i Castellbò,251403,2015,16.3
2487,Montgat,081265,2015,15.2
2488,"Montmell, el",430901,2015,16.8
2489,Montmeló,081350,2015,13.0
2490,Montornès del Vallès,081363,2015,14.7
2491,Mont-ras,171100,2015,13.1
2492,Mont-roig del Camp,430923,2015,15.0
2493,Móra d'Ebre,430939,2015,12.8
2494,Móra la Nova,430944,2015,15.8
2495,"Morell, el",430957,2015,15.5
2496,Naut Aran,250254,2015,14.8
2497,Navarcles,081402,2015,15.0
2498,Navàs,081419,2015,15.7
2499,Navata,171117,2015,16.8
2500,Òdena,081430,2015,15.9
2501,Olèrdola,081458,2015,15.0
2502,Olesa de Bonesvalls,081461,2015,18.0
2503,Olesa de Montserrat,081477,2015,16.2
2504,Oliana,251497,2015,15.3
2505,Olivella,081483,2015,14.3
2506,Olost,081496,2015,11.9
2507,Olot,171143,2015,14.0
2508,Os de Balaguer,251569,2015,15.0
2509,Palafolls,081555,2015,10.9
2510,Palafrugell,171175,2015,17.0
2511,Palamós,171181,2015,16.3
2512,"Palau d'Anglesola, el",251581,2015,18.4
2513,Palau-saverdera,171208,2015,17.8
2514,Palau-solità i Plegamans,081568,2015,15.1
2515,"Pallaresos, els",431009,2015,16.7
2516,Pallejà,081574,2015,17.0
2517,"Palma de Cervelló, la",089058,2015,14.6
2518,Pals,171241,2015,16.4
2519,"Papiol, el",081580,2015,10.5
2520,Parets del Vallès,081593,2015,14.5
2521,Perafort,431037,2015,13.0
2522,Peralada,171328,2015,14.1
2523,"Perelló, el",431042,2015,13.8
2524,Piera,081614,2015,16.7
2525,Pineda de Mar,081635,2015,15.8
2526,"Pla de Santa Maria, el",431080,2015,17.1
2527,"Pla del Penedès, el",081640,2015,11.1
2528,"Planes d'Hostoles, les",171334,2015,14.2
2529,"Pobla de Claramunt, la",081653,2015,15.0
2530,"Pobla de Lillet, la",081666,2015,16.2
2531,"Pobla de Mafumet, la",431093,2015,15.1
2532,"Pobla de Montornès, la",431114,2015,14.0
2533,"Pobla de Segur, la",251713,2015,14.2
2534,Polinyà,081672,2015,15.5
2535,"Pont de Suert, el",251734,2015,14.6
2536,"Pont de Vilomara i Rocafort, el",081825,2015,17.3
2537,Ponts,251728,2015,16.0
2538,Porqueres,171371,2015,19.5
2539,Portbou,171387,2015,17.1
2540,"Prat de Llobregat, el",081691,2015,16.3
2541,Prats de Lluçanès,081712,2015,12.0
2542,Premià de Dalt,082303,2015,13.5
2543,Premià de Mar,081727,2015,15.8
2544,"Preses, les",171390,2015,14.5
2545,Puigcerdà,171411,2015,17.4
2546,Puigpelat,431191,2015,14.2
2547,Puig-reig,081751,2015,14.4
2548,Puigverd de Lleida,251826,2015,16.6
2549,Quart,171426,2015,15.4
2550,Reus,431233,2015,15.2
2551,Riba-roja d'Ebre,431251,2015,16.0
2552,Ribes de Freser,171450,2015,15.6
2553,Riells i Viabrea,171463,2015,14.7
2554,"Riera de Gaià, la",431264,2015,15.1
2555,Ripoll,171479,2015,15.5
2556,Ripollet,081803,2015,17.5
2557,Riudarenes,171485,2015,13.2
2558,Riudecanyes,431270,2015,17.8
2559,Riudecols,431286,2015,14.0
2560,Riudellots de la Selva,171501,2015,15.4
2561,Riudoms,431299,2015,13.0
2562,"Roca del Vallès, la",081810,2015,11.4
2563,Roda de Berà,431310,2015,14.4
2564,Roda de Ter,081831,2015,15.5
2565,Roquetes,431331,2015,16.4
2566,Roses,171523,2015,16.7
2567,Rosselló,251898,2015,11.9
2568,Rubí,081846,2015,11.3
2569,Sabadell,081878,2015,14.7
2570,Sallent,081918,2015,16.1
2571,Salou,439057,2015,19.2
2572,Salt,171557,2015,17.3
2573,Sant Adrià de Besòs,081944,2015,16.4
2574,Sant Andreu de la Barca,081960,2015,11.6
2575,Sant Andreu de Llavaneres,081976,2015,17.6
2576,Sant Antoni de Vilamajor,081982,2015,15.1
2577,Sant Bartomeu del Grau,081995,2015,17.7
2578,Sant Boi de Llobregat,082009,2015,22.4
2579,Sant Carles de la Ràpita,431362,2015,17.1
2580,Sant Cebrià de Vallalta,082037,2015,18.3
2581,Sant Celoni,082021,2015,15.3
2582,Sant Climent de Llobregat,082042,2015,13.2
2583,Sant Cugat del Vallès,082055,2015,18.4
2584,Sant Esteve de Palautordera,082074,2015,15.5
2585,Sant Esteve Sesrovires,082080,2015,18.6
2586,Sant Feliu de Codines,082107,2015,22.2
2587,Sant Feliu de Guíxols,171609,2015,17.7
2588,Sant Feliu de Llobregat,082114,2015,14.0
2589,Sant Feliu de Pallerols,171616,2015,14.2
2590,Sant Fost de Campsentelles,082093,2015,16.5
2591,Sant Fruitós de Bages,082135,2015,15.0
2592,Sant Gregori,171637,2015,11.5
2593,Sant Guim de Freixenet,251924,2015,13.7
2594,Sant Hilari Sacalm,171642,2015,16.8
2595,Sant Hipòlit de Voltregà,082153,2015,15.7
2596,Sant Iscle de Vallalta,081939,2015,19.4
2597,Sant Jaume d'Enveja,439023,2015,16.8
2598,Sant Jaume dels Domenys,431378,2015,17.4
2599,Sant Joan de les Abadesses,171674,2015,18.0
2600,Sant Joan de Vilatorrada,082188,2015,16.7
2601,Sant Joan Despí,082172,2015,24.7
2602,Sant Joan les Fonts,171851,2015,17.1
2603,Sant Julià de Ramis,171693,2015,15.4
2604,Sant Julià de Vilatorta,082205,2015,14.8
2605,Sant Julià del Llor i Bonmatí,179032,2015,15.8
2606,Sant Just Desvern,082212,2015,14.5
2607,Sant Llorenç d'Hortons,082227,2015,15.6
2608,Sant Llorenç Savall,082233,2015,15.9
2609,Sant Martí de Centelles,082248,2015,16.1
2610,Sant Martí de Tous,082264,2015,17.5
2611,Sant Martí Sarroca,082270,2015,11.2
2612,Sant Pere de Ribes,082310,2015,17.8
2613,Sant Pere de Riudebitlles,082325,2015,13.4
2614,Sant Pere de Torelló,082331,2015,16.3
2615,Sant Pere de Vilamajor,082346,2015,21.8
2616,Sant Pere Pescador,171788,2015,16.9
2617,Sant Pol de Mar,082359,2015,15.8
2618,Sant Quintí de Mediona,082362,2015,14.1
2619,Sant Quirze de Besora,082378,2015,21.3
2620,Sant Quirze del Vallès,082384,2015,17.6
2621,Sant Sadurní d'Anoia,082401,2015,15.4
2622,Sant Salvador de Guardiola,080983,2015,12.2
2623,Sant Vicenç de Castellet,082628,2015,18.7
2624,Sant Vicenç de Montalt,082649,2015,14.5
2625,Sant Vicenç de Torelló,082652,2015,14.1
2626,Sant Vicenç dels Horts,082634,2015,14.2
2627,Santa Bàrbara,431384,2015,14.1
2628,Santa Coloma de Cervelló,082444,2015,17.0
2629,Santa Coloma de Farners,171805,2015,16.1
2630,Santa Coloma de Gramenet,082457,2015,17.2
2631,Santa Coloma de Queralt,431397,2015,11.4
2632,Santa Cristina d'Aro,171812,2015,15.4
