,Any,Equipament,Literal,Codi
2199,2014,43.3688,Viladamat,172174
2200,2014,15.9138,Viladasens,172168
2201,2014,12.3505,Vilablareix,172155
2202,2014,34.5598,Vilabertran,172142
2203,2014,36.1258,Vilallonga de Ter,172240
2204,2014,83.8867,Vidrà,172121
2205,2014,18.6351,Vilamacolum,172253
2206,2014,45.5291,Ventalló,172109
2207,2014,9.5635,Vall-llobrega,172095
2208,2014,14.64,"Vall de Bianya, la",172082
2209,2014,23.8741,"Vall d'en Bas, la",172076
2210,2014,21.8987,Urús,172060
2211,2014,4.5298,Ullastret,172057
2212,2014,12.5199,Ullà,172044
2213,2014,30.1379,Ultramort,172039
2214,2014,10.5369,Tossa de Mar,172023
2215,2014,31.2318,Vidreres,172137
2216,2014,23.968,Sant Julià del Llor i Bonmatí,179032
2217,2014,10.9146,Alcarràs,250117
2218,2014,8.5406,Alcanó,250100
2219,2014,27.143,"Albi, l'",250096
2220,2014,2.8287,Albesa,250083
2221,2014,17.2125,Albatàrrec,250077
2222,2014,44.1548,"Albagés, l'",250061
2223,2014,13.8371,Alàs i Cerc,250058
2224,2014,12.7491,"Alamús, els",250045
2225,2014,12.7941,Agramunt,250030
2226,2014,38.635,Vilajuïga,172235
2227,2014,9.5576,Abella de la Conca,250019
2228,2014,20.1277,Torroella de Montgrí,171997
2229,2014,17.4423,Forallac,179026
2230,2014,51.6503,Biure,172348
2231,2014,17.4188,Vilobí d'Onyar,172333
2232,2014,10.0155,Vilopriu,172327
2233,2014,19.8373,Vila-sacra,172305
2234,2014,23.588,Vilanant,172288
2235,2014,68.6343,Vilamaniscle,172272
2236,2014,177.611,Vilamalla,172266
2237,2014,37.0478,Àger,250024
2238,2014,11.6787,Sant Ferriol,171621
2239,2014,61.3808,Sant Miquel de Campmajor,171740
2240,2014,8.2498,Sant Martí Vell,171735
2241,2014,17.7689,Sant Martí de Llémena,171729
2242,2014,0.0,Sant Llorenç de la Muga,171714
2243,2014,87.7248,Vallfogona de Ripollès,171707
2244,2014,168.4829,Sant Julià de Ramis,171693
2245,2014,12.5463,Sant Joan de Mollet,171680
2246,2014,15.505,Sant Joan de les Abadesses,171674
2247,2014,11.4082,Torredembarra,431536
2248,2014,32.5426,Toses,172018
2249,2014,31.6544,Sant Gregori,171637
2250,2014,8.8567,Sant Pau de Segúries,171772
2251,2014,28.0134,Sant Feliu de Pallerols,171616
2252,2014,13.653,Sant Feliu de Guíxols,171609
2253,2014,176.035,Sant Feliu de Buixalleu,171595
2254,2014,32.632,Sant Climent Sescebes,171582
2255,2014,42.1314,Sant Andreu Salou,171576
2256,2014,9.5071,Salt,171557
2257,2014,101.9811,Sales de Llierca,171544
2258,2014,18.512,Rupià,171539
2259,2014,17.9907,Celrà,170499
2260,2014,34.114,Sant Jaume de Llierca,171655
2261,2014,44.9993,"Selva de Mar, la",171886
2262,2014,9.9754,Riumors,171518
2263,2014,24.9864,Torroella de Fluvià,171984
2264,2014,9.1671,Torrent,171978
2265,2014,17.1263,Terrades,171962
2266,2014,56.6974,"Tallada d'Empordà, la",171959
2267,2014,14.1305,Susqueda,171946
2268,2014,19.3816,Sils,171931
2269,2014,2.52,Setcases,171925
2270,2014,35.9642,Serra de Daró,171910
2271,2014,6.2265,Sant Miquel de Fluvià,171753
2272,2014,15.1695,"Cellera de Ter, la",171899
2273,2014,15.1294,Sant Mori,171766
2274,2014,14.9923,"Saus, Camallera i Llampaies",171870
2275,2014,13.1352,Sarrià de Ter,171864
2276,2014,22.6185,Sant Joan les Fonts,171851
2277,2014,21.1178,Santa Pau,171848
2278,2014,19.1342,Sant Aniol de Finestres,171833
2279,2014,143.9724,Santa Llogaia d'Àlguema,171827
2280,2014,37.8661,Santa Cristina d'Aro,171812
2281,2014,18.0617,Santa Coloma de Farners,171805
2282,2014,15.6823,Sant Pere Pescador,171788
2283,2014,44.7305,Tortellà,172001
2284,2014,12.7103,Serinyà,171903
2285,2014,14.8874,Sant Pere de Riudebitlles,082325
2286,2014,16.0991,Sant Llorenç d'Hortons,082227
2287,2014,3.7715,Marganell,082423
2288,2014,23.0754,Sant Sadurní d'Osormort,082418
2289,2014,15.782,Sant Sadurní d'Anoia,082401
2290,2014,99.8093,Sant Quirze Safaja,082397
2291,2014,20.5005,Sant Quirze del Vallès,082384
2292,2014,18.2699,Sant Quirze de Besora,082378
2293,2014,23.5763,Sant Quintí de Mediona,082362
2294,2014,7.8076,Sant Pol de Mar,082359
2295,2014,19.5388,Santa Coloma de Cervelló,082444
2296,2014,16.8606,Sant Pere de Torelló,082331
2297,2014,6.8931,Santa Coloma de Gramenet,082457
2298,2014,9.7255,Sant Pere de Ribes,082310
2299,2014,16.0909,Premià de Dalt,082303
2300,2014,25.9776,Sant Mateu de Bages,082299
2301,2014,31.5631,Sant Martí Sesgueioles,082286
2302,2014,11.2189,Sant Martí Sarroca,082270
2303,2014,16.9726,Sant Martí de Tous,082264
2304,2014,26.3518,Sant Martí d'Albars,082251
2305,2014,13.8115,Sant Martí de Centelles,082248
2306,2014,58.6776,Cistella,170519
2307,2014,32.1843,Sant Pere de Vilamajor,082346
2308,2014,0.0,Santa Maria de Merlès,082554
2309,2014,35.2243,Cerdanyola del Vallès,082665
2310,2014,28.148,Sant Vicenç de Torelló,082652
2311,2014,21.4185,Sant Vicenç de Montalt,082649
2312,2014,12.1456,Sant Vicenç dels Horts,082634
2313,2014,11.0542,Sant Vicenç de Castellet,082628
2314,2014,23.1553,Santa Susanna,082613
2315,2014,17.8646,Santa Perpètua de Mogoda,082606
2316,2014,23.1065,Santa Maria de Palautordera,082592
2317,2014,8.1223,Santa Maria d'Oló,082589
2318,2014,63.2977,Santa Cecília de Voltregà,082439
2319,2014,7.0943,Santa Maria de Martorelles,082567
2320,2014,10.7024,Sant Just Desvern,082212
2321,2014,35.4342,"Esquirol, l'",082541
2322,2014,25.5887,Santa Maria de Besora,082536
2323,2014,9.0919,Barberà del Vallès,082520
2324,2014,18.5202,Santa Margarida i els Monjos,082515
2325,2014,12.0624,Santa Margarida de Montbui,082508
2326,2014,32.1281,Santa Fe del Penedès,082495
2327,2014,19.6305,Santa Eulàlia de Ronçana,082482
2328,2014,29.5143,Santa Eulàlia de Riuprimer,082476
2329,2014,17.0911,Santa Eugènia de Berga,082460
2330,2014,0.0,Santa Maria de Miralles,082573
2331,2014,23.4813,Rubió,081859
2332,2014,18.0392,Sant Llorenç Savall,082233
2333,2014,13.4326,Sant Andreu de la Barca,081960
2334,2014,9.8028,Sant Agustí de Lluçanès,081957
2335,2014,10.3755,Sant Adrià de Besòs,081944
2336,2014,28.9608,Sant Iscle de Vallalta,081939
2337,2014,20.7216,Santpedor,081923
2338,2014,30.7313,Sallent,081918
2339,2014,15.4012,Saldes,081901
2340,2014,58.1935,Sant Pere Sallavinera,081897
2341,2014,16.3534,Sant Antoni de Vilamajor,081982
2342,2014,8.5993,Sabadell,081878
2343,2014,27.1793,Sant Bartomeu del Grau,081995
2344,2014,4.5435,Rubí,081846
2345,2014,13.8743,Roda de Ter,081831
2346,2014,21.1764,"Pont de Vilomara i Rocafort, el",081825
2347,2014,14.1712,"Roca del Vallès, la",081810
2348,2014,25.7866,"Ametlla del Vallès, l'",080057
2349,2014,82.5785,Alpens,080044
2350,2014,15.1551,Alella,080039
2351,2014,30.7022,Aguilar de Segarra,080023
2352,2014,6.9462,Abrera,080018
2353,2014,0.0,Sagàs,081884
2354,2014,17.9098,Sant Fost de Campsentelles,082093
2355,2014,36.5573,Sant Julià de Vilatorta,082205
2356,2014,4.7892,Vilassar de Mar,082191
2357,2014,13.1219,Sant Joan de Vilatorrada,082188
2358,2014,15.5374,Sant Joan Despí,082172
2359,2014,40.0508,Sant Jaume de Frontanyà,082166
2360,2014,15.2649,Sant Hipòlit de Voltregà,082153
2361,2014,14.9892,Vilassar de Dalt,082140
2362,2014,28.4633,Sant Fruitós de Bages,082135
2363,2014,40.3652,Sant Feliu Sasserra,082129
2364,2014,10.708,Sant Andreu de Llavaneres,081976
2365,2014,14.3256,Sant Feliu de Codines,082107
2366,2014,92.8771,Seva,082690
2367,2014,22.7268,Sant Esteve Sesrovires,082080
2368,2014,6.7773,Sant Esteve de Palautordera,082074
2369,2014,34.306,Sant Cugat Sesgarrigues,082068
2370,2014,36.2444,Sant Cugat del Vallès,082055
2371,2014,16.6163,Sant Climent de Llobregat,082042
2372,2014,30.8774,Sant Cebrià de Vallalta,082037
2373,2014,13.6342,Sant Celoni,082021
2374,2014,35.7919,Sant Boi de Lluçanès,082016
2375,2014,12.7665,Sant Boi de Llobregat,082009
2376,2014,11.1187,Sant Feliu de Llobregat,082114
2377,2014,45.0181,Avinyonet de Puigventós,170123
2378,2014,25.9046,Sentmenat,082671
2379,2014,10.5941,Blanes,170237
2380,2014,12.8869,"Bisbal d'Empordà, la",170221
2381,2014,10.0046,Beuda,170216
2382,2014,31.1648,Bescanó,170209
2383,2014,19.0338,Besalú,170195
2384,2014,28.2977,Bellcaire d'Empordà,170182
2385,2014,38.2223,Bàscara,170160
2386,2014,11.1811,Banyoles,170157
2387,2014,17.7476,Bordils,170255
2388,2014,56.4078,Begur,170139
2389,2014,32.8585,Borrassà,170268
2390,2014,23.3783,"Armentera, l'",170118
2391,2014,33.9902,Argelaguer,170101
2392,2014,3.492,Arbúcies,170097
2393,2014,11.4707,Anglès,170084
2394,2014,35.2391,Amer,170078
2395,2014,58.2824,Alp,170062
2396,2014,19.5819,"Far d'Empordà, el",170059
2397,2014,31.3701,Albons,170046
2398,2014,18.7747,Albanyà,170031
2399,2014,110.7717,"Vajol, la",170144
2400,2014,14.5398,Campdevànol,170366
2401,2014,36.6786,Castell-Platja d'Aro,170486
2402,2014,16.3988,Castelló d'Empúries,170470
2403,2014,20.1117,Castellfollit de la Roca,170464
2404,2014,8.653,Cassà de la Selva,170448
2405,2014,14.187,Queralbs,170433
2406,2014,42.9063,Capmany,170427
2407,2014,22.8561,Cantallops,170412
2408,2014,5.7726,Canet d'Adri,170405
2409,2014,23.699,Camprodon,170391
2410,2014,122.7207,Bolvir,170242
2411,2014,82.3979,Campelles,170372
2412,2014,8.2245,"Palma de Cervelló, la",089058
2413,2014,26.049,Camós,170353
2414,2014,26.5691,Calonge de Segarra,170340
2415,2014,30.2501,Caldes de Malavella,170335
2416,2014,31.512,Cadaqués,170329
2417,2014,10.7915,Cabanelles,170314
2418,2014,4.4176,Cabanes,170307
2419,2014,35.9868,Boadella i les Escaules,170293
2420,2014,37.9518,Brunyola,170280
2421,2014,8.8851,Breda,170274
2422,2014,72.1108,Campllong,170388
2423,2014,18.2754,Taradell,082785
2424,2014,26.4479,Torrelles de Llobregat,082896
2425,2014,36.7269,Torrelles de Foix,082883
2426,2014,17.046,Torrelavit,082877
2427,2014,31.8337,"Torre de Claramunt, la",082861
2428,2014,14.0919,Torelló,082858
2429,2014,16.7156,Tordera,082845
2430,2014,23.1885,Tona,082830
2431,2014,15.0232,Tiana,082824
2432,2014,41.3277,Teià,082819
2433,2014,10.3549,Aiguaviva,170025
2434,2014,9.8873,Terrassa,082798
2435,2014,17.725,Vallbona d'Anoia,082922
2436,2014,205.2927,Talamanca,082779
2437,2014,11.9835,Tagamanent,082763
2438,2014,26.6068,Tavèrnoles,082750
2439,2014,20.9042,Súria,082747
2440,2014,46.7581,Subirats,082732
2441,2014,108.2224,Sora,082726
2442,2014,41.7798,Sobremunt,082711
2443,2014,14.5145,Sitges,082704
2444,2014,34.1784,Sant Jordi Desvalls,171668
2445,2014,87.2875,Tavertet,082802
2446,2014,15.0268,Vilanova del Camí,083020
2447,2014,69.6057,Cercs,082687
2448,2014,8.8604,Badia del Vallès,089045
2449,2014,69.9412,Sant Julià de Cerdanyola,089030
2450,2014,43.2249,Vilanova del Vallès,089024
2451,2014,9.1213,Rupit i Pruit,089019
2452,2014,46.3818,Viver i Serrateix,083089
2453,2014,10.2905,Vilanova i la Geltrú,083073
2454,2014,26.1261,Vilalba Sasserra,083067
2455,2014,10.2289,Vilafranca del Penedès,083054
2456,2014,98.0911,Ullastrell,082900
2457,2014,86.6822,Vilanova de Sau,083036
2458,2014,23.8434,Vacarisses,082917
2459,2014,8.755,Viladecans,083015
2460,2014,17.4952,Viladecavalls,083008
2461,2014,10.3806,Vilada,082994
2462,2014,21.9028,Vic,082981
2463,2014,9.7511,Veciana,082975
2464,2014,24.2511,Vallromanes,082969
2465,2014,30.062,Vallirana,082956
2466,2014,21.5979,Vallgorguina,082943
2467,2014,19.7661,Vallcebre,082938
2468,2014,41.3919,Agullana,170010
2469,2014,21.7868,Vilobí del Penedès,083041
2470,2014,34.0534,Bellvei,430249
2471,2014,53.0903,Figuerola del Camp,430593
2472,2014,50.4091,Bràfim,430347
2473,2014,27.3835,Botarell,430332
2474,2014,35.1113,Bot,430326
2475,2014,19.4299,"Borges del Camp, les",430311
2476,2014,39.0222,Bonastre,430304
2477,2014,24.1312,Blancafort,430290
2478,2014,42.3762,"Bisbal del Penedès, la",430287
2479,2014,17.1399,"Bisbal de Falset, la",430271
2480,2014,43.7664,Cabra del Camp,430363
2481,2014,29.4249,Benifallet,430252
2482,2014,17.7134,Calafell,430379
2483,2014,49.5786,Bellmunt del Priorat,430234
2484,2014,16.3498,Batea,430228
2485,2014,32.2181,Barberà de la Conca,430213
2486,2014,26.6946,Banyeres del Penedès,430206
2487,2014,47.5326,Ascó,430192
2488,2014,48.3061,Arnes,430189
2489,2014,35.7552,"Argentera, l'",430173
2490,2014,15.5025,"Arboç, l'",430167
2491,2014,11.2079,Arbolí,430154
2492,2014,20.7683,Benissanet,430265
2493,2014,30.8939,Constantí,430477
2494,2014,19.6303,Torregrossa,252304
2495,2014,84.8263,"Febró, la",430574
2496,2014,31.4214,"Fatarella, la",430568
2497,2014,26.7172,Falset,430555
2498,2014,13.5593,"Espluga de Francolí, l'",430542
2499,2014,61.9865,Duesaigües,430537
2500,2014,20.0348,Xerta,430521
2501,2014,18.1892,Cunit,430516
2502,2014,15.9093,Creixell,430509
2503,2014,32.0815,Cabacés,430350
2504,2014,19.3385,Sant Hilari Sacalm,171642
2505,2014,27.0248,Altafulla,430120
2506,2014,14.7402,Alfarràs,250138
2507,2014,71.3974,Colldejou,430458
2508,2014,37.4175,"Sénia, la",430445
2509,2014,32.6448,"Catllar, el",430430
2510,2014,10.1475,Castellvell del Camp,430424
2511,2014,92.2305,Caseres,430419
2512,2014,20.0474,Capçanes,430402
2513,2014,71.3717,Capafonts,430398
2514,2014,15.1008,Cambrils,430385
2515,2014,34.6994,Cornudella de Montsant,430496
2516,2014,32.0169,Vilagrassa,252445
2517,2014,23.4875,Vall de Cardós,259010
2518,2014,61.0932,Vinaixa,252555
2519,2014,36.1406,Vilanova de la Barca,252542
2520,2014,48.6498,"Vilosell, el",252537
2521,2014,23.3373,Vila-sana,252521
2522,2014,21.8378,Vilanova de Segrià,252516
2523,2014,32.5543,Vilanova de Meià,252509
2524,2014,8.7674,Vilanova de l'Aguda,252496
2525,2014,7.8859,Vilanova de Bellpuig,252483
2526,2014,15.6406,Amposta,430141
2527,2014,36.2706,Vilaller,252458
2528,2014,32.3879,Castell de Mur,259046
2529,2014,8.6026,Vielha e Mijaran,252430
2530,2014,31.0067,Verdú,252424
2531,2014,16.1915,Vallfogona de Balaguer,252402
2532,2014,5.8093,"Valls de Valira, les",252398
2533,2014,106.3535,Vallbona de les Monges,252385
2534,2014,27.0742,Tremp,252347
2535,2014,47.3484,Torre-serona,252332
2536,2014,9.537,Torres de Segre,252326
2537,2014,5.3092,Torrelameu,252311
2538,2014,10.3867,Vilamòs,252477
2539,2014,78.88,Aiguamúrcia,430017
2540,2014,30.7209,Flix,430607
2541,2014,32.5298,Almoster,430115
2542,2014,31.3722,Alió,430108
2543,2014,8.365,Alforja,430094
2544,2014,9.8767,Alfara de Carles,430081
2545,2014,11.1093,"Aleixar, l'",430075
2546,2014,4.8236,Aldover,430069
2547,2014,22.7433,Alcover,430056
2548,2014,13.5027,Alcanar,430043
2549,2014,17.1198,Sant Martí de Riucorb,259025
2550,2014,13.5782,Albinyana,430022
2551,2014,26.9811,"Guingueta d'Àneu, la",259031
2552,2014,30.595,Riu de Cerdanya,259139
2553,2014,69.0363,Gimenells i el Pla de la Font,259123
2554,2014,24.6297,"Plans de Sió, els",259118
2555,2014,52.1243,Josa i Tuixén,259101
2556,2014,25.5503,"Vansa i Fórnols, la",259097
2557,2014,18.2655,Fígols i Alinyà,259084
2558,2014,19.9399,Torrefeta i Florejacs,259078
2559,2014,20.5102,"Valls d'Aguilar, les",259062
2560,2014,70.4784,Ribera d'Ondara,259059
2561,2014,61.0549,"Ametlla de Mar, l'",430136
2562,2014,3.7793,"Albiol, l'",430038
2563,2014,84.7706,Pratdip,431188
2564,2014,58.06,"Figuera, la",430580
2565,2014,16.7019,Riudecols,431286
2566,2014,22.7165,Riudecanyes,431270
2567,2014,34.2067,"Riera de Gaià, la",431264
2568,2014,33.9602,Riba-roja d'Ebre,431251
2569,2014,15.852,"Riba, la",431248
2570,2014,7.697,Reus,431233
2571,2014,48.0855,Renau,431227
2572,2014,18.0294,Rasquera,431212
2573,2014,73.3668,Rocafort de Queralt,431303
2574,2014,12.1962,Puigpelat,431191
2575,2014,19.6995,Roda de Berà,431310
2576,2014,100.826,Prat de Comte,431172
2577,2014,56.0141,Prades,431166
2578,2014,12.9907,Pradell de la Teixeta,431153
2579,2014,32.5952,Porrera,431140
2580,2014,56.7706,"Pont d'Armentera, el",431135
2581,2014,34.1044,Poboleda,431129
2582,2014,57.3346,"Pobla de Montornès, la",431114
2583,2014,60.3712,"Pobla de Massaluca, la",431107
2584,2014,17.8222,"Pobla de Mafumet, la",431093
2585,2014,51.5088,Querol,431205
2586,2014,69.2299,Pontils,431418
2587,2014,25.9295,"Torre de l'Espanyol, la",431520
2588,2014,34.7452,"Torre de Fontaubella, la",431515
2589,2014,51.1538,Tivissa,431508
2590,2014,27.3923,Tivenys,431495
2591,2014,23.9397,Tarragona,431482
2592,2014,23.9752,Solivella,431476
2593,2014,34.9381,Senan,431460
2594,2014,21.6717,"Selva del Camp, la",431457
2595,2014,10.248,"Secuita, la",431444
2596,2014,9.4297,Riudoms,431299
2597,2014,33.692,Sarral,431423
2598,2014,23.6408,"Pinell de Brai, el",431068
2599,2014,61.1951,Santa Oliva,431401
2600,2014,27.9616,Santa Coloma de Queralt,431397
2601,2014,29.5964,Santa Bàrbara,431384
2602,2014,18.0606,Sant Jaume dels Domenys,431378
2603,2014,13.8887,Sant Carles de la Ràpita,431362
2604,2014,18.5308,Salomó,431359
2605,2014,13.5311,"Rourell, el",431346
2606,2014,28.3552,Roquetes,431331
2607,2014,48.6599,Rodonyà,431325
2608,2014,94.0664,Savallà del Comtat,431439
2609,2014,47.8105,"Guiamets, els",430705
2610,2014,25.0059,Maspujols,430810
2611,2014,12.1117,"Masó, la",430803
2612,2014,47.1642,Masllorenç,430799
2613,2014,9.1625,Masdenverge,430786
2614,2014,7.0708,Mas de Barberans,430770
2615,2014,53.8848,Marçà,430764
2616,2014,56.335,Margalef,430751
2617,2014,43.9299,Llorenç del Penedès,430748
2618,2014,18.71,Llorac,430733
2619,2014,27.2978,"Pla de Santa Maria, el",431080
2620,2014,18.4008,Horta de Sant Joan,430712
2621,2014,22.2354,Miravet,430846
2622,2014,42.3842,Gratallops,430691
2623,2014,22.7469,Godall,430688
2624,2014,27.7711,Ginestar,430672
2625,2014,34.0962,"Garidells, els",430666
2626,2014,29.642,Garcia,430653
2627,2014,23.2176,Gandesa,430640
2628,2014,19.5692,"Galera, la",430635
2629,2014,58.0311,Freginals,430629
2630,2014,37.5812,Forès,430614
2631,2014,31.3555,"Lloar, el",430727
2632,2014,18.174,"Morell, el",430957
2633,2014,73.4483,Conesa,430461
2634,2014,67.7188,"Piles, les",431055
2635,2014,27.2687,"Perelló, el",431042
2636,2014,78.716,Perafort,431037
2637,2014,15.6941,Paüls,431021
2638,2014,93.4656,Passanant i Belltall,431016
2639,2014,23.796,"Pallaresos, els",431009
2640,2014,28.9,"Palma d'Ebre, la",430995
2641,2014,17.2765,Nulles,430982
2642,2014,27.3973,"Masroig, el",430825
2643,2014,47.6076,"Morera de Montsant, la",430960
2644,2014,25.7706,"Milà, el",430831
2645,2014,15.4148,Móra la Nova,430944
2646,2014,23.8163,Móra d'Ebre,430939
2647,2014,15.3443,Mont-roig del Camp,430923
2648,2014,68.6836,Mont-ral,430918
2649,2014,72.2572,"Montmell, el",430901
2650,2014,25.8665,Montferri,430897
2651,2014,17.0963,Montbrió del Camp,430884
2652,2014,24.8204,Montblanc,430862
2653,2014,42.0064,"Molar, el",430859
2654,2014,71.4875,Pira,431074
2655,2014,19.6445,"Nou de Gaià, la",430976
2656,2014,31.4687,Clariana de Cardener,250753
2657,2014,25.4413,Canejan,250637
2658,2014,17.1903,Estamariu,250886
2659,2014,37.6232,Esterri de Cardós,250870
2660,2014,43.3305,Esterri d'Àneu,250864
2661,2014,54.9566,Estaràs,250851
2662,2014,21.6606,Espot,250827
2663,2014,42.1328,"Espluga Calba, l'",250812
2664,2014,36.9133,Cubells,250791
2665,2014,12.5795,Corbins,250788
2666,2014,59.0866,"Floresta, la",250925
2667,2014,26.9665,"Cogul, el",250766
2668,2014,33.3191,Fondarella,250931
2669,2014,27.2306,Ciutadilla,250740
2670,2014,34.9976,Cervià de les Garrigues,250735
2671,2014,14.5454,Cervera,250729
2672,2014,16.8147,Cava,250714
2673,2014,21.8144,Castellserà,250707
2674,2014,20.0714,Castelló de Farfanya,250693
2675,2014,22.9655,Castellnou de Seana,250680
2676,2014,5.4749,Castelldans,250674
2677,2014,18.1995,Les,251214
2678,2014,36.6012,Coll de Nargó,250772
2679,2014,67.4125,Granyena de Segarra,251044
2680,2014,14.319,Lleida,251207
2681,2014,11.5903,Juneda,251193
2682,2014,46.8705,Juncosa,251180
2683,2014,41.9292,Isona i Conca Dellà,251155
2684,2014,45.3424,Ivorra,251142
2685,2014,45.2338,Ivars d'Urgell,251137
2686,2014,27.6524,Ivars de Noguera,251121
2687,2014,6.3287,Guixers,251116
2688,2014,6.6732,Guissona,251109
2689,2014,12.1509,Farrera,250899
2690,2014,36.5951,Granyena de les Garrigues,251057
2691,2014,49.3516,Camarasa,250621
2692,2014,13.546,Granyanella,251039
2693,2014,32.6945,"Granja d'Escarp, la",251023
2694,2014,52.3123,"Granadella, la",251018
2695,2014,36.4379,Gósol,251001
2696,2014,31.7471,Golmés,250997
2697,2014,14.304,Gavet de la Conca,250984
2698,2014,88.8078,Fulleda,250978
2699,2014,23.0521,"Fuliola, la",250962
2700,2014,57.5144,Foradada,250946
2701,2014,13.18,Guimerà,251095
2702,2014,16.0532,Alt Àneu,250241
2703,2014,0.0,Castellar de la Ribera,250642
2704,2014,29.303,Aspa,250365
2705,2014,68.9804,"Sentiu de Sió, la",250352
2706,2014,30.1571,Artesa de Segre,250349
2707,2014,25.5403,Artesa de Lleida,250334
2708,2014,8.0212,Arsèguel,250328
2709,2014,9.0158,Arres,250313
2710,2014,19.6392,"Pont de Bar, el",250306
2711,2014,6.214,Torrefarrera,252287
2712,2014,16.8914,Aitona,250387
2713,2014,28.8565,Corbera d'Ebre,430483
2714,2014,12.2314,Baix Pallars,250390
2715,2014,25.8356,Alpicat,250236
2716,2014,27.4385,Alòs de Balaguer,250220
2717,2014,20.6951,Almenar,250215
2718,2014,49.0264,Almatret,250208
2719,2014,13.8009,Almacelles,250194
2720,2014,33.2758,Alins,250175
2721,2014,17.9629,Alguaire,250169
2722,2014,9.6734,Algerri,250156
2723,2014,34.0712,Alfés,250143
2724,2014,21.2139,Anglesola,250273
2725,2014,52.0728,Bellmunt d'Urgell,250498
2726,2014,12.6532,Cabó,250616
2727,2014,28.2009,Cabanabona,250609
2728,2014,11.2765,Bossòst,250595
2729,2014,21.4386,"Borges Blanques, les",250582
2730,2014,18.8236,"Bòrdes, Es",250576
2731,2014,27.6504,Bovera,250560
2732,2014,23.4727,Biosca,250557
2733,2014,16.6793,Benavent de Segrià,250539
2734,2014,11.2177,Bellvís,250523
2735,2014,22.4579,"Avellanes i Santa Linya, les",250371
2736,2014,22.3403,Bellpuig,250501
2737,2014,21.2523,Arbeca,250292
2738,2014,12.4525,Bell-lloc d'Urgell,250485
2739,2014,27.6703,Bellcaire d'Urgell,250479
2740,2014,28.015,Belianes,250463
2741,2014,18.3797,Bausen,250450
2742,2014,12.9971,Bassella,250447
2743,2014,62.3212,"Vall de Boí, la",250432
2744,2014,39.7297,"Baronia de Rialb, la",250426
2745,2014,18.3031,Barbens,250411
2746,2014,20.7817,Balaguer,250404
2747,2014,18.3176,Bellver de Cerdanya,250518
2748,2014,8.4248,Ribera d'Urgellet,251850
2749,2014,84.2598,Sarroca de Bellera,252017
2750,2014,19.8416,Sarroca de Lleida,252000
2751,2014,36.9222,Sant Guim de la Plana,251977
2752,2014,18.8196,Sant Esteve de la Sarga,251961
2753,2014,43.6145,Sant Ramon,251945
2754,2014,31.7951,Sant Llorenç de Morunys,251930
2755,2014,32.4856,Sant Guim de Freixenet,251924
2756,2014,44.0684,Sanaüja,251919
2757,2014,12.501,Salàs de Pallars,251902
2758,2014,28.4244,"Pont de Suert, el",251734
2759,2014,23.4052,Riner,251863
2760,2014,17.8782,Seròs,252043
2761,2014,36.6738,Rialp,251832
2762,2014,6.7266,Puigverd de Lleida,251826
2763,2014,23.1088,Puigverd d'Agramunt,251811
2764,2014,24.1352,Puiggròs,251804
2765,2014,24.5416,Prullans,251790
2766,2014,38.8514,Preixens,251771
2767,2014,19.6514,Preixana,251765
2768,2014,198.2505,Prats i Sansor,251752
2769,2014,11.8224,"Portella, la",251749
2770,2014,10.7742,Rosselló,251898
2771,2014,26.7822,Talavera,252167
2772,2014,23.7173,Naut Aran,250254
2773,2014,3.6651,Linyola,251229
2774,2014,24.8229,"Torre de Cabdella, la",252271
2775,2014,22.3356,Torrebesses,252265
2776,2014,48.7132,Tornabous,252252
2777,2014,81.6696,"Torms, els",252249
2778,2014,13.6609,Torà,252234
2779,2014,72.3062,Tírvia,252213
2780,2014,29.7093,Tarroja de Segarra,252192
2781,2014,70.6231,Senterada,252022
2782,2014,25.504,Tàrrega,252173
2783,2014,13.0541,"Seu d'Urgell, la",252038
2784,2014,2759.4411,Talarn,252154
2785,2014,77.8957,Sunyer,252120
2786,2014,24.1455,Sudanell,252115
2787,2014,8.6738,Soses,252108
2788,2014,18.4704,Sort,252094
2789,2014,26.6218,Soriguera,252081
2790,2014,17.6712,Solsona,252075
2791,2014,4.7074,"Soleràs, el",252069
2792,2014,62.3475,Sidamon,252056
2793,2014,7.7228,Térmens,252206
2794,2014,155.8052,Tarrés,252189
2795,2014,19.0518,Massoteres,251327
2796,2014,67.5806,Montornès de Segarra,251431
2797,2014,43.6997,Montoliu de Lleida,251425
2798,2014,52.8578,Montoliu de Segarra,251410
2799,2014,29.4285,Montferrer i Castellbò,251403
2800,2014,35.1795,Montellà i Martinet,251399
2801,2014,58.8195,Montgai,251386
2802,2014,12.7044,Mollerussa,251370
2803,2014,1.8366,"Molsosa, la",251364
2804,2014,37.311,Miralcamp,251351
2805,2014,45.3523,Nalec,251459
2806,2014,34.9297,Maials,251333
2807,2014,81.7885,Llimiana,251288
2808,2014,14.2744,Massalcoreig,251312
2809,2014,42.7978,Maldà,251305
2810,2014,34.8785,Llobera,251291
2811,2014,24.3522,Lles de Cerdanya,251272
2812,2014,47.1663,Llardecans,251253
2813,2014,13.9645,Ponts,251728
2814,2014,77.1896,Tiurana,252228
2815,2014,0.0,Lladurs,251240
2816,2014,45.7313,Lladorre,251235
2817,2014,19.177,Menàrguens,251348
2818,2014,14.8908,Pinell de Solsonès,251667
2819,2014,35.6676,"Poal, el",251689
