Municipi,Codi_ine_6_txt,Comarca,Àmbit territorial,Any,Població,Establiments,Superfície de venda (m2),Densitat comercial (est. / 1.000 hab.),Densitat comercial (m2 / 1.000 hab.),Superfície mitjana per establiment (m2),Percentatge d'establiments dintre de TUC,Percentatge de superfície de venda dintre de TUC,Percentatge d'establiments,Percentatge de superfície de venda,Altres,Automoció i carburants,Comerç mixt,Equipament llar,Equipament persona,Lleure i cultura,Quotidià alimentari (exc. vending),Quotidià no alimentari,Superfície Altres,Superfície Automoció i carburants,Superfície Comerç mixt,Superfície Equipament llar,Superfície Equipament persona,Superfície Lleure i cultura,Superfície Quotidià alimentari (exc. vending),Superfície Quotidià no alimentari
Capafonts,430398,Baix Camp,Camp de Tarragona,2018,96,1,165,10.42,1719,165,,,0.00001,0.000011,,,,,,,,,,,,,,,,
Capçanes,430402,Priorat,Camp de Tarragona,2018,398,3,136,7.54,342,45,,,0.00003,0.000009,,,,,,,,,,,,,,,,
Capellades,80446,Anoia,Penedès,2018,5211,60,6553,11.51,1258,109,,,0.000592,0.000447,,,,,,,,,,,,,,,,
Capmany,170427,Alt Empordà,Comarques Gironines,2018,613,7,921,11.42,1502,132,,,0.000069,0.000063,,,,,,,,,,,,,,,,
Capolat,80459,Berguedà,Comarques Centrals,2018,96,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Cardedeu,80462,Vallès Oriental,Metropolità,2018,18165,241,33476,13.27,1843,139,0.9138,0.8222,0.00238,0.002282,20,19,7,45,34,21,82,13,1616,4239,3387,8207,1891,1569,11345,1222
Cardona,80478,Bages,Comarques Centrals,2018,4652,91,9878,19.56,2123,109,0.8539,0.4963,0.000899,0.000673,,,,,,,,,,,,,,,,
Carme,80484,Anoia,Penedès,2018,783,4,248,5.11,317,62,,,0.000039,0.000017,,,,,,,,,,,,,,,,
Caseres,430419,Terra Alta,Terres de l'Ebre,2018,235,2,125,8.51,532,63,,,0.00002,0.000009,,,,,,,,,,,,,,,,
Cassà de la Selva,170448,Gironès,Comarques Gironines,2018,10359,98,17223,9.46,1663,176,0.8854,0.7023,0.000968,0.001174,6,8,4,16,15,5,36,8,988,4441,1408,1869,795,301,6784,637
Casserres,80497,Berguedà,Comarques Centrals,2018,1572,25,1868,15.9,1188,75,,,0.000247,0.000127,,,,,,,,,,,,,,,,
Castell de l'Areny,80575,Berguedà,Comarques Centrals,2018,72,1,17,13.89,236,17,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Castell de Mur,259046,Pallars Jussà,Alt Pirineu i Aran,2018,165,1,1,6.06,6,1,,,0.00001,0,,,,,,,,,,,,,,,,
Castell-Platja d'Aro,170486,Baix Empordà,Comarques Gironines,2018,10585,363,68996,34.29,6518,190,0.8961,0.7959,0.003584,0.004704,14,13,17,57,144,30,71,17,720,2894,5996,14295,20259,4381,18517,1934
Castellar de la Ribera,250642,Solsonès,Comarques Centrals,2018,137,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Castellar de n'Hug,80522,Berguedà,Comarques Centrals,2018,165,7,262,42.42,1588,37,,,0.000069,0.000018,,,,,,,,,,,,,,,,
Castellar del Riu,80500,Berguedà,Comarques Centrals,2018,165,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Castellar del Vallès,80517,Vallès Occidental,Metropolità,2018,24036,220,40875,9.15,1701,186,0.8186,0.5868,0.002172,0.002787,15,19,10,33,33,29,66,15,2250,3361,3189,10579,2420,3827,13630,1619
Castellbell i el Vilar,80538,Bages,Comarques Centrals,2018,3599,44,4313,12.23,1198,98,,,0.000434,0.000294,,,,,,,,,,,,,,,,
Castellbisbal,80543,Vallès Occidental,Metropolità,2018,12332,111,20800,9,1687,187,0.7019,0.3705,0.001096,0.001418,13,14,9,19,11,6,31,8,4067,5619,1133,2871,802,352,5236,720
Castellcir,80556,Moianès,Metropolità,2018,728,4,461,5.49,633,115,,,0.000039,0.000031,,,,,,,,,,,,,,,,
Castelldans,250674,Garrigues,Ponent,2018,931,11,964,11.82,1035,88,,,0.000109,0.000066,,,,,,,,,,,,,,,,
Castelldefels,80569,Baix Llobregat,Metropolità,2018,66375,714,100245,10.76,1510,140,0.7891,0.6597,0.00705,0.006834,45,54,35,130,128,67,203,52,3695,10961,12696,16640,15646,6824,29302,4481
Castellet i la Gornal,80581,Alt Penedès,Penedès,2018,2247,14,3435,6.23,1529,245,,,0.000138,0.000234,,,,,,,,,,,,,,,,
Castellfollit de la Roca,170464,Garrotxa,Comarques Gironines,2018,956,11,974,11.51,1019,89,,,0.000109,0.000066,,,,,,,,,,,,,,,,
Castellfollit de Riubregós,80608,Anoia,Comarques Centrals,2018,156,1,123,6.41,788,123,,,0.00001,0.000008,,,,,,,,,,,,,,,,
Castellfollit del Boix,80594,Bages,Comarques Centrals,2018,446,2,123,4.48,276,62,,,0.00002,0.000008,,,,,,,,,,,,,,,,
Castellgalí,80615,Bages,Comarques Centrals,2018,2053,13,3939,6.33,1919,303,,,0.000128,0.000269,,,,,,,,,,,,,,,,
Castellnou de Bages,80620,Bages,Comarques Centrals,2018,1319,2,90,1.52,68,45,,,0.00002,0.000006,,,,,,,,,,,,,,,,
Castellnou de Seana,250680,Pla d'Urgell,Ponent,2018,687,5,138,7.28,201,28,,,0.000049,0.000009,,,,,,,,,,,,,,,,
Castelló d'Empúries,170470,Alt Empordà,Comarques Gironines,2018,10820,225,49745,20.79,4598,221,0.7429,0.5217,0.002222,0.003391,28,39,17,41,28,14,48,10,2445,8708,9703,12870,2049,1899,11069,1002
Castelló de Farfanya,250693,Noguera,Ponent,2018,538,3,141,5.58,262,47,,,0.00003,0.00001,,,,,,,,,,,,,,,,
Castellolí,80636,Anoia,Penedès,2018,610,7,806,11.48,1321,115,,,0.000069,0.000055,,,,,,,,,,,,,,,,
Castellserà,250707,Urgell,Ponent,2018,1000,11,992,11,992,90,,,0.000109,0.000068,,,,,,,,,,,,,,,,
Castellterçol,80641,Moianès,Metropolità,2018,2418,32,3357,13.23,1388,105,,,0.000316,0.000229,,,,,,,,,,,,,,,,
Castellvell del Camp,430424,Baix Camp,Camp de Tarragona,2018,2868,4,484,1.39,169,121,,,0.000039,0.000033,,,,,,,,,,,,,,,,
Castellví de la Marca,80654,Alt Penedès,Penedès,2018,1534,11,1062,7.17,692,97,,,0.000109,0.000072,,,,,,,,,,,,,,,,
Castellví de Rosanes,80667,Baix Llobregat,Metropolità,2018,1865,7,549,3.75,294,78,,,0.000069,0.000037,,,,,,,,,,,,,,,,
"Catllar, el",430430,Tarragonès,Camp de Tarragona,2018,4344,21,5231,4.83,1204,249,,,0.000207,0.000357,,,,,,,,,,,,,,,,
Cava,250714,Alt Urgell,Alt Pirineu i Aran,2018,46,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Cellera de Ter, la",171899,Selva,Comarques Gironines,2018,1976,31,4275,15.69,2163,138,,,0.000306,0.000291,,,,,,,,,,,,,,,,
Celrà,170499,Gironès,Comarques Gironines,2018,5390,55,11617,10.2,2155,211,,,0.000543,0.000792,,,,,,,,,,,,,,,,
Centelles,80673,Osona,Comarques Centrals,2018,7423,103,12330,13.88,1661,120,0.8922,0.7733,0.001017,0.000841,,,,,,,,,,,,,,,,
Cercs,82687,Berguedà,Comarques Centrals,2018,1152,10,832,8.68,722,83,,,0.000099,0.000057,,,,,,,,,,,,,,,,
Cerdanyola del Vallès,82665,Vallès Occidental,Metropolità,2018,57740,691,71720,11.97,1242,104,0.9096,0.7847,0.006823,0.004889,56,38,16,119,99,58,258,47,4468,10397,3341,18885,7537,4464,18460,4168
Cervelló,80689,Baix Llobregat,Metropolità,2018,8970,64,8972,7.13,1000,140,,,0.000632,0.000612,,,,,,,,,,,,,,,,
Cervera,250729,Segarra,Ponent,2018,9066,138,20453,15.22,2256,148,0.9556,0.9206,0.001363,0.001394,,,,,,,,,,,,,,,,
Cervià de les Garrigues,250735,Garrigues,Ponent,2018,648,5,194,7.72,299,39,,,0.000049,0.000013,,,,,,,,,,,,,,,,
Cervià de Ter,170502,Gironès,Comarques Gironines,2018,948,11,404,11.6,426,37,,,0.000109,0.000028,,,,,,,,,,,,,,,,
Cistella,170519,Alt Empordà,Comarques Gironines,2018,300,2,164,6.67,547,82,,,0.00002,0.000011,,,,,,,,,,,,,,,,
Ciutadilla,250740,Urgell,Ponent,2018,206,1,257,4.85,1248,257,,,0.00001,0.000018,,,,,,,,,,,,,,,,
Clariana de Cardener,250753,Solsonès,Comarques Centrals,2018,147,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Cogul, el",250766,Garrigues,Ponent,2018,161,3,200,18.63,1242,67,,,0.00003,0.000014,,,,,,,,,,,,,,,,
Colera,170545,Alt Empordà,Comarques Gironines,2018,465,4,353,8.6,759,88,,,0.000039,0.000024,,,,,,,,,,,,,,,,
Coll de Nargó,250772,Alt Urgell,Alt Pirineu i Aran,2018,549,7,1044,12.75,1902,149,,,0.000069,0.000071,,,,,,,,,,,,,,,,
Collbató,80692,Baix Llobregat,Metropolità,2018,4458,25,2883,5.61,647,115,,,0.000247,0.000197,,,,,,,,,,,,,,,,
Colldejou,430458,Baix Camp,Camp de Tarragona,2018,170,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Collsuspina,80706,Moianès,Comarques Centrals,2018,339,2,151,5.9,445,76,,,0.00002,0.00001,,,,,,,,,,,,,,,,
Colomers,170558,Baix Empordà,Comarques Gironines,2018,176,2,82,11.36,466,41,,,0.00002,0.000006,,,,,,,,,,,,,,,,
"Coma i la Pedra, la",251636,Solsonès,Comarques Centrals,2018,265,2,102,7.55,385,51,,,0.00002,0.000007,,,,,,,,,,,,,,,,
Conca de Dalt,251615,Pallars Jussà,Alt Pirineu i Aran,2018,428,1,110,2.34,257,110,,,0.00001,0.000007,,,,,,,,,,,,,,,,
Conesa,430461,Conca de Barberà,Camp de Tarragona,2018,103,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Constantí,430477,Tarragonès,Camp de Tarragona,2018,6516,55,11380,8.44,1746,207,0.5577,0.4666,0.000543,0.000776,,,,,,,,,,,,,,,,
Copons,80713,Anoia,Penedès,2018,306,2,158,6.54,516,79,,,0.00002,0.000011,,,,,,,,,,,,,,,,
Corbera d'Ebre,430483,Terra Alta,Terres de l'Ebre,2018,1023,13,962,12.71,940,74,,,0.000128,0.000066,,,,,,,,,,,,,,,,
Corbera de Llobregat,80728,Baix Llobregat,Metropolità,2018,14643,82,11043,5.6,754,135,878,0.7312,0.00081,0.000753,4,4,3,18,14,6,27,6,342,308,323,4075,710,381,4351,553
Corbins,250788,Segrià,Ponent,2018,1431,11,1259,7.69,880,114,,,0.000109,0.000086,,,,,,,,,,,,,,,,
Corçà,170577,Baix Empordà,Comarques Gironines,2018,1253,12,2566,9.58,2048,214,,,0.000118,0.000175,,,,,,,,,,,,,,,,
Cornellà de Llobregat,80734,Baix Llobregat,Metropolità,2018,87173,1165,160065,13.36,1836,137,0.8967,0.7714,0.011503,0.010912,62,84,41,211,163,75,449,80,7945,22611,26235,36167,16437,6642,36599,7429
Cornellà del Terri,170561,Pla de l'Estany,Comarques Gironines,2018,2322,23,4420,9.91,1904,192,,,0.000227,0.000301,,,,,,,,,,,,,,,,
Cornudella de Montsant,430496,Priorat,Camp de Tarragona,2018,964,15,1546,15.56,1604,103,,,0.000148,0.000105,,,,,,,,,,,,,,,,
Creixell,430509,Tarragonès,Camp de Tarragona,2018,3526,19,4395,5.39,1246,231,,,0.000188,0.0003,,,,,,,,,,,,,,,,
Crespià,170583,Pla de l'Estany,Comarques Gironines,2018,251,2,103,7.97,410,52,,,0.00002,0.000007,,,,,,,,,,,,,,,,
"Cruïlles, Monells i Sant Sadurní de l'Heura",179011,Baix Empordà,Comarques Gironines,2018,1274,4,305,3.14,239,76,,,0.000039,0.000021,,,,,,,,,,,,,,,,
Cubelles,80749,Garraf,Penedès,2018,14992,125,24498,8.34,1634,196,0.6179,0.2429,0.001234,0.00167,10,12,20,22,16,4,37,4,628,2579,3863,8383,979,104,7700,262
Cubells,250791,Noguera,Ponent,2018,358,3,105,8.38,293,35,,,0.00003,0.000007,,,,,,,,,,,,,,,,
Cunit,430516,Baix Penedès,Penedès,2018,12326,86,11067,6.98,898,129,0.5529,0.4026,0.000849,0.000754,3,6,6,18,6,11,27,9,222,866,1677,1906,339,421,4699,937
Darnius,170600,Alt Empordà,Comarques Gironines,2018,557,3,127,5.39,228,42,,,0.00003,0.000009,,,,,,,,,,,,,,,,
Das,170617,Cerdanya,Alt Pirineu i Aran,2018,227,1,17,4.41,75,17,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Deltebre,439018,Baix Ebre,Terres de l'Ebre,2018,11505,182,28389,15.82,2468,156,954,0.8913,0.001797,0.001935,16,11,11,37,29,18,47,13,1529,2124,4043,6654,3041,1543,8137,1318
Dosrius,80752,Maresme,Metropolità,2018,5281,31,3829,5.87,725,124,,,0.000306,0.000261,,,,,,,,,,,,,,,,
Duesaigües,430537,Baix Camp,Camp de Tarragona,2018,237,2,183,8.44,772,92,,,0.00002,0.000012,,,,,,,,,,,,,,,,
"Escala, l'",170622,Alt Empordà,Comarques Gironines,2018,10417,230,29677,22.08,2849,129,0.9058,0.6853,0.002271,0.002023,15,13,9,37,49,22,70,15,795,1641,4160,5611,2989,1135,12242,1104
Esparreguera,80765,Baix Llobregat,Metropolità,2018,22045,252,30867,11.43,1400,122,,,0.002488,0.002104,19,21,9,35,39,18,95,16,2990,5778,1472,4431,3067,1035,10559,1535
Espinelves,170638,Osona,Comarques Centrals,2018,206,2,140,9.71,680,70,,,0.00002,0.00001,,,,,,,,,,,,,,,,
"Espluga Calba, l'",250812,Garrigues,Ponent,2018,357,3,171,8.4,479,57,,,0.00003,0.000012,,,,,,,,,,,,,,,,
"Espluga de Francolí, l'",430542,Conca de Barberà,Camp de Tarragona,2018,3742,52,6345,13.9,1696,122,,,0.000513,0.000433,,,,,,,,,,,,,,,,
Esplugues de Llobregat,80771,Baix Llobregat,Metropolità,2018,46355,505,63995,10.89,1381,127,0.9335,0.8861,0.004986,0.004363,31,42,23,87,71,33,188,30,2800,10338,4817,14570,4531,2332,21503,3104
Espolla,170643,Alt Empordà,Comarques Gironines,2018,425,3,203,7.06,478,68,,,0.00003,0.000014,,,,,,,,,,,,,,,,
Esponellà,170656,Pla de l'Estany,Comarques Gironines,2018,433,1,71,2.31,164,71,,,0.00001,0.000005,,,,,,,,,,,,,,,,
Espot,250827,Pallars Sobirà,Alt Pirineu i Aran,2018,352,5,225,14.2,639,45,,,0.000049,0.000015,,,,,,,,,,,,,,,,
"Espunyola, l'",80787,Berguedà,Comarques Centrals,2018,258,1,215,3.88,833,215,,,0.00001,0.000015,,,,,,,,,,,,,,,,
"Esquirol, l'",82541,Osona,Comarques Centrals,2018,2141,21,1205,9.81,563,57,,,0.000207,0.000082,,,,,,,,,,,,,,,,
Estamariu,250886,Alt Urgell,Alt Pirineu i Aran,2018,119,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Estany, l'",80790,Moianès,Comarques Centrals,2018,393,3,145,7.63,369,48,,,0.00003,0.00001,,,,,,,,,,,,,,,,
Estaràs,250851,Segarra,Ponent,2018,160,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Esterri d'Àneu,250864,Pallars Sobirà,Alt Pirineu i Aran,2018,756,16,2151,21.16,2845,134,,,0.000158,0.000147,,,,,,,,,,,,,,,,
Esterri de Cardós,250870,Pallars Sobirà,Alt Pirineu i Aran,2018,69,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Falset,430555,Priorat,Camp de Tarragona,2018,2807,52,6969,18.53,2483,134,0.88,0.8268,0.000513,0.000475,,,,,,,,,,,,,,,,
"Far d'Empordà, el",170059,Alt Empordà,Comarques Gironines,2018,576,2,615,3.47,1068,308,,,0.00002,0.000042,,,,,,,,,,,,,,,,
Farrera,250899,Pallars Sobirà,Alt Pirineu i Aran,2018,122,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Fatarella, la",430568,Terra Alta,Terres de l'Ebre,2018,965,13,707,13.47,733,54,,,0.000128,0.000048,,,,,,,,,,,,,,,,
"Febró, la",430574,Baix Camp,Camp de Tarragona,2018,42,1,59,23.81,1405,59,,,0.00001,0.000004,,,,,,,,,,,,,,,,
Figaró-Montmany,81347,Vallès Oriental,Metropolità,2018,1109,11,608,9.92,548,55,,,0.000109,0.000041,,,,,,,,,,,,,,,,
Fígols,80804,Berguedà,Comarques Centrals,2018,42,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Fígols i Alinyà,259084,Alt Urgell,Alt Pirineu i Aran,2018,253,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Figuera, la",430580,Priorat,Camp de Tarragona,2018,104,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Figueres,170669,Alt Empordà,Comarques Gironines,2018,46381,892,157488,19.23,3396,177,0.8627,0.5983,0.008808,0.010737,68,77,44,178,210,78,189,48,14383,26435,18336,35269,21757,8611,29203,3494
Figuerola del Camp,430593,Alt Camp,Camp de Tarragona,2018,315,7,464,22.22,1473,66,,,0.000069,0.000032,,,,,,,,,,,,,,,,
Flaçà,170675,Gironès,Comarques Gironines,2018,1081,9,695,8.33,643,77,,,0.000089,0.000047,,,,,,,,,,,,,,,,
Flix,430607,Ribera d'Ebre,Terres de l'Ebre,2018,3491,69,8141,19.77,2332,118,,,0.000681,0.000555,,,,,,,,,,,,,,,,
"Floresta, la",250925,Garrigues,Ponent,2018,154,2,83,12.99,539,42,,,0.00002,0.000006,,,,,,,,,,,,,,,,
Fogars de la Selva,80826,Selva,Comarques Gironines,2018,1467,9,1656,6.13,1129,184,,,0.000089,0.000113,,,,,,,,,,,,,,,,
Fogars de Montclús,80811,Vallès Oriental,Metropolità,2018,466,3,61,6.44,131,20,,,0.00003,0.000004,,,,,,,,,,,,,,,,
Foixà,170681,Baix Empordà,Comarques Gironines,2018,305,1,129,3.28,423,129,,,0.00001,0.000009,,,,,,,,,,,,,,,,
Folgueroles,80832,Osona,Comarques Centrals,2018,2276,10,1029,4.39,452,103,,,0.000099,0.00007,,,,,,,,,,,,,,,,
Fondarella,250931,Pla d'Urgell,Ponent,2018,792,9,3736,11.36,4717,415,,,0.000089,0.000255,,,,,,,,,,,,,,,,
Fonollosa,80847,Bages,Comarques Centrals,2018,1439,3,263,2.08,183,88,,,0.00003,0.000018,,,,,,,,,,,,,,,,
Font-rubí,80850,Alt Penedès,Penedès,2018,1354,6,690,4.43,510,115,,,0.000059,0.000047,,,,,,,,,,,,,,,,
Fontanals de Cerdanya,170694,Cerdanya,Alt Pirineu i Aran,2018,455,1,120,2.2,264,120,,,0.00001,0.000008,,,,,,,,,,,,,,,,
Fontanilles,170708,Baix Empordà,Comarques Gironines,2018,138,1,35,7.25,254,35,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Fontcoberta,170715,Pla de l'Estany,Comarques Gironines,2018,1474,6,1288,4.07,874,215,,,0.000059,0.000088,,,,,,,,,,,,,,,,
Foradada,250946,Noguera,Ponent,2018,173,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Forallac,179026,Baix Empordà,Comarques Gironines,2018,1713,34,9580,19.85,5593,282,,,0.000336,0.000653,,,,,,,,,,,,,,,,
Forès,430614,Conca de Barberà,Camp de Tarragona,2018,42,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Fornells de la Selva,170736,Gironès,Comarques Gironines,2018,2649,40,17077,15.1,6447,427,,,0.000395,0.001164,,,,,,,,,,,,,,,,
Fortià,170741,Alt Empordà,Comarques Gironines,2018,732,8,4155,10.93,5676,519,,,0.000079,0.000283,,,,,,,,,,,,,,,,
"Franqueses del Vallès, les",80863,Vallès Oriental,Metropolità,2018,19768,169,41387,8.55,2094,245,0.7126,0.3247,0.001669,0.002822,19,22,8,40,7,14,51,8,2796,11605,2632,14104,547,1415,7201,1087
Freginals,430629,Montsià,Terres de l'Ebre,2018,369,5,207,13.55,561,41,,,0.000049,0.000014,,,,,,,,,,,,,,,,
"Fuliola, la",250962,Urgell,Ponent,2018,1217,14,2153,11.5,1769,154,,,0.000138,0.000147,,,,,,,,,,,,,,,,
Fulleda,250978,Garrigues,Ponent,2018,84,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Gaià,80902,Bages,Comarques Centrals,2018,167,1,52,5.99,311,52,,,0.00001,0.000004,,,,,,,,,,,,,,,,
"Galera, la",430635,Montsià,Terres de l'Ebre,2018,719,10,745,13.91,1036,75,,,0.000099,0.000051,,,,,,,,,,,,,,,,
Gallifa,80879,Vallès Occidental,Metropolità,2018,169,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Gandesa,430640,Terra Alta,Terres de l'Ebre,2018,3009,61,8468,20.27,2814,139,0.9167,679,0.000602,0.000577,,,,,,,,,,,,,,,,
Garcia,430653,Ribera d'Ebre,Terres de l'Ebre,2018,525,4,296,7.62,564,74,,,0.000039,0.00002,,,,,,,,,,,,,,,,
"Garidells, els",430666,Alt Camp,Camp de Tarragona,2018,201,1,25,4.98,124,25,,,0.00001,0.000002,,,,,,,,,,,,,,,,
"Garriga, la",80885,Vallès Oriental,Metropolità,2018,16227,195,31044,12.02,1913,159,0.8737,0.5863,0.001925,0.002116,14,21,5,37,33,20,59,6,1299,7244,1517,9176,2057,1476,7697,578
Garrigàs,170754,Alt Empordà,Comarques Gironines,2018,439,8,1178,18.22,2683,147,,,0.000079,0.00008,,,,,,,,,,,,,,,,
Garrigoles,170767,Baix Empordà,Comarques Gironines,2018,175,1,34,5.71,194,34,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Garriguella,170773,Alt Empordà,Comarques Gironines,2018,840,5,432,5.95,514,86,,,0.000049,0.000029,,,,,,,,,,,,,,,,
Gavà,80898,Baix Llobregat,Metropolità,2018,46705,580,102175,12.42,2188,176,0.8838,0.7477,0.005727,0.006966,36,42,30,103,100,42,191,36,4528,16521,15000,25544,7676,5279,24089,3538
Gavet de la Conca,250984,Pallars Jussà,Alt Pirineu i Aran,2018,274,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Gelida,80919,Alt Penedès,Penedès,2018,7371,50,6294,6.78,854,126,,,0.000494,0.000429,,,,,,,,,,,,,,,,
Ger,170789,Cerdanya,Alt Pirineu i Aran,2018,429,4,261,9.32,608,65,,,0.000039,0.000018,,,,,,,,,,,,,,,,
Gimenells i el Pla de la Font,259123,Segrià,Ponent,2018,1108,11,1862,9.93,1681,169,,,0.000109,0.000127,,,,,,,,,,,,,,,,
Ginestar,430672,Ribera d'Ebre,Terres de l'Ebre,2018,762,8,327,10.5,429,41,,,0.000079,0.000022,,,,,,,,,,,,,,,,
Girona,170792,Gironès,Comarques Gironines,2018,100266,1646,247579,16.42,2469,150,0.9537,0.8372,0.016253,0.016878,150,92,66,295,340,157,448,98,21527,21322,30631,57626,36943,14679,55117,9734
Gironella,80924,Berguedà,Comarques Centrals,2018,4834,78,8659,16.14,1791,111,,,0.00077,0.00059,,,,,,,,,,,,,,,,
Gisclareny,80930,Berguedà,Comarques Centrals,2018,26,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Godall,430688,Montsià,Terres de l'Ebre,2018,591,12,583,20.3,986,49,,,0.000118,0.00004,,,,,,,,,,,,,,,,
Golmés,250997,Pla d'Urgell,Ponent,2018,1864,45,18175,24.14,9751,404,0.1591,0.0264,0.000444,0.001239,,,,,,,,,,,,,,,,
Gombrèn,170806,Ripollès,Comarques Gironines,2018,186,3,158,16.13,849,53,,,0.00003,0.000011,,,,,,,,,,,,,,,,
Gósol,251001,Berguedà,Comarques Centrals,2018,209,3,52,14.35,249,17,,,0.00003,0.000004,,,,,,,,,,,,,,,,
"Granada, la",80945,Alt Penedès,Penedès,2018,2130,13,3674,6.1,1725,283,,,0.000128,0.00025,,,,,,,,,,,,,,,,
"Granadella, la",251018,Garrigues,Ponent,2018,728,11,667,15.11,916,61,,,0.000109,0.000045,,,,,,,,,,,,,,,,
Granera,80958,Moianès,Metropolità,2018,80,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Granja d'Escarp, la",251023,Segrià,Ponent,2018,956,11,625,11.51,654,57,,,0.000109,0.000043,,,,,,,,,,,,,,,,
Granollers,80961,Vallès Oriental,Metropolità,2018,60981,1101,183397,18.05,3007,167,0.9049,686,0.010871,0.012503,100,75,40,218,212,95,306,55,12022,27998,16981,37707,26287,11881,42230,8291
Granyanella,251039,Segarra,Ponent,2018,140,7,7059,50,50421,1008,,,0.000069,0.000481,,,,,,,,,,,,,,,,
Granyena de les Garrigues,251057,Garrigues,Ponent,2018,144,1,6,6.94,42,6,,,0.00001,0,,,,,,,,,,,,,,,,
Granyena de Segarra,251044,Segarra,Ponent,2018,147,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Gratallops,430691,Priorat,Camp de Tarragona,2018,226,4,331,17.7,1465,83,,,0.000039,0.000023,,,,,,,,,,,,,,,,
Gualba,80977,Vallès Oriental,Metropolità,2018,1481,9,695,6.08,469,77,,,0.000089,0.000047,,,,,,,,,,,,,,,,
Gualta,170813,Baix Empordà,Comarques Gironines,2018,392,8,1643,20.41,4191,205,,,0.000079,0.000112,,,,,,,,,,,,,,,,
Guardiola de Berguedà,80996,Berguedà,Comarques Centrals,2018,887,25,1718,28.18,1937,69,,,0.000247,0.000117,,,,,,,,,,,,,,,,
"Guiamets, els",430705,Priorat,Camp de Tarragona,2018,270,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Guils de Cerdanya,170828,Cerdanya,Alt Pirineu i Aran,2018,529,1,31,1.89,59,31,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Guimerà,251095,Urgell,Ponent,2018,270,3,897,11.11,3322,299,,,0.00003,0.000061,,,,,,,,,,,,,,,,
"Guingueta d'Àneu, la",259031,Pallars Sobirà,Alt Pirineu i Aran,2018,298,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Guissona,251109,Segarra,Ponent,2018,7034,70,8888,9.95,1264,127,0.9118,0.8856,0.000691,0.000606,,,,,,,,,,,,,,,,
Guixers,251116,Solsonès,Comarques Centrals,2018,138,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Gurb,81000,Osona,Comarques Centrals,2018,2654,37,10623,13.94,4003,287,,,0.000365,0.000724,,,,,,,,,,,,,,,,
