Municipi,Codi_ine_6_txt,Comarca,Àmbit territorial,Any,Població,Establiments,Superfície de venda (m2),Densitat comercial (est. / 1.000 hab.),Densitat comercial (m2 / 1.000 hab.),Superfície mitjana per establiment (m2),Percentatge d'establiments dintre de TUC,Percentatge de superfície de venda dintre de TUC,Percentatge d'establiments,Percentatge de superfície de venda,Altres,Automoció i carburants,Comerç mixt,Equipament llar,Equipament persona,Lleure i cultura,Quotidià alimentari (exc. vending),Quotidià no alimentari,Superfície Altres,Superfície Automoció i carburants,Superfície Comerç mixt,Superfície Equipament llar,Superfície Equipament persona,Superfície Lleure i cultura,Superfície Quotidià alimentari (exc. vending),Superfície Quotidià no alimentari
Vielha e Mijaran,252430,Aran,Alt Pirineu i Aran,2017,5512,144,21043,26.12,3818,146,0.8056,0.7298,0.001395,0.001408,,,,,,,,,,,,,,,,
Vila-rodona,431704,Alt Camp,Camp de Tarragona,2017,1259,16,2539,12.71,2017,159,,,0.000155,0.00017,,,,,,,,,,,,,,,,
Vila-sacra,172305,Alt Empordà,Comarques Gironines,2017,706,12,8220,17,11643,685,,,0.000116,0.00055,,,,,,,,,,,,,,,,
Vila-sana,252521,Pla d'Urgell,Ponent,2017,721,16,2739,22.19,3799,171,,,0.000155,0.000183,,,,,,,,,,,,,,,,
Vila-seca,431711,Tarragonès,Camp de Tarragona,2017,21993,229,43353,10.41,1971,189,0.8865,0.5421,0.002219,0.0029,9,16,16,42,42,18,72,14,6356,3706,4367,8831,4259,1335,13055,1444
Vilabella,431652,Alt Camp,Camp de Tarragona,2017,749,10,1018,13.35,1359,102,,,0.000097,0.000068,,,,,,,,,,,,,,,,
Vilabertran,172142,Alt Empordà,Comarques Gironines,2017,919,6,253,6.53,275,42,,,0.000058,0.000017,,,,,,,,,,,,,,,,
Vilablareix,172155,Gironès,Comarques Gironines,2017,2691,28,6246,10.41,2321,223,,,0.000271,0.000418,,,,,,,,,,,,,,,,
Vilada,82994,Berguedà,Comarques Centrals,2017,424,5,312,11.79,736,62,,,0.000048,0.000021,,,,,,,,,,,,,,,,
Viladamat,172174,Alt Empordà,Comarques Gironines,2017,468,8,879,17.09,1878,110,,,0.000078,0.000059,,,,,,,,,,,,,,,,
Viladasens,172168,Gironès,Comarques Gironines,2017,216,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Viladecans,83015,Baix Llobregat,Metropolità,2017,65993,728,107211,11.03,1625,147,0.8984,0.7871,0.007053,0.007172,42,53,38,110,150,53,244,38,4821,15273,8089,14171,22441,6101,32389,3926
Viladecavalls,83008,Vallès Occidental,Metropolità,2017,7392,43,7149,5.82,967,166,,,0.000417,0.000478,,,,,,,,,,,,,,,,
Vilademuls,172180,Pla de l'Estany,Comarques Gironines,2017,789,4,601,5.07,762,150,,,0.000039,0.00004,,,,,,,,,,,,,,,,
Viladrau,172207,Osona,Comarques Centrals,2017,1038,14,980,13.49,944,70,,,0.000136,0.000066,,,,,,,,,,,,,,,,
Vilafant,172214,Alt Empordà,Comarques Gironines,2017,5465,23,1655,4.21,303,72,,,0.000223,0.000111,,,,,,,,,,,,,,,,
Vilafranca del Penedès,83054,Alt Penedès,Penedès,2017,39532,688,120881,17.4,3058,176,907,0.7743,0.006666,0.008086,49,59,30,126,141,56,197,30,7124,20968,16535,22110,11946,5253,31611,5334
Vilagrassa,252445,Urgell,Ponent,2017,522,4,3441,7.66,6592,860,,,0.000039,0.00023,,,,,,,,,,,,,,,,
Vilajuïga,172235,Alt Empordà,Comarques Gironines,2017,1123,12,925,10.69,824,77,,,0.000116,0.000062,,,,,,,,,,,,,,,,
Vilalba dels Arcs,431750,Terra Alta,Terres de l'Ebre,2017,643,5,166,7.78,258,33,,,0.000048,0.000011,,,,,,,,,,,,,,,,
Vilalba Sasserra,83067,Vallès Oriental,Metropolità,2017,690,7,449,10.14,651,64,,,0.000068,0.00003,,,,,,,,,,,,,,,,
Vilaller,252458,Alta Ribagorça,Alt Pirineu i Aran,2017,547,9,615,16.45,1124,68,,,0.000087,0.000041,,,,,,,,,,,,,,,,
Vilallonga de Ter,172240,Ripollès,Comarques Gironines,2017,406,5,314,12.32,773,63,,,0.000048,0.000021,,,,,,,,,,,,,,,,
Vilallonga del Camp,431665,Tarragonès,Camp de Tarragona,2017,2340,17,5556,7.26,2374,327,,,0.000165,0.000372,,,,,,,,,,,,,,,,
Vilamacolum,172253,Alt Empordà,Comarques Gironines,2017,325,3,499,9.23,1535,166,,,0.000029,0.000033,,,,,,,,,,,,,,,,
Vilamalla,172266,Alt Empordà,Comarques Gironines,2017,1146,34,13998,29.67,12215,412,,,0.000329,0.000936,,,,,,,,,,,,,,,,
Vilamaniscle,172272,Alt Empordà,Comarques Gironines,2017,199,1,17,5.03,85,17,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Vilamòs,252477,Aran,Alt Pirineu i Aran,2017,151,3,1023,19.87,6775,341,,,0.000029,0.000068,,,,,,,,,,,,,,,,
Vilanant,172288,Alt Empordà,Comarques Gironines,2017,401,1,40,2.49,100,40,,,0.00001,0.000003,,,,,,,,,,,,,,,,
Vilanova d'Escornalbou,431671,Baix Camp,Camp de Tarragona,2017,521,5,284,9.6,545,57,,,0.000048,0.000019,,,,,,,,,,,,,,,,
Vilanova de Bellpuig,252483,Pla d'Urgell,Ponent,2017,1159,7,281,6.04,242,40,,,0.000068,0.000019,,,,,,,,,,,,,,,,
Vilanova de l'Aguda,252496,Noguera,Ponent,2017,206,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Vilanova de la Barca,252542,Segrià,Ponent,2017,1044,13,1391,12.45,1332,107,,,0.000126,0.000093,,,,,,,,,,,,,,,,
Vilanova de Meià,252509,Noguera,Ponent,2017,401,6,357,14.96,890,60,,,0.000058,0.000024,,,,,,,,,,,,,,,,
Vilanova de Prades,431687,Conca de Barberà,Camp de Tarragona,2017,121,2,31,16.53,256,16,,,0.000019,0.000002,,,,,,,,,,,,,,,,
Vilanova de Sau,83036,Osona,Comarques Centrals,2017,313,3,100,9.58,319,33,,,0.000029,0.000007,,,,,,,,,,,,,,,,
Vilanova de Segrià,252516,Segrià,Ponent,2017,943,4,212,4.24,225,53,,,0.000039,0.000014,,,,,,,,,,,,,,,,
Vilanova del Camí,83020,Anoia,Penedès,2017,12332,102,12992,8.27,1054,127,0.9804,0.8712,0.000988,0.000869,3,6,6,20,14,10,38,5,174,779,2754,2537,1150,714,4371,513
Vilanova del Vallès,89024,Vallès Oriental,Metropolità,2017,5285,48,7254,9.08,1373,151,0.0208,0.0114,0.000465,0.000485,,,,,,,,,,,,,,,,
Vilanova i la Geltrú,83073,Garraf,Penedès,2017,66077,942,132921,14.26,2012,141,0.9002,0.7252,0.009127,0.008891,43,75,32,192,191,75,290,44,3528,18040,7690,36369,21919,6079,33314,5982
Vilaplana,431690,Baix Camp,Camp de Tarragona,2017,585,4,183,6.84,313,46,,,0.000039,0.000012,,,,,,,,,,,,,,,,
Vilassar de Dalt,82140,Maresme,Metropolità,2017,8961,82,11801,9.15,1317,144,0.8049,739,0.000794,0.000789,,,,,,,,,,,,,,,,
Vilassar de Mar,82191,Maresme,Metropolità,2017,20636,242,33121,11.73,1605,137,,,0.002345,0.002216,10,10,13,43,46,19,83,18,792,2248,3656,8646,3245,1561,11049,1924
Vilaür,172229,Alt Empordà,Comarques Gironines,2017,145,1,17,6.9,117,17,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Vilaverd,431726,Conca de Barberà,Camp de Tarragona,2017,440,5,682,11.36,1550,136,,,0.000048,0.000046,,,,,,,,,,,,,,,,
"Vilella Alta, la",431732,Priorat,Camp de Tarragona,2017,127,2,49,15.75,386,25,,,0.000019,0.000003,,,,,,,,,,,,,,,,
"Vilella Baixa, la",431747,Priorat,Camp de Tarragona,2017,200,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Vilobí d'Onyar,172333,Selva,Comarques Gironines,2017,3138,33,2850,10.52,908,86,,,0.00032,0.000191,,,,,,,,,,,,,,,,
Vilobí del Penedès,83041,Alt Penedès,Penedès,2017,1094,10,679,9.14,621,68,,,0.000097,0.000045,,,,,,,,,,,,,,,,
Vilopriu,172327,Baix Empordà,Comarques Gironines,2017,207,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Vilosell, el",252537,Garrigues,Ponent,2017,180,1,26,5.56,144,26,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Vimbodí i Poblet,431763,Conca de Barberà,Camp de Tarragona,2017,917,10,717,10.91,782,72,,,0.000097,0.000048,,,,,,,,,,,,,,,,
Vinaixa,252555,Garrigues,Ponent,2017,483,5,330,10.35,683,66,,,0.000048,0.000022,,,,,,,,,,,,,,,,
Vinebre,431779,Ribera d'Ebre,Terres de l'Ebre,2017,428,7,298,16.36,696,43,,,0.000068,0.00002,,,,,,,,,,,,,,,,
Vinyols i els Arcs,431785,Baix Camp,Camp de Tarragona,2017,1928,28,9423,14.52,4887,337,0.3214,0.1241,0.000271,0.00063,,,,,,,,,,,,,,,,
Viver i Serrateix,83089,Berguedà,Comarques Centrals,2017,173,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Xerta,430521,Baix Ebre,Terres de l'Ebre,2017,1188,13,672,10.94,566,52,,,0.000126,0.000045,,,,,,,,,,,,,,,,
