Municipi,Codi_ine_6_txt,Comarca,Àmbit territorial,Any,Població,Establiments,Superfície de venda (m2),Densitat comercial (est. / 1.000 hab.),Densitat comercial (m2 / 1.000 hab.),Superfície mitjana per establiment (m2),Percentatge d'establiments dintre de TUC,Percentatge de superfície de venda dintre de TUC,Percentatge d'establiments,Percentatge de superfície de venda,Altres,Automoció i carburants,Comerç mixt,Equipament llar,Equipament persona,Lleure i cultura,Quotidià alimentari (exc. vending),Quotidià no alimentari,Superfície Altres,Superfície Automoció i carburants,Superfície Comerç mixt,Superfície Equipament llar,Superfície Equipament persona,Superfície Lleure i cultura,Superfície Quotidià alimentari (exc. vending),Superfície Quotidià no alimentari
Vila-sana,252521,Pla d'Urgell,Ponent,2019,742,17,2901,22.91,3910,171,,,0.000173,0.000256,,,,,,,,,,,,,,,,
Vila-seca,431711,Tarragonès,Camp de Tarragona,2019,22187,228,30075,10.28,1356,132,0.87,0.6208,0.002319,0.00265,13,21,19,41,35,20,64,15,952,3638,3827,6959,2626,2897,7753,1423
Vilabella,431652,Alt Camp,Camp de Tarragona,2019,736,8,731,10.87,993,91,,,0.000081,0.000064,,,,,,,,,,,,,,,,
Vilabertran,172142,Alt Empordà,Comarques Gironines,2019,979,6,231,6.13,236,39,,,0.000061,0.00002,,,,,,,,,,,,,,,,
Vilablareix,172155,Gironès,Comarques Gironines,2019,2897,27,4796,9.32,1656,178,,,0.000275,0.000423,,,,,,,,,,,,,,,,
Vilada,82994,Berguedà,Comarques Centrals,2019,416,5,279,12.02,671,56,,,0.000051,0.000025,,,,,,,,,,,,,,,,
Viladamat,172174,Alt Empordà,Comarques Gironines,2019,468,13,770,27.78,1645,59,,,0.000132,0.000068,,,,,,,,,,,,,,,,
Viladasens,172168,Gironès,Comarques Gironines,2019,200,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Viladecans,83015,Baix Llobregat,Metropolità,2019,66611,672,79550,10.09,1194,118,883,0.7776,0.006836,0.00701,39,53,35,99,143,49,222,32,3054,10023,6096,12031,18075,4789,22845,2637
Viladecavalls,83008,Vallès Occidental,Metropolità,2019,7512,41,5154,5.46,686,126,0.6,0.26,0.000417,0.000454,,,,,,,,,,,,,,,,
Vilademuls,172180,Pla de l'Estany,Comarques Gironines,2019,815,4,436,4.91,535,109,,,0.000041,0.000038,,,,,,,,,,,,,,,,
Viladrau,172207,Osona,Comarques Centrals,2019,1040,12,841,11.54,809,70,,,0.000122,0.000074,,,,,,,,,,,,,,,,
Vilafant,172214,Alt Empordà,Comarques Gironines,2019,5394,26,1756,4.82,326,68,,,0.000264,0.000155,,,,,,,,,,,,,,,,
Vilafranca del Penedès,83054,Alt Penedès,Penedès,2019,39746,658,96626,16.56,2431,147,0.8859,0.6815,0.006693,0.008515,55,59,28,123,128,52,188,25,6432,18804,14803,16425,8507,4341,23679,3635
Vilagrassa,252445,Urgell,Ponent,2019,541,4,2712,7.39,5013,678,,,0.000041,0.000239,,,,,,,,,,,,,,,,
Vilajuïga,172235,Alt Empordà,Comarques Gironines,2019,1104,13,725,11.78,657,56,,,0.000132,0.000064,,,,,,,,,,,,,,,,
Vilalba dels Arcs,431750,Terra Alta,Terres de l'Ebre,2019,625,5,196,8,314,39,,,0.000051,0.000017,,,,,,,,,,,,,,,,
Vilalba Sasserra,83067,Vallès Oriental,Metropolità,2019,716,7,402,9.78,561,57,,,0.000071,0.000035,,,,,,,,,,,,,,,,
Vilaller,252458,Alta Ribagorça,Alt Pirineu i Aran,2019,561,8,580,14.26,1034,73,,,0.000081,0.000051,,,,,,,,,,,,,,,,
Vilallonga de Ter,172240,Ripollès,Comarques Gironines,2019,398,5,246,12.56,618,49,,,0.000051,0.000022,,,,,,,,,,,,,,,,
Vilallonga del Camp,431665,Tarragonès,Camp de Tarragona,2019,2389,17,1160,7.12,486,68,,,0.000173,0.000102,,,,,,,,,,,,,,,,
Vilamacolum,172253,Alt Empordà,Comarques Gironines,2019,348,3,158,8.62,454,53,,,0.000031,0.000014,,,,,,,,,,,,,,,,
Vilamalla,172266,Alt Empordà,Comarques Gironines,2019,1181,38,11322,32.18,9587,298,,,0.000387,0.000998,,,,,,,,,,,,,,,,
Vilamaniscle,172272,Alt Empordà,Comarques Gironines,2019,200,1,13,5,65,13,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Vilamòs,252477,Aran,Alt Pirineu i Aran,2019,187,4,870,21.39,4652,218,,,0.000041,0.000077,,,,,,,,,,,,,,,,
Vilanant,172288,Alt Empordà,Comarques Gironines,2019,392,1,324,2.55,827,324,,,0.00001,0.000029,,,,,,,,,,,,,,,,
Vilanova d'Escornalbou,431671,Baix Camp,Camp de Tarragona,2019,545,4,223,7.34,409,56,,,0.000041,0.00002,,,,,,,,,,,,,,,,
Vilanova de Bellpuig,252483,Pla d'Urgell,Ponent,2019,1181,7,219,5.93,185,31,,,0.000071,0.000019,,,,,,,,,,,,,,,,
Vilanova de l'Aguda,252496,Noguera,Ponent,2019,197,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Vilanova de la Barca,252542,Segrià,Ponent,2019,1036,13,1111,12.55,1072,85,,,0.000132,0.000098,,,,,,,,,,,,,,,,
Vilanova de Meià,252509,Noguera,Ponent,2019,389,4,240,10.28,617,60,,,0.000041,0.000021,,,,,,,,,,,,,,,,
Vilanova de Prades,431687,Conca de Barberà,Camp de Tarragona,2019,112,1,7,8.93,63,7,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Vilanova de Sau,83036,Osona,Comarques Centrals,2019,299,2,27,6.69,90,14,,,0.00002,0.000002,,,,,,,,,,,,,,,,
Vilanova de Segrià,252516,Segrià,Ponent,2019,977,6,603,6.14,617,101,,,0.000061,0.000053,,,,,,,,,,,,,,,,
Vilanova del Camí,83020,Anoia,Penedès,2019,12458,99,11004,7.95,883,111,0.5918,0.5822,0.001007,0.00097,4,5,5,23,14,7,36,5,192,463,2069,2825,1256,407,3412,380
Vilanova del Vallès,89024,Vallès Oriental,Metropolità,2019,5432,47,6091,8.65,1121,130,,,0.000478,0.000537,,,,,,,,,,,,,,,,
Vilanova i la Geltrú,83073,Garraf,Penedès,2019,67086,894,97365,13.33,1451,109,0.8998,0.7476,0.009094,0.00858,41,60,35,175,181,72,284,46,2208,11307,9182,24914,16163,4978,24995,3618
Vilaplana,431690,Baix Camp,Camp de Tarragona,2019,574,4,323,6.97,563,81,,,0.000041,0.000028,,,,,,,,,,,,,,,,
Vilassar de Dalt,82140,Maresme,Metropolità,2019,9043,79,7068,8.74,782,89,875,886,0.000804,0.000623,,,,,,,,,,,,,,,,
Vilassar de Mar,82191,Maresme,Metropolità,2019,20837,228,24332,10.94,1168,107,,,0.002319,0.002144,8,8,11,39,45,17,85,15,333,1559,2830,6779,2354,1215,7710,1552
Vilaür,172229,Alt Empordà,Comarques Gironines,2019,157,1,13,6.37,83,13,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Vilaverd,431726,Conca de Barberà,Camp de Tarragona,2019,452,3,430,6.64,951,143,,,0.000031,0.000038,,,,,,,,,,,,,,,,
"Vilella Alta, la",431732,Priorat,Camp de Tarragona,2019,135,1,20,7.41,148,20,,,0.00001,0.000002,,,,,,,,,,,,,,,,
"Vilella Baixa, la",431747,Priorat,Camp de Tarragona,2019,202,1,40,4.95,198,40,,,0.00001,0.000004,,,,,,,,,,,,,,,,
Vilobí d'Onyar,172333,Selva,Comarques Gironines,2019,3291,36,2911,10.94,885,81,,,0.000366,0.000257,,,,,,,,,,,,,,,,
Vilobí del Penedès,83041,Alt Penedès,Penedès,2019,1107,6,253,5.42,229,42,,,0.000061,0.000022,,,,,,,,,,,,,,,,
Vilopriu,172327,Baix Empordà,Comarques Gironines,2019,202,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Vilosell, el",252537,Garrigues,Ponent,2019,169,1,20,5.92,118,20,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Vimbodí i Poblet,431763,Conca de Barberà,Camp de Tarragona,2019,892,12,683,13.45,766,57,,,0.000122,0.00006,,,,,,,,,,,,,,,,
Vinaixa,252555,Garrigues,Ponent,2019,470,5,261,10.64,555,52,,,0.000051,0.000023,,,,,,,,,,,,,,,,
Vinebre,431779,Ribera d'Ebre,Terres de l'Ebre,2019,428,6,197,14.02,460,33,,,0.000061,0.000017,,,,,,,,,,,,,,,,
Vinyols i els Arcs,431785,Baix Camp,Camp de Tarragona,2019,2056,21,4223,10.21,2054,201,0.1429,0.0334,0.000214,0.000372,,,,,,,,,,,,,,,,
Viver i Serrateix,83089,Berguedà,Comarques Centrals,2019,168,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Xerta,430521,Baix Ebre,Terres de l'Ebre,2019,1170,12,623,10.26,532,52,,,0.000122,0.000055,,,,,,,,,,,,,,,,
