Municipi,Codi_ine_6_txt,Comarca,Àmbit territorial,Any,Població,Establiments,Superfície de venda (m2),Densitat comercial (est. / 1.000 hab.),Densitat comercial (m2 / 1.000 hab.),Superfície mitjana per establiment (m2),Percentatge d'establiments dintre de TUC,Percentatge de superfície de venda dintre de TUC,Percentatge d'establiments,Percentatge de superfície de venda,Altres,Automoció i carburants,Comerç mixt,Equipament llar,Equipament persona,Lleure i cultura,Quotidià alimentari (exc. vending),Quotidià no alimentari,Superfície Altres,Superfície Automoció i carburants,Superfície Comerç mixt,Superfície Equipament llar,Superfície Equipament persona,Superfície Lleure i cultura,Superfície Quotidià alimentari (exc. vending),Superfície Quotidià no alimentari
Igualada,81022,Anoia,Penedès,2019,39967,682,93934,17.06,2350,138,0.9211,0.8233,0.006937,0.008278,51,62,28,115,148,65,180,33,4043,20311,9048,16203,12427,6754,22182,2966
Isona i Conca Dellà,251155,Pallars Jussà,Alt Pirineu i Aran,2019,1019,14,1133,13.74,1112,81,,,0.000142,0.0001,,,,,,,,,,,,,,,,
Isòvol,170849,Cerdanya,Alt Pirineu i Aran,2019,281,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Ivars d'Urgell,251137,Pla d'Urgell,Ponent,2019,1531,14,1232,9.14,805,88,,,0.000142,0.000109,,,,,,,,,,,,,,,,
Ivars de Noguera,251121,Noguera,Ponent,2019,334,1,18,2.99,54,18,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Ivorra,251142,Segarra,Ponent,2019,104,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Jafre,170852,Baix Empordà,Comarques Gironines,2019,380,3,222,7.89,584,74,,,0.000031,0.00002,,,,,,,,,,,,,,,,
"Jonquera, la",170865,Alt Empordà,Comarques Gironines,2019,3290,260,55119,79.03,16753,212,,,0.002645,0.004857,,,,,,,,,,,,,,,,
Jorba,81038,Anoia,Penedès,2019,835,10,1965,11.98,2353,197,,,0.000102,0.000173,,,,,,,,,,,,,,,,
Josa i Tuixén,259101,Alt Urgell,Alt Pirineu i Aran,2019,106,1,20,9.43,189,20,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Juià,170871,Gironès,Comarques Gironines,2019,323,2,115,6.19,356,58,,,0.00002,0.00001,,,,,,,,,,,,,,,,
Juncosa,251180,Garrigues,Ponent,2019,386,8,395,20.73,1023,49,,,0.000081,0.000035,,,,,,,,,,,,,,,,
Juneda,251193,Garrigues,Ponent,2019,3475,29,2833,8.35,815,98,,,0.000295,0.00025,,,,,,,,,,,,,,,,
Les,251214,Aran,Alt Pirineu i Aran,2019,946,18,3641,19.03,3849,202,0.2667,0.0751,0.000183,0.000321,,,,,,,,,,,,,,,,
Linyola,251229,Pla d'Urgell,Ponent,2019,2700,22,1859,8.15,689,85,,,0.000224,0.000164,,,,,,,,,,,,,,,,
"Llacuna, la",81043,Anoia,Penedès,2019,870,6,177,6.9,203,30,,,0.000061,0.000016,,,,,,,,,,,,,,,,
Lladó,170887,Alt Empordà,Comarques Gironines,2019,818,5,203,6.11,248,41,,,0.000051,0.000018,,,,,,,,,,,,,,,,
Lladorre,251235,Pallars Sobirà,Alt Pirineu i Aran,2019,230,1,17,4.35,74,17,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Lladurs,251240,Solsonès,Comarques Centrals,2019,176,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Llagosta, la",81056,Vallès Oriental,Metropolità,2019,13480,154,9944,11.42,738,65,0.8667,832,0.001566,0.000876,8,8,7,21,25,7,70,8,348,997,551,1946,1137,454,3883,628
Llagostera,170890,Gironès,Comarques Gironines,2019,8453,94,10305,11.12,1219,110,0.7742,0.6241,0.000956,0.000908,,,,,,,,,,,,,,,,
Llambilles,170904,Gironès,Comarques Gironines,2019,696,10,1439,14.37,2068,144,,,0.000102,0.000127,,,,,,,,,,,,,,,,
Llanars,170911,Ripollès,Comarques Gironines,2019,505,4,257,7.92,509,64,,,0.000041,0.000023,,,,,,,,,,,,,,,,
Llançà,170926,Alt Empordà,Comarques Gironines,2019,4836,88,7951,18.2,1644,90,,,0.000895,0.000701,,,,,,,,,,,,,,,,
Llardecans,251253,Segrià,Ponent,2019,451,8,569,17.74,1262,71,,,0.000081,0.00005,,,,,,,,,,,,,,,,
Llavorsí,251266,Pallars Sobirà,Alt Pirineu i Aran,2019,352,7,262,19.89,744,37,,,0.000071,0.000023,,,,,,,,,,,,,,,,
Lleida,251207,Segrià,Ponent,2019,138956,2134,271982,15.36,1957,127,0.9034,0.8102,0.021707,0.023968,190,178,102,376,440,164,561,123,15658,37475,31800,57901,38968,14880,61868,13432
Llers,170932,Alt Empordà,Comarques Gironines,2019,1239,18,6082,14.53,4909,338,,,0.000183,0.000536,,,,,,,,,,,,,,,,
Lles de Cerdanya,251272,Cerdanya,Alt Pirineu i Aran,2019,253,2,567,7.91,2241,284,,,0.00002,0.00005,,,,,,,,,,,,,,,,
Lliçà d'Amunt,81075,Vallès Oriental,Metropolità,2019,15256,78,13709,5.11,899,176,0.4133,0.1451,0.000793,0.001208,4,13,5,14,2,8,24,8,103,3523,487,2866,52,646,5517,515
Lliçà de Vall,81081,Vallès Oriental,Metropolità,2019,6542,74,18869,11.31,2884,255,,,0.000753,0.001663,,,,,,,,,,,,,,,,
Llimiana,251288,Pallars Jussà,Alt Pirineu i Aran,2019,145,1,51,6.9,352,51,,,0.00001,0.000004,,,,,,,,,,,,,,,,
Llinars del Vallès,81069,Vallès Oriental,Metropolità,2019,9938,119,17332,11.97,1744,146,0.7565,0.4588,0.00121,0.001527,,,,,,,,,,,,,,,,
Llívia,170947,Cerdanya,Alt Pirineu i Aran,2019,1417,22,1911,15.53,1349,87,,,0.000224,0.000168,,,,,,,,,,,,,,,,
"Lloar, el",430727,Priorat,Camp de Tarragona,2019,107,1,34,9.35,318,34,,,0.00001,0.000003,,,,,,,,,,,,,,,,
Llobera,251291,Solsonès,Comarques Centrals,2019,188,1,67,5.32,356,67,,,0.00001,0.000006,,,,,,,,,,,,,,,,
Llorac,430733,Conca de Barberà,Camp de Tarragona,2019,100,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Llorenç del Penedès,430748,Baix Penedès,Penedès,2019,2393,32,3863,13.37,1614,121,,,0.000326,0.00034,,,,,,,,,,,,,,,,
Lloret de Mar,170950,Selva,Comarques Gironines,2019,38373,609,65564,15.87,1709,108,0.9337,0.8528,0.006195,0.005778,23,31,70,126,144,28,151,36,3651,5673,8846,11754,11036,2090,20045,2469
"Llosses, les",170963,Ripollès,Comarques Gironines,2019,218,1,20,4.59,92,20,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Lluçà,81094,Osona,Comarques Centrals,2019,273,3,70,10.99,256,23,,,0.000031,0.000006,,,,,,,,,,,,,,,,
Maçanet de Cabrenys,171024,Alt Empordà,Comarques Gironines,2019,688,10,538,14.53,782,54,,,0.000102,0.000047,,,,,,,,,,,,,,,,
Maçanet de la Selva,171030,Selva,Comarques Gironines,2019,7006,54,8359,7.71,1193,155,,,0.000549,0.000737,,,,,,,,,,,,,,,,
Madremanya,170979,Gironès,Comarques Gironines,2019,283,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Maià de Montcal,170985,Garrotxa,Comarques Gironines,2019,449,3,73,6.68,163,24,,,0.000031,0.000006,,,,,,,,,,,,,,,,
Maials,251333,Segrià,Ponent,2019,920,10,471,10.87,512,47,,,0.000102,0.000042,,,,,,,,,,,,,,,,
Maldà,251305,Urgell,Ponent,2019,220,3,111,13.64,505,37,,,0.000031,0.00001,,,,,,,,,,,,,,,,
Malgrat de Mar,81108,Maresme,Metropolità,2019,18579,259,25423,13.94,1368,98,0.8984,0.7149,0.002635,0.00224,10,13,24,38,60,19,72,23,355,2282,2922,5800,3495,1352,7631,1586
Malla,81115,Osona,Comarques Centrals,2019,273,8,7241,29.3,26524,905,,,0.000081,0.000638,,,,,,,,,,,,,,,,
Manlleu,81120,Osona,Comarques Centrals,2019,20573,248,24686,12.05,1200,100,0.9065,0.7624,0.002523,0.002175,15,22,12,29,48,19,88,15,3208,3493,2948,3490,2656,1508,6397,986
Manresa,81136,Bages,Comarques Centrals,2019,77714,1160,171149,14.93,2202,148,0.9065,0.6978,0.0118,0.015082,86,114,42,201,230,97,321,69,6474,39102,24018,27938,23689,12212,32189,5527
Marçà,430764,Priorat,Camp de Tarragona,2019,594,5,200,8.42,337,40,,,0.000051,0.000018,,,,,,,,,,,,,,,,
Margalef,430751,Priorat,Camp de Tarragona,2019,97,2,114,20.62,1175,57,,,0.00002,0.00001,,,,,,,,,,,,,,,,
Marganell,82423,Bages,Comarques Centrals,2019,266,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Martorell,81141,Baix Llobregat,Metropolità,2019,28189,362,52347,12.84,1857,145,0.7787,0.5218,0.003682,0.004613,24,25,21,83,65,29,97,18,1909,6599,10296,15693,4770,1975,9837,1268
Martorelles,81154,Vallès Oriental,Metropolità,2019,4801,42,6167,8.75,1285,147,0.8571,0.6857,0.000427,0.000543,,,,,,,,,,,,,,,,
Mas de Barberans,430770,Montsià,Terres de l'Ebre,2019,578,10,237,17.3,410,24,,,0.000102,0.000021,,,,,,,,,,,,,,,,
Masarac,171002,Alt Empordà,Comarques Gironines,2019,288,3,238,10.42,826,79,,,0.000031,0.000021,,,,,,,,,,,,,,,,
Masdenverge,430786,Montsià,Terres de l'Ebre,2019,1070,11,712,10.28,665,65,,,0.000112,0.000063,,,,,,,,,,,,,,,,
"Masies de Roda, les",81167,Osona,Comarques Centrals,2019,700,4,509,5.71,727,127,,,0.000041,0.000045,,,,,,,,,,,,,,,,
"Masies de Voltregà, les",81173,Osona,Comarques Centrals,2019,3141,26,2582,8.28,822,99,,,0.000264,0.000228,,,,,,,,,,,,,,,,
Masllorenç,430799,Baix Penedès,Penedès,2019,504,5,2918,9.92,5790,584,,,0.000051,0.000257,,,,,,,,,,,,,,,,
"Masnou, el",81189,Maresme,Metropolità,2019,23515,270,25219,11.48,1072,93,0.5947,0.4057,0.002746,0.002222,14,27,10,52,38,23,92,14,487,3830,7316,4391,2155,982,5265,793
"Masó, la",430803,Alt Camp,Camp de Tarragona,2019,276,1,0,3.62,0,0,,,0.00001,0,,,,,,,,,,,,,,,,
Maspujols,430810,Baix Camp,Camp de Tarragona,2019,827,4,150,4.84,181,38,,,0.000041,0.000013,,,,,,,,,,,,,,,,
Masquefa,81192,Anoia,Penedès,2019,9211,81,10972,8.79,1191,135,0.7625,0.5391,0.000824,0.000967,,,,,,,,,,,,,,,,
"Masroig, el",430825,Priorat,Camp de Tarragona,2019,497,5,209,10.06,421,42,,,0.000051,0.000018,,,,,,,,,,,,,,,,
Massalcoreig,251312,Segrià,Ponent,2019,598,6,238,10.03,398,40,,,0.000061,0.000021,,,,,,,,,,,,,,,,
Massanes,171019,Selva,Comarques Gironines,2019,761,4,201,5.26,264,50,,,0.000041,0.000018,,,,,,,,,,,,,,,,
Massoteres,251327,Segarra,Ponent,2019,218,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Matadepera,81206,Vallès Occidental,Metropolità,2019,9326,64,7940,6.86,851,124,0.5645,0.3231,0.000651,0.0007,,,,,,,,,,,,,,,,
Mataró,81213,Maresme,Metropolità,2019,128265,1711,216682,13.34,1689,127,0.8892,0.7683,0.017404,0.019095,102,151,73,276,340,143,537,89,10214,36848,24554,36004,39460,10479,46043,13080
Mediona,81228,Alt Penedès,Penedès,2019,2322,14,1061,6.03,457,76,,,0.000142,0.000093,,,,,,,,,,,,,,,,
Menàrguens,251348,Noguera,Ponent,2019,806,5,134,6.2,166,27,,,0.000051,0.000012,,,,,,,,,,,,,,,,
Meranges,170998,Cerdanya,Alt Pirineu i Aran,2019,104,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Mieres,171058,Garrotxa,Comarques Gironines,2019,318,1,13,3.14,41,13,,,0.00001,0.000001,,,,,,,,,,,,,,,,
"Milà, el",430831,Alt Camp,Camp de Tarragona,2019,178,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Miralcamp,251351,Pla d'Urgell,Ponent,2019,1351,8,298,5.92,221,37,,,0.000081,0.000026,,,,,,,,,,,,,,,,
Miravet,430846,Ribera d'Ebre,Terres de l'Ebre,2019,691,7,293,10.13,424,42,,,0.000071,0.000026,,,,,,,,,,,,,,,,
Moià,81385,Moianès,Comarques Centrals,2019,6267,87,7651,13.88,1221,88,,,0.000885,0.000674,,,,,,,,,,,,,,,,
"Molar, el",430859,Priorat,Camp de Tarragona,2019,297,3,189,10.1,636,63,,,0.000031,0.000017,,,,,,,,,,,,,,,,
Molins de Rei,81234,Baix Llobregat,Metropolità,2019,25868,352,44122,13.61,1706,125,0.9167,0.6803,0.003581,0.003888,30,32,12,67,57,26,106,22,1612,16490,2119,8431,2688,1733,9401,1648
Mollerussa,251370,Pla d'Urgell,Ponent,2019,14683,261,32336,17.78,2202,124,0.9728,985,0.002655,0.00285,30,17,10,46,59,24,68,7,3147,3731,2558,8021,3962,2277,8064,576
Mollet de Peralada,171061,Alt Empordà,Comarques Gironines,2019,189,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Mollet del Vallès,81249,Vallès Oriental,Metropolità,2019,51318,609,73699,11.87,1436,121,0.9834,0.9091,0.006195,0.006495,27,30,25,122,108,51,208,38,1235,10989,14578,14254,8232,3047,18287,3077
Molló,171077,Ripollès,Comarques Gironines,2019,337,4,117,11.87,347,29,,,0.000041,0.00001,,,,,,,,,,,,,,,,
"Molsosa, la",251364,Solsonès,Comarques Centrals,2019,107,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Monistrol de Calders,81287,Moianès,Comarques Centrals,2019,682,6,270,8.8,396,45,,,0.000061,0.000024,,,,,,,,,,,,,,,,
Monistrol de Montserrat,81271,Bages,Comarques Centrals,2019,3034,22,3068,7.25,1011,139,,,0.000224,0.00027,,,,,,,,,,,,,,,,
Mont-ral,430918,Alt Camp,Camp de Tarragona,2019,162,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Mont-ras,171100,Baix Empordà,Comarques Gironines,2019,1679,22,5873,13.1,3498,267,,,0.000224,0.000518,,,,,,,,,,,,,,,,
Mont-roig del Camp,430923,Baix Camp,Camp de Tarragona,2019,12136,116,15769,9.56,1299,136,0.6404,0.4652,0.00118,0.00139,5,11,9,29,20,8,28,6,85,3811,1376,3042,1380,385,5347,343
Montagut i Oix,171096,Garrotxa,Comarques Gironines,2019,916,8,289,8.73,316,36,,,0.000081,0.000025,,,,,,,,,,,,,,,,
Montblanc,430862,Conca de Barberà,Camp de Tarragona,2019,7364,124,16123,16.84,2189,130,875,0.6473,0.001261,0.001421,,,,,,,,,,,,,,,,
Montbrió del Camp,430884,Baix Camp,Camp de Tarragona,2019,2890,27,4081,9.34,1412,151,,,0.000275,0.00036,,,,,,,,,,,,,,,,
Montcada i Reixac,81252,Vallès Occidental,Metropolità,2019,36239,342,39663,9.44,1094,116,0.7455,0.4702,0.003479,0.003495,33,33,18,75,24,19,116,24,5756,6077,3280,8428,1059,1246,11196,2621
Montclar,81304,Berguedà,Comarques Centrals,2019,136,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Montellà i Martinet,251399,Cerdanya,Alt Pirineu i Aran,2019,579,10,459,17.27,793,46,,,0.000102,0.00004,,,,,,,,,,,,,,,,
Montesquiu,81311,Osona,Comarques Centrals,2019,998,8,448,8.02,449,56,,,0.000081,0.000039,,,,,,,,,,,,,,,,
Montferrer i Castellbò,251403,Alt Urgell,Alt Pirineu i Aran,2019,1041,10,6016,9.61,5779,602,,,0.000102,0.00053,,,,,,,,,,,,,,,,
Montferri,430897,Alt Camp,Camp de Tarragona,2019,387,2,175,5.17,452,88,,,0.00002,0.000015,,,,,,,,,,,,,,,,
Montgai,251386,Noguera,Ponent,2019,625,5,155,8,248,31,,,0.000051,0.000014,,,,,,,,,,,,,,,,
Montgat,81265,Maresme,Metropolità,2019,12041,81,7714,6.73,641,95,0.7848,0.7869,0.000824,0.00068,2,2,3,17,7,9,34,7,63,416,168,1797,451,397,3828,594
Montmajor,81326,Berguedà,Comarques Centrals,2019,464,3,54,6.47,116,18,,,0.000031,0.000005,,,,,,,,,,,,,,,,
Montmaneu,81332,Anoia,Penedès,2019,150,2,33,13.33,220,17,,,0.00002,0.000003,,,,,,,,,,,,,,,,
"Montmell, el",430901,Baix Penedès,Penedès,2019,1512,3,116,1.98,77,39,,,0.000031,0.00001,,,,,,,,,,,,,,,,
Montmeló,81350,Vallès Oriental,Metropolità,2019,8755,80,9840,9.14,1124,123,0.8462,0.4775,0.000814,0.000867,,,,,,,,,,,,,,,,
Montoliu de Lleida,251425,Segrià,Ponent,2019,489,5,275,10.22,562,55,,,0.000051,0.000024,,,,,,,,,,,,,,,,
Montoliu de Segarra,251410,Segarra,Ponent,2019,179,1,23,5.59,128,23,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Montornès de Segarra,251431,Segarra,Ponent,2019,100,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Montornès del Vallès,81363,Vallès Oriental,Metropolità,2019,16393,144,18059,8.78,1102,125,0.8521,0.6356,0.001465,0.001591,5,14,8,29,18,7,53,10,68,4735,1109,3706,1005,283,6235,918
Montseny,81379,Vallès Oriental,Metropolità,2019,342,4,95,11.7,278,24,,,0.000041,0.000008,,,,,,,,,,,,,,,,
Móra d'Ebre,430939,Ribera d'Ebre,Terres de l'Ebre,2019,5690,103,14888,18.1,2617,145,0.98,0.9228,0.001048,0.001312,,,,,,,,,,,,,,,,
Móra la Nova,430944,Ribera d'Ebre,Terres de l'Ebre,2019,3087,51,6092,16.52,1973,119,,,0.000519,0.000537,,,,,,,,,,,,,,,,
"Morell, el",430957,Tarragonès,Camp de Tarragona,2019,3704,39,4220,10.53,1139,108,,,0.000397,0.000372,,,,,,,,,,,,,,,,
"Morera de Montsant, la",430960,Priorat,Camp de Tarragona,2019,152,2,91,13.16,599,46,,,0.00002,0.000008,,,,,,,,,,,,,,,,
Muntanyola,81290,Osona,Comarques Centrals,2019,634,2,154,3.15,243,77,,,0.00002,0.000014,,,,,,,,,,,,,,,,
Mura,81398,Bages,Comarques Centrals,2019,224,4,110,17.86,491,28,,,0.000041,0.00001,,,,,,,,,,,,,,,,
Nalec,251459,Urgell,Ponent,2019,87,1,34,11.49,391,34,,,0.00001,0.000003,,,,,,,,,,,,,,,,
Naut Aran,250254,Aran,Alt Pirineu i Aran,2019,1803,41,3873,22.74,2148,94,,,0.000417,0.000341,,,,,,,,,,,,,,,,
Navarcles,81402,Bages,Comarques Centrals,2019,5977,52,5135,8.7,859,99,0.9423,0.8991,0.000529,0.000453,,,,,,,,,,,,,,,,
Navàs,81419,Bages,Comarques Centrals,2019,6020,75,8300,12.46,1379,111,,,0.000763,0.000731,,,,,,,,,,,,,,,,
Navata,171117,Alt Empordà,Comarques Gironines,2019,1381,7,351,5.07,254,50,,,0.000071,0.000031,,,,,,,,,,,,,,,,
Navès,251462,Solsonès,Comarques Centrals,2019,280,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Nou de Berguedà, la",81424,Berguedà,Comarques Centrals,2019,161,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Nou de Gaià, la",430976,Tarragonès,Camp de Tarragona,2019,603,4,236,6.63,391,59,,,0.000041,0.000021,,,,,,,,,,,,,,,,
Nulles,430982,Alt Camp,Camp de Tarragona,2019,492,2,95,4.07,193,48,,,0.00002,0.000008,,,,,,,,,,,,,,,,
Odèn,251484,Solsonès,Comarques Centrals,2019,249,1,67,4.02,269,67,,,0.00001,0.000006,,,,,,,,,,,,,,,,
Òdena,81430,Anoia,Penedès,2019,3643,22,6165,6.04,1692,280,,,0.000224,0.000543,,,,,,,,,,,,,,,,
Ogassa,171122,Ripollès,Comarques Gironines,2019,234,1,0,4.27,0,0,,,0.00001,0,,,,,,,,,,,,,,,,
Olèrdola,81458,Alt Penedès,Penedès,2019,3692,54,16600,14.63,4496,307,0.2264,0.0564,0.000549,0.001463,,,,,,,,,,,,,,,,
Olesa de Bonesvalls,81461,Alt Penedès,Penedès,2019,1810,7,654,3.87,361,93,,,0.000071,0.000058,,,,,,,,,,,,,,,,
Olesa de Montserrat,81477,Baix Llobregat,Metropolità,2019,23904,255,24912,10.67,1042,98,0.9488,0.8164,0.002594,0.002195,19,14,11,33,42,18,103,15,1608,3005,3349,3745,2161,1084,8808,1152
Oliana,251497,Alt Urgell,Alt Pirineu i Aran,2019,1810,38,6654,20.99,3676,175,,,0.000387,0.000586,,,,,,,,,,,,,,,,
Oliola,251500,Noguera,Ponent,2019,197,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Olius,251517,Solsonès,Comarques Centrals,2019,986,6,1881,6.09,1908,314,,,0.000061,0.000166,,,,,,,,,,,,,,,,
Olivella,81483,Garraf,Penedès,2019,3799,17,1324,4.47,349,78,,,0.000173,0.000117,,,,,,,,,,,,,,,,
Olost,81496,Osona,Comarques Centrals,2019,1198,19,868,15.86,725,46,,,0.000193,0.000076,,,,,,,,,,,,,,,,
Olot,171143,Garrotxa,Comarques Gironines,2019,35228,507,62331,14.39,1769,123,0.9352,0.8631,0.005157,0.005493,36,45,18,85,104,55,137,27,3412,9504,8050,11787,7756,5487,14698,1637
"Oluges, les",251522,Segarra,Ponent,2019,167,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Olvan,81445,Berguedà,Comarques Centrals,2019,854,11,2638,12.88,3089,240,,,0.000112,0.000232,,,,,,,,,,,,,,,,
"Omellons, els",251538,Garrigues,Ponent,2019,211,1,50,4.74,237,50,,,0.00001,0.000004,,,,,,,,,,,,,,,,
"Omells de na Gaia, els",251543,Urgell,Ponent,2019,131,1,0,7.63,0,0,,,0.00001,0,,,,,,,,,,,,,,,,
Ordis,171156,Alt Empordà,Comarques Gironines,2019,371,2,39,5.39,105,20,,,0.00002,0.000003,,,,,,,,,,,,,,,,
Organyà,251556,Alt Urgell,Alt Pirineu i Aran,2019,784,15,984,19.13,1255,66,,,0.000153,0.000087,,,,,,,,,,,,,,,,
Orís,81509,Osona,Comarques Centrals,2019,315,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Oristà,81516,Osona,Comarques Centrals,2019,541,5,240,9.24,444,48,,,0.000051,0.000021,,,,,,,,,,,,,,,,
Orpí,81521,Anoia,Penedès,2019,147,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Òrrius,81537,Maresme,Metropolità,2019,739,4,168,5.41,227,42,,,0.000041,0.000015,,,,,,,,,,,,,,,,
Os de Balaguer,251569,Noguera,Ponent,2019,994,9,623,9.05,627,69,,,0.000092,0.000055,,,,,,,,,,,,,,,,
Osor,171169,Selva,Comarques Gironines,2019,428,2,44,4.67,103,22,,,0.00002,0.000004,,,,,,,,,,,,,,,,
Ossó de Sió,251575,Urgell,Ponent,2019,204,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Pacs del Penedès,81542,Alt Penedès,Penedès,2019,922,4,576,4.34,625,144,,,0.000041,0.000051,,,,,,,,,,,,,,,,
Palafolls,81555,Maresme,Metropolità,2019,9405,75,8574,7.97,912,114,0.5946,0.4415,0.000763,0.000756,,,,,,,,,,,,,,,,
Palafrugell,171175,Baix Empordà,Comarques Gironines,2019,22974,392,46803,17.06,2037,119,0.8455,0.6933,0.003987,0.004124,31,30,21,73,79,31,97,30,1372,3822,6117,11701,5145,2095,13917,2634
Palamós,171181,Baix Empordà,Comarques Gironines,2019,17910,370,38710,20.66,2161,105,0.9449,0.8589,0.003764,0.003411,20,26,18,78,87,31,97,13,766,4065,3740,9350,5730,2029,11991,1039
"Palau d'Anglesola, el",251581,Pla d'Urgell,Ponent,2019,2166,19,1552,8.77,717,82,,,0.000193,0.000137,,,,,,,,,,,,,,,,
Palau de Santa Eulàlia,171194,Alt Empordà,Comarques Gironines,2019,91,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Palau-sator,171215,Baix Empordà,Comarques Gironines,2019,310,3,309,9.68,997,103,,,0.000031,0.000027,,,,,,,,,,,,,,,,
Palau-saverdera,171208,Alt Empordà,Comarques Gironines,2019,1476,9,649,6.1,440,72,,,0.000092,0.000057,,,,,,,,,,,,,,,,
Palau-solità i Plegamans,81568,Vallès Occidental,Metropolità,2019,14771,197,21641,13.34,1465,110,709,0.5012,0.002004,0.001907,13,17,8,41,24,30,52,12,676,3860,1240,3803,2302,1812,6202,1746
"Pallaresos, els",431009,Tarragonès,Camp de Tarragona,2019,4777,19,3041,3.98,637,160,,,0.000193,0.000268,,,,,,,,,,,,,,,,
Pallejà,81574,Baix Llobregat,Metropolità,2019,11508,93,9881,8.08,859,106,0.8791,0.8131,0.000946,0.000871,5,10,5,17,13,10,29,4,63,2456,1278,1536,533,545,3007,463
"Palma d'Ebre, la",430995,Ribera d'Ebre,Terres de l'Ebre,2019,340,3,129,8.82,379,43,,,0.000031,0.000011,,,,,,,,,,,,,,,,
"Palma de Cervelló, la",89058,Baix Llobregat,Metropolità,2019,2954,35,6746,11.85,2284,193,,,0.000356,0.000594,,,,,,,,,,,,,,,,
Palol de Revardit,171236,Pla de l'Estany,Comarques Gironines,2019,455,5,1045,10.99,2297,209,,,0.000051,0.000092,,,,,,,,,,,,,,,,
Pals,171241,Baix Empordà,Comarques Gironines,2019,2411,41,5891,17.01,2443,144,,,0.000417,0.000519,,,,,,,,,,,,,,,,
"Papiol, el",81580,Baix Llobregat,Metropolità,2019,4145,31,5271,7.48,1272,170,,,0.000315,0.000465,,,,,,,,,,,,,,,,
Pardines,171254,Ripollès,Comarques Gironines,2019,162,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Parets del Vallès,81593,Vallès Oriental,Metropolità,2019,19082,185,39705,9.7,2081,215,0.5568,0.3362,0.001882,0.003499,15,28,11,38,18,14,48,13,2378,7662,3319,11040,981,2125,5153,7047
Parlavà,171267,Baix Empordà,Comarques Gironines,2019,394,7,750,17.77,1904,107,,,0.000071,0.000066,,,,,,,,,,,,,,,,
Passanant i Belltall,431016,Conca de Barberà,Camp de Tarragona,2019,163,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Pau,171289,Alt Empordà,Comarques Gironines,2019,560,4,369,7.14,659,92,,,0.000041,0.000033,,,,,,,,,,,,,,,,
Paüls,431021,Baix Ebre,Terres de l'Ebre,2019,556,2,225,3.6,405,113,,,0.00002,0.00002,,,,,,,,,,,,,,,,
Pedret i Marzà,171292,Alt Empordà,Comarques Gironines,2019,198,3,486,15.15,2455,162,,,0.000031,0.000043,,,,,,,,,,,,,,,,
Penelles,251641,Noguera,Ponent,2019,452,4,443,8.85,980,111,,,0.000041,0.000039,,,,,,,,,,,,,,,,
"Pera, la",171306,Baix Empordà,Comarques Gironines,2019,446,9,640,20.18,1435,71,,,0.000092,0.000056,,,,,,,,,,,,,,,,
Perafita,81607,Osona,Comarques Centrals,2019,395,4,184,10.13,466,46,,,0.000041,0.000016,,,,,,,,,,,,,,,,
Perafort,431037,Tarragonès,Camp de Tarragona,2019,1261,14,2787,11.1,2210,199,,,0.000142,0.000246,,,,,,,,,,,,,,,,
Peralada,171328,Alt Empordà,Comarques Gironines,2019,1850,15,641,8.11,346,43,,,0.000153,0.000056,,,,,,,,,,,,,,,,
Peramola,251654,Alt Urgell,Alt Pirineu i Aran,2019,347,4,131,11.53,378,33,,,0.000041,0.000012,,,,,,,,,,,,,,,,
"Perelló, el",431042,Baix Ebre,Terres de l'Ebre,2019,2770,42,2280,15.16,823,54,,,0.000427,0.000201,,,,,,,,,,,,,,,,
